1.5900123447689868e-6+0.j,0.-8.216462838837015e-6j,-0.00003002301455165006+0.j,0.+0.00008957319565709429j,0.0002314368300012546+0.j,0.-0.0005348498387045971j,-0.0011283417118728295+0.j,0.+0.002203819504446027j,0.00402638619251387+0.j,0.-0.006935512719851078j,-0.011333471889484968+0.j,0.+0.017658386912391574j,0.026341760970924756+0.j,0.-0.03775352675899696j,-0.05214082625716145+0.j,0.+0.06956914703960385j,0.08987545179461211+0.j,0.-0.11264217433180493j,-0.13719843949994986+0.j,0.+0.16265101225384468j,0.18794300731788516+0.j,0.-0.21193414086614923j,-0.23349306305185644+0.j,0.+0.25159063058851117j,0.2653830872389925+0.j,0.-0.2742758924518705j,-0.2779619578937911+0.j,0.+0.27643172203573274j,0.2699561729658946+0.j,0.-0.2590470571809831j,-0.24440069402319115+0.j,0.+0.22683286968700683j,0.20721223600061497+0.j,0.-0.18639867738239865j,-0.16519152676506443+0.j,0.+0.14429063482286128j,0.12427142918257164+0.j,0.-0.10557347824306781j,-0.08850084779179962+0.j,0.+0.07323176926340048j,0.05983481192301933+0.j,0.-0.048288798665762266j,-0.03850402716886553+0.j,0.+0.030342846951471603j,0.02363819916426827+0.j,0.-0.018209269760863754j,-0.013873882534953719+0.j,0.+0.010457635089303249j,0.007800047796276216+0.j,0.-0.005758158605327143j,-0.004208070625751584+0.j,0.+0.0030449651840636395j,0.00218205181277832+0.j,0.-0.0015488577140564173j,-0.0010891784559934376+0.j,0.+0.0007589306575912974j,0.0005240738409858793+0.j,0.-0.00035870667135201026j,-0.00024339399342622863+0.j,0.+0.00016374507622039585j,0.00010923882590969816+0.j,0.-0.00007227639878238211j,-0.000047433487826359485+0.j,0.+0.00003088155669382762j,0.000019947735297075398+0.j,0.-0.0000127856060096873j,-8.132681210122007e-6+0.j,0.+5.134294155111776e-6j,3.217441724868954e-6+0.j,0.-2.0015688954556935e-6j,-1.2362489126727007e-6+0.j,0.+7.581604885509054e-7j,4.6172065008839817e-7+0.j,0.-2.792558422129701e-7j,-1.6775319751899136e-7+0.j,0.+1.0009780968277842e-7j,5.933380193184512e-8+0.j,0.-3.494147339358432e-8j,-2.0444585595866257e-8+0.j,0.+1.1886367828532948e-8j,6.867340340601481e-9+0.j,0.-3.943033447076672e-9j,-2.2501316790972072e-9+0.j,0.+1.2763015217527368e-9j,7.196114140105072e-10+0.j,0.-4.033415654748603e-10j,-2.2475437439159894e-10+0.j,0.+1.2451822638721193e-10j,6.859239848311446e-11+0.j,0.-3.7572092689580215e-11j,-2.0465790755824027e-11+0.j,0.+1.108644310562411e-11j,5.972865265183818e-12+0.j,0.-3.2005575668917358e-12j,-1.7058707220855395e-12+0.j,0.+9.044169895578564e-13j,4.769990286975722e-13+0.j,0.-2.502741682695892e-13j,-1.3064337404487359e-13+0.j,0.+6.785067773642173e-14j
0.-8.216462838837015e-6j,-0.00004086894201749932+0.j,0.+0.00014352549269297738j,0.00041087227340267155+0.j,0.-0.0010168142057840881j,-0.002246352965207042+0.j,0.+0.004520649149401641j,0.008403028358093352+0.j,0.-0.014573195295133406j,-0.023760426390723063+0.j,0.+0.036634226855526586j,0.053661662895491256+0.j,0.-0.07495182993522202j,-0.10011653785091937+0.j,0.+0.12817938561967218j,0.15756125542696794+0.j,0.-0.18615899451085569j,-0.21151770073246456+0.j,0.+0.23107905357340355j,0.24247254752530661+0.j,0.-0.24380680284707296j,-0.2339164853760227+0.j,0.+0.2125270427832815j,0.18031290794115365+0.j,0.-0.13884212424552866j,-0.09041801114193429+0.j,0.+0.0378432344487812j,-0.015858903821107263+0.j,0.+0.06772808626898583j,0.11512075026046052+0.j,0.-0.15590719857176388j,-0.1885960566663434+0.j,0.+0.21238160335847325j,0.22711982483162338+0.j,0.-0.23324681351341595j,-0.23165767673872176+0.j,0.+0.22356541128698063j,0.2103577276159605+0.j,0.-0.1934663751545987j,-0.17425903922726538+0.j,0.+0.15395919877925474j,0.13359511854065415+0.j,0.-0.1139758292538509j,-0.09568971640274869+0.j,0.+0.07912018180065163j,0.06447261109177285+0.j,0.-0.051807342160624624j,-0.041074230287715445+0.j,0.+0.03214551096946383j,0.024844781822124684+0.j,0.-0.01897092904035008j,-0.014316635802675504+0.j,0.+0.010681701845097494j,0.007881782613080951+0.j,0.-0.005753352856196123j,-0.004155754100836089+0.j,0.+0.00297114102251668j,0.002103037302035537+0.j,0.-0.0014740788246318795j,-0.0010233844306476246+0.j,0.+0.0007038671862843059j,0.0004796908480210523+0.j,0.-0.0003239901757864669j,-0.00021690975543826562+0.j,0.+0.000143971602432328j,0.00009475356897616522+0.j,0.-0.00006184474535508912j,-0.00004003716053421722+0.j,0.+0.000025712194278767455j,0.00001638287772855019+0.j,0.-0.000010357953023183185j,-6.498988862810229e-6+0.j,0.+4.047242110415165e-6j,2.50187539400088e-6+0.j,0.-1.5353771269532695e-6j,-9.355252130612042e-7+0.j,0.+5.660222890822789e-7j,3.400903079266596e-7+0.j,0.-2.029463891535725e-7j,-1.2029209225266044e-7+0.j,0.+7.082760485697317e-8j,4.143025409966551e-8+0.j,0.-2.4078026234946956e-8j,-1.3904327655429884e-8+0.j,0.+7.978871171668694e-9j,4.550203100143804e-9+0.j,0.-2.5790071050579907e-9j,-1.4529155100916692e-9+0.j,0.+8.136300893383135e-10j,4.5294385437773994e-10+0.j,0.-2.5068224124677036e-10j,-1.3794148985322855e-10+0.j,0.+7.5472367239173e-11j,4.106119638227908e-11+0.j,0.-2.2215390499873535e-11j,-1.1953154194549342e-11+0.j,0.+6.396525861733236e-12j,3.4045921853781276e-12+0.j,0.-1.8024821420803879e-12j,-9.492636221339866e-13+0.j
-0.00003002301455165006+0.j,0.+0.00014352549269297738j,0.0004835742448105597+0.j,0.-0.0013255481432054902j,-0.0031343853098246928+0.j,0.+0.006600465534074789j,0.012627687172154756+0.j,0.-0.02224736616493575j,-0.03644450413850804+0.j,0.+0.05590635397708399j,0.08073180091507742+0.j,0.-0.11016522626366934j,-0.14243083503533543+0.j,0.+0.17473613063010288j,0.20348493947570925+0.j,0.-0.2246962606678107j,-0.23457578170712004+0.j,0.+0.23014513514504023j,0.20981142839151098+0.j,0.-0.1737629629515746j,-0.12410629811014129+0.j,0.+0.06470819200748933j,0.0007621349099572858+0.j,0.+0.061849599426768244j,0.1172921109309121+0.j,0.-0.1604929721385974j,-0.18772732342151002+0.j,0.+0.19699347101791456j,0.1881403317245064+0.j,0.-0.16275118388371446j,-0.12382528096702093+0.j,0.+0.075324098497615j,0.02165968580691473+0.j,0.+0.032800670887945485j,0.0841534863874924+0.j,0.-0.12926260210186638j,-0.16593065740374432+0.j,0.+0.19294253728248614j,0.21000054465954152+0.j,0.-0.2175805927011456j,-0.21674209059334953+0.j,0.+0.20892239229338544j,0.19574123997261092+0.j,0.-0.17883326430600563j,-0.15971883817022056+0.j,0.+0.13971658852038157j,0.11989537826141737+0.j,0.-0.1010598749527063j,-0.08376188233060147+0.j,0.+0.06832914933372486j,0.05490399739087928+0.j,0.-0.04348540514776158j,-0.03396978964258721+0.j,0.+0.026187335147004085j,0.01993215093348085+0.j,0.-0.014985681414188063j,-0.011133612967915025+0.j,0.+0.008177039108035645j,0.005938907796146075+0.j,0.-0.004266843248976616j,-0.003033371594705807+0.j,0.+0.0021344397673788524j,0.0014869431666363136+0.j,0.-0.0010258005388366846j,-0.0007009535967698898+0.j,0.+0.000474534189686962j,0.00031833666680207374+0.j,0.-0.00021165626902582054j,-0.00013950221349549812+0.j,0.+0.00009116179223381564j,0.0000590743765679739+0.j,0.-0.000037967275479085294j,-0.000024205281276593752+0.j,0.+0.000015309635485213505j,9.608034791864078e-6+0.j,0.-5.983810424637075e-6j,-3.698715191457382e-6+0.j,0.+2.269383500668917e-6j,1.3822957206493963e-6+0.j,0.-8.359501038578027e-7j,-5.019894123931504e-7+0.j,0.+2.993576695204518e-7j,1.7730178243677014e-7+0.j,0.-1.043053199091587e-7j,-6.095548923658885e-8+0.j,0.+3.5389401144070754e-8j,2.0413966515047253e-8+0.j,0.-1.170075632757122e-8j,-6.6645409757199856e-9+0.j,0.+3.772529547193259e-9j,2.12244502521839e-9+0.j,0.-1.1869049640869913e-9j,-6.597881276020783e-10+0.j,0.+3.6461502063371834e-10j,2.0032618255209886e-10+0.j,0.-1.09432101097023e-10j,-5.944092980876253e-11+0.j,0.+3.210624348061145e-11j,1.7245862533124536e-11+0.j,0.-9.212969838249234e-12j
0.+0.00008957319565709429j,0.00041087227340267155+0.j,0.-0.0013255481432054902j,-0.003471177966363313+0.j,0.+0.007820778531417017j,0.015645911940731692+0.j,0.-0.028340039852534683j,-0.04708555919634423+0.j,0.+0.07240181286927393j,0.10367200231554073+0.j,0.-0.1387914982826379j,-0.17408660504356954+0.j,0.+0.20460972236000444j,0.22482909387206507+0.j,0.-0.22962095882817504j,-0.21537163213357371+0.j,0.+0.1809393998024151j,0.12823236917381364+0.j,0.-0.062230976366296986j,0.009594759144587336+0.j,0.-0.0783848363607449j,-0.1352985193114558+0.j,0.+0.1729567947040106j,0.18663757125458025+0.j,0.-0.17500209892773624j,-0.14023512012760506+0.j,0.+0.08760302463029955j,0.024544978083768775+0.j,0.+0.04051124955559939j,0.09938644430853359+0.j,0.-0.1452336384530154j,-0.17331431527681157+0.j,0.+0.1813861407521685j,0.16969734091288488+0.j,0.-0.14064710158842947j,-0.09821408004485935+0.j,0.+0.04727273968754685j,-0.007088267066812122+0.j,0.+0.06015417321190846j,0.1080194268447781+0.j,0.-0.14784534447864817j,-0.17794532381095168+0.j,0.+0.19772507583181642j,0.20751811933722206+0.j,0.-0.20836059745475083j,-0.20174613756579382+0.j,0.+0.18939343771374437j,0.17304901798204772+0.j,0.-0.1543372302802999j,-0.1346606658468886+0.j,0.+0.11514736414490422j,0.09663695247852062+0.j,0.-0.07969584115368024j,-0.0646514103986056+0.j,0.+0.05163619214618659j,0.04063482473805613+0.j,0.-0.03152858297990099j,-0.024134225159039086+0.j,0.+0.01823554584753245j,0.013607282803364908+0.j,0.-0.010031886265655321j,-0.007310162357732912+0.j,0.+0.00526702070989993j,0.0037535697066171576+0.j,0.-0.002646685614406448j,-0.0018469960744810102+0.j,0.+0.0012760101614569452j,0.0008729272168676795+0.j,0.-0.0005914827196003458j,-0.00039704932774047263+0.j,0.+0.0002641058109098174j,0.00017411260640735478+0.j,0.-0.00011378482452690658j,-0.00007372575849538895+0.j,0.+0.00004737072178815947j,0.000030187568884673653+0.j,0.-0.00001908279291247193j,-0.000011967864376806587+0.j,0.+7.447573030329538e-6j,4.599346612967709e-6+0.j,0.-2.8191501914686204e-6j,-1.715284563335418e-6+0.j,0.+1.0361034249073998e-6j,6.213983501508154e-7+0.j,0.-3.700721223639799e-7j,-2.1887664193886495e-7+0.j,0.+1.2857456684951164e-7j,7.502355003987342e-8+0.j,0.-4.348804178894927e-8j,-2.5044549216746293e-8+0.j,0.+1.4330713688769022e-8j,8.14840326048661e-9+0.j,0.-4.604314476902306e-9j,-2.585721596584981e-9+0.j,0.+1.4433057586856915e-9j,8.008094326433973e-10+0.j,0.-4.417003591151282e-10j,-2.4220695783204004e-10+0.j,0.+1.3204970430816948e-10j,7.158318589395454e-11+0.j
0.0002314368300012546+0.j,0.-0.0010168142057840881j,-0.0031343853098246928+0.j,0.+0.007820778531417017j,0.016735940671919487+0.j,0.-0.03168159307712779j,-0.05406198746244186+0.j,0.+0.08416806116852155j,0.12048083347819512+0.j,0.-0.1592622306934511j,-0.1946859370102016+0.j,0.+0.21964065746070516j,0.2271382896561104+0.j,0.-0.21204198374971978j,-0.17267177919887147+0.j,0.+0.11181239473767378j,0.0367631231672276+0.j,0.+0.041692758852198045j,0.11123119918934889+0.j,0.-0.16041995092418418j,-0.18107411247203495+0.j,0.+0.16997847673275018j,0.1295779920058724+0.j,0.-0.06749334650018024j,0.005001068357374989+0.j,0.-0.07516949029862391j,-0.13118445227573008+0.j,0.+0.16418067567798383j,0.169611792293602+0.j,0.-0.1477121620071135j,-0.1030698078450007+0.j,0.+0.04349155950895132j,-0.021546245670029742+0.j,0.+0.08253256837639267j,0.1313482920599422+0.j,0.-0.16227682088729406j,-0.17250019821565946+0.j,0.+0.16208889992297165j,0.1335772393514401+0.j,0.-0.09126636370322376j,-0.04041143101724738+0.j,0.-0.013565680437397159j,-0.06573198232475035+0.j,0.+0.11210524181904989j,0.1499031936673958+0.j,0.-0.17759640899413615j,-0.19480473415507232+0.j,0.+0.20208856659645294j,0.20068697019261061+0.j,0.-0.19224767500994308j,-0.17858266656804922+0.j,0.+0.16147035371908727j,0.14251350195816417+0.j,0.-0.12305265362574368j,-0.10412823612934718+0.j,0.+0.08648095043341027j,0.07057888172038713+0.j,0.-0.05666042451557951j,-0.04478387524817683+0.j,0.+0.034876808933068854j,0.02678065995204568+0.j,0.-0.02028796601776397j,-0.015171350580155694+0.j,0.+0.011204467291155594j,0.00817584324186477+0.j,0.-0.0058969116860717475j,-0.004205612554438908+0.j,0.+0.002966850633216162j,0.0020709138691108507+0.j,0.-0.0014307267906789151j,-0.0009785869667407873+0.j,0.+0.000662830058308951j,0.00044470303822001473+0.j,0.-0.0002955983382338007j,-0.00019471127211548645+0.j,0.+0.00012712340829394147j,0.0000822789515868217+0.j,0.-0.00005280316585277749j,-0.000033605817893586084+0.j,0.+0.000021214069607788423j,0.000013284858405912075+0.j,0.-8.254269430491582e-6j,-5.089224821358963e-6+0.j,0.+3.114123260336931e-6j,1.8914225129565614e-6+0.j,0.-1.1404205720922273e-6j,-6.826817064870193e-7+0.j,0.+4.0578801644846333e-7j,2.3952840086864086e-7+0.j,0.-1.4042324564951966e-7j,-8.176941255997213e-8+0.j,0.+4.729952119919802e-8j,2.7181864479613363e-8+0.j,0.-1.5520282020512048e-8j,-8.805575639105615e-9+0.j,0.+4.96469218476109e-9j,2.7818953944602865e-9+0.j,0.-1.549314146847977e-9j,-8.576767780362927e-10+0.j,0.+4.71984260925096e-10j
0.-0.0005348498387045971j,-0.002246352965207042+0.j,0.+0.006600465534074789j,0.015645911940731692+0.j,0.-0.03168159307712779j,-0.05648012846934299+0.j,0.+0.09023164887839982j,0.13054513751112395+0.j,0.-0.17196574274209192j,-0.2064125501537214+0.j,0.+0.22468782563609382j,0.21882300808672095+0.j,0.-0.1846500811137422j,-0.12377891847642346+0.j,0.+0.04422987430023309j,-0.04067817668176597+0.j,0.+0.11505662193890419j,0.1641396937165689+0.j,0.-0.177948528762528j,-0.1539005137690712+0.j,0.+0.09762184362542316j,0.021728260563799923+0.j,0.+0.057095499428138775j,0.12193690456303895+0.j,0.-0.1594279678173544j,-0.16253374389727276+0.j,0.+0.13175407524733473j,0.07457594297762184+0.j,0.-0.0034499665315558953j,0.06711691240306475+0.j,0.-0.1236254005912438j,-0.15613288475200415+0.j,0.+0.15981922049542166j,0.1353792172879867+0.j,0.-0.08832691231516211j,-0.027506343556033395+0.j,0.-0.03678694856232511j,-0.09466429707666088+0.j,0.+0.13815164943458597j,0.16214462677230748+0.j,0.-0.1647495595315439j,-0.14707097554374104+0.j,0.+0.11258934211206487j,0.06631087524349662+0.j,0.-0.013867953176320651j,0.039284798116445356+0.j,0.-0.08848340737368333j,-0.13023391758295014+0.j,0.+0.16236151988198103j,0.18396577467898162+0.j,0.-0.1952365066425108j,-0.19718978302793017+0.j,0.+0.1913779570448505j,0.17961602276917157+0.j,0.-0.16375223510443132j,-0.14549706525810793+0.j,0.+0.12631302745976397j,0.10735965617223865+0.j,0.-0.08948304714595678j,-0.0732374597734805+0.j,0.+0.0589267831637475j,0.04665539355185742+0.j,0.-0.03638035351959664j,-0.027959461059149975+0.j,0.+0.02119197095205406j,0.015850676331812936+0.j,0.-0.011705385765706736j,-0.008538686550656588+0.j,0.+0.006155328616700729j,0.004386698142361643+0.j,0.-0.0030917778405823706j,-0.0021557999139030183+0.j,0.+0.0014875557995549583j,0.0010160810261859697+0.j,0.-0.0006872123311728675j,-0.00046033168865347145+0.j,0.+0.00030547186982772165j,0.00020085795956373788+0.j,0.-0.00013089284751003602j,-0.00008455483118188335+0.j,0.+0.00005415500942579462j,0.000034394931076246514+0.j,0.-0.000021666059772686525j,-0.00001353834858139766+0.j,0.+8.393035183630377e-6j,5.163026189704422e-6+0.j,0.-3.15197743091959e-6j,-1.9099162544913393e-6+0.j,0.+1.1488268131656918e-6j,6.860537194690889e-7+0.j,0.-4.0679650162083865e-7j,-2.3953118063533185e-7+0.j,0.+1.4007513286582132e-7j,8.136185025704432e-8+0.j,0.-4.694467964659593e-8j,-2.690922520060471e-8+0.j,0.+1.5325239067428438e-8j,8.672517718105362e-9+0.j,0.-4.877017590237538e-9j,-2.725666484661166e-9+0.j
-0.0011283417118728295+0.j,0.+0.004520649149401641j,0.012627687172154756+0.j,0.-0.028340039852534683j,-0.05406198746244186+0.j,0.+0.09023164887839982j,0.13387635253315716+0.j,0.-0.17794219207108888j,-0.21204562202979313+0.j,0.+0.22484243463195183j,0.2075334294037548+0.j,0.-0.1574094659782066j,-0.08008311044688186+0.j,0.-0.010668348341260066j,-0.09576621828826953+0.j,0.+0.15574996388076667j,0.17630110378216413+0.j,0.-0.15260684688491205j,-0.09110941052473473+0.j,0.+0.008013268116140644j,-0.07503546338776768+0.j,0.+0.13679489392772598j,0.16205751797780799+0.j,0.-0.1454565131421283j,-0.09246213623595206+0.j,0.+0.01745704462020255j,-0.06038703061601946+0.j,0.+0.12216405470720604j,0.15382425511533937+0.j,0.-0.1491773582318983j,-0.1107273653565316+0.j,0.+0.04838022028761015j,-0.02341210369858397+0.j,0.+0.08920760534859921j,0.13592882834299358+0.j,0.-0.15530122143582165j,-0.1449838000975744+0.j,0.+0.10835558391087713j,0.053217272744666734+0.j,0.+0.010151854813415195j,0.07109302707858786+0.j,0.-0.12039886403281674j,-0.15159001550385087+0.j,0.+0.1615165585500088j,0.15031428182863493+0.j,0.-0.12085581606299405j,-0.07789363671035847+0.j,0.+0.02709876843070127j,-0.025832454890792535+0.j,0.+0.07588475589216774j,0.1191843029320971+0.j,0.-0.15320748044003124j,-0.17677201675993645+0.j,0.+0.18986745979373224j,0.19338946682742889+0.j,0.-0.18883778511402521j,-0.1780256020313461+0.j,0.+0.1628324521382728j,0.14501753673593493+0.j,0.-0.12609742250874573j,-0.10728276310773581+0.j,0.+0.08946310994802584j,0.07322658348209146+0.j,0.-0.05890136400356097j,-0.046607744327087634+0.j,0.+0.036312062198939565j,0.02787657200584925+0.j,0.-0.02110180358024395j,-0.015759962227501416+0.j,0.+0.011619372040744796j,0.008460882078357001+0.j,0.-0.006087629777945781j,-0.0043296996924582255+0.j,0.+0.003045138818318246j,0.00211858725893361+0.j,0.-0.001458527408637655j,-0.0009938961845592802+0.j,0.+0.0006705730954295331j,0.00044806661672325233+0.j,0.-0.00029657607294544184j,-0.0001945029039535207+0.j,0.+0.00012641721714821852j,0.00008144511542213426+0.j,0.-0.00005202191684120034j,-0.00003294956199702051+0.j,0.+0.00002069809962579143j,0.00001289735753989316+0.j,0.-7.97313282579839e-6j,-4.890809025491944e-6+0.j,0.+2.9772714729078026e-6j,1.7988796231977698e-6+0.j,0.-1.078919712068402e-6j,-6.424430255465808e-7+0.j,0.+3.7983196874180893e-7j,2.2300301057286904e-7+0.j,0.-1.300293110610997e-7j,-7.530613199058902e-8+0.j,0.+4.332349685350658e-8j,2.4760801671189207e-8+0.j,0.-1.4060358462577472e-8j
0.+0.002203819504446027j,0.008403028358093352+0.j,0.-0.02224736616493575j,-0.04708555919634423+0.j,0.+0.08416806116852155j,0.13054513751112395+0.j,0.-0.17794219207108888j,-0.2136712648453131+0.j,0.+0.2239284930841232j,0.1987136446410592+0.j,0.-0.1366056029974611j,-0.04728722186643292+0.j,0.-0.04968312103260934j,-0.1299717575335632+0.j,0.+0.17195837211955806j,0.16401549960167033+0.j,0.-0.10887051532391152j,-0.02331848618921472+0.j,0.-0.06676511700675063j,-0.13445246181124756+0.j,0.+0.1601003367788212j,0.13721557753469188+0.j,0.-0.07401105464659355j,0.009655952014644082+0.j,0.-0.08874079659756075j,-0.14064080345349125+0.j,0.+0.15158892766568455j,0.12000682949470888+0.j,0.-0.056113583126928226j,0.021728428897654996+0.j,0.-0.0925594267395156j,-0.13852278401041068+0.j,0.+0.14916858936982455j,0.12340243669485355+0.j,0.-0.0688852706961653j,0.0006196724197281186+0.j,0.-0.06901509938516497j,-0.12169303266833259+0.j,0.+0.14851960646036372j,0.14544146408771189+0.j,0.-0.11458770127336132j,-0.06310088608668916+0.j,0.+0.001162107151145457j,-0.060246731704209765+0.j,0.+0.11135725097334956j,0.14506684626014776+0.j,0.-0.15767356060602988j,-0.1489095816927831+0.j,0.+0.12141586675445987j,0.07986798491762567+0.j,0.-0.029974162994903943j,0.02246597360267493+0.j,0.-0.07231111378514862j,-0.11557048669980623+0.j,0.+0.14963088483808087j,0.1732538582113507+0.j,0.-0.18640338413322036j,-0.1899723299406741+0.j,0.+0.18547099764106081j,0.17472788562258437+0.j,0.-0.15963622825903157j,-0.14196359924215862+0.j,0.+0.12322830587977351j,0.10463660929175075+0.j,0.-0.08706911406277124j,-0.07110244056986789+0.j,0.+0.05705264253892839j,0.045028806268887736+0.j,0.-0.034988016810926774j,-0.026785749621999904+0.j,0.+0.020218317122374322j,0.015056044405597487+0.j,0.-0.01106730124245339j,-0.008034418670827284+0.j,0.+0.005762966538490591j,0.0040859832556451306+0.j,0.-0.0028646465409994243j,-0.0019866515431418595+0.j,0.+0.0013632937074089736j,0.0009259874586615059+0.j,0.-0.0006227169641033395j,-0.000414725025024257+0.j,0.+0.0002736028739660972j,0.000178843202106972+0.j,0.-0.00011585380155450378j,-0.00007439155642677901+0.j,0.+0.000047358413191377126j,0.000029895858707147477+0.j,0.-0.00001871722867910662j,-0.00001162415036889251+0.j,0.+7.162080160269824e-6j,4.3786617456757296e-6+0.j,0.-2.6566291585664586e-6j,-1.599809009701583e-6+0.j,0.+9.563367180907304e-7j,5.675635331422642e-7+0.j,0.-3.34450901350913e-7j,-1.9571121285562504e-7+0.j,0.+1.1374014659917726e-7j,6.565594735954403e-8+0.j
0.00402638619251387+0.j,0.-0.014573195295133406j,-0.03644450413850804+0.j,0.+0.07240181286927393j,0.12048083347819512+0.j,0.-0.17196574274209192j,-0.21204562202979313+0.j,0.+0.2239284930841232j,0.1954469006148798+0.j,0.-0.12553851236405375j,-0.027410321215845235+0.j,0.-0.0737903431929102j,-0.14868602399331443+0.j,0.+0.1741250694254977j,0.14223209284831628+0.j,0.-0.06419321162031162j,0.033046119352865964+0.j,0.-0.11610172593550865j,-0.15695783914092543+0.j,0.+0.1427531776842425j,0.07991588523969209+0.j,0.+0.008698836462798922j,0.09232782894740305+0.j,0.-0.1431333079510318j,-0.14540515633787207+0.j,0.+0.10007820815192957j,0.023409704088851038+0.j,0.+0.059233731751464715j,0.12199250102463087+0.j,0.-0.14653499736930445j,-0.12702948525099692+0.j,0.+0.07087821284618726j,-0.004514016601227875+0.j,0.+0.07750613975943073j,0.12854700217229803+0.j,0.-0.14521602476960202j,-0.12477631207673674+0.j,0.+0.0739110268008775j,0.006122041533431368+0.j,0.+0.06220033198406798j,0.11586485644986061+0.j,0.-0.14412339504625013j,-0.14245911949406087+0.j,0.+0.11276523096442358j,0.06215898970258756+0.j,0.-0.0009307416589162696j,0.05978791256178694+0.j,0.-0.11011712844010774j,-0.14292526597109595+0.j,0.+0.15456984269589466j,0.14490705826705183+0.j,0.-0.11672646669326128j,-0.07483544710162723+0.j,0.+0.025025575866582564j,-0.02688476531986382+0.j,0.+0.0758000653804095j,0.11782696660423378+0.j,0.-0.15048074692550084j,-0.17265997034545824+0.j,0.+0.18445420574786645j,0.1868560564350202+0.j,0.-0.18144193469632333j,-0.17007137452569226+0.j,0.+0.15463711270200267j,0.13688143816700213+0.j,0.-0.11828074468002535j,-0.09999082815458146+0.j,0.+0.0828402295757447j,0.0673571685644118+0.j,0.-0.05381637215815901j,-0.042294377516950074+0.j,0.+0.03272481613384599j,0.024948133883313867+0.j,0.-0.0187527655055277j,-0.01390676974618897+0.j,0.+0.01018030311768276j,0.007360126623984759+0.j,0.-0.005257712628202229j,-0.0037125749289909533+0.j,0.+0.0025923016149578186j,0.0017905233121021506+0.j,0.-0.0012237691280759105j,-0.0008278944910978642+0.j,0.+0.0005545344339797607j,0.00036785289548127485+0.j,0.-0.00024172354865678052j,-0.00015738503708817442+0.j,0.+0.00010155525187458813j,0.00006495690173330869+0.j,0.-0.00004119237961377822j,-0.000025903439293529347+0.j,0.+0.00001615560514176117j,9.995093356163259e-6+0.j,0.-6.135040953948586e-6j,-3.7366383613222067e-6+0.j,0.+2.2586073618973524e-6j,1.355054747396449e-6+0.j,0.-8.070254108260032e-7j,-4.771855864475419e-7+0.j,0.+2.801627791935685e-7j
0.-0.006935512719851078j,-0.023760426390723063+0.j,0.+0.05590635397708399j,0.10367200231554073+0.j,0.-0.1592622306934511j,-0.2064125501537214+0.j,0.+0.22484243463195183j,0.1987136446410592+0.j,0.-0.12553851236405375j,-0.020795135718071726+0.j,0.-0.08511450725057647j,-0.15740826191293972+0.j,0.+0.17090823543063635j,0.12123477394943996+0.j,0.-0.027824870445584248j,0.07304703878568615+0.j,0.-0.1425134024008722j,-0.15456947834912776+0.j,0.+0.10616967900830084j,0.01784011150669179+0.j,0.+0.0751475199782478j,0.13705741195621168+0.j,0.-0.14543573205895066j,-0.09895310734776387+0.j,0.+0.016726925858138317j,-0.06995566013297494+0.j,0.+0.12977666672586957j,0.1425778193234779+0.j,0.-0.1056554944608149j,-0.03342556660749729+0.j,0.-0.04872481813473113j,-0.11366792510389236+0.j,0.+0.1414247035136746j,0.12486184517749319+0.j,0.-0.0707793492322084j,0.0033612499962514253+0.j,0.-0.07550291503310477j,-0.1256820009073321+0.j,0.+0.14132741128541607j,0.11988508311131166+0.j,0.-0.06844920032710561j,-0.0009557617202045887+0.j,0.-0.06595407250973025j,-0.11714911193230373+0.j,0.+0.14226348232228125j,0.13738850943192776+0.j,0.-0.10508980651992893j,-0.05305003719728415+0.j,0.-0.008113625666347647j,-0.06724333377108022+0.j,0.+0.11471995580726502j,0.1438846442629375+0.j,0.-0.1516702879102685j,-0.13849648325861957+0.j,0.+0.10760931699915051j,0.06410587066292574+0.j,0.-0.013880196019797422j,0.037319274070458694+0.j,0.-0.08459959593685197j,-0.12435023292298415+0.j,0.+0.15439625348032868j,0.17392760229221094+0.j,0.-0.18327449144998736j,-0.18360173500131774+0.j,0.+0.17658523176258062j,0.1641173929881572+0.j,0.-0.14807001707487388j,-0.13012648605852042+0.j,0.+0.11168224259562541j,0.09380401812250985+0.j,0.-0.07723396936677891j,-0.062423916049055575+0.j,0.+0.049586209711168415j,0.038750386755755144+0.j,0.-0.02981783607673586j,-0.022609656129368123+0.j,0.+0.01690534263897946j,0.012471791384344136+0.j,0.-0.009083318931706543j,-0.006534082812780388+0.j,0.+0.004644545972179563j,0.003263608616125258+0.j,0.-0.002267839145634349j,-0.0015589650864331684+0.j,0.+0.0010604983566497765j,0.0007141061429426534+0.j,0.-0.0004761191543365324j,-0.00031439946823075656+0.j,0.+0.00020566829766866253j,0.00013331288178534143+0.j,0.-0.00008564266552899954j,-0.00005453940666529478+0.j,0.+0.00003443633681410486j,0.000021562026603517798+0.j,0.-0.000013390725388505167j,-8.249595640752765e-6+0.j,0.+5.042477917127919e-6j,3.0584667089841887e-6+0.j,0.-1.8410884091926289e-6j,-1.1000608093694579e-6+0.j
