0.31429323093201106+0.j,0.-0.4781863570203832j,-0.5144513806844996+0.j,0.+0.45190366493426215j,0.34377795318445936+0.j,0.-0.2339134384956894j,-0.14529199984537264+0.j,0.+0.0835516123698581j,0.044944028317664274+0.j,0.-0.022793598520839006j,-0.01096667689261727+0.j,0.+0.005030844100786492j,0.0022095935322725677+0.j,0.-0.0009324012939895277j,-0.0003791412201858961+0.j,0.+0.00014894211877932725j,0.00005665257964256845+0.j,0.-0.000020905347114664656j,-7.496927037568865e-6+0.j,0.+2.616788589678814e-6j,8.902578119947418e-7+0.j,0.-2.9557540928738454e-7j,-9.587803240609689e-8+0.j,0.+3.041706799667097e-8j,9.446564222838478e-9+0.j,0.-2.8745246079164865e-9j,-8.577120481389011e-10+0.j,0.+2.511434073689125e-10j,7.221125954651466e-11+0.j,0.-2.0401780700757952e-11j,-5.6672138563502904e-12+0.j,0.+1.548641553440711e-12j,4.1652212241962693e-13+0.j,0.-1.1031720664253536e-13j,-2.8784981300654124e-14+0.j,0.+7.402767049391155e-15j,1.8771759717942363e-15+0.j,0.-4.695331699347094e-16j,-1.1588751054504172e-16+0.j,0.+2.8233614708735724e-17j,6.792015085688915e-18+0.j,0.-1.6138711838155318e-18j,-3.78884095955239e-19+0.j,0.+8.79091946891068e-20j,2.016369488392184e-20+0.j,0.-4.573261276536213e-21j,-1.0259099732728532e-21+0.j,0.+2.27678738539109e-22j,4.999931005945405e-23+0.j,0.-1.0867461873996983e-23j,-2.3383271745561973e-24+0.j,0.+4.98175473715476e-25j,1.0510970672701314e-25+0.j,0.-2.19668125084864e-26j,-4.548124212260846e-27+0.j,0.+9.330676361682025e-28j,1.897060870535204e-28+0.j,0.-3.8230149125520315e-29j,-7.637551452673564e-30+0.j,0.+1.5128305878495965e-30j,2.971507463604374e-31+0.j,0.-5.788606948988896e-32j,-1.1185112860418363e-32+0.j,0.+2.144036870626892e-33j,4.077598081901715e-34+0.j,0.-7.69502245826939e-35j,-1.4411197750738988e-35+0.j,0.+2.6787046400870044e-36j,4.942338960731457e-37+0.j,0.-9.052533396233258e-38j,-1.6462025473175346e-38+0.j,0.+2.972461571730982e-39j,5.329815238899412e-40+0.j,0.-9.491019766223286e-41j,-1.678646200164006e-41+0.j,0.+2.949108111918193e-42j,5.1469038036011625e-43+0.j,0.-8.924067415205578e-44j,-1.537367496300802e-44+0.j,0.+2.631638933222822e-45j,4.476550241566581e-46+0.j,0.-7.567686059309295e-47j,-1.2715057686517424e-47+0.j,0.+2.123447081405162e-48j,3.525039217460581e-49+0.j,0.-5.817235475136944e-50j,-9.54398113002142e-51+0.j,0.+1.556797406388421e-51j,2.524950782260638e-52+0.j,0.-4.072115310053681e-53j,-6.530718531054663e-54+0.j,0.+1.0416034841963047e-54j,1.652230610562345e-55+0.j,0.-2.6067017495215784e-56j,-4.0906240779172794e-57+0.j,0.+6.38542666353562e-58j,9.91554200324566e-59+0.j,0.-1.531767127708144e-59j,-2.354191899596843e-60+0.j,0.+3.5998666828537046e-61j
0.-0.4781863570203832j,-0.41325088881357264+0.j,0.+0.10646247635271547j,-0.2035000230005928+0.j,0.+0.38076098054144697j,0.41281960915649607+0.j,0.-0.3519117803252223j,-0.2572855902890488+0.j,0.+0.167938851180669j,0.10015240760918429+0.j,0.-0.05539426513621447j,-0.028718095925928815+0.j,0.+0.01406553450025251j,0.0065481862314033116+0.j,0.-0.002911875843512316j,-0.001241797313070461+0.j,0.+0.000509573520823345j,0.00020177780215207205+0.j,0.-0.0000772875592280082j,-0.00002869699337361946+0.j,0.+0.000010348137651908231j,3.6299659772732394e-6+0.j,0.-1.2404964243926345e-6j,-4.135363658695856e-7+0.j,0.+1.3463996908718588e-7j,4.285933064368854e-8+0.j,0.-1.3352277643422026e-8j,-4.074696467683971e-9+0.j,0.+1.2190590471904616e-9j,3.5782892491546e-10+0.j,0.-1.031226837787418e-10j,-2.919750640770654e-11+0.j,0.+8.126715447972404e-12j,2.2248935846504026e-12+0.j,0.-5.994589646264358e-13j,-1.5903119009893394e-13+0.j,0.+4.156054352353595e-14j,1.070403707123305e-14+0.j,0.-2.718077980260333e-15j,-6.807607962471558e-16+0.j,0.+1.6823124042528827e-16j,4.103466683554779e-17+0.j,0.-9.882621523046304e-18j,-2.350758346427874e-18+0.j,0.+5.524452595325307e-19j,1.283041173423263e-19+0.j,0.-2.9456480285238e-20j,-6.686879046399881e-21+0.j,0.+1.5013323386937468e-21j,3.334607003985607e-22+0.j,0.-7.328687536350162e-23j,-1.5941039285303435e-23+0.j,0.+3.432473620340378e-24j,7.3178846458219995e-25+0.j,0.-1.5450263097182546e-25j,-3.231016153821228e-26+0.j,0.+6.693807530123571e-27j,1.3740836896692309e-27+0.j,0.-2.795318693061954e-28j,-5.636342608089773e-29+0.j,0.+1.1266230689276305e-29j,2.2327498537223952e-30+0.j,0.-4.387776018746869e-31j,-8.55170025790503e-32+0.j,0.+1.6531902420639914e-32j,3.170387549042211e-33+0.j,0.-6.03220437304396e-34j,-1.138851803404705e-34+0.j,0.+2.13372044425315e-35j,3.967683888292242e-36+0.j,0.-7.323428767509068e-37j,-1.3418899400934384e-37+0.j,0.+2.4411259725953835e-38j,4.409393530079693e-39+0.j,0.-7.90908366015567e-40j,-1.4088805862041993e-40+0.j,0.+2.4926644729263565e-41j,4.380613137283382e-42+0.j,0.-7.647617751861938e-43j,-1.3264026372189706e-43+0.j,0.+2.2857002442346604e-44j,3.9137554730050024e-45+0.j,0.-6.659375951215949e-46j,-1.1260893669967156e-46+0.j,0.+1.892539135872838e-47j,3.1614183379798615e-48+0.j,0.-5.249473854305879e-49j,-8.665171588685618e-50+0.j,0.+1.421989158952713e-50j,2.3200779679750274e-51+0.j,0.-3.763785142793008e-52j,-6.071432027274608e-53+0.j,0.+9.739328435497398e-54j,1.5536934265950116e-54+0.j,0.-2.4650536725962184e-55j,-3.889895089213957e-56+0.j,0.+6.105553279987231e-57j,9.532623213871552e-58+0.j,0.-1.480553871234501e-58j,-2.2876206293677145e-59+0.j
-0.5144513806844996+0.j,0.+0.10646247635271547j,-0.2987144384388273+0.j,0.+0.34932256869475875j,0.1218448994676766+0.j,0.+0.15790866658067398j,0.3364242310548384+0.j,0.-0.3815688654977775j,-0.33389606805751826+0.j,0.+0.24850426715709467j,0.16435229826070588+0.j,0.-0.09901502859299603j,-0.055212435286879365+0.j,0.+0.02881542539008717j,0.014192163633561228+0.j,0.-0.006638526834574385j,-0.0029641142980642286+0.j,0.+0.0012685689784277508j,0.0005221844605048215+0.j,0.-0.0002073429206159306j,-0.00007961493427388707+0.j,0.+0.000029626540599495403j,0.00001070466110857736+0.j,0.-3.7618296272261567e-6j,-1.2876811058715733e-6+0.j,0.+4.2991444995683786e-7j,1.4016661746960838e-7+0.j,0.-4.467568461310002e-8j,-1.3934607257039132e-8+0.j,0.+4.257072353617141e-9j,1.2749220946592439e-9+0.j,0.-3.7458260518369664e-10j,-1.0804699078413888e-10+0.j,0.+3.061724761695853e-11j,8.528550112107187e-12+0.j,0.-2.336624860100627e-12j,-6.299997572152613e-13+0.j,0.+1.67242839684104e-13j,4.3733602446166376e-14+0.j,0.-1.1270318570203147e-14j,-2.86346515747053e-15+0.j,0.+7.175526552228701e-16j,1.7741236036478896e-16+0.j,0.-4.329479410599545e-17j,-1.043169201503901e-17+0.j,0.+2.482443421371463e-18j,5.836345095579164e-19+0.j,0.-1.3560158300080433e-19j,-3.1143691864397344e-20+0.j,0.+7.072466021702872e-21j,1.5884586465023106e-21+0.j,0.-3.5293059311108235e-22j,-7.759088248271616e-23+0.j,0.+1.6882453093706765e-23j,3.636264496084271e-24+0.j,0.-7.754581104992506e-25j,-1.6376784742173787e-25+0.j,0.+3.4256861014215506e-26j,7.098935929463675e-27+0.j,0.-1.4576087141857701e-27j,-2.9659455203789245e-28+0.j,0.+5.981771397033268e-29j,1.1959371149229499e-29+0.j,0.-2.370630683358007e-30j,-4.659715593113251e-31+0.j,0.+9.083551878460426e-32j,1.7563522008298433e-32+0.j,0.-3.368868616873587e-33j,-6.4110361816939334e-34+0.j,0.+1.210591111359635e-34j,2.2685251641045604e-35+0.j,0.-4.219070568738675e-36j,-7.788713865360412e-37+0.j,0.+1.4273739064169933e-37j,2.5970403931043624e-38+0.j,0.-4.691732001619617e-39j,-8.416752727674765e-40+0.j,0.+1.4995293002042064e-40j,2.6534159972877397e-41+0.j,0.-4.663753700509051e-42j,-8.143002382025775e-43+0.j,0.+1.412505032865951e-43j,2.4343821103121103e-44+0.j,0.-4.16885381051146e-45j,-7.09428650954634e-46+0.j,0.+1.1997728072329226e-46j,2.0166047696987316e-47+0.j,0.-3.3690425292070073e-48j,-5.5948414863074666e-49+0.j,0.+9.236247868178134e-50j,1.5158633583269842e-50+0.j,0.-2.4734930659139477e-51j,-4.01306608511138e-52+0.j,0.+6.474184191472795e-53j,1.038638547792265e-53+0.j,0.-1.6570720038716744e-54j,-2.6293124682400025e-55+0.j,0.+4.149470188471634e-56j,6.513552536979195e-57+0.j,0.-1.0170508739791802e-57j
0.+0.45190366493426215j,-0.2035000230005928+0.j,0.+0.34932256869475875j,0.008137005573962339+0.j,0.+0.2963321313400044j,0.2960109996720362+0.j,0.-0.07220472634228953j,0.17871931036000105+0.j,0.-0.3297988293150018j,-0.3600341822569897+0.j,0.+0.30933452571375275j,0.22773404771422595+0.j,0.-0.14953042671967137j,-0.08962184346747845+0.j,0.+0.04978177275357345j,0.02590323714118576+0.j,0.-0.012727287868636014j,-0.005941668776932345+0.j,0.+0.002648650154537719j,0.0011320015277652142+0.j,0.-0.0004654218793779973j,-0.00018461681222655297+0.j,0.+0.00007082587771485602j,0.00002633540333060459+0.j,0.-9.50893791368077e-6j,-3.3395703134802837e-6+0.j,0.+1.1425089068700362e-6j,3.812558997864302e-7+0.j,0.-1.2424605268677923e-7j,-3.958496304946349e-8+0.j,0.+1.234212951177382e-8j,3.769260812723497e-9+0.j,0.-1.1284711785485356e-9j,-3.3145656817134084e-10+0.j,0.+9.558137739721057e-11j,2.7078009614397857e-11+0.j,0.-7.540902443015545e-12j,-2.0655772132842268e-12+0.j,0.+5.568052186815983e-13j,1.477836885471305e-13+0.j,0.-3.8638063667736414e-14j,-9.95547668442628e-15+0.j,0.+2.5289938744459213e-15j,6.33641403241743e-16+0.j,0.-1.5664304564392045e-16j,-3.822114495608808e-17+0.j,0.+9.20802699094233e-18j,2.190976986517967e-18+0.j,0.-5.1504913359435e-19j,-1.1965314642295683e-19+0.j,0.+2.747788999649212e-20j,6.239361981661879e-21+0.j,0.-1.401209956833711e-21j,-3.1129807274707937e-22+0.j,0.+6.843202000221669e-23j,1.4888377557088934e-23+0.j,0.-3.206505233426507e-24j,-6.837556329972868e-25+0.j,0.+1.443905066145681e-25j,3.020134265158392e-26+0.j,0.-6.2580901659334055e-27j,-1.2848739175154936e-27+0.j,0.+2.614296164690218e-28j,5.272231745400716e-29+0.j,0.-1.054015601768724e-29j,-2.0891879594325482e-30+0.j,0.+4.106282243312309e-31j,8.004268988292161e-32+0.j,0.-1.5475865394814987e-32j,-2.9682843660181005e-33+0.j,0.+5.648439155420059e-34j,1.0665400586896302e-34+0.j,0.-1.9984965046401708e-35j,-3.716698134808771e-36+0.j,0.+6.86100187824822e-37j,1.25730714968271e-37+0.j,0.-2.2875189997694015e-38j,-4.132397433058226e-39+0.j,0.+7.41304816466457e-40j,1.320660054846577e-40+0.j,0.-2.3368224069995644e-41j,-4.107151085282231e-42+0.j,0.+7.170917937424935e-43j,1.2438434044792668e-43+0.j,0.-2.1436325542609517e-44j,-3.6708320834213333e-45+0.j,0.+6.24659262778524e-46j,1.0563806071305526e-46+0.j,0.-1.7755359309886075e-47j,-2.9662158524029335e-48+0.j,0.+4.92574504622319e-49j,8.131448152816226e-50+0.j,0.-1.3345069158893366e-50j,-2.177510194879386e-51+0.j,0.+3.532765404383726e-52j,5.699185304678137e-53+0.j,0.-9.14285110737514e-54j,-1.4586406395946777e-54+0.j,0.+2.314403497654852e-55j,3.652411418873124e-56+0.j
0.34377795318445936+0.j,0.+0.38076098054144697j,0.1218448994676766+0.j,0.+0.2963321313400044j,0.23356658599056362+0.j,0.+0.10612410978228015j,0.3076094480304536+0.j,0.-0.2314755211503481j,0.0018584763451435034+0.j,0.-0.22080842218769023j,-0.333943097059772+0.j,0.+0.3397285120095823j,0.28069423680579575+0.j,0.-0.2013915319235092j,-0.12979648752418704+0.j,0.+0.07669654555481012j,0.04212440858435252+0.j,0.-0.02171795361099232j,-0.010589267727727301+0.j,0.+0.004911448456255001j,0.0021771706640236295+0.j,0.-0.0009259714264360087j,-0.00037908523252079193+0.j,0.+0.00014980028264316203j,0.00005727453909633144+0.j,0.-0.0000212318240140266j,-7.64512306554356e-6+0.j,0.+2.6782913332140766e-6j,9.141902456345705e-7+0.j,0.-3.044291542748514e-7j,-9.901882290917242e-8+0.j,0.+3.149163398954733e-8j,9.80261445153812e-9+0.j,0.-2.9891367973995006e-9j,-8.936417605501812e-10+0.j,0.+2.621343963891396e-10j,7.549741679911862e-11+0.j,0.-2.136340701678862e-11j,-5.942956540022492e-12+0.j,0.+1.6261998347040736e-12j,4.3793981337246854e-13+0.j,0.-1.1612870304308197e-13j,-3.033554279732229e-14+0.j,0.+7.809829113135782e-15j,1.9823872790270868e-15+0.j,0.-4.963206676869318e-16j,-1.2260936029583135e-16+0.j,0.+2.9896778180647983e-17j,7.197952133568493e-18+0.j,0.-1.7116478910763219e-18j,-4.0213442315473065e-19+0.j,0.+9.336920490101335e-20j,2.143039313743438e-20+0.j,0.-4.863666568499073e-21j,-1.0917236700845945e-21+0.j,0.+2.4242664403555227e-22j,5.326791406809538e-23+0.j,0.-1.158413645748339e-23j,-2.493821281892515e-24+0.j,0.+5.315671101410867e-25j,1.1220856249044816e-25+0.j,0.-2.3461177575744327e-26j,-4.859675580253797e-27+0.j,0.+9.974090281100702e-28j,2.028710271170392e-28+0.j,0.-4.0899413395524543e-29j,-8.173943237954904e-30+0.j,0.+1.619677335252878e-30j,3.1825146609228987e-31+0.j,0.-6.201802503271749e-32j,-1.1987529072698965e-32+0.j,0.+2.2985945118685398e-33j,4.372914057589327e-34+0.j,0.-8.254839381888881e-35j,-1.5464184201076387e-35+0.j,0.+2.8752534785747642e-36j,5.306455726589431e-37+0.j,0.-9.722083840502195e-38j,-1.7684238056970642e-38+0.j,0.+3.193963719736865e-39j,5.728401563699165e-40+0.j,0.-1.0203256365325944e-40j,-1.8050402180406385e-41+0.j,0.+3.1718853274042507e-42j,5.5369333880949055e-43+0.j,0.-9.602405569718693e-44j,-1.6545749343585204e-44+0.j,0.+2.832854520767407e-45j,4.819793400988473e-46+0.j,0.-8.149536458616661e-47j,-1.3695279591843501e-47+0.j,0.+2.2875720523669054e-48j,3.7981852160830714e-49+0.j,0.-6.269108968543944e-50j,-1.0287123249224743e-50+0.j,0.+1.6783013196858178e-51j,2.722466519381478e-52+0.j,0.-4.3913684410404915e-53j,-7.043838541121435e-54+0.j,0.+1.1236161095899542e-54j
0.-0.2339134384956894j,0.41281960915649607+0.j,0.+0.15790866658067398j,0.2960109996720362+0.j,0.+0.10612410978228015j,0.30577556622481256+0.j,0.-0.09305052198693357j,0.20646780386522143+0.j,0.-0.294060492474243j,-0.14774908695734362+0.j,0.-0.08504866089973366j,-0.2641595410201205+0.j,0.+0.33531513949946473j,0.3155750054308744+0.j,0.-0.24867634638674538j,-0.17262823778459688+0.j,0.+0.10853665616976944j,0.06289623878636466+0.j,0.-0.034001768827184004j,-0.017300434579495507+0.j,0.+0.00834150617323688j,0.0038318225252825812+0.j,0.-0.0016843968284190865j,-0.0007111201174243844+0.j,0.+0.000289225226543089j,0.00011362320241161647+0.j,0.-0.00004321411233601203j,-0.00001594329725898965+0.j,0.+5.715960641020474e-6j,1.9945219374112967e-6+0.j,0.-6.783216907612845e-7j,-2.2512733911383902e-7+0.j,0.+7.299833634982002e-8j,2.3149503663098842e-8+0.j,0.-7.1866632796102695e-9j,-2.185992340368802e-9+0.j,0.+6.520104335691048e-10j,1.9083908550460925e-10+0.j,0.-5.485114152352276e-11j,-1.5491275241185826e-11+0.j,0.+4.301604659390528e-12j,1.175052470021021e-12+0.j,0.-3.1593204349212883e-13j,-8.364730951649305e-14+0.j,0.+2.181884093756935e-14j,5.609455265441856e-15+0.j,0.-1.4219892448724315e-15j,-3.555708107779529e-16+0.j,0.+8.773414769572665e-17j,2.1368514702150483e-17+0.j,0.-5.1390855328327275e-18j,-1.22078406847347e-18+0.j,0.+2.865249674503857e-19j,6.646296841440122e-20+0.j,0.-1.5240808592477903e-20j,-3.45588582054673e-21+0.j,0.+7.750701688809987e-22j,1.7197109837995275e-22+0.j,0.-3.7757300897185484e-23j,-8.204868464470983e-24+0.j,0.+1.7650535204763904e-24j,3.7596420204359532e-25+0.j,0.-7.930871031249098e-26j,-1.6571479894282443e-26+0.j,0.+3.430401491167388e-27j,7.036331065280488e-28+0.j,0.-1.4303323264480647e-28j,-2.881948408890887e-29+0.j,0.+5.7565301766216215e-30j,1.1400534121117577e-30+0.j,0.-2.2389364542517544e-31j,-4.360846081130083e-32+0.j,0.+8.425011015847365e-33j,1.614720526707361e-33+0.j,0.-3.0704786958118258e-34j,-5.793614753698768e-35+0.j,0.+1.0848739810113077e-35j,2.01625258311435e-36+0.j,0.-3.7195883287819435e-37j,-6.812021879325406e-38+0.j,0.+1.2386082907115575e-38j,2.2362121438942545e-39+0.j,0.-4.009185331233228e-40j,-7.13847151136435e-41+0.j,0.+1.262411702227282e-41j,2.2175994199594175e-42+0.j,0.-3.869813790283681e-43j,-6.709026133845839e-44+0.j,0.+1.1556543104135323e-44j,1.9780219772543372e-45+0.j,0.-3.3643700572849238e-46j,-5.686954946573365e-47+0.j,0.+9.554154748297614e-48j,1.5954143035462665e-48+0.j,0.-2.6482252178512185e-49j,-4.369858066637387e-50+0.j,0.+7.168705827229089e-51j,1.1692423600575284e-51+0.j,0.-1.8962139894810254e-52j,-3.0578571823448927e-53+0.j
-0.14529199984537264+0.j,0.-0.3519117803252223j,0.3364242310548384+0.j,0.-0.07220472634228953j,0.3076094480304536+0.j,0.-0.09305052198693357j,0.24797856014819705+0.j,0.-0.22875058571036244j,0.055756998749314876+0.j,0.-0.2683768395984804j,-0.24357001512950205+0.j,0.+0.04892250428826539j,-0.16530178374869334+0.j,0.+0.2975556024073804j,0.32758701351401975+0.j,0.-0.28596625686481286j,-0.21448473414621194+0.j,0.+0.14362731316674004j,0.08781976688629425+0.j,0.-0.04976067261291016j,-0.026404919858215397+0.j,0.+0.01322544712390199j,0.006291142422625391+0.j,0.-0.0028561616114574553j,-0.0012425921058638657+0.j,0.+0.0005198030880449824j,0.0002096837269883087+0.j,0.-0.00008176802367295397j,-0.000030891070952007554+0.j,0.+0.000011327580993257973j,4.038556780242285e-6+0.j,0.-1.4020111052149357e-6j,-4.745674427132556e-7+0.j,0.+1.568172892299284e-7j,5.06429476783127e-8+0.j,0.-1.5999642856258264e-8j,-4.949578823670429e-9+0.j,0.+1.500585797895758e-9j,4.461978279988802e-10+0.j,0.-1.3022133556791312e-10j,-3.7326420229571814e-11+0.j,0.+1.0514805033266098e-11j,2.912659925276919e-12+0.j,0.-7.938136708163303e-13j,-2.1296552278188438e-13+0.j,0.+5.6269123578276364e-14j,1.4648629961053672e-14+0.j,0.-3.759018937845241e-15j,-9.512113100463636e-16+0.j,0.+2.374484622064895e-16j,5.849351881323336e-17+0.j,0.-1.42246076306378e-17j,-3.415920085874408e-18+0.j,0.+8.102961569931781e-19j,1.8992229411601517e-19+0.j,0.-4.3997265289012195e-20j,-1.0076481783917619e-20+0.j,0.+2.282109303415247e-21j,5.112274640502994e-22+0.j,0.-1.133035590240969e-22j,-2.484973440162192e-23+0.j,0.+5.394385546460159e-24j,1.1592943455185226e-24+0.j,0.-2.4669645468146756e-25j,-5.199148168376942e-26+0.j,0.+1.085378188405003e-26j,2.2448439497086895e-27+0.j,0.-4.600670875768912e-28j,-9.344525391755862e-29+0.j,0.+1.8813215672809303e-29j,3.754955380030042e-30+0.j,0.-7.430986880057406e-31j,-1.4583106396554815e-31+0.j,0.+2.8384108997355984e-32j,5.479993715875422e-33+0.j,0.-1.0495919410004484e-33j,-1.994577201160531e-34+0.j,0.+3.7611770652507224e-35j,7.03866514282006e-36+0.j,0.-1.3073742635045603e-36j,-2.410464307637577e-37+0.j,0.+4.4120383236652095e-38j,8.017905970863143e-39+0.j,0.-1.4468042924635024e-39j,-2.592558561703448e-40+0.j,0.+4.613802000842288e-41j,8.155327932026712e-42+0.j,0.-1.4319090294163332e-42j,-2.4975795738015387e-43+0.j,0.+4.3280327015785945e-44j,7.451873123320795e-45+0.j,0.-1.274910184249476e-45j,-2.1675421965898224e-46+0.j,0.+3.662377599342813e-47j,6.150341000373382e-48+0.j,0.-1.0266157575831367e-48j,-1.7034158317075013e-49+0.j,0.+2.8097526198174603e-50j,4.6076561087975306e-51+0.j,0.-7.512523194508094e-52j
0.+0.0835516123698581j,-0.2572855902890488+0.j,0.-0.3815688654977775j,0.17871931036000105+0.j,0.-0.2314755211503481j,0.20646780386522143+0.j,0.-0.22875058571036244j,0.11643325629808376+0.j,0.-0.27660828025907924j,-0.09111028208405798+0.j,0.-0.18070431235519943j,-0.2771977990450456+0.j,0.+0.15911303202934332j,-0.054156045047803844+0.j,0.+0.232424991904679j,0.31509053986689267+0.j,0.-0.30899875855074005j,-0.25165599912002473+0.j,0.+0.17981445245048133j,0.11606848057856527+0.j,0.-0.06892647606005291j,-0.03812923760184845+0.j,0.+0.019828427661872063j,0.009761199867136819+0.j,0.-0.004574018683059569j,-0.0020493604065874175+0.j,0.+0.0008812088611727511j,0.00036478914783688186+0.j,0.-0.00014577182916033192j,-0.000056361677708041607+0.j,0.+0.000021127908220961365j,7.692567584179045e-6+0.j,0.-2.7247210961628055e-6j,-9.402207510276439e-7+0.j,0.+3.164857409793162e-7j,1.0404031952609635e-7+0.j,0.-3.343747485708675e-8j,-1.0516492134568466e-8+0.j,0.+3.2396685954310234e-9j,9.783146443401188e-10+0.j,0.-2.898236017160482e-10j,-8.428902232425873e-11+0.j,0.+2.4080952961182514e-11j,6.762475403243956e-12+0.j,0.-1.8677282514985956e-12j,-5.076080328239781e-13+0.j,0.+1.3582091977494205e-13j,3.579577897926385e-14+0.j,0.-9.296418640864934e-15j,-2.380121466249634e-15+0.j,0.+6.009704281039005e-16j,1.4970606817457095e-16+0.j,0.-3.6805386381952646e-17j,-8.933355045366342e-18+0.j,0.+2.1413486988997557e-18j,5.070624349874349e-19+0.j,0.-1.186484772944504e-19j,-2.74415883022771e-20+0.j,0.+6.275046168854679e-21j,1.4190393375737418e-21+0.j,0.-3.1742876715147172e-22j,-7.025424382516638e-23+0.j,0.+1.538754136309966e-23j,3.33601778192008e-24+0.j,0.-7.160417442494497e-25j,-1.521893112114757e-25+0.j,0.+3.203667991499686e-26j,6.68047042013763e-27+0.j,0.-1.3801889217645208e-27j,-2.825628060361842e-28+0.j,0.+5.733328712801875e-29j,1.1531400235064089e-29+0.j,0.-2.2993561320748707e-30j,-4.546140465422728e-31+0.j,0.+8.913601017077549e-32j,1.7333911702743155e-32+0.j,0.-3.3437240671180425e-33j,-6.398973956434411e-34+0.j,0.+1.2150389023086676e-34j,2.2894025954736353e-35+0.j,0.-4.281115533215405e-36j,-7.94591018522286e-37+0.j,0.+1.4639625895916234e-37j,2.6777020369238726e-38+0.j,0.-4.8627894226927256e-39j,-8.768864515569321e-40+0.j,0.+1.5702849417096523e-40j,2.792750558352263e-41+0.j,0.-4.9333809822447577e-42j,-8.656755896740619e-43+0.j,0.+1.509043813131344e-43j,2.6134960838240857e-44+0.j,0.-4.49729524883865e-45j,-7.6899902476044e-46+0.j,0.+1.3067106810696253e-46j,2.206713383039915e-47+0.j,0.-3.703889387570371e-48j,-6.179419064797758e-49+0.j,0.+1.0248163788805408e-49j,1.6895992694795714e-50+0.j
0.044944028317664274+0.j,0.+0.167938851180669j,-0.33389606805751826+0.j,0.-0.3297988293150018j,0.0018584763451435034+0.j,0.-0.294060492474243j,0.055756998749314876+0.j,0.-0.27660828025907924j,-0.032359687706780924+0.j,0.-0.24437740310143136j,-0.1990687368253943+0.j,0.-0.06278453107263363j,-0.253906605308344+0.j,0.+0.23196169789323853j,0.053384185028807735+0.j,0.+0.1487677317280456j,0.2793889060928005+0.j,0.-0.3150685948065562j,-0.28075832680329565+0.j,0.+0.21467720149930167j,0.146443496968917+0.j,0.-0.09116320026262191j,-0.05256409258049683+0.j,0.+0.02836999665634024j,0.014446440994145745+0.j,0.-0.00698340846950052j,-0.003220517723492555+0.j,0.+0.0014226569117830193j,0.0006040445184400872+0.j,0.-0.00024722325746239746j,-0.00009777880908365332+0.j,0.+0.00003745234803302795j,0.000013919454990199518+0.j,0.-5.028171779412567e-6j,-1.768070932521118e-6+0.j,0.+6.060121209316353e-7j,2.0271618190044112e-7+0.j,0.-6.625298418207773e-8j,-2.1177482829626086e-8+0.j,0.+6.626740210864609e-9j,2.031676327105663e-9+0.j,0.-6.107753885203968e-10j,-1.8017680216479764e-10+0.j,0.+5.219172637583078e-11j,1.4854723452017003e-11+0.j,0.-4.156654314914492e-12j,-1.144140602907807e-12+0.j,0.+3.0995292664290704e-13j,8.268067004988142e-14+0.j,0.-2.1727148943854543e-14j,-5.6270300486026846e-15+0.j,0.+1.4368461619815665e-15j,3.6187875225187337e-16+0.j,0.-8.99282368816753e-17j,-2.2057664348638447e-17+0.j,0.+5.341904964868259e-18j,1.2777377913686353e-18+0.j,0.-3.019434080266131e-19j,-7.051326908483383e-20+0.j,0.+1.6277783569897034e-20j,3.715448202442794e-21+0.j,0.-8.387377160224122e-22j,-1.8730228143440852e-22+0.j,0.+4.138667236525033e-23j,9.050510479375983e-24+0.j,0.-1.9591674262567436e-24j,-4.198973664261817e-25+0.j,0.+8.911929115058017e-26j,1.8734320511266665e-26+0.j,0.-3.901391176408017e-27j,-8.049913680582225e-28+0.j,0.+1.6459827825289847e-28j,3.3357332568466243e-29+0.j,0.-6.70126077477246e-30j,-1.334706660121212e-30+0.j,0.+2.63597931911497e-31j,5.162805016455036e-32+0.j,0.-1.0029417923023253e-32j,-1.93271968484905e-33+0.j,0.+3.6950491510026628e-34j,7.00943719789302e-35+0.j,0.-1.319500033306473e-35j,-2.465183125537545e-36+0.j,0.+4.571420862456067e-37j,8.415167435979567e-38+0.j,0.-1.537906006750532e-38j,-2.7905958352382286e-39+0.j,0.+5.0281427942788856e-40j,8.997129630114936e-41+0.j,0.-1.5989214298106844e-41j,-2.8223898120159326e-42+0.j,0.+4.9489435043184494e-43j,8.620878215115608e-44+0.j,0.-1.4920072988054488e-44j,-2.565705355975975e-45+0.j,0.+4.384237552169245e-46j,7.44504002025346e-47+0.j,0.-1.2564899477959622e-47j,-2.1076698174978513e-48+0.j,0.+3.514224358155152e-49j
