5.850289346794064e-11+0.j,4.016038911627684e-10+0.j,1.949411304162075e-9+0.j,7.726155036047286e-9+0.j,2.6518807380901275e-8+0.j,8.141221156729425e-8+0.j,2.2815736537110694e-7+0.j,5.919786433558679e-7+0.j,1.4367513420241534e-6+0.j,3.2876147678999013e-6+0.j,7.136766511669967e-6+0.j,0.000014771537855569329+0.j,0.00002927221960529922+0.j,0.000055731989211023274+0.j,0.00010224947631874736+0.j,0.00018123247805423606+0.j,0.0003110259342622831+0.j,0.0005178365593912306+0.j,0.0008378707351522558+0.j,0.0013195346142878938+0.j,0.0020254725192909977+0.j,0.003034151582079978+0.j,0.0044406495358773335+0.j,0.006356281859545282+0.j,0.00890672599792522+0.j,0.012228372329131147+0.j,0.016462756156175238+0.j,0.02174909695586683+0.j,0.028215177031886716+0.j,0.03596701089366527+0.j,0.045077963230011224+0.j,0.05557813942598263+0.j,0.06744497230070054+0.j,0.08059594217077685+0.j,0.09488428382317952+0.j,0.11009835436297764+0.j,0.1259650731264525+0.j,0.14215752280160882+0.j,0.15830645164724058+0.j,0.1740150765488454+0.j,0.1888762915541954+0.j,0.20249116760619829+0.j,0.21448750891371998+0.j,0.22453722105814378+0.j,0.232371344601309+0.j,0.23779180309195685+0.j,0.24067918380385617+0.j,0.24099618458271296+0.j,0.23878668924389373+0.j,0.23417074627446346+0.j,0.22733599446450448+0.j,0.21852628440839525+0.j,0.2080283744996355+0.j,0.19615763044330561+0.j,0.18324363261069102+0.j,0.16961650638650558+0.j,0.15559465217872998+0.j,0.14147438156493836+0.j,0.12752178208425136+0.j,0.11396695197451666+0.j,0.1010005814515971+0.j,0.0887727190738549+0.j,0.07739345653369883+0.j,0.06693519526010755+0.j,0.05743612255462551+0.j,0.04890452004747068+0.j,0.04132354767794726+0.j,0.03465618583088873+0.j,0.028850070131381286+0.j,0.02384201153308428+0.j,0.019562053377107688+0.j,0.015936972788459843+0.j,0.01289318305573695+0.j,0.010359034622167952+0.j,0.008266544169396125+0.j,0.006552604032686683+0.j,0.005159738532508404+0.j,0.0040364808626401644+0.j,0.003137445296398591+0.j,0.002423166088538306+0.j,0.0018597679321435542+0.j,0.0014185244028768606+0.j,0.001075351514389184+0.j,0.0008102741253888553+0.j,0.0006068940694212935+0.j,0.00045188091200557565+0.j,0.0003344993951859892+0.j,0.0002461819891225833+0.j,0.0001801505142648723+0.j,0.00013108743593590665+0.j,0.00009485503310004927+0.j,0.00006825905156784313+0.j,0.000048852512197264236+0.j,0.00003477490829903554+0.j,0.00002462196062802179+0.j,0.000017341289788329887+0.j,0.00001214972211807499+0.j,8.468393767227256e-6+0.j,5.872304562919088e-6+0.j,4.051459859716222e-6+0.j
-4.016038911627684e-10+0.j,-2.698381011521489e-9+0.j,-1.2814139400003856e-8+0.j,-4.966113533814472e-8+0.j,-1.6659092919097003e-7+0.j,-4.995712702310423e-7+0.j,-1.366809894609643e-6+0.j,-3.4600988187369545e-6+0.j,-8.188475851561529e-6+0.j,-0.000018258183279619306+0.j,-0.000038595297907684983+0.j,-0.00007773196647780132+0.j,-0.00014977443664040372+0.j,-0.0002770400196282595+0.j,-0.0004933803601849269+0.j,-0.0008480932181081949+0.j,-0.0014101649189595363+0.j,-0.0022723916922336835+0.j,-0.0035547235800337472+0.j,-0.005405994617106071+0.j,-0.008003091102428195+0.j,-0.011546611429227669+0.j,-0.016252224514786973+0.j,-0.022337260919251655+0.j,-0.030002567211265707+0.j,-0.039410284898231215+0.j,-0.05065891371319157+0.j,-0.06375769296272933+0.j,-0.07860287771147696+0.j,-0.09495879469546908+0.j,-0.11244655212343987+0.j,-0.1305429009450974+0.j,-0.14859100466603403+0.j,-0.1658238259744077+0.j,-0.18139958668181755+0.j,-0.19444744549851947+0.j,-0.20412032691977525+0.j,-0.20965088035471932+0.j,-0.2104059805530655+0.j,-0.20593508096400098+0.j,-0.19600812495951833+0.j,-0.1806395679901544+0.j,-0.1600962725327605+0.j,-0.13488847021344635+0.j,-0.10574448117968852+0.j,-0.07357127697234975+0.j,-0.03940412566158749+0.j,-0.00434935810064719+0.j,0.030475320588786162+0.j,0.06399859177087215+0.j,0.09524740660393816+0.j,0.12338979168013114+0.j,0.14776634169404368+0.j,0.1679092309150956+0.j,0.1835486331685122+0.j,0.19460739160318669+0.j,0.20118555043213238+0.j,0.20353690455387566+0.j,0.20204002173438204+0.j,0.19716625437847546+0.j,0.18944711365471503+0.j,0.1794430724053918+0.j,0.16771544713759232+0.j,0.15480253683855374+0.j,0.14120071640132412+0.j,0.127350735746813+0.j,0.11362909227253827+0.j,0.10034404261295612+0.j,0.08773560758288948+0.j,0.07597880002467436+0.j,0.06518926037236503+0.j,0.05543050558888733+0.j,0.0467220677539872+0.j,0.03904790253776047+0.j,0.03236456973997551+0.j,0.02660881484543739+0.j,0.021704301770978995+0.j,0.017567355282039107+0.j,0.014111662419972573+0.j,0.011251953693493575+0.j,0.008906736753083795+0.j,0.007000189267618768+0.j,0.005463336195641874+0.j,0.004234642522189629+0.j,0.0032601488688795512+0.j,0.002493267075968128+0.j,0.001894338454746616+0.j,0.0014300410294321281+0.j,0.0010727153658614942+0.j,0.0007996626961246445+0.j,0.0005924547591455396+0.j,0.0004362825092810426+0.j,0.00031936075163953043+0.j,0.00023239780125445915+0.j,0.00016813325976888343+0.j,0.00012094270778374602+0.j,0.00008650523982954049+0.j,0.00006152803618539744+0.j,0.00004352130459630603+0.j,0.00003061669999545186+0.j
1.949411304162075e-9+0.j,1.2814139400003856e-8+0.j,5.95022817538496e-8+0.j,2.2536431653724172e-7+0.j,7.384117111667477e-7+0.j,2.1615479217387458e-6+0.j,5.769300950237135e-6+0.j,0.00001423847664691665+0.j,0.00003282719460684724+0.j,0.00007125602402308582+0.j,0.00014651753734204104+0.j,0.0002868020040873824+0.j,0.0005366111634748596+0.j,0.0009629188147795265+0.j,0.0016619212350539702+0.j,0.002765521657837521+0.j,0.00444626200666161+0.j,0.006919034579667313+0.j,0.010437683460714643+0.j,0.015284654172552436+0.j,0.021752266653881393+0.j,0.030115020772714617+0.j,0.04059357292568079+0.j,0.05331253673128053+0.j,0.06825586322333552+0.j,0.08522498230856496+0.j,0.10380584593742347+0.j,0.12335123767151314+0.j,0.14298401757746518+0.j,0.16162529995515862+0.j,0.17804901801955972+0.j,0.19096117952526082+0.j,0.19909875880025427+0.j,0.20134007933243972+0.j,0.19681619533424952+0.j,0.1850115819930745+0.j,0.16584264628851195+0.j,0.13970423182760283+0.j,0.10747725910574689+0.j,0.0704945712149518+0.j,0.03046645625728632+0.j,-0.01062836574992704+0.j,-0.050676815686039114+0.j,-0.08757850433130468+0.j,-0.11939244458701374+0.j,-0.1444703713076208+0.j,-0.1615652706990165+0.j,-0.16990652029077774+0.j,-0.1692365964820264+0.j,-0.15980816944334664+0.j,-0.14234412306047406+0.j,-0.11796621549615392+0.j,-0.08810043953665762+0.j,-0.05436848357082313+0.j,-0.018474998921138384+0.j,0.017900266904304536+0.j,0.05319782807696562+0.j,0.0860556124629945+0.j,0.11536442142463427+0.j,0.14030043181197702+0.j,0.16033548869171882+0.j,0.17522758396292995+0.j,0.18499509844993559+0.j,0.18987907034996251+0.j,0.19029796375677013+0.j,0.18679921296331756+0.j,0.18001130463891174+0.j,0.17059943650971507+0.j,0.15922696256856095+0.j,0.14652399431965857+0.j,0.13306374987184033+0.j,0.11934658067241224+0.j,0.10579108993501239+0.j,0.09273139783074784+0.j,0.0804194003037979+0.j,0.06903079300340675+0.j,0.05867366400446863+0.j,0.04939857026927676+0.j,0.041209175013846744+0.j,0.03407271091189059+0.j,0.0279297264061165+0.j,0.022702753420135644+0.j,0.018303693749950882+0.j,0.014639852332238407+0.j,0.011618646330248082+0.j,0.009151090443264126+0.j,0.0071542039981103795+0.j,0.005552508407942957+0.j,0.0042787891809966784+0.j,0.003274289493625777+0.j,0.0024884866618816157+0.j,0.001878582273822809+0.j,0.0014088141667184854+0.j,0.0010496759965314233+0.j,0.000777109320468932+0.j,0.0005717147863321219+0.j,0.0004180136206834107+0.j,0.00030377821066280376+0.j,0.00021944102141673483+0.j,0.00015758407427960726+0.j
-7.726155036047286e-9+0.j,-4.966113533814472e-8+0.j,-2.2536431653724172e-7+0.j,-8.336902658845226e-7+0.j,-2.6663389941021124e-6+0.j,-7.6136364633129355e-6+0.j,-0.000019808737557536825+0.j,-0.0000476189904005697+0.j,-0.00010685358148948902+0.j,-0.00022555257620055533+0.j,-0.000450601849607139+0.j,-0.000856130487781689+0.j,-0.0015531616642252668+0.j,-0.002699317210054548+0.j,-0.004506595413292374+0.j,-0.007244498623796989+0.j,-0.011235292888901495+0.j,-0.016838177990967665+0.j,-0.02441985155076383+0.j,-0.03431049311115821+0.j,-0.04674654483890963+0.j,-0.061804595878338794+0.j,-0.07933375391239607+0.j,-0.09889651828318591+0.j,-0.11972970095492612+0.j,-0.14073679379270934+0.j,-0.16052098832611864+0.j,-0.17746378964472562+0.j,-0.18984820418868015+0.j,-0.1960185864698594+0.j,-0.19456245806265432+0.j,-0.18449413955605057+0.j,-0.16541694498332088+0.j,-0.13764075335450218+0.j,-0.10223529107645582+0.j,-0.06100616544191499+0.j,-0.01638976714107683+0.j,0.028726637324112705+0.j,0.07124345023539962+0.j,0.1081217102228489+0.j,0.1366612411613995+0.j,0.15475347388641328+0.j,0.16108110374667753+0.j,0.15524294920774545+0.j,0.13779119834543868+0.j,0.11017841675027316+0.j,0.074621851153453+0.j,0.033901385354688535+0.j,-0.008886058571970053+0.j,-0.05058948141416922+0.j,-0.08825777119469719+0.j,-0.11936113249307267+0.j,-0.1419616428213476+0.j,-0.15482132930247872+0.j,-0.15744347294715838+0.j,-0.15004983580046627+0.j,-0.13350241203139562+0.j,-0.10918260138344366+0.j,-0.07884313021113304+0.j,-0.044448597359956016+0.j,-0.008019413498585877+0.j,0.028508495938045417+0.j,0.06339908586015712+0.j,0.09520113908057697+0.j,0.12280074460416215+0.j,0.1454423953378457+0.j,0.16272225485267638+0.j,0.1745588326895112+0.j,0.1811472099263757+0.j,0.18290314000626595+0.j,0.18040294249202465+0.j,0.17432427055154032+0.j,0.1653917358037103+0.j,0.15433017415840747+0.j,0.14182716532185446+0.j,0.12850537523319663+0.j,0.11490443787463556+0.j,0.10147146043461494+0.j,0.08855882550242876+0.j,0.07642775655893905+0.j,0.06525607548248893+0.j,0.05514867316983853+0.j,0.046149395519194045+0.j,0.038253278827916674+0.j,0.031418318841719875+0.j,0.025576201216343807+0.j,0.02064164050526358+0.j,0.01652015945029696+0.j,0.013114285737050108+0.j,0.010328249505207908+0.j,0.008071335037846307+0.j,0.006260079439652378+0.j,0.004819525918584795+0.j,0.0036837357806106343+0.j,0.0027957472374496844+0.j,0.0021071456027059302+0.j,0.0015773824249347918+0.j,0.0011729535896329274+0.j,0.0008665205021701445+0.j,0.0006360354314884093+0.j
2.6518807380901275e-8+0.j,1.6659092919097003e-7+0.j,7.384117111667477e-7+0.j,2.6663389941021124e-6+0.j,8.318097378407217e-6+0.j,0.000023151547523123037+0.j,0.00005866560211584021+0.j,0.00013724016993630156+0.j,0.0002994146267143388+0.j,0.0006138932360640374+0.j,0.0011899897727598275+0.j,0.0021912941037088426+0.j,0.003848120701573971+0.j,0.006464978154329966+0.j,0.010418217180316382+0.j,0.01613861329631829+0.j,0.024074371801911725+0.j,0.03463223793915052+0.j,0.048098115600214986+0.j,0.06454351821151239+0.j,0.08372954002838887+0.j,0.10502472774201924+0.j,0.12735596007956426+0.j,0.14921102660716723+0.j,0.16870728885878458+0.j,0.18373257323702039+0.j,0.19215312098096055+0.j,0.19207067935423006+0.j,0.18209893413908762+0.j,0.16162091733100495+0.j,0.13098591291030207+0.j,0.09160804651606379+0.j,0.045939319486742694+0.j,-0.00269384601478645+0.j,-0.050381809746853176+0.j,-0.09302203790478036+0.j,-0.1267632081773467+0.j,-0.14844717806959337+0.j,-0.15599045255836744+0.j,-0.14865309837500704+0.j,-0.127157265835501+0.j,-0.09363741433881603+0.j,-0.05142688942973468+0.j,-0.004707196278841144+0.j,0.04193607957764189+0.j,0.08399570841857805+0.j,0.11750546668124542+0.j,0.13942966558624606+0.j,0.14793783690872866+0.j,0.14253920304878165+0.j,0.12407003895140971+0.j,0.09454496480868026+0.j,0.05689824303872074+0.j,0.014651590239669417+0.j,-0.028450022910118097+0.j,-0.06879365093384221+0.j,-0.10320912413764952+0.j,-0.12920851191995206+0.j,-0.14513836267044178+0.j,-0.15023999414747863+0.j,-0.1446233065825184+0.j,-0.1291677223174914+0.j,-0.10536929222646993+0.j,-0.07515555804440135+0.j,-0.0406896121476911+0.j,-0.004182432682006252+0.j,0.03227135297415093+0.j,0.06682389547816762+0.j,0.09796530592583218+0.j,0.12457471642151807+0.j,0.14593411118238897+0.j,0.1617105695627765+0.j,0.17191422135964238+0.j,0.17683984742499276+0.j,0.17699982456118607+0.j,0.17305522810175417+0.j,0.16575060207904965+0.j,0.15585640719529617+0.j,0.1441216495012214+0.j,0.13123782099544176+0.j,0.11781414139135822+0.j,0.10436322570962547+0.j,0.09129572350251369+0.j,0.07892216102458045+0.j,0.06746012660738357+0.j,0.0570450208800235+0.j,0.04774279412322793+0.j,0.039563363471209395+0.j,0.0324737008889987+0.j,0.02640987626581581+0.j,0.021287605777270697+0.j,0.01701108014631541+0.j,0.013480024490725186+0.j,0.010595070905520202+0.j,0.00826161073468221+0.j,0.006392342069779092+0.j,0.004908746939196902+0.j,0.0037417295868158755+0.j,0.002831629240476853+0.j,0.0021277938649029125+0.j
-8.141221156729425e-8+0.j,-4.995712702310423e-7+0.j,-2.1615479217387458e-6+0.j,-7.6136364633129355e-6+0.j,-0.000023151547523123037+0.j,-0.0000627566933537053+0.j,-0.00015474098280956924+0.j,-0.0003519105173686186+0.j,-0.0007456003434129213+0.j,-0.0014829331576014927+0.j,-0.0027850688096540425+0.j,-0.004962189273392613+0.j,-0.008418915839844528+0.j,-0.013642446246318784+0.j,-0.021165742081126274+0.j,-0.03150034056543354+0.j,-0.045038213811270565+0.j,-0.061929333895446505+0.j,-0.08195020747282596+0.j,-0.10438682980638453+0.j,-0.12796098724235022+0.j,-0.15082933181418176+0.j,-0.17067853863177268+0.j,-0.18492678213749947+0.j,-0.19102304313831397+0.j,-0.18681438175159767+0.j,-0.1709315325551112+0.j,-0.14312966550120731+0.j,-0.1045179231578424+0.j,-0.05762069617626498+0.j,-0.006235369916090379+0.j,0.044917410908753605+0.j,0.09071926546451868+0.j,0.12629030238464098+0.j,0.1476464635583644+0.j,0.15227806825517337+0.j,0.13955620934579696+0.j,0.11089667859033453+0.j,0.06964696093861185+0.j,0.020704432546186428+0.j,-0.030084176904672702+0.j,-0.0766579949577487+0.j,-0.1135074813643896+0.j,-0.13636224518185425+0.j,-0.14270673154375255+0.j,-0.13205691659992339+0.j,-0.1059678492447247+0.j,-0.06778136315227454+0.j,-0.022159200647356134+0.j,0.025526163453390628+0.j,0.06985598395455489+0.j,0.1059967653832417+0.j,0.13022187482629416+0.j,0.14026716731369826+0.j,0.13549104372237547+0.j,0.11683708974336907+0.j,0.08662236843872458+0.j,0.048193452937740786+0.j,0.005503554354609784+0.j,-0.037332852625009925+0.j,-0.07645592973228979+0.j,-0.10860515300158304+0.j,-0.13136485345804577+0.j,-0.14329781430794356+0.j,-0.14396839813858914+0.j,-0.13386849777418966+0.j,-0.11426794474884827+0.j,-0.08701548254172899+0.j,-0.05431719194997445+0.j,-0.018516943940587737+0.j,0.018101087183735855+0.j,0.05347363303563774+0.j,0.08587522327032616+0.j,0.11398850078213646+0.j,0.1369305331995137+0.j,0.15424126220821577+0.j,0.16584243354360928+0.j,0.17197625971826822+0.j,0.17313288541400654+0.j,0.16997472438493974+0.j,0.16326421160307006+0.j,0.15379974336302027+0.j,0.14236279548011704+0.j,0.12967759140774557+0.j,0.11638335150843591+0.j,0.10301814725410402+0.j,0.09001271698072327+0.j,0.07769224443554708+0.j,0.06628400641117267+0.j,0.05592889893325576+0.j,0.04669508896678537+0.j,0.03859235207731726+0.j,0.031585997281685985+0.j,0.025609611460369244+0.j,0.020576151993247093+0.j,0.01638716320434537+0.j,0.012940084038965703+0.j,0.010133752045092918+0.j,0.007872297549543666+0.j,0.00606766982066488+0.j
2.2815736537110694e-7+0.j,1.366809894609643e-6+0.j,5.769300950237135e-6+0.j,0.000019808737557536825+0.j,0.00005866560211584021+0.j,0.00015474098280956924+0.j,0.00037090423137850427+0.j,0.0008190883152369784+0.j,0.0016831904240194881+0.j,0.003242743464728025+0.j,0.005890684633277594+0.j,0.01013551265087095+0.j,0.016576379297466873+0.j,0.025840587115191088+0.j,0.03847771836392107+0.j,0.054813589419383496+0.j,0.07477955566774086+0.j,0.09774607579368716+0.j,0.12240034374777733+0.j,0.14671216909327822+0.j,0.16802670012945944+0.j,0.1833054534297167+0.j,0.18950967308201253+0.j,0.18408668723620178+0.j,0.16548767518492652+0.j,0.13362233040514995+0.j,0.09014972258483053+0.j,0.038519721605137024+0.j,-0.01628439549312927+0.j,-0.06829926791283412+0.j,-0.11136919675565218+0.j,-0.14005403144737777+0.j,-0.15050802592547144+0.j,-0.14117248156388376+0.j,-0.11314751378877183+0.j,-0.07015852939901931+0.j,-0.018102097546607358+0.j,0.0357693265837814+0.j,0.08389855210462464+0.j,0.11954152516326816+0.j,0.13776938861432933+0.j,0.1361917146354302+0.j,0.11528622735838291+0.j,0.07828790701570824+0.j,0.03066428281187202+0.j,-0.020729551068151792+0.j,-0.06867461277880316+0.j,-0.10662682630227978+0.j,-0.1296135835967522+0.j,-0.13486215144859764+0.j,-0.12208340153308937+0.j,-0.09339202846678349+0.j,-0.05290020413577922+0.j,-0.0060666737130435095+0.j,0.04108844695883877+0.j,0.08278407562254624+0.j,0.1141843980302424+0.j,0.13192613028504674+0.j,0.13441584756755542+0.j,0.12188328173232224+0.j,0.0962105614490846+0.j,0.06058412080344143+0.j,0.019032702757381278+0.j,-0.024079280810447204+0.j,-0.06453789824456957+0.j,-0.09869213224715516+0.j,-0.12375616504893992+0.j,-0.1379836870425865+0.j,-0.14071407332521269+0.j,-0.13230490570997694+0.j,-0.11397562163445926+0.j,-0.08759258342124543+0.j,-0.05542683750215816+0.j,-0.019913060052968293+0.j,0.01656724076248337+0.j,0.051862082942738565+0.j,0.0841759837707361+0.j,0.11214528585665447+0.j,0.13486507156917155+0.j,0.15187486859325552+0.j,0.16311270234867944+0.j,0.16884791221098125+0.j,0.16960278037734677+0.j,0.1660717603343711+0.j,0.15904528631996667+0.j,0.14934311598647446+0.j,0.13776016678627637+0.j,0.12502604076201784+0.j,0.11177800667895778+0.j,0.09854617073670692+0.j,0.08574891238634284+0.j,0.07369634756904878+0.j,0.0625995433560132+0.j,0.05258337200689149+0.j,0.04370118680414213+0.j,0.03594986304874867+0.j,0.029284124128454336+0.j,0.02362942722741633+0.j,0.0188929919889152+0.j,0.014972805788193032+0.j
-5.919786433558679e-7+0.j,-3.4600988187369545e-6+0.j,-0.00001423847664691665+0.j,-0.0000476189904005697+0.j,-0.00013724016993630156+0.j,-0.0003519105173686186+0.j,-0.0008190883152369784+0.j,-0.001754307851316912+0.j,-0.0034915750171143722+0.j,-0.006505085581420391+0.j,-0.011408190429931521+0.j,-0.018913305694398756+0.j,-0.029738684718322434+0.j,-0.04445636491946664+0.j,-0.06329043955674285+0.j,-0.085894097607081+0.j,-0.11115318315957634+0.j,-0.1370771086777667+0.j,-0.16083833410220277+0.j,-0.17900472539103257+0.j,-0.18797438476116177+0.j,-0.18457478762021076+0.j,-0.1667372431747959+0.j,-0.1341171092813505+0.j,-0.08851313103876852+0.j,-0.033955092532550024+0.j,0.023620318914245677+0.j,0.07710701020191359+0.j,0.11929104589780168+0.j,0.14406446795590938+0.j,0.14756635361351672+0.j,0.12901789260839863+0.j,0.09106102700580283+0.j,0.03949793998217607+0.j,-0.017555691363256302+0.j,-0.07097173741421954+0.j,-0.11213676481873398+0.j,-0.13442529231517908+0.j,-0.13434374189995144+0.j,-0.11213016634847504+0.j,-0.0716984857578636+0.j,-0.01994087891985309+0.j,0.034477782798140816+0.j,0.0826081369427235+0.j,0.11671641470875857+0.j,0.13153318066766878+0.j,0.1250438298360977+0.j,0.09870544848616071+0.j,0.0570817077149862+0.j,0.006988941568607664+0.j,-0.043675841490914684+0.j,-0.08721268958048542+0.j,-0.11728853556607383+0.j,-0.12982078034733743+0.j,-0.1234583077719061+0.j,-0.09961875876612844+0.j,-0.06211488643842847+0.j,-0.01646334931973568+0.j,0.03099199965189975+0.j,0.07399692902125941+0.j,0.10720913713627887+0.j,0.12682130981365092+0.j,0.13092173403119575+0.j,0.11957437312543147+0.j,0.09464156583786575+0.j,0.05940435695899123+0.j,0.018054729408982662+0.j,-0.024860018261098776+0.j,-0.0649664046070032+0.j,-0.09850792713683737+0.j,-0.12266292887964851+0.j,-0.1357195702260453+0.j,-0.13711038406198164+0.j,-0.1273249818136553+0.j,-0.10773026743505017+0.j,-0.08033268628403675+0.j,-0.047517086016053464+0.j,-0.011792762662382873+0.j,0.024429436924253024+0.j,0.05901308928429336+0.j,0.09021744476955681+0.j,0.11676332421749308+0.j,0.13784868543776613+0.j,0.15312273183786712+0.j,0.16262947759937874+0.j,0.1667321302923144+0.j,0.1660288455759682+0.j,0.16126874806009145+0.j,0.15327498873733647+0.j,0.14287936231959708+0.j,0.13087089976608127+0.j,0.11795905856932318+0.j,0.10475075014704596+0.j,0.0917394947384375+0.j,0.07930445206297697+0.j,0.06771687917945639+0.j,0.05715163664876691+0.j,0.04770161769254064+0.j,0.03939333613171463+0.j,0.03220231334939773+0.j
1.4367513420241534e-6+0.j,8.188475851561529e-6+0.j,0.00003282719460684724+0.j,0.00010685358148948902+0.j,0.0002994146267143388+0.j,0.0007456003434129213+0.j,0.0016831904240194881+0.j,0.0034915750171143722+0.j,0.006719857809759799+0.j,0.012084678852913198+0.j,0.02041514091290137+0.j,0.03252591648951042+0.j,0.049012776917747594+0.j,0.0699875042102582+0.j,0.09479770394009258+0.j,0.12180375351275792+0.j,0.14829977809337158+0.j,0.1706583667931024+0.j,0.18474418351475888+0.j,0.18658174687297727+0.j,0.1731885983519152+0.j,0.14341567666487398+0.j,0.0985940317724672+0.j,0.04278981745015264+0.j,-0.017473411406678102+0.j,-0.07406047854838474+0.j,-0.1185406926780278+0.j,-0.143747914633381+0.j,-0.1452692251667818+0.j,-0.12252574529746431+0.j,-0.07916867740996737+0.j,-0.022645946766733732+0.j,0.037027723143794426+0.j,0.08908304043773047+0.j,0.1240353208500702+0.j,0.1355303425236688+0.j,0.12160577000821529+0.j,0.08509530723637955+0.j,0.0330834807494099+0.j,-0.024479404885283752+0.j,-0.07671612698545603+0.j,-0.11391719155227571+0.j,-0.12936898914750933+0.j,-0.12055917303479556+0.j,-0.08954126532100323+0.j,-0.04241800682517824+0.j,0.01192006183507921+0.j,0.06352490698137009+0.j,0.1032388300832324+0.j,0.12430763156072935+0.j,0.1234750359108138+0.j,0.10139192828528093+0.j,0.062313471874100045+0.j,0.013189393396663305+0.j,-0.03764696929697563+0.j,-0.08193245968203298+0.j,-0.11281162028172942+0.j,-0.12584429372146821+0.j,-0.11954751168965841+0.j,-0.0954281212460419+0.j,-0.0575511123529105+0.j,-0.011758520745212764+0.j,0.03530429547431845+0.j,0.07718732824788042+0.j,0.10850925457793256+0.j,0.1255936704152409+0.j,0.126806611933287+0.j,0.11258572029354402+0.j,0.08519678299544838+0.j,0.04828631700567864+0.j,0.006316523423726997+0.j,-0.03602858061828676+0.j,-0.07438736745912665+0.j,-0.1051559135131833+0.j,-0.12577896575044628+0.j,-0.1348851996939381+0.j,-0.1322764612403294+0.j,-0.11879646555954752+0.j,-0.09611392431267927+0.j,-0.06645836401900054+0.j,-0.03234488676017977+0.j,0.003681781479419849+0.j,0.03926181109798222+0.j,0.07238018821023903+0.j,0.10146735022108191+0.j,0.12544295997239918+0.j,0.14371046120637268+0.j,0.15611324693967948+0.j,0.1628645653768173+0.j,0.16446301198011581+0.j,0.16160403736103662+0.j,0.15509578492845794+0.j,0.145785166301533+0.j,0.13449771561410645+0.j,0.1219926706878876+0.j,0.10893304920817098+0.j,0.09586927720987526+0.j,0.0832341752518144+0.j,0.07134675915469849+0.j,0.06042228591387867+0.j
-3.2876147678999013e-6+0.j,-0.000018258183279619306+0.j,-0.00007125602402308582+0.j,-0.00022555257620055533+0.j,-0.0006138932360640374+0.j,-0.0014829331576014927+0.j,-0.003242743464728025+0.j,-0.006505085581420391+0.j,-0.012084678852913198+0.j,-0.020932643705354324+0.j,-0.033976128749183834+0.j,-0.05185692802582757+0.j,-0.07459471924608901+0.j,-0.10124134575755814+0.j,-0.12962901424322668+0.j,-0.15633145976075707+0.j,-0.17693871212758674+0.j,-0.18668671757323035+0.j,-0.1813894518828364+0.j,-0.1585145173638527+0.j,-0.11815536801292534+0.j,-0.06361782494947577+0.j,-0.0013792488901881118+0.j,0.05970059327504962+0.j,0.10985862996502822+0.j,0.1403449144481161+0.j,0.14536953342974887+0.j,0.12360951253320648+0.j,0.07886163143079136+0.j,0.01960061153455191+0.j,-0.04254439103827063+0.j,-0.09511175557314026+0.j,-0.12742948264978035+0.j,-0.1329396230210277+0.j,-0.11067479653579614+0.j,-0.06552338439022126+0.j,-0.007201052838080577+0.j,0.05184886874641081+0.j,0.09915168479858225+0.j,0.12488321871309611+0.j,0.12393687932066333+0.j,0.09692755271646827+0.j,0.049936494080855535+0.j,-0.006909512461826483+0.j,-0.06167552350835748+0.j,-0.10315828164250564+0.j,-0.12317346007037805+0.j,-0.1181195338190949+0.j,-0.08952950158197477+0.j,-0.04355360983644771+0.j,0.010456852816004548+0.j,0.06192151961627061+0.j,0.10112842799466168+0.j,0.12103596725178786+0.j,0.11845213619219148+0.j,0.0944143561701671+0.j,0.05376325553199912+0.j,0.004057428372416286+0.j,-0.04591522248290437+0.j,-0.08772598016485995+0.j,-0.1147042781184106+0.j,-0.12292334149361274+0.j,-0.11164650863670131+0.j,-0.08321582604626769+0.j,-0.04246104817173088+0.j,0.004222895908723177+0.j,0.04994681684829252+0.j,0.08836381066745348+0.j,0.11451887311118991+0.j,0.125409103668168+0.j,0.1202104579442246+0.j,0.10018293406914176+0.j,0.06831104849101863+0.j,0.028765398914299287+0.j,-0.013717495689332974+0.j,-0.05444449686471273+0.j,-0.08928858974465631+0.j,-0.11507367033673918+0.j,-0.12979674449681333+0.j,-0.1326878536580933+0.j,-0.12412808129429995+0.j,-0.10545941605412507+0.j,-0.07872666228063885+0.j,-0.04639167185295384+0.j,-0.011055312672475079+0.j,0.024785478390947784+0.j,0.05892773821075269+0.j,0.08959126621087823+0.j,0.11548608375813693+0.j,0.1358248631257395+0.j,0.15029081222886356+0.j,0.15897355732193402+0.j,0.16228579150176647+0.j,0.16087229346060686+0.j,0.15552085634836266+0.j,0.14708216198288498+0.j,0.13640307658604905+0.j,0.12427551572709569+0.j,0.11140110761727924+0.j,0.09837045870759054+0.j
