0.0018674427317079893+0.j,0.-0.006619912122322684j,-0.01659365890138655+0.j,0.+0.03396146867268568j,0.060195135931308784+0.j,0.-0.09542921016786426j,-0.13810539239794223+0.j,0.+0.1850403955676803j,0.23191374373942622+0.j,0.-0.274037605445907j,-0.30719567429740585+0.j,0.+0.32833991802347207j,0.3359990073983793+0.j,0.-0.33034767172298807j,-0.31297681340510025+0.j,0.+0.2864649333993279j,0.2538729371765154+0.j,0.-0.21827142256235516j,-0.18237510644624433+0.j,0.+0.14831794171735313j,0.11756650942662424+0.j,0.-0.09094501705672191j,-0.06873413955479445+0.j,0.+0.0508058257469476j,0.03676315924936008+0.j,0.-0.02606440127319242j,-0.01812032618626528+0.j,0.+0.012362009162071554j,0.008281613866205169+0.j,0.-0.005451561433893677j,-0.003528297647979084+0.j,0.+0.002246411430430111j,0.0014077296019925896+0.j,0.-0.0008686947667249002j,-0.0005281200779255873+0.j,0.+0.00031644889865541597j,0.0001869636896788672+0.j,0.-0.00010895855628102744j,-0.00006265770357941509+0.j,0.+0.00003556698914129754j,0.000019935266173069247+0.j,0.-0.000011036593383810233j,-6.0369187271506326e-6+0.j,0.+3.263518157550939e-6j,1.7440728727205095e-6+0.j,0.-9.216442167289782e-7j,-4.817140555444709e-7+0.j,0.+2.490837075529337e-7j,1.2744700522662616e-7+0.j,0.-6.454112434294483e-8j,-3.235612143090047e-8+0.j,0.+1.6061137517348962e-8j,7.895498598583778e-9+0.j,0.-3.844559246690738e-9j,-1.8546185960859823e-9+0.j,0.+8.864988924752761e-10j,4.1994181010411727e-10+0.j,0.-1.971771658986297e-10j,-9.177989473939672e-11+0.j,0.+4.235712567013541e-11j,1.9384552887591735e-11+0.j,0.-8.798239964000977e-12j,-3.9610004345700564e-12+0.j,0.+1.7690477166999582e-12j,7.838888594751078e-13+0.j,0.-3.4466941421014215e-13j,-1.5039580072824213e-13+0.j,0.+6.513332377727341e-14j,2.7999721819886518e-14+0.j,0.-1.1949069942961593e-14j,-5.062791184820481e-15+0.j,0.+2.129932169122335e-15j,8.898246996946961e-16+0.j,0.-3.6918832496276625e-16j,-1.521377646103783e-16+0.j,0.+6.227465512523037e-17j,2.5322668343594936e-17+0.j,0.-1.0229844598639348e-17j,-4.1060730079669144e-18+0.j,0.+1.6376385514006695e-18j,6.490497574378072e-19+0.j,0.-2.55646831555549e-19j,-1.0007795453206092e-19+0.j,0.+3.8940749495650136e-20j,1.5061547477913702e-20+0.j,0.-5.791153337670041e-21j,-2.213710223150376e-21+0.j,0.+8.413294211544577e-22j,3.179286546788948e-22+0.j,0.-1.1946470115018533e-22j,-4.4639906707759805e-23+0.j,0.+1.6588515165474782e-23j,6.130819534198416e-24+0.j,0.-2.253626756487415e-24j,-8.239920004059004e-25+0.j,0.+2.9968577207389184e-25j,1.0842650032296507e-25+0.j,0.-3.9026041781738284e-26j,-1.3974825682433568e-26+0.j,0.+4.978903787688508e-27j
0.-0.006619912122322684j,-0.021599534736025907+0.j,0.+0.049461019735643576j,0.09164921156194851+0.j,0.-0.14546326362908713j,-0.20368732624455904+0.j,0.+0.2558179977050167j,0.2905586003920841+0.j,0.-0.29873954234033023j,-0.2756967869127708+0.j,0.+0.22239731403227928j,0.1450819153486897+0.j,0.-0.05368262878807008j,0.040409643913700194+0.j,0.-0.12657388977787726j,-0.1966622373609573+0.j,0.+0.2459036033188937j,0.27299288853802467+0.j,0.-0.27954429873856057j,-0.2691812449060468+0.j,0.+0.2465355751842254j,0.2163657372335339+0.j,0.-0.18291376059511613j,-0.149535390217434+0.j,0.+0.11857469171559372j,0.09141989943036742+0.j,0.-0.06866800684510074j,-0.05033379532451043+0.j,0.+0.0360560471181509j,0.025272573424659814+0.j,0.-0.017351942203084912j,-0.011681408724706865+0.j,0.+0.00771735053816586j,0.00500734811894647+0.j,0.-0.0031931804643573207j,-0.0020026183779913395+0.j,0.+0.0012359243684308726j,0.0007510077007660915+0.j,0.-0.00044954987408558894j,-0.0002652155397004715+0.j,0.+0.00015427671180738605j,0.00008852428112442969+0.j,0.-0.00005012498022315457j,-0.00002801785277779544+0.j,0.+0.00001546515309119008j,8.432452821137056e-6+0.j,0.-4.543263339324701e-6j,-2.419486427671247e-6+0.j,0.+1.2739146768766375e-6j,6.633367078195263e-7+0.j,0.-3.4167520282187717e-7j,-1.7413367533892065e-7+0.j,0.+8.782969593040093e-8j,4.3851489744687955e-8+0.j,0.-2.1677173575686063e-8j,-1.0611662874849707e-8+0.j,0.+5.1452953018435645e-9j,2.471516284718706e-9+0.j,0.-1.1763053014081443e-9j,-5.548226472027126e-10+0.j,0.+2.593804337999079e-10j,1.2020924929714095e-10+0.j,0.-5.523602980660519e-11j,-2.5168355402872442e-11+0.j,0.+1.137356807828241e-11j,5.09809277009602e-12+0.j,0.-2.26696832562496e-12j,-1.0001510632662576e-12+0.j,0.+4.3784671783462123e-13j,1.9022480735385346e-13+0.j,0.-8.202596429162804e-14j,-3.5109423842957683e-14+0.j,0.+1.4918727331835876e-14j,6.29392703028822e-15+0.j,0.-2.6365637226207443e-15j,-1.0967937856945904e-15+0.j,0.+4.531313348278335e-16j,1.859416580027404e-16+0.j,0.-7.579189136473962e-17j,-3.069029767285865e-17+0.j,0.+1.2346663010024472e-17j,4.935203394815605e-18+0.j,0.-1.960213407277747e-18j,-7.737121946995923e-19+0.j,0.+3.0350606870860466e-19j,1.1833150249917835e-19+0.j,0.-4.5857548282845134e-20j,-1.7665679220210312e-20+0.j,0.+6.76534181577446e-21j,2.575841590378975e-21+0.j,0.-9.750973177813127e-22j,-3.670328143895604e-22+0.j,0.+1.3737825852587577e-22j,5.1134583620404623e-23+0.j,0.-1.8928746478647763e-23j,-6.968922168176026e-24+0.j,0.+2.5519469629369165e-24j,9.295334675439953e-25+0.j,0.-3.3679863582118416e-25j,-1.2139800551421302e-25+0.j
-0.01659365890138655+0.j,0.+0.049461019735643576j,0.10238085582542023+0.j,0.-0.16915337479379092j,-0.23501077156106445+0.j,0.+0.28057079667387774j,0.28844382829344967+0.j,0.-0.24973075278866025j,-0.16771178279642823+0.j,0.+0.05734709270823022j,-0.05900936115992834+0.j,0.+0.15790150218905485j,0.22081426833325613+0.j,0.-0.23815634186751503j,-0.21035982258292957+0.j,0.+0.1463222516085893j,0.06014411834777922+0.j,0.+0.032634347678192066j,0.11826502238410715+0.j,0.-0.18687607531519335j,-0.23325279384350636+0.j,0.+0.25651809323994024j,0.259107163765461+0.j,0.-0.24546110422822479j,-0.22078311186250726+0.j,0.+0.19006913816992216j,0.15749396747346622+0.j,0.-0.12613425310675072j,-0.0979527099025377+0.j,0.+0.07394838985414849j,0.05438538704349596+0.j,0.-0.03903371537137267j,-0.02738110583462195+0.j,0.+0.018796465701177274j,0.012641708760696905+0.j,0.-0.008338212410617602j,-0.005398387244024606+0.j,0.+0.003433414574147395j,0.0021467122482204913+0.j,0.-0.0013203617220211325j,-0.0007993655829856005+0.j,0.+0.0004766200555727804j,0.000280024526401572+0.j,0.-0.00016218962987463154j,-0.00009264998821550952+0.j,0.+0.00005222063753107756j,0.000029052350713010447+0.j,0.-0.00001595953308729567j,-8.65978382624142e-6+0.j,0.+4.642817399286658e-6j,2.46023081496407e-6+0.j,0.-1.288886804937754e-6j,-6.677546093553905e-7+0.j,0.+3.422116482686579e-7j,1.7352240847725416e-7+0.j,0.-8.707656304454776e-8j,-4.325429924249141e-8+0.j,0.+2.1273187683309864e-8j,1.03609623886189e-8+0.j,0.-4.998239005032024e-9j,-2.3887184636276334e-9+0.j,0.+1.1311553628969406e-9j,5.308405802275777e-10+0.j,0.-2.469237371341224e-10j,-1.1386441088500955e-10+0.j,0.+5.206029060853517e-11j,2.3603866392974455e-11+0.j,0.-1.0614020866527244e-11j,-4.734313774605268e-12+0.j,0.+2.0949442777438215e-12j,9.197765356829013e-13+0.j,0.-4.0071981241113415e-13j,-1.7326083930625604e-13+0.j,0.+7.435529865646166e-14j,3.1675578333281324e-14+0.j,0.-1.3396335172222719e-14j,-5.6252591549043155e-15+0.j,0.+2.3455193746113724e-15j,9.712231841633979e-16+0.j,0.-3.994154830240945e-16j,-1.6315399083132398e-16+0.j,0.+6.620296188422371e-17j,2.6687194123010246e-17+0.j,0.-1.0688382668748305e-17j,-4.253451215696934e-18+0.j,0.+1.6820044031747365e-18j,6.610037259956175e-19+0.j,0.-2.581700124140386e-19j,-1.0022266219746956e-19+0.j,0.+3.8673781531110084e-20j,1.4835064178808312e-20+0.j,0.-5.657376176133132e-21j,-2.1449814346846272e-21+0.j,0.+8.086194323813261e-22j,3.0311371231012257e-22+0.j,0.-1.1298888478836404e-22j,-4.188532666443924e-23+0.j,0.+1.5442259209321454e-23j,5.6625052894013786e-24+0.j,0.-2.065288770908382e-24j
0.+0.03396146867268568j,0.09164921156194851+0.j,0.-0.16915337479379092j,-0.243817476506117+0.j,0.+0.285664105444039j,0.270833577933953+0.j,0.-0.1935575206080144j,-0.07050707261590981+0.j,0.-0.06456071846308599j,-0.17311570564853868+0.j,0.+0.2254726981997553j,0.21017532485806245+0.j,0.-0.13612727218405737j,-0.027761936013394786+0.j,0.-0.08394284965225411j,-0.1709079269543547+0.j,0.+0.2148226001562506j,0.2099628380105025+0.j,0.-0.16211001214294027j,-0.0848434450646478+0.j,0.-0.005124324380503688j,-0.09212525335305648+0.j,0.+0.16435171851883615j,0.2150614424248387+0.j,0.-0.24240233520438206j,-0.24834029444040398+0.j,0.+0.23721282561648518j,0.21432880243835598+0.j,0.-0.18487126007426677j,-0.1532006268179618+0.j,0.+0.12253730307396278j,0.09493607281648762+0.j,0.-0.07144394677917043j,-0.052343003664422676+0.j,0.+0.037405136306460196j,0.026114224843521765+0.j,0.-0.017835787385686058j,-0.011931503275931213+0.j,0.+0.007826036070852417j,0.0050377582560366535+0.j,0.-0.0031852550271508147j,-0.0019796549952018913+0.j,0.+0.0012102357981249136j,0.0007282097866684416+0.j,0.-0.0004315165780920367j,-0.00025195431520189305+0.j,0.+0.0001450244373715852j,0.00008232888402379101+0.j,0.-0.0000461145562003116j,-0.000025495861572813428+0.j,0.+0.000013918982860615367j,7.50588693147103e-6+0.j,0.-3.9994014257833595e-6j,-2.1062997757580388e-6+0.j,0.+1.096740832506795e-6j,5.647630196341387e-7+0.j,0.-2.8768719137015253e-7j,-1.4500227703271137e-7+0.j,0.+7.233224032313702e-8j,3.571821679848554e-8+0.j,0.-1.7463925562894692e-8j,-8.456245154297757e-9+0.j,0.+4.055854102085455e-9j,1.9272498307765342e-9+0.j,0.-9.07450903343098e-10j,-4.2346061707387596e-10+0.j,0.+1.9587547374979543e-10j,8.982429857705751e-11+0.j,0.-4.0843347446204524e-11j,-1.8417346379355662e-11+0.j,0.+8.237078475072998e-12j,3.654430961593619e-12+0.j,0.-1.6085132518555085e-12j,-7.024958989393593e-13+0.j,0.+3.0446073548974115e-13j,1.309602365257293e-13+0.j,0.-5.591378586178188e-14j,-2.369838048569924e-14+0.j,0.+9.972091813191068e-15j,4.166465227185239e-15+0.j,0.-1.7286530126413884e-15j,-7.122784866498878e-16+0.j,0.+2.9149819101977453e-16j,1.1849685848255207e-16+0.j,0.-4.785226445806032e-17j,-1.919824295652365e-17+0.j,0.+7.652818200052553e-18j,3.031229464827978e-18+0.j,0.-1.1931343432483407e-18j,-4.667321042979675e-19+0.j,0.+1.8146279050960848e-19j,7.012647426242687e-20+0.j,0.-2.6939097050456605e-20j,-1.0287787467528639e-20+0.j,0.+3.905974412808396e-21j,1.474467052532721e-21+0.j,0.-5.534369061668913e-22j,-2.0656509678116088e-22+0.j,0.+7.667067713040822e-23j,2.830168605353472e-23+0.j
0.060195135931308784+0.j,0.-0.14546326362908713j,-0.23501077156106445+0.j,0.+0.285664105444039j,0.2625089672536492+0.j,0.-0.16065783891128463j,-0.01136973719815583+0.j,0.-0.13108199958338876j,-0.21414295239376788+0.j,0.+0.20999852143434944j,0.12591998789988423+0.j,0.+0.001378106288824188j,0.12275503335556216+0.j,0.-0.19620017952879723j,-0.20072265359995273+0.j,0.+0.1403717839123381j,0.038947290999772906+0.j,0.+0.0707186948282583j,0.15806592437010425+0.j,0.-0.2029294894046885j,-0.19879833909133404+0.j,0.+0.15154645789168872j,0.07525296628919804+0.j,0.+0.012915094484424966j,0.09714384478630173+0.j,0.-0.16583412679505177j,-0.21269721743338088+0.j,0.+0.23640908802025912j,0.2393849332097955+0.j,0.-0.22624006083664427j,-0.20236548094762108+0.j,0.+0.1728596067328258j,0.14188866487840268+0.j,0.-0.11243155558147014j,-0.08630589030944973+0.j,0.+0.0643596269560541j,0.04672956449487412+0.j,0.-0.03309739067549236j,-0.022904075164202564+0.j,0.+0.01550759577809026j,0.010285072851403856+0.j,0.-0.006688944713667215j,-0.004269728247215471+0.j,0.+0.0026773051824093j,0.0016503554104751572+0.j,0.-0.0010007732068159818j,-0.0005973695306911221+0.j,0.+0.0003511945780898182j,0.00020345969739926585+0.j,0.-0.00011621070867420222j,-0.00006547072827966492+0.j,0.+0.00003639687175245246j,0.000019974105740806843+0.j,0.-0.000010824721786820415j,-5.795117031896667e-6+0.j,0.+3.0658074623868896e-6j,1.6032374539906302e-6+0.j,0.-8.289854876796676e-7j,-4.239466629520043e-7+0.j,0.+2.1448834918398686e-7j,1.073820567008794e-7+0.j,0.-5.3210505195892426e-8j,-2.610345624280528e-8+0.j,0.+1.2680210577902058e-8j,6.100584474967942e-9+0.j,0.-2.907487136899879e-9j,-1.3729249202337212e-9+0.j,0.+6.424455020820493e-10j,2.979621223153284e-10+0.j,0.-1.3699126575549842e-10j,-6.2445446088842e-11+0.j,0.+2.822611823144134e-11j,1.2653421978441708e-11+0.j,0.-5.626430062802706e-12j,-2.481906507651663e-12+0.j,0.+1.086232681399525e-12j,4.717378315684139e-13+0.j,0.-2.0331645409860073e-13j,-8.69741421486012e-14+0.j,0.+3.693207805489308e-14j,1.5569041258614482e-14+0.j,0.-6.5164578103067704e-15j,-2.7083109199070855e-15+0.j,0.+1.1178072407256598e-15j,4.58204893197517e-16+0.j,0.-1.86560040117703e-16j,-7.545432339235633e-17+0.j,0.+3.0317653750220224e-17j,1.2102950892132365e-17+0.j,0.-4.800742325502614e-18j,-1.8922703382224637e-18+0.j,0.+7.412264079712434e-19j,2.8856644957952435e-19+0.j,0.-1.116609933714338e-19j,-4.294874069419871e-20+0.j,0.+1.642193985356955e-20j,6.242442466932536e-21+0.j,0.-2.3592335942993994e-21j,-8.865498279015664e-22+0.j,0.+3.312683702633714e-22j
0.-0.09542921016786426j,-0.20368732624455904+0.j,0.+0.28057079667387774j,0.270833577933953+0.j,0.-0.16065783891128463j,0.007813127841055837+0.j,0.-0.15796704890186047j,-0.22126120134488275+0.j,0.+0.1736803719517654j,0.04561422991008379+0.j,0.+0.09735790694762186j,0.18895427926104486+0.j,0.-0.1924723967642864j,-0.11310566716596683+0.j,0.-0.01009386591686456j,-0.12512610506779717+0.j,0.+0.18936033612583744j,0.18392778963826775+0.j,0.-0.11640750786394448j,-0.013583182387233153+0.j,0.-0.09069782519360726j,-0.16716407323763458+0.j,0.+0.19858567768337623j,0.18187433027626637+0.j,0.-0.1257095864086596j,-0.045681728102735644+0.j,0.-0.040964516837562255j,-0.11947703176134927+0.j,0.+0.17994167430067917j,0.21784989922636178+0.j,0.-0.2333564545328518j,-0.22984630477225537+0.j,0.+0.21236357067998435j,0.18627735878853238+0.j,0.-0.15636223062390692j,-0.12631261588735374+0.j,0.+0.0986131776292072j,0.07464784189513189+0.j,0.-0.05493267079771128j,-0.039382929647671934+0.j,0.+0.02755686054241568j,0.018847775671490624+0.j,0.-0.012617471369817333j,-0.008276886446030063+0.j,0.+0.005325811197675664j,0.0033645095237108615+0.j,0.-0.002088467042913341j,-0.0012747406765800677+0.j,0.+0.0007655856527101056j,0.00045269717010776333+0.j,0.-0.00026369775807879095j,-0.00015139565191359935+0.j,0.+0.00008571081710889j,0.00004787021064574596+0.j,0.-0.00002638648759801942j,-0.000014359909449046227+0.j,0.+7.71849230493778e-6j,4.098936342864371e-6+0.j,0.-2.151327079485899e-6j,-1.1162695998521272e-6+0.j,0.+5.727733421982007e-7j,2.907131403880232e-7+0.j,0.-1.45990907744497e-7j,-7.255574795913416e-8+0.j,0.+3.5694655321524226e-8j,1.7386640879951437e-8+0.j,0.-8.386885025912075e-9j,-4.007241677465451e-9+0.j,0.+1.896853381923317e-9j,8.89703668417604e-10+0.j,0.-4.1357768499954103e-10j,-1.9056473317192212e-10+0.j,0.+8.705072664575511e-11j,3.9428903950468206e-11+0.j,0.-1.7710665506076167e-11j,-7.890344315881638e-12+0.j,0.+3.4870540524171547e-12j,1.5289090683110376e-12+0.j,0.-6.651528537565419e-13j,-2.8716581213836797e-13+0.j,0.+1.2304622973243928e-13j,5.233344022845665e-14+0.j,0.-2.2096073762979255e-14j,-9.262403227050111e-15+0.j,0.+3.855239920176937e-15j,1.5934677729718347e-15+0.j,0.-6.540981943057145e-16j,-2.6668142346083773e-16+0.j,0.+1.0800251177501168e-16j,4.3451640510114165e-17+0.j,0.-1.7367950044182193e-17j,-6.8976120162191964e-18+0.j,0.+2.7220337566515083e-18j,1.0675016008946977e-18+0.j,0.-4.160625636354294e-19j,-1.6117501143782324e-19+0.j,0.+6.206099811317292e-20j,2.375494098945078e-20+0.j,0.-9.039297513076206e-21j,-3.419727705571857e-21+0.j
-0.13810539239794223+0.j,0.+0.2558179977050167j,0.28844382829344967+0.j,0.-0.1935575206080144j,-0.01136973719815583+0.j,0.-0.15796704890186047j,-0.22079718168745122+0.j,0.+0.1495858519521746j,-0.004139758242488371+0.j,0.+0.14670111683201625j,0.19978432481420952+0.j,0.-0.14163187788198167j,-0.011324831133545864+0.j,0.-0.11962489161397213j,-0.18737962852041373+0.j,0.+0.1651230098632773j,0.06971267962314284+0.j,0.+0.05256018297803971j,0.15010703911661855+0.j,0.-0.18749106279862268j,-0.15605750484558284+0.j,0.+0.07224017242364947j,-0.032701139303366336+0.j,0.+0.12559992947948587j,0.1818214316819194+0.j,0.-0.19049290720021453j,-0.154378051740388+0.j,0.+0.0860085972152085j,0.0023121551223246684+0.j,0.+0.0803260298412321j,0.1494131370431447+0.j,0.-0.197792138869667j,-0.22347421139698861+0.j,0.+0.22845565833452597j,0.21714099605879594+0.j,0.-0.19485073082901067j,-0.16668821890324254+0.j,0.+0.13685333168126415j,0.108360916741919+0.j,0.-0.08305630556317768j,-0.061805929379836366+0.j,0.+0.04475886328156394j,0.03160649096839194+0.j,0.-0.021799435775346158j,-0.014706387124429217+0.j,0.+0.009716208025241969j,0.006293470287512549+0.j,0.-0.00400041301547988j,-0.0024975536291107305+0.j,0.+0.0015326987570079993j,0.0009252001079754768+0.j,0.-0.0005497043037492969j,-0.0003216558217224869+0.j,0.+0.00018546258059899155j,0.00010542404087861011+0.j,0.-0.000059107361534186115j,-0.00003270002658500829+0.j,0.+0.000017858000063081357j,9.630705047430085e-6+0.j,0.-5.1306947432957695e-6j,-2.7010354003531447e-6+0.j,0.+1.4055790884759301e-6j,7.232335911818382e-7+0.j,0.-3.6806174821134755e-7j,-1.8530868579778638e-7+0.j,0.+9.232350326884667e-8j,4.552744311028104e-8+0.j,0.-2.222679677233382e-8j,-1.0745254729845232e-8+0.j,0.+5.144961401601378e-9j,2.4403858987437108e-9+0.j,0.-1.146905446169759e-9j,-5.341555699469958e-10+0.j,0.+2.4657784789075435e-10j,1.1283884040035813e-10+0.j,0.-5.119773230162827e-11j,-2.3035467857962972e-11+0.j,0.+1.0279256595962846e-11j,4.5499491624149296e-12+0.j,0.-1.9979800269396258e-12j,-8.70508474610356e-13+0.j,0.+3.763636304173209e-13j,1.6149114972848237e-13+0.j,0.-6.877777232462994e-14j,-2.9077426568043867e-14+0.j,0.+1.2204525348466578e-14j,5.086159075121208e-15+0.j,0.-2.1047896932264578e-15j,-8.650105897941416e-16+0.j,0.+3.530782709940516e-16j,1.4315253917891374e-16+0.j,0.-5.765620632201283e-17j,-2.3070197384528278e-17+0.j,0.+9.171766621299465e-18j,3.623166276452148e-18+0.j,0.-1.4223067123296122e-18j,-5.548852135636301e-19+0.j,0.+2.1515537010813837e-19j,8.292275698232586e-20+0.j,0.-3.176876155758249e-20j
0.+0.1850403955676803j,0.2905586003920841+0.j,0.-0.24973075278866025j,-0.07050707261590981+0.j,0.-0.13108199958338876j,-0.22126120134488275+0.j,0.+0.1495858519521746j,-0.02037470189895581+0.j,0.+0.16546065391198211j,0.19186332520057345+0.j,0.-0.0923394901983695j,0.06067755083633669+0.j,0.-0.17026609187909106j,-0.1757124552880173+0.j,0.+0.08188529588893227j,-0.05305576177190338+0.j,0.+0.15623804959084228j,0.17906208228916431+0.j,0.-0.11683699331177923j,-0.003907055915987517+0.j,0.-0.10782422034045769j,-0.17350859213270184+0.j,0.+0.171882732099928j,0.10900911262267421+0.j,0.-0.011047416094145451j,0.08837844417096656+0.j,0.-0.16028381225263116j,-0.18795392703530225+0.j,0.+0.16891925530566537j,0.11233092732131263+0.j,0.-0.03390038772432554j,0.0494159306598209+0.j,0.-0.12347564443321554j,-0.17912015483897725+0.j,0.+0.2125555649143042j,0.22447143764517616+0.j,0.-0.21854285078295466j,-0.19986474937381862+0.j,0.+0.17367132878801103j,0.14449081789519916+0.j,0.-0.11573192192342904j,-0.08960970907071879+0.j,0.+0.06728844577255329j,0.04912806172499871+0.j,0.-0.03494973728129227j,-0.0242692436780987+0.j,0.+0.016475001840221822j,0.010947651617497616+0.j,0.-0.007129195099283124j,-0.004554320629119399+0.j,0.+0.0028566811347230403j,0.001760785041899095+0.j,0.-0.0010672710981781586j,-0.0006365836393087688+0.j,0.+0.00037386264080781516j,0.0002163149155167215+0.j,0.-0.0001233677611114016j,-0.00006938476190694686+0.j,0.+0.00003850041222031478j,0.00002108550776469139+0.j,0.-0.00001140215607974203j,-6.090184159256578e-6+0.j,0.+3.2141133019774427e-6j,1.6765535451873697e-6+0.j,0.-8.646284284645203e-7j,-4.4098176772135467e-7+0.j,0.+2.2248844780667612e-7j,1.1107099838341089e-7+0.j,0.-5.4878901416764975e-8j,-2.684242307922449e-8+0.j,0.+1.3000047478430411e-8j,6.23542472370462e-9+0.j,0.-2.9625925890112275e-9j,-1.3945874136752208e-9+0.j,0.+6.505296131224295e-10j,3.007545661316898e-10+0.j,0.-1.3783339104204797e-10j,-6.262735032263795e-11+0.j,0.+2.8216856965455024e-11j,1.2608206152777103e-11+0.j,0.-5.588055224135117e-12j,-2.4569209933528725e-12+0.j,0.+1.0717735990947953e-12j,4.639300501376965e-13+0.j,0.-1.992938263022249e-13j,-8.497272971304339e-14+0.j,0.+3.59633753649982e-14j,1.511073556178796e-14+0.j,0.-6.303802902709851e-15j,-2.6113050278251877e-15+0.j,0.+1.0742249414792312e-15j,4.388931999568803e-16+0.j,0.-1.7811091360930844e-16j,-7.18011022555518e-17+0.j,0.+2.875545643972257e-17j,1.1441857905598063e-17+0.j,0.-4.5237380756596255e-18j,-1.7772946446100247e-18+0.j,0.+6.939336926377555e-19j,2.6928218233309913e-19+0.j
0.23191374373942622+0.j,0.-0.29873954234033023j,-0.16771178279642823+0.j,0.-0.06456071846308599j,-0.21414295239376788+0.j,0.+0.1736803719517654j,-0.004139758242488371+0.j,0.+0.16546065391198211j,0.18699947481839846+0.j,0.-0.06496749230515564j,0.09877933027069263+0.j,0.-0.18432568230098392j,-0.13908238086211894+0.j,0.+0.0031753730662225635j,-0.12981773049846335+0.j,0.+0.17862159551065268j,0.120783178478941+0.j,0.+0.0033330986370025467j,0.12215966795465827+0.j,0.-0.17516113099419153j,-0.14131521751779502+0.j,0.+0.0427655682069995j,-0.07230839090224032+0.j,0.+0.15481868992949102j,0.17496343877887055+0.j,0.-0.13029521060032012j,-0.041559461826970345+0.j,0.-0.058894851617942126j,-0.13992070899300807+0.j,0.+0.1808267411353023j,0.1750400701943646+0.j,0.-0.12866666447290365j,-0.05592190946264939+0.j,0.-0.026286397015323586j,-0.102866764566868+0.j,0.+0.16325863522868056j,0.2022729827292824+0.j,0.-0.21950085586420687j,-0.217930390831897+0.j,0.+0.2023635265179438j,0.17804283705287893+0.j,0.-0.14969016622931414j,-0.12098807704504153+0.j,0.+0.09442894951352822j,0.07141251765214886+0.j,0.-0.052473593871322284j,-0.037547249220542527+0.j,0.+0.026211920743255287j,0.017881039339012514+0.j,0.-0.011935863266524403j,-0.007805482720847766+0.j,0.+0.005005949521079495j,0.0031515126882479157+0.j,0.-0.001949217847022437j,-0.0011853254766862745+0.j,0.+0.0007091655724694202j,0.0004176969122413162+0.j,0.-0.00024234090677884276j,-0.00013857107805815235+0.j,0.+0.00007812861671853832j,0.00004345455778524004+0.j,0.-0.000023852318663115902j,-0.000012926061522188329+0.j,0.+6.918334823554463e-6j,3.65835849037786e-6+0.j,0.-1.911881531159845e-6j,-9.877757783027009e-7+0.j,0.+5.046656436215705e-7j,2.55044321257079e-7+0.j,0.-1.2752829182501324e-7j,-6.310781496371504e-8+0.j,0.+3.0913415169705556e-8j,1.4993214996199995e-8+0.j,0.-7.2014294922318136e-9j,-3.4261540716959067e-9+0.j,0.+1.61489206880509e-9j,7.54239291872386e-10+0.j,0.-3.491251065460413e-10j,-1.6018925295952406e-10+0.j,0.+7.286805505941497e-11j,3.2867060039215296e-11+0.j,0.-1.4701789026603076e-11j,-6.522716177250362e-12+0.j,0.+2.8707591252958577e-12j,1.253527408586581e-12+0.j,0.-5.431208724501099e-13j,-2.3352831889717126e-13+0.j,0.+9.9658877090613e-14j,4.221599486791496e-14+0.j,0.-1.7753019655388432e-14j,-7.412242022493397e-15+0.j,0.+3.0729506400659573e-15j,1.2651303286919413e-15+0.j,0.-5.172879139732703e-16j,-2.1008215841520877e-16+0.j,0.+8.475141109319345e-17j,3.396609356722228e-17+0.j,0.-1.352458659125235e-17j,-5.350814348792591e-18+0.j,0.+2.1036329801202566e-18j
