0.839849201571523+0.j,0.49619798383512287+0.j,0.20729731601600251+0.j,0.07071095998826622+0.j,0.020888652222071393+0.j,0.005519237704128935+0.j,0.0013312424423043293+0.j,0.00029727734720485854+0.j,0.00006209698365924966+0.j,0.000012229337535161535+0.j,2.2848443155648618e-6+0.j,4.0701831548939984e-7+0.j,6.941878547728211e-8+0.j,1.1375199356401598e-8+0.j,1.7961751366601077e-9+0.j,2.740038925454797e-10+0.j,4.047160454211137e-11+0.j,5.799354324669952e-12+0.j,8.076014180456301e-13+0.j,1.094646654237408e-13+0.j,1.446147655324064e-14+0.j,1.8644754618954615e-15+0.j,2.3485456880407215e-16+0.j,2.893268754028242e-17+0.j,3.489288166981794e-18+0.j,4.12306816565729e-19+0.j,4.7773550897278264e-20+0.j,5.431994507402844e-21+0.j,6.065044449743158e-22+0.j,6.654090002109978e-23+0.j,7.177640873652512e-24+0.j,7.616484449817103e-25+0.j,7.95487303133283e-26+0.j,8.18144403406558e-27+0.j,8.28980256034868e-28+0.j,8.278732432080255e-29+0.j,8.152039544365022e-30+0.j,7.918065632828743e-31+0.j,7.588937578316737e-32+0.j,7.179634879209849e-33+0.j,6.706965072485871e-34+0.j,6.18853423725045e-35+0.j,5.641788930582156e-36+0.j,5.083189357626453e-37+0.j,4.5275539247041927e-38+0.j,3.9875951247029716e-39+0.j,3.4736481180837433e-40+0.j,2.9935779744154786e-41+0.j,2.552840244616457e-42+0.j,2.154662629674751e-43+0.j,1.8003127566111905e-44+0.j,1.489417843231549e-45+0.j,1.2203054818126203e-46+0.j,9.90339973532858e-48+0.j,7.962347192084102e-49+0.j,6.343273654021363e-50+0.j,5.008101425480687e-51+0.j,3.919127292756503e-52+0.j,3.0403883123770006e-53+0.j,2.3386042262493375e-54+0.j,1.783753287853464e-55+0.j,1.34934669838377e-56+0.j,1.01246819071248e-57+0.j,7.53641481320053e-59+0.j,5.565811440699403e-60+0.j,4.078735026617822e-61+0.j,2.966246278298597e-62+0.j,2.141033618315142e-63+0.j,1.533990647778736e-64+0.j,1.0910680744179483e-65+0.j,7.704713777683284e-67+0.j,5.402328850460509e-68+0.j,3.7615639570608586e-69+0.j,2.601121878320701e-70+0.j,1.7864815023008932e-71+0.j,1.2187694897045778e-72+0.j,8.25977960402964e-74+0.j,5.561305824339688e-75+0.j,3.7203445132502536e-76+0.j,2.4729953200090408e-77+0.j,1.6335483097739136e-78+0.j,1.0723662934440981e-79+0.j,6.996646148125233e-81+0.j,4.537373660992219e-82+0.j,2.924950927806501e-83+0.j,1.874402276495478e-84+0.j,1.1941730313556167e-85+0.j,7.564170585064849e-87+0.j,4.7640209201516225e-88+0.j,2.9835432526728534e-89+0.j,1.8580815249971962e-90+0.j,1.1507944284729182e-91+0.j,7.088551819888512e-93+0.j,4.342798967560048e-94+0.j,2.646424330869793e-95+0.j,1.604173581056543e-96+0.j,9.67318346484785e-98+0.j,5.8027951490504616e-99+0.j,3.4632024744050837e-100+0.j,2.056430172986244e-101+0.j
-0.49619798383512287+0.j,0.5466865258181508+0.j,0.5792549430101694+0.j,0.3172721791682351+0.j,0.12908052928612032+0.j,0.04344758161932161+0.j,0.01273279421312894+0.j,0.003346499644124767+0.j,0.000804139299801329+0.j,0.00017906563884167526+0.j,0.000037322633850819094+0.j,7.337497572212282e-6+0.j,1.3689389395293465e-6+0.j,2.435723185507521e-7+0.j,4.150088618528157e-8+0.j,6.794669972987982e-9+0.j,1.0721042197409217e-9+0.j,1.634423377301768e-10+0.j,2.4127431202395465e-11+0.j,3.455579278664913e-12+0.j,4.809967661079851e-13+0.j,6.516924539526895e-14+0.j,8.606408795318742e-15+0.j,1.1092289933153083e-15+0.j,1.3967910863931648e-16+0.j,1.7202842566650147e-17+0.j,2.074135031836201e-18+0.j,2.4502933237527557e-19+0.j,2.83850794662848e-20+0.j,3.2268128342846484e-21+0.j,3.602188403135487e-22+0.j,3.9513417492399874e-23+0.j,4.261535424821197e-24+0.j,4.521389207427591e-25+0.j,4.7215830177294493e-26+0.j,4.855401096050407e-27+0.j,4.919075746304343e-28+0.j,4.9119107155218567e-29+0.j,4.836186660893803e-30+0.j,4.696871427023328e-31+0.j,4.501173843769461e-32+0.j,4.257990090390746e-33+0.j,3.977295867763934e-34+0.j,3.6695360127653263e-35+0.j,3.3450567662181574e-36+0.j,3.013616076448259e-37+0.j,2.683995660871738e-38+0.j,2.36372657406239e-39+0.j,2.058929020834994e-40+0.j,1.7742580376469396e-41+0.j,1.512939985684638e-42+0.j,1.2768807220603393e-43+0.j,1.0668246970373878e-44+0.j,8.825446942760901e-46+0.j,7.230439844634426e-47+0.j,5.867557520581692e-48+0.j,4.717282582588484e-49+0.j,3.7578787522015194e-50+0.j,2.966755263554793e-51+0.j,2.3215496821932282e-52+0.j,1.8009363097130388e-53+0.j,1.3851836713296464e-54+0.j,1.056494808972744e-55+0.j,7.991690637440599e-57+0.j,5.996248037488785e-58+0.j,4.463202742652347e-59+0.j,3.2960548843953195e-60+0.j,2.4153276086737186e-61+0.j,1.756478459159305e-62+0.j,1.2677821059995234e-63+0.j,9.083009608912234e-65+0.j,6.460189296438647e-66+0.j,4.56180404216202e-67+0.j,3.1985137587715562e-68+0.j,2.2270147922591672e-69+0.j,1.539937655465582e-70+0.j,1.0576185821629736e-71+0.j,7.215069994225394e-73+0.j,4.889631851311175e-74+0.j,3.292103633055401e-75+0.j,2.2022629607905695e-76+0.j,1.4638577462419163e-77+0.j,9.669352354930575e-79+0.j,6.347440382866029e-80+0.j,4.1412905164400667e-81+0.j,2.685597206320821e-82+0.j,1.731193773303864e-83+0.j,1.109381404082171e-84+0.j,7.067674293683903e-86+0.j,4.476741038251505e-87+0.j,2.819459773641134e-88+0.j,1.7656977060688624e-89+0.j,1.099615195727772e-90+0.j,6.810293779374861e-92+0.j,4.194864265981967e-93+0.j,2.569937624737739e-94+0.j,1.566047602549104e-95+0.j,9.492696888237312e-97+0.j,5.724012897747838e-98+0.j,3.4336931955922585e-99+0.j
0.20729731601600251+0.j,-0.5792549430101694+0.j,0.30469038942330756+0.j,0.576892284837117+0.j,0.39476446800789744+0.j,0.18594308097021608+0.j,0.06993402183237948+0.j,0.02242280498941226+0.j,0.006357052903978876+0.j,0.0016310285568351293+0.j,0.00038481061266871857+0.j,0.00008446393852607677+0.j,0.00001740122153215252+0.j,3.388365639355789e-6+0.j,6.270938986889832e-7+0.j,1.1081623895548662e-7+0.j,1.877033439687205e-8+0.j,3.0574125349472754e-9+0.j,4.802472629828435e-10+0.j,7.292209525900354e-11+0.j,1.0726554473540733e-11+0.j,1.5313818134352647e-12+0.j,2.1254642357514173e-13+0.j,2.872234808348082e-14+0.j,3.784128013452769e-15+0.j,4.866533692811683e-16+0.j,6.11592167050911e-17+0.j,7.518492486337395e-18+0.j,9.049573376635991e-19+0.j,1.0673909235567831e-19+0.j,1.2346903246815336e-20+0.j,1.4016754175791842e-21+0.j,1.5627332243806585e-22+0.j,1.712154802651627e-23+0.j,1.8444911051864143e-24+0.j,1.954895410328114e-25+0.j,2.0394217336541425e-26+0.j,2.095253922009871e-27+0.j,2.120848039156123e-28+0.j,2.1159800201614573e-29+0.j,2.081700142437077e-30+0.j,2.0202044725293637e-31+0.j,1.9346401859609026e-32+0.j,1.8288659548604306e-33+0.j,1.7071902647673218e-34+0.j,1.5741097171275043e-35+0.j,1.4340665321717033e-36+0.j,1.291240197153338e-37+0.j,1.1493831834168451e-38+0.j,1.011705528557172e-39+0.j,8.808083885802517e-41+0.j,7.586628006412941e-42+0.j,6.466270835821566e-43+0.j,5.454946061578817e-44+0.j,4.5556300430552425e-45+0.j,3.767161666633759e-46+0.j,3.085112144063638e-47+0.j,2.5026404216739378e-48+0.j,2.011285386204172e-49+0.j,1.6016617898315369e-50+0.j,1.2640413328482763e-51+0.j,9.888126845602274e-53+0.j,7.668238951867103e-54+0.j,5.896175412931926e-55+0.j,4.495732306182628e-56+0.j,3.3997413439216687e-57+0.j,2.5501448019900467e-58+0.j,1.8976391407595605e-59+0.j,1.4010278453643004e-60+0.j,1.0264010632642472e-61+0.j,7.462353872171945e-63+0.j,5.3848387402139716e-64+0.j,3.857055666204174e-65+0.j,2.742661923157744e-66+0.j,1.9362761340394235e-67+0.j,1.3573290538857106e-68+0.j,9.448628969687451e-70+0.j,6.5322082258707484e-71+0.j,4.485382284805891e-72+0.j,3.0593324998867277e-73+0.j,2.0729087304111806e-74+0.j,1.3953959874833128e-75+0.j,9.332867228431336e-77+0.j,6.202526728995866e-78+0.j,4.096310395492385e-79+0.j,2.688571453055858e-80+0.j,1.7538314260468903e-81+0.j,1.1371660349685531e-82+0.j,7.329277013109144e-84+0.j,4.6960242642751136e-85+0.j,2.991310287778372e-86+0.j,1.8944530141565819e-87+0.j,1.1929605717325879e-88+0.j,7.469924459807967e-90+0.j,4.6513772455698606e-91+0.j,2.8803742136777854e-92+0.j,1.7739625166648396e-93+0.j,1.0866601763724323e-94+0.j,6.620974534142979e-96+0.j,4.0128550583369695e-97+0.j
-0.07071095998826622+0.j,0.3172721791682351+0.j,-0.576892284837117+0.j,0.10790729519594261+0.j,0.5314801574013329+0.j,0.4462118964514466+0.j,0.23910810949245584+0.j,0.09917736449561075+0.j,0.03444783987717178+0.j,0.010454380254883737+0.j,0.0028465747825639383+0.j,0.0007080448224586831+0.j,0.00016299216547057153+0.j,0.00003506772952764624+0.j,7.105799055047039e-6+0.j,1.3644241800781543e-6+0.j,2.495164133976594e-7+0.j,4.3639422590285164e-8+0.j,7.325284026933912e-9+0.j,1.1837213986114789e-9+0.j,1.8462511711344113e-10+0.j,2.7857427591658746e-11+0.j,4.074500077528752e-12+0.j,5.78716949379465e-13+0.j,7.994826865156739e-14+0.j,1.075783483930894e-14+0.j,1.4118067741308667e-15+0.j,1.809130253936844e-16+0.j,2.2660684949337456e-17+0.j,2.7772170504243303e-18+0.j,3.3332700860537773e-19+0.j,3.9211617000458667e-20+0.j,4.524546522565226e-21+0.j,5.124596628103191e-22+0.j,5.701054727856607e-23+0.j,6.233453291544128e-24+0.j,6.702389857382503e-25+0.j,7.090742770663477e-26+0.j,7.38471934632616e-27+0.j,7.574648390374223e-28+0.j,7.655457943361337e-29+0.j,7.626812835290301e-30+0.j,7.492920688347916e-31+0.j,7.262045286220571e-32+0.j,6.945789586761415e-33+0.j,6.558225180425444e-34+0.j,6.114950127332249e-35+0.j,5.632153506855603e-36+0.j,5.1257543049715725e-37+0.j,4.610666656169174e-38+0.j,4.100225366575834e-39+0.j,3.605787358505733e-40+0.j,3.136508088819055e-41+0.j,2.6992784535658645e-42+0.j,2.2987979510409037e-43+0.j,1.937754124357885e-44+0.j,1.6170762698489342e-45+0.j,1.3362324772667451e-46+0.j,1.093542474812419e-47+0.j,8.864836453596647e-49+0.j,7.119731702859458e-50+0.j,5.666148786728479e-51+0.j,4.469045306364393e-52+0.j,3.4939161651446694e-53+0.j,2.707991426340733e-54+0.j,2.081052682810935e-55+0.j,1.585921266935304e-56+0.j,1.1986783993958342e-57+0.j,8.98677909753266e-59+0.j,6.68408205180022e-60+0.j,4.932533413412137e-61+0.j,3.6119474772483426e-62+0.j,2.6248646918815745e-63+0.j,1.893284915492359e-64+0.j,1.3555532660048155e-65+0.j,9.635080967786655e-67+0.j,6.799509639419292e-68+0.j,4.764608969353894e-69+0.j,3.315485682765376e-70+0.j,2.2912837633991876e-71+0.j,1.5727616334530593e-72+0.j,1.0723551522171027e-73+0.j,7.26347505340645e-75+0.j,4.8878479894916497e-76+0.j,3.2680957655915745e-77+0.j,2.1712567558792136e-78+0.j,1.4335125930595454e-79+0.j,9.405881527362266e-81+0.j,6.133919543963321e-82+0.j,3.976027216367335e-83+0.j,2.561914794437634e-84+0.j,1.641023095988371e-85+0.j,1.0450312795893984e-86+0.j,6.616642780200616e-88+0.j,4.165512503914586e-89+0.j,2.6076509740026183e-90+0.j,1.623334567003141e-91+0.j,1.0050110921961597e-92+0.j,6.188195496890732e-94+0.j,3.789772093397416e-95+0.j
0.020888652222071393+0.j,-0.12908052928612032+0.j,0.39476446800789744+0.j,-0.5314801574013329+0.j,-0.04909671341503438+0.j,0.46239788128996434+0.j,0.47586105015738345+0.j,0.28701241348410295+0.j,0.1300817728758344+0.j,0.048583442058824394+0.j,0.015688922826254455+0.j,0.00451134745036261+0.j,0.001178220257975233+0.j,0.0002834789830108974+0.j,0.00006350659779577429+0.j,0.000013357257552138771+0.j,2.6551389721911725e-6+0.j,5.014997867783411e-7+0.j,9.04092402748825e-8+0.j,1.561540447784079e-8+0.j,2.592341597082788e-9+0.j,4.14799953046022e-10+0.j,6.412781480987322e-11+0.j,9.599349775857547e-12+0.j,1.3939437953723267e-12+0.j,1.9669271066419523e-13+0.j,2.7010144492565193e-14+0.j,3.614538263473862e-15+0.j,4.719567044069016e-16+0.j,6.019534670473031e-17+0.j,7.507254338024611e-18+0.j,9.163596562487635e-19+0.j,1.0957060947800213e-19+0.j,1.2844385289228954e-20+0.j,1.4772223936034626e-21+0.j,1.6679805504057787e-22+0.j,1.85023652627493e-23+0.j,2.017505603847454e-24+0.j,2.163698577607703e-25+0.j,2.2835016856457497e-26+0.j,2.3726992289974786e-27+0.j,2.428412125655843e-28+0.j,2.4492350568259567e-29+0.j,2.4352656055105978e-30+0.j,2.3880294566618706e-31+0.j,2.310315065217727e-32+0.j,2.205938252362182e-33+0.j,2.079461411629885e-34+0.j,1.9358932677191816e-35+0.j,1.780393683623423e-36+0.j,1.618004395449704e-37+0.j,1.4534214803329785e-38+0.j,1.290819594550508e-39+0.j,1.1337322669448614e-40+0.j,9.849873772708138e-42+0.j,8.466927947326941e-43+0.j,7.202642148793721e-44+0.j,6.064855546615133e-45+0.j,5.055917455598126e-46+0.j,4.1736420427432417e-47+0.j,3.412304068706285e-48+0.j,2.763605799178641e-49+0.j,2.2175630471625794e-50+0.j,1.76327602984201e-51+0.j,1.3895668163381345e-52+0.j,1.0854786265644658e-53+0.j,8.406426420999744e-55+0.j,6.455252483389937e-56+0.j,4.915729899824232e-57+0.j,3.712744306829436e-58+0.j,2.781580987002063e-59+0.j,2.0674432481048575e-60+0.j,1.5246654467857841e-61+0.j,1.115749754353842e-62+0.j,8.103282073018116e-64+0.j,5.841254928773777e-65+0.j,4.1797480634002946e-66+0.j,2.969197664355369e-67+0.j,2.094200109668028e-68+0.j,1.4666654089289862e-69+0.j,1.0200471711174495e-70+0.j,7.045749016887588e-72+0.j,4.8338374968801204e-73+0.j,3.2942312097390574e-74+0.j,2.2302390915201956e-75+0.j,1.500103622747679e-76+0.j,1.0025356156297616e-77+0.j,6.657671848197304e-79+0.j,4.39362934623587e-80+0.j,2.8816185209135604e-81+0.j,1.8784271801425128e-82+0.j,1.2171077470421651e-83+0.j,7.83919913229482e-85+0.j,5.0194121907106e-86+0.j,3.1952312951322153e-87+0.j,2.022316450801449e-88+0.j,1.2726873867079386e-89+0.j,7.964306727900981e-91+0.j,4.95627062431948e-92+0.j,3.0673930619814218e-93+0.j
-0.005519237704128935+0.j,0.04344758161932161+0.j,-0.18594308097021608+0.j,0.4462118964514466+0.j,-0.46239788128996434+0.j,-0.1712723230998143+0.j,0.3807986275864705+0.j,0.48721144547257483+0.j,0.32867473458339685+0.j,0.16168620659553887+0.j,0.06456200692586829+0.j,0.022078436712378604+0.j,0.006677637916948824+0.j,0.0018249217480349853+0.j,0.0004575712380540283+0.j,0.00010646737509961967+0.j,0.00002319264305248226+0.j,4.763327172569338e-6+0.j,9.27640849389199e-7+0.j,1.7211412377726104e-7+0.j,3.054585574125223e-8+0.j,5.20312014430772e-9+0.j,8.531477540190126e-10+0.j,1.3500248233288575e-10+0.j,2.0662811272108918e-11+0.j,3.0649825773055398e-12+0.j,4.4139172045892357e-13+0.j,6.181086400115841e-14+0.j,8.428857438986804e-15+0.j,1.1207173345899186e-15+0.j,1.454643039133165e-16+0.j,1.845079033699185e-17+0.j,2.289275989870709e-18+0.j,2.780982256503536e-19+0.j,3.310374459920968e-20+0.j,3.8642913989616276e-21+0.j,4.426774188815026e-22+0.j,4.979880609044003e-23+0.j,5.504709482633563e-24+0.j,5.982546166916035e-25+0.j,6.396026216262104e-26+0.j,6.730212652435634e-27+0.j,6.973492867185542e-28+0.j,7.118222081579878e-29+0.j,7.161068290818317e-30+0.j,7.103044804891926e-31+0.j,6.949246848475203e-32+0.j,6.708334704513086e-33+0.j,6.391825008837494e-34+0.j,6.013262635413982e-35+0.j,5.587347965439718e-36+0.j,5.1290890762641474e-37+0.j,4.6530371663073785e-38+0.j,4.172648440045196e-39+0.j,3.699798904928719e-40+0.j,3.2444620825364876e-41+0.j,2.8145451122669344e-42+0.j,2.415867214734885e-43+0.j,2.0522565300259787e-44+0.j,1.7257370075614056e-45+0.j,1.4367759622185247e-46+0.j,1.1845645222715247e-47+0.j,9.673067382398203e-49+0.j,7.824978346491747e-50+0.j,6.271772718015952e-51+0.j,4.981473693179613e-52+0.j,3.9215280848266213e-53+0.j,3.060201147332285e-54+0.j,2.3675910591467774e-55+0.j,1.8163027287218396e-56+0.j,1.3818321721809463e-57+0.j,1.0427173940636691e-58+0.j,7.805110528677731e-60+0.j,5.7962579491406564e-61+0.j,4.270964368982223e-62+0.j,3.1229537817676813e-63+0.j,2.2662966138565017e-64+0.j,1.6324063151967567e-65+0.j,1.1672057780639173e-66+0.j,8.285528295584378e-68+0.j,5.839709763728184e-69+0.j,4.0869942605012636e-70+0.j,2.840538828760777e-71+0.j,1.960751050315242e-72+0.j,1.3443402224009056e-73+0.j,9.155875333804168e-75+0.j,6.19487298092267e-76+0.j,4.164316592584372e-77+0.j,2.7814411296254194e-78+0.j,1.8460603869917478e-79+0.j,1.217603983678689e-80+0.j,7.981485585677368e-82+0.j,5.20009772620311e-83+0.j,3.367605258571122e-84+0.j,2.1679227659127497e-85+0.j,1.3874256303427255e-86+0.j,8.827719530401449e-88+0.j,5.58456302300027e-89+0.j,3.5128533457719515e-90+0.j,2.1972964805728924e-91+0.j
0.0013312424423043293+0.j,-0.01273279421312894+0.j,0.06993402183237948+0.j,-0.23910810949245584+0.j,0.47586105015738345+0.j,-0.3807986275864705+0.j,-0.2631211113183599+0.j,0.29379392288988276+0.j,0.48330683496299914+0.j,0.36354391489124044+0.j,0.19316361208253863+0.j,0.0820920424564337+0.j,0.029612975576578535+0.j,0.009389044983619704+0.j,0.0026772476419452567+0.j,0.0006978036766197167+0.j,0.00016826642029527884+0.j,0.00003789011900105463+0.j,8.026577315164364e-6+0.j,1.6092349911540691e-6+0.j,3.068682870148307e-7+0.j,5.5891068630114125e-8+0.j,9.757436947102703e-9+0.j,1.63780681862008e-9+0.j,2.650210859460391e-10+0.j,4.143851181070037e-11+0.j,6.273806152574444e-12+0.j,9.21424429842779e-13+0.j,1.314936833729057e-13+0.j,1.8260393479122706e-14+0.j,2.470914092770408e-15+0.j,3.2619442952074996e-16+0.j,4.205810074519426e-17+0.j,5.30175068241386e-18+0.j,6.540215544880726e-19+0.j,7.902107041470726e-20+0.j,9.358768166326077e-21+0.j,1.0872793388445162e-21+0.j,1.2399650878978858e-22+0.j,1.3890011270576082e-23+0.j,1.5292595361779427e-24+0.j,1.6557292213063633e-25+0.j,1.763826800934683e-26+0.j,1.849678839101612e-27+0.j,1.910351125452044e-28+0.j,1.9440067455847351e-29+0.j,1.9499824367304163e-30+0.j,1.9287811189763973e-31+0.j,1.8819864753610853e-32+0.j,1.812112128338188e-33+0.j,1.7224026939739557e-34+0.j,1.616606476010951e-35+0.j,1.4987397943518049e-36+0.j,1.3728612021680697e-37+0.j,1.2428706015828116e-38+0.j,1.1123440903487208e-39+0.j,9.844108442616835e-41+0.j,8.616739832775573e-42+0.j,7.461735904593925e-43+0.j,6.393871182817354e-44+0.j,5.422604490044528e-45+0.j,4.552618694492734e-46+0.j,3.784510706571932e-47+0.j,3.1155581926827644e-48+0.j,2.54049968427405e-49+0.j,2.0522777828244964e-50+0.j,1.642709172190371e-51+0.j,1.3030586756369204e-52+0.j,1.0245065804598548e-53+0.j,7.985082616343202e-55+0.j,6.170525029317706e-56+0.j,4.728298725464407e-57+0.j,3.593253049673126e-58+0.j,2.7085004320190974e-59+0.j,2.0252773098936703e-60+0.j,1.5024813561753418e-61+0.j,1.1060010799370554e-62+0.j,8.079326170213506e-64+0.j,5.85757161965542e-65+0.j,4.2153266909648263e-66+0.j,3.011361761188217e-67+0.j,2.1357885278149446e-68+0.j,1.5040472433853964e-69+0.j,1.051757645144276e-70+0.j,7.304033108653897e-72+0.j,5.0378287672075154e-73+0.j,3.4514163968804166e-74+0.j,2.3488930030817374e-75+0.j,1.588102988771679e-76+0.j,1.066793386353353e-77+0.j,7.120392475907473e-79+0.j,4.722634868289015e-80+0.j,3.1128315383220447e-81+0.j,2.0391578441212227e-82+0.j,1.3277075230353908e-83+0.j,8.592943007858238e-85+0.j,5.528410024947257e-86+0.j,3.5359612595393717e-87+0.j,2.2485012582846562e-88+0.j,1.4216278862453598e-89+0.j
-0.00029727734720485854+0.j,0.003346499644124767+0.j,-0.02242280498941226+0.j,0.09917736449561075+0.j,-0.28701241348410295+0.j,0.48721144547257483+0.j,-0.29379392288988276+0.j,-0.32872770200850787+0.j,0.2061525377334724+0.j,0.46683610401434783+0.j,0.39138307022913466+0.j,0.22381157657976244+0.j,0.10087089372863618+0.j,0.038259032557059446+0.j,0.012680263414458881+0.j,0.0037632639739625332+0.j,0.0010174047249559013+0.j,0.00025376310270331493+0.j,0.000058966961068463586+0.j,0.000012864502539580873+0.j,2.6515773959170576e-6+0.j,5.190305306760348e-7+0.j,9.69053588546123e-8+0.j,1.732112078653525e-8+0.j,2.9734475640454597e-9+0.j,4.915892161441659e-10+0.j,7.846130593499434e-11+0.j,1.2115749054810192e-11+0.j,1.8134852425673836e-12+0.j,2.63564676278148e-13+0.j,3.725083055332123e-14+0.j,5.1269920375222365e-15+0.j,6.880411081368181e-16+0.j,9.013433124144432e-17+0.j,1.1538441041557663e-17+0.j,1.4447906019659318e-18+0.j,1.7711305378671847e-19+0.j,2.1273647279738655e-20+0.j,2.505594758895454e-21+0.j,2.895780408415567e-22+0.j,3.286198152207668e-23+0.j,3.6640689948470124e-24+0.j,4.016304046454773e-25+0.j,4.3303024818277404e-26+0.j,4.594730562714585e-27+0.j,4.800212881316416e-28+0.j,4.9398772744361673e-29+0.j,5.009711289535113e-30+0.j,5.008708257794576e-31+0.j,4.938802235698997e-32+0.j,4.8046107153372777e-33+0.j,4.613019939040804e-34+0.j,4.372658457087035e-35+0.j,4.093309620173596e-36+0.j,3.785313166400878e-37+0.j,3.4590007576648134e-38+0.j,3.1242014962937704e-39+0.j,2.7898425728561913e-40+0.j,2.4636587140597797e-41+0.j,2.152013282219948e-42+0.j,1.8598246858992933e-43+0.j,1.5905847953430227e-44+0.j,1.3464515585034353e-45+0.j,1.1283959152001549e-46+0.j,9.363831043467542e-48+0.j,7.695700999421012e-49+0.j,6.265036796437218e-50+0.j,5.053070171210752e-51+0.j,4.038462488737791e-52+0.j,3.1987184404400164e-53+0.j,2.5113255491469464e-54+0.j,1.9546210365182356e-55+0.j,1.5084051588653866e-56+0.j,1.1543316380188428e-57+0.j,8.761119983693677e-59+0.j,6.595724485615904e-60+0.j,4.9260050287539325e-61+0.j,3.6501488024216233e-62+0.j,2.6838728399613386e-63+0.j,1.9583921619774995e-64+0.j,1.4183158975750268e-65+0.j,1.0195995941815047e-66+0.j,7.2763928346247625e-68+0.j,5.155580089520192e-69+0.j,3.627084852763709e-70+0.j,2.5339575082427463e-71+0.j,1.7581012229707531e-72+0.j,1.2115232469031655e-73+0.j,8.292820815229733e-75+0.j,5.638891872131139e-76+0.j,3.809285506923473e-77+0.j,2.5567479866394484e-78+0.j,1.7051493269716403e-79+0.j,1.1300602215546675e-80+0.j,7.442848232934766e-82+0.j,4.8720087460317815e-83+0.j,3.1698623484983855e-84+0.j,2.0500646844821292e-85+0.j,1.3180144690305679e-86+0.j,8.424190369866681e-88+0.j
0.00006209698365924966+0.j,-0.000804139299801329+0.j,0.006357052903978876+0.j,-0.03444783987717178+0.j,0.1300817728758344+0.j,-0.32867473458339685+0.j,0.48330683496299914+0.j,-0.2061525377334724+0.j,-0.37179001700597925+0.j,0.12114240459015212+0.j,0.44018430895960164+0.j,0.41218629467898854+0.j,0.2530415943818381+0.j,0.12059389947166906+0.j,0.047963217206913766+0.j,0.016577073777846944+0.j,0.005109537663241411+0.j,0.0014301020215103553+0.j,0.0003683272997313677+0.j,0.0000881869796470094+0.j,0.000019786687922299725+0.j,4.187628335875377e-6+0.j,8.404726197900453e-7+0.j,1.6069289596196794e-7+0.j,2.9379950601552403e-8+0.j,5.153676387707025e-9+0.j,8.698356186430413e-10+0.j,1.4161181647409544e-10+0.j,2.228767985822786e-11+0.j,3.397718145410398e-12+0.j,5.026096355103684e-13+0.j,7.225737800549393e-14+0.j,1.0110262133730699e-14+0.j,1.3785903246842175e-15+0.j,1.8340646888811485e-16+0.j,2.3832584888827762e-17+0.j,3.027867313765099e-18+0.j,3.7645226394681345e-19+0.j,4.584145643750354e-20+0.j,5.471714725881747e-21+0.j,6.406517864426226e-22+0.j,7.362910319263295e-23+0.j,8.31154191619393e-24+0.j,9.220964050195515e-25+0.j,1.0059482156593465e-25+0.j,1.079709078195258e-26+0.j,1.1407319160336852e-27+0.j,1.1868826080978972e-28+0.j,1.2166611670201811e-29+0.j,1.229275599819375e-30+0.j,1.224664414701716e-31+0.j,1.2034688026525445e-32+0.j,1.1669600765182063e-33+0.j,1.1169315171500666e-34+0.j,1.055566057478299e-35+0.j,9.85292127919773e-37+0.j,9.086395691179728e-38+0.j,8.281060143803166e-39+0.j,7.460418715464468e-40+0.j,6.645593476177804e-41+0.j,5.854682017416845e-42+0.j,5.102383730931984e-43+0.j,4.399875223560402e-44+0.j,3.7548997389722596e-45+0.j,3.1720259109612236e-46+0.j,2.6530272920370515e-47+0.j,2.1973350596969855e-48+0.j,1.8025209631676695e-49+0.j,1.464774684263457e-50+0.j,1.179348145806826e-51+0.j,9.409478751755262e-53+0.j,7.440645192074354e-54+0.j,5.8323546843812936e-55+0.j,4.5324198843263895e-56+0.j,3.4924618917489784e-57+0.j,2.6687566673460332e-58+0.j,2.0226490993710865e-59+0.j,1.52062823113802e-60+0.j,1.1341523719605234e-61+0.j,8.393031611432024e-63+0.j,6.163353194243317e-64+0.j,4.491755574250286e-65+0.j,3.249112093642861e-66+0.j,2.3329748223732298e-67+0.j,1.6630224242973567e-68+0.j,1.1769919401865093e-69+0.j,8.271411073121343e-71+0.j,5.772429987449016e-72+0.j,4.0008455188277195e-73+0.j,2.7542218983495042e-74+0.j,1.8833847792802963e-75+0.j,1.2794110962711498e-76+0.j,8.634736135244465e-78+0.j,5.790178744571694e-79+0.j,3.858104233462076e-80+0.j,2.5546376433652976e-81+0.j,1.6810919477848662e-82+0.j,1.0994945476253505e-83+0.j,7.147694959567027e-85+0.j,4.6189299497689965e-86+0.j
