0.006065804724240951+0.j,0.019382287973729664+0.j,0.04379319801273711+0.j,0.08079093798377976+0.j,0.12907712140908936+0.j,0.18445094566699258+0.j,0.24061454565431803+0.j,0.2905958946933009+0.j,0.32829260341299615+0.j,0.3496684594085938+0.j,0.3533239499415599+0.j,0.3404029782792811+0.j,0.31399255084838285+0.j,0.2782686529534316+0.j,0.2376385450248388+0.j,0.1960594915342524+0.j,0.15661901831893457+0.j,0.12137707114157606+0.j,0.09141490619190823+0.j,0.06701265647170714+0.j,0.047880475342678516+0.j,0.03338607946655528+0.j,0.022744201756867165+0.j,0.015153864443596511+0.j,0.009884037717502472+0.j,0.006316565537239962+0.j,0.003958320443551358+0.j,0.002434140734076805+0.j,0.0014698847538599812+0.j,0.0008721695159725541+0.j,0.0005088114696543438+0.j,0.0002920065966220238+0.j,0.00016494315227678653+0.j,0.00009174743620205096+0.j,0.000050277201408002174+0.j,0.000027155242791056797+0.j,0.000014461690292287702+0.j,7.5968720410112755e-6+0.j,3.937854178705188e-6+0.j,2.0148556765338473e-6+0.j,1.0179596515498795e-6+0.j,5.079901050031838e-7+0.j,2.504651028905968e-7+0.j,1.220477039452571e-7+0.j,5.879222441895728e-8+0.j,2.8004656631011337e-8+0.j,1.3193740960099488e-8+0.j,6.149441026510498e-9+0.j,2.836165952434142e-9+0.j,1.2946435617468523e-9+0.j,5.85034975564712e-10+0.j,2.6176607396358e-10+0.j,1.1599207145828994e-10+0.j,5.091045593561661e-11+0.j,2.2137405656746983e-11+0.j,9.53810272489926e-12+0.j,4.072720426439562e-12+0.j,1.7237083592983066e-12+0.j,7.23213305930439e-13+0.j,3.008548512670328e-13+0.j,1.2410749518530693e-13+0.j,5.0774974016676054e-14+0.j,2.0604898613633883e-14+0.j,8.295008283076368e-15+0.j,3.3131679677336023e-15+0.j,1.3131169048072729e-15+0.j,5.164734981727383e-16+0.j,2.016170504432636e-16+0.j,7.812488974095481e-17+0.j,3.005256110702479e-17+0.j,1.1477547155018825e-17+0.j,4.35247743461888e-18+0.j,1.639029977597602e-18+0.j,6.129740420452904e-19+0.j,2.2768941463178783e-19+0.j,8.400958236358836e-20+0.j,3.079205305666565e-20+0.j,1.1212692204419486e-20+0.j,4.056759073046897e-21+0.j,1.4584189118453399e-21+0.j,5.2101941949867e-22+0.j,1.8498138128815964e-22+0.j,6.52736214852878e-23+0.j,2.2893662670666826e-23+0.j,7.981642159284194e-24+0.j,2.7663008306695895e-24+0.j,9.531621722833851e-25+0.j,3.2653052673329067e-25+0.j,1.1122414339242582e-25+0.j,3.7672173983884637e-26+0.j,1.268866832445069e-26+0.j,4.25022543511191e-27+0.j,1.4159068053238054e-27+0.j,4.691479378187856e-28+0.j,1.546188723953283e-28+0.j,5.06894192950809e-29+0.j,1.6530969181349177e-29+0.j,5.3632626519435624e-30+0.j,1.7311418079170552e-30+0.j,5.559447897943938e-31+0.j
-0.019382287973729664+0.j,-0.05586712984506235+0.j,-0.11252331485678345+0.j,-0.18230219883419366+0.j,-0.25086297705795596+0.j,-0.30075764373396996+0.j,-0.31703376991683285+0.j,-0.2919454547207383+0.j,-0.22707606733536248+0.j,-0.1324306234636588+0.j,-0.023240198818585217+0.j,0.08414086886735996+0.j,0.1758786102770689+0.j,0.24295422482318013+0.j,0.28185081525278766+0.j,0.2938940540224235+0.j,0.28378748129218156+0.j,0.257916155090533+0.j,0.22285790301024658+0.j,0.1843403427013142+0.j,0.14669547413385478+0.j,0.11273614020327728+0.j,0.08391921249004092+0.j,0.06065566174555903+0.j,0.042655643350033065+0.j,0.02923663540479076+0.j,0.019560124660692103+0.j,0.01279013733333071+0.j,0.008183485493727966+0.j,0.005128696452559989+0.j,0.003151245256281907+0.j,0.0018998829962590083+0.j,0.001124789862059164+0.j,0.0006543623285539577+0.j,0.0003743223040882162+0.j,0.00021067379304698117+0.j,0.00011672148814780727+0.j,0.00006369246439384497+0.j,0.00003424749472135794+0.j,0.00001815374933390065+0.j,9.490342435010878e-6+0.j,4.894922731733751e-6+0.j,2.4918318322293937e-6+0.j,1.2524260167119642e-6+0.j,6.217119332811427e-7+0.j,3.0490592614436394e-7+0.j,1.4777837867234348e-7+0.j,7.080219679635413e-8+0.j,3.354207225203121e-8+0.j,1.5716339682507718e-8+0.j,7.285128735075573e-9+0.j,3.3415546838093996e-9+0.j,1.5169882899804913e-9+0.j,6.81758982237539e-10+0.j,3.033774558459578e-10+0.j,1.3369794540408376e-10+0.j,5.836291230546217e-11+0.j,2.5240536475656305e-11+0.j,1.081646180356135e-11+0.j,4.59377428566522e-12+0.j,1.9338464328079224e-12+0.j,8.070673901216683e-13+0.j,3.339629580893313e-13+0.j,1.3704096882225508e-13+0.j,5.577337932440658e-14+0.j,2.2515763585143374e-14+0.j,9.017505481728312e-15+0.j,3.5832834350834066e-15+0.j,1.4129414685726978e-15+0.j,5.529260243374169e-16+0.j,2.1476313898373753e-16+0.j,8.28039008161556e-17+0.j,3.1694743196747786e-17+0.j,1.2045219862756312e-17+0.j,4.545457765045629e-18+0.j,1.7034092773630638e-18+0.j,6.339875848433021e-19+0.j,2.3437084296147393e-19+0.j,8.606510538680183e-20+0.j,3.1397123987063444e-20+0.j,1.1379662874636091e-20+0.j,4.09809699357788e-21+0.j,1.4665064578044303e-21+0.j,5.215180342820123e-22+0.j,1.843198507556227e-22+0.j,6.47478423796301e-23+0.j,2.2607944552156497e-23+0.j,7.847129929871123e-24+0.j,2.7077292787390644e-24+0.j,9.289111930542101e-25+0.j,3.1684505602351935e-25+0.j,1.0746128030261643e-25+0.j,3.6242431378225903e-26+0.j,1.215542515408181e-26+0.j,4.054498671298171e-27+0.j,1.3450685932715858e-27+0.j,4.438308393110676e-28+0.j,1.4567373523094937e-28+0.j,4.75620106509303e-29+0.j,1.5448212760959598e-29+0.j
0.04379319801273711+0.j,0.11252331485678345+0.j,0.19837302050517777+0.j,0.274089291776578+0.j,0.3089966547550596+0.j,0.2828959176316047+0.j,0.19539259076781698+0.j,0.06651858886027537+0.j,-0.07082520769101468+0.j,-0.1824814779901865+0.j,-0.24361394409847717+0.j,-0.24461469497132504+0.j,-0.19128570945518528+0.j,-0.10053727957149106+0.j,0.0059702709893615265+0.j,0.10784303305551224+0.j,0.19005593749656366+0.j,0.2446284169410439+0.j,0.27021347041139243+0.j,0.2703874721095024+0.j,0.25148511039499255+0.j,0.22062664740221713+0.j,0.184292700010524+0.j,0.14753581280139116+0.j,0.11373933014655926+0.j,0.08475192725001489+0.j,0.06121917799159062+0.j,0.042969885558151656+0.j,0.029366183052354302+0.j,0.019573780949374075+0.j,0.01274329315293366+0.j,0.008113785376839003+0.j,0.0050581320626615295+0.j,0.0030904228547716053+0.j,0.001852244641704176+0.j,0.001089896865999033+0.j,0.0006300875174762748+0.j,0.0003581285345265132+0.j,0.00020024871267878498+0.j,0.00011021545830804776+0.j,0.000059743136008135364+0.j,0.0000319095481786481+0.j,0.000016801198975424516+0.j,8.724362192669535e-6+0.j,4.469675309317425e-6+0.j,2.260120712220299e-6+0.j,1.128380452679586e-6+0.j,5.564086572358301e-7+0.j,2.710720692613838e-7+0.j,1.305145947775746e-7+0.j,6.212135659552259e-8+0.j,2.9238040491731494e-8+0.j,1.3611102155566655e-8+0.j,6.268778807360622e-9+0.j,2.857059156303452e-9+0.j,1.2888417537499257e-9+0.j,5.75595285373496e-10+0.j,2.54543107278328e-10+0.j,1.1148525692911542e-10+0.j,4.836904849725566e-11+0.j,2.0791719910355168e-11+0.j,8.856492272968402e-12+0.j,3.738990386730372e-12+0.j,1.5647260323328712e-12+0.j,6.492039487883078e-13+0.j,2.6708407111470246e-13+0.j,1.0896866405185733e-13+0.j,4.40963574133425e-14+0.j,1.7701490939101074e-14+0.j,7.049846508700429e-15+0.j,2.7859091468469156e-15+0.j,1.0925082881879776e-15+0.j,4.252109014267908e-16+0.j,1.6426901750933588e-16+0.j,6.299800389781314e-17+0.j,2.3986372228990906e-17+0.j,9.068060435043267e-18+0.j,3.404241671578243e-18+0.j,1.2691861425759612e-18+0.j,4.699707504051479e-19+0.j,1.728611343532361e-19+0.j,6.316030962123269e-20+0.j,2.2927134686584683e-20+0.j,8.268966098670845e-21+0.j,2.963362733247909e-21+0.j,1.0553242778872292e-21+0.j,3.734986069475734e-22+0.j,1.3137948309551304e-22+0.j,4.593400812155796e-23+0.j,1.5963984205643886e-23+0.j,5.51543199621965e-24+0.j,1.8944339837392022e-24+0.j,6.4695011229729515e-25+0.j,2.1967592735840503e-25+0.j,7.417248289830209e-26+0.j,2.4904596252736285e-26+0.j,8.316097560211833e-27+0.j,2.7617824544904802e-27+0.j,9.122524378355467e-28+0.j,2.9972403187130633e-28+0.j
-0.08079093798377976+0.j,-0.18230219883419366+0.j,-0.274089291776578+0.j,-0.30727470514160293+0.j,-0.25355476950319267+0.j,-0.12298147368101217+0.j,0.03960943142092305+0.j,0.17575172672522982+0.j,0.2392847594745316+0.j,0.2139741655728021+0.j,0.1162618642263749+0.j,-0.015213037157780405+0.j,-0.13634006943030882+0.j,-0.21271892306030385+0.j,-0.22819947230167928+0.j,-0.18560196465830622+0.j,-0.10156778554627521+0.j,0.0011261596800043324+0.j,0.10071729799825484+0.j,0.1812038178853536+0.j,0.23419056244980865+0.j,0.2583487427038895+0.j,0.25747136784914687+0.j,0.23810511378183946+0.j,0.20746474169082782+0.j,0.1719843970820308+0.j,0.13656403637770137+0.j,0.10438546623746969+0.j,0.07709959856926721+0.j,0.05519290542086687+0.j,0.03838854035735812+0.j,0.02599541406771352+0.j,0.01716812609809867+0.j,0.011074626160551672+0.j,0.006986840000628739+0.j,0.004315947128097916+0.j,0.0026131101102383355+0.j,0.001552108927069986+0.j,0.0009051642718751926+0.j,0.0005186783873527949+0.j,0.0002922341138311619+0.j,0.00016199350105651353+0.j,0.00008839926664402991+0.j,0.00004751336106513106+0.j,0.000025165979233583462+0.j,0.00001314144302633188+0.j,6.768467205122696e-6+0.j,3.43977997437556e-6+0.j,1.7255531612582998e-6+0.j,8.547476864062184e-7+0.j,4.182203554556039e-7+0.j,2.0219374567930578e-7+0.j,9.66175209568018e-8+0.j,4.564500103954638e-8+0.j,2.132539198741688e-8+0.j,9.85550450538583e-9+0.j,4.506558241839046e-9+0.j,2.039373313092748e-9+0.j,9.135468887893618e-10+0.j,4.0517236107512575e-10+0.j,1.7795580430135971e-10+0.j,7.741634887864094e-11+0.j,3.336435440063472e-11+0.j,1.4247555355659284e-11+0.j,6.029490047690745e-12+0.j,2.529155630869442e-12+0.j,1.0517068438237162e-12+0.j,4.3361560027463967e-13+0.j,1.7728443937508498e-13+0.j,7.188761078788149e-14+0.j,2.8914469443156955e-14+0.j,1.153751142635066e-14+0.j,4.567734519816297e-15+0.j,1.794467410162836e-15+0.j,6.996305683912911e-16+0.j,2.7073927738421476e-16+0.j,1.0399974340023227e-16+0.j,3.9660620230475216e-17+0.j,1.5016863997371985e-17+0.j,5.645942021146366e-18+0.j,2.1080193793369125e-18+0.j,7.816928654228236e-19+0.j,2.8791361881352674e-19+0.j,1.0533987035980471e-19+0.j,3.828835989018083e-20+0.j,1.38268104174586e-20+0.j,4.961298437540923e-21+0.j,1.7689789443666997e-21+0.j,6.268142787692886e-22+0.j,2.2073848002134567e-22+0.j,7.726331666318086e-23+0.j,2.6881725091936176e-23+0.j,9.297388378954362e-24+0.j,3.196801377333866e-24+0.j,1.092826536757113e-24+0.j,3.7144716863627575e-25+0.j,1.2553989770122177e-25+0.j,4.219231756933539e-26+0.j,1.410195226082433e-26+0.j,4.687551854902969e-27+0.j
0.12907712140908936+0.j,0.25086297705795596+0.j,0.3089966547550596+0.j,0.25355476950319267+0.j,0.09782171512261054+0.j,-0.08699924700984735+0.j,-0.21390366255338397+0.j,-0.22839461178496026+0.j,-0.13374720190262124+0.j,0.017067395565867133+0.j,0.1525749656036637+0.j,0.21710387790967883+0.j,0.19147645511387326+0.j,0.09406372684580741+0.j,-0.03337359947082845+0.j,-0.14537600057907318+0.j,-0.2089322969605058+0.j,-0.21118658361722792+0.j,-0.15852388991269215+0.j,-0.0699953356943666+0.j,0.031025214281114988+0.j,0.12384239040591186+0.j,0.19452766182713116+0.j,0.23698165623383585+0.j,0.2517761905241074+0.j,0.2438878330728254+0.j,0.2202918650743052+0.j,0.1880304227331709+0.j,0.1529983987514206+0.j,0.11941706646286669+0.j,0.08981984214298962+0.j,0.06533712419165204+0.j,0.04609716324695192+0.j,0.031618108677441185+0.j,0.021125153336792133+0.j,0.013771899480480798+0.j,0.00877295816877435+0.j,0.005467708885503334+0.j,0.0033377687289213+0.j,0.0019976985101182814+0.j,0.0011733118941619127+0.j,0.0006767937854598227+0.j,0.00038368623058023893+0.j,0.00021392578699680045+0.j,0.00011737710365227895+0.j,0.0000634135933498114+0.j,0.00003375103596381813+0.j,0.00001770550920536244+0.j,9.158885760768019e-6+0.j,4.673832772181501e-6+0.j,2.3538120175021792e-6+0.j,1.1703068278277218e-6+0.j,5.746571661329714e-7+0.j,2.7876751319456075e-7+0.j,1.336395397918129e-7+0.j,6.333084266260276e-8+0.j,2.9675935939613228e-8+0.j,1.375364218336243e-8+0.j,6.3061573007691324e-9+0.j,2.8612123584869308e-9+0.j,1.284911457548587e-9+0.j,5.71253984101059e-10+0.j,2.514832985906969e-10+0.j,1.0964780890065432e-10+0.j,4.735709624370996e-11+0.j,2.0264899623352738e-11+0.j,8.59320004170996e-12+0.j,3.611521861057175e-12+0.j,1.504601190076672e-12+0.j,6.214650196302314e-13+0.j,2.5453172019602885e-13+0.j,1.0338570867967047e-13+0.j,4.165179071149986e-14+0.j,1.6646406706647053e-14+0.j,6.60051858334262e-15+0.j,2.5969376635141805e-15+0.j,1.0139680558126616e-15+0.j,3.9293250619220913e-16+0.j,1.5114458910808572e-16+0.j,5.771606072223204e-17+0.j,2.1881504551885342e-17+0.j,8.237201287223578e-18+0.j,3.0792745130690686e-18+0.j,1.1432107776379442e-18+0.j,4.2155583035509264e-19+0.j,1.5440996126003116e-19+0.j,5.618577311690264e-20+0.j,2.0311713959495297e-20+0.j,7.295805409564305e-21+0.j,2.6040101651225263e-21+0.j,9.236133935535583e-22+0.j,3.2557445266592636e-22+0.j,1.1406608181152999e-22+0.j,3.972295500178102e-23+0.j,1.3751095318184353e-23+0.j,4.732328383728115e-24+0.j,1.6191409428340075e-24+0.j,5.508029717198097e-25+0.j,1.8631107482453063e-25+0.j,6.266717363760833e-26+0.j
-0.18445094566699258+0.j,-0.30075764373396996+0.j,-0.2828959176316047+0.j,-0.12298147368101217+0.j,0.08699924700984735+0.j,0.2221434632999959+0.j,0.21036500140638303+0.j,0.07328121201029991+0.j,-0.09777439016476255+0.j,-0.2038299749282674+0.j,-0.1938923752552265+0.j,-0.08393575701464366+0.j,0.06271641397591929+0.j,0.17432963118396042+0.j,0.2050895266030776+0.j,0.14993724115076792+0.j,0.038507334492845643+0.j,-0.08346691883479845+0.j,-0.1741680509445747+0.j,-0.2089967574762024+0.j,-0.18432563990368542+0.j,-0.11338775699290496+0.j,-0.0182056459957098+0.j,0.07856904608747352+0.j,0.15941312784291914+0.j,0.2144734564917814+0.j,0.24135319745400305+0.j,0.2432169407106904+0.j,0.22632679036438041+0.j,0.19782219112485555+0.j,0.16415850649098965+0.j,0.13028298487456988+0.j,0.09941854943753187+0.j,0.07324354321551908+0.j,0.052262138624569965+0.j,0.036211885608576716+0.j,0.02441734460554789+0.j,0.01605168141262513+0.j,0.010303768399015556+0.j,0.006467173614045884+0.j,0.003973684327241704+0.j,0.002392716998582346+0.j,0.0014132478967325598+0.j,0.000819489383432656+0.j,0.00046687479521578725+0.j,0.00026151341420002774+0.j,0.0001441127897410823+0.j,0.00007817757991614562+0.j,0.00004177048458604846+0.j,0.000021992950035907706+0.j,0.000011416364346178157+0.j,5.845106644118141e-6+0.j,2.9529421870239884e-6+0.j,1.4725899692998234e-6+0.j,7.251528993410554e-7+0.j,3.527325644532076e-7+0.j,1.6953868551863633e-7+0.j,8.05435650086087e-8+0.j,3.783173129591116e-8+0.j,1.757369503113597e-8+0.j,8.075394475874743e-9+0.j,3.6716819890866055e-9+0.j,1.6522237303991692e-9+0.j,7.359906577944502e-10+0.j,3.246147320196177e-10+0.j,1.417899381513659e-10+0.j,6.13463711291779e-11+0.j,2.629541959843464e-11+0.j,1.116856248233399e-11+0.j,4.701273091556884e-12+0.j,1.961583867494113e-12+0.j,8.114110454501397e-13+0.j,3.328008555652633e-13+0.j,1.3536358729662685e-13+0.j,5.460787753192271e-14+0.j,2.1852679876097742e-14+0.j,8.675768630197e-15+0.j,3.4175982259148354e-15+0.j,1.3359737363309902e-15+0.j,5.183117250058564e-16+0.j,1.9959561710031044e-16+0.j,7.630041293587786e-17+0.j,2.8957845713422075e-17+0.j,1.091227230344191e-17+0.j,4.083367391689977e-18+0.j,1.5174676930251763e-18+0.j,5.600932649583839e-19+0.j,2.0534404338953583e-19+0.j,7.478673010127261e-20+0.j,2.7059911479741133e-20+0.j,9.72803780318188e-21+0.j,3.475024166184614e-21+0.j,1.2335586153204944e-21+0.j,4.351769506243804e-22+0.j,1.52584341199272e-22+0.j,5.317714715724506e-23+0.j,1.842227490681268e-23+0.j,6.3444797488577e-24+0.j,2.1722705562286307e-24+0.j,7.394806822493597e-25+0.j
0.24061454565431803+0.j,0.31703376991683285+0.j,0.19539259076781698+0.j,-0.03960943142092305+0.j,-0.21390366255338397+0.j,-0.21036500140638303+0.j,-0.05227572740640761+0.j,0.13162551050668683+0.j,0.21216363891521037+0.j,0.14614562644777948+0.j,-0.010212563247322835+0.j,-0.15303810162977766+0.j,-0.20051606553181645+0.j,-0.13509532313484246+0.j,-0.0012444725599573719+0.j,0.12868327551920875+0.j,0.19461402927259983+0.j,0.17369932295417778+0.j,0.08263166081152619+0.j,-0.03729998895034071+0.j,-0.14112304293406064+0.j,-0.19692842007657976+0.j,-0.19337192833709307+0.j,-0.1381372435783782+0.j,-0.05081485265032699+0.j,0.04562205238614589+0.j,0.13161909749912618+0.j,0.19471320730450367+0.j,0.23016744590130422+0.j,0.23951869007836943+0.j,0.22820061961107294+0.j,0.20318431258799088+0.j,0.17118509109654348+0.j,0.13761164362745207+0.j,0.10617903275706665+0.j,0.0789869882463325+0.j,0.05684844308732758+0.j,0.03969577079855459+0.j,0.02695467550404748+0.j,0.017833190145209114+0.j,0.011514536167611554+0.j,0.00726619012382101+0.j,0.004486965379339451+0.j,0.002714337459165631+0.j,0.0016101539065033347+0.j,0.0009374474641633842+0.j,0.0005361040597590033+0.j,0.0003013622849657412+0.j,0.00016663037835556833+0.j,0.00009067950339209635+0.j,0.000048595636850001545+0.j,0.00002565924832367271+0.j,0.000013355442380236772+0.j,6.855437141742274e-6+0.j,3.4718146850952494e-6+0.j,1.7353730779099791e-6+0.j,8.564541436764381e-7+0.j,4.1748499097030393e-7+0.j,2.010689782362286e-7+0.j,9.570857414782521e-8+0.j,4.503862610477178e-8+0.j,2.0958890445388228e-8+0.j,9.647495757041423e-9+0.j,4.393723808178578e-9+0.j,1.9802785194644007e-9+0.j,8.834742267811029e-10+0.j,3.9023825247231066e-10+0.j,1.7069635542667973e-10+0.j,7.395428732612456e-11+0.j,3.174167100825308e-11+0.j,1.3499036697294085e-11+0.j,5.6892943000319765e-12+0.j,2.3766746876711966e-12+0.j,9.842537760373925e-13+0.j,4.041458263952215e-13+0.j,1.6456138458932662e-13+0.j,6.645679807703167e-14+0.j,2.6621537888370693e-14+0.j,1.0579560310414906e-14+0.j,4.171568343497606e-15+0.j,1.6322361951413078e-15+0.j,6.338279451031986e-16+0.j,2.442955975671559e-16+0.j,9.346850597261803e-17+0.j,3.5503269429822395e-17+0.j,1.3389714004084768e-17+0.j,5.0144035016326084e-18+0.j,1.86490221442043e-18+0.j,6.8884921934579e-19+0.j,2.5273470787295267e-19+0.j,9.211245153946261e-20+0.j,3.3352127476911325e-20+0.j,1.1998264515830213e-20+0.j,4.288840834378022e-21+0.j,1.5234351373027658e-21+0.j,5.377811081081298e-22+0.j,1.8867690209794693e-22+0.j,6.579558780854962e-23+0.j,2.2807202869048268e-23+0.j,7.859159029482745e-24+0.j
-0.2905958946933009+0.j,-0.2919454547207383+0.j,-0.06651858886027537+0.j,0.17575172672522982+0.j,0.22839461178496026+0.j,0.07328121201029991+0.j,-0.13162551050668683+0.j,-0.21124297889213112+0.j,-0.11552147008486009+0.j,0.06406741396603399+0.j,0.18701138875775145+0.j,0.17202562019611817+0.j,0.04179409904492733+0.j,-0.1100995098126453+0.j,-0.1895506591581814+0.j,-0.15723556578812448+0.j,-0.040489154158734865+0.j,0.09350326696716577+0.j,0.17874236366555155+0.j,0.18118448158037517+0.j,0.10738915797522101+0.j,-0.0065971559784956165+0.j,-0.11557690990684913+0.j,-0.18368476070401848+0.j,-0.19441017027813848+0.j,-0.1511298799373508+0.j,-0.07103448693900256+0.j,0.02333501645175927+0.j,0.11144773011562047+0.j,0.17921064066440476+0.j,0.22024749480040604+0.j,0.23483877715115295+0.j,0.2276820383506968+0.j,0.20548717230816047+0.j,0.17504635467067264+0.j,0.14202907557968023+0.j,0.11046843903591552+0.j,0.08275691991674686+0.j,0.0599345459830705+0.j,0.042085909041003365+0.j,0.028723099634743756+0.j,0.019091394571201962+0.j,0.01237944364808979+0.j,0.007842678812161495+0.j,0.004860583084876583+0.j,0.0029503077337599474+0.j,0.001755662026637284+0.j,0.001025187177181897+0.j,0.0005879082434837517+0.j,0.0003313467546334035+0.j,0.00018366106350653413+0.j,0.00010018036296481644+0.j,0.00005380563785931062+0.j,0.00002846966700091745+0.j,0.000014847711541381881+0.j,7.635852085918222e-6+0.j,3.874016298819665e-6+0.j,1.9397446328976833e-6+0.j,9.588912934237845e-7+0.j,4.6815398335794444e-7+0.j,2.2581179631591892e-7+0.j,1.0764133558685609e-7+0.j,5.07241445327308e-8+0.j,2.3636082799188364e-8+0.j,1.0893742685128519e-8+0.j,4.967404998144647e-9+0.j,2.241494105614549e-9+0.j,1.0011543544739943e-9+0.j,4.427057672284058e-10+0.j,1.9385235563363708e-10+0.j,8.407287027963291e-11+0.j,3.6120437388970517e-11+0.j,1.537596792252713e-11+0.j,6.4863599332843695e-12+0.j,2.712079981707761e-12+0.j,1.1241330558279583e-12+0.j,4.619712537300277e-13+0.j,1.8826080116067261e-13+0.j,7.608795247827753e-14+0.j,3.050310263646363e-14+0.j,1.2131184564483657e-14+0.j,4.7868565948137165e-15+0.j,1.8743067287268275e-15+0.j,7.283282699968741e-16+0.j,2.80906261798165e-16+0.j,1.0754575692356105e-16+0.j,4.087625010032945e-17+0.j,1.5425581260447787e-17+0.j,5.780296988960359e-18+0.j,2.1510026459291755e-18+0.j,7.949808674302836e-19+0.j,2.9183601159447903e-19+0.j,1.0642114149891695e-19+0.j,3.855342795091467e-20+0.j,1.387657502458486e-20+0.j,4.962755666789511e-21+0.j,1.7636846661627646e-21+0.j,6.228903378415565e-22+0.j,2.186397471989916e-22+0.j,7.627933275437095e-23+0.j
0.32829260341299615+0.j,0.22707606733536248+0.j,-0.07082520769101468+0.j,-0.2392847594745316+0.j,-0.13374720190262124+0.j,0.09777439016476255+0.j,0.21216363891521037+0.j,0.11552147008486009+0.j,-0.08073582150684994+0.j,-0.19490739553319142+0.j,-0.13964135180804269+0.j,0.024949146959019352+0.j,0.16347177888508016+0.j,0.1776590807047124+0.j,0.0684916068567703+0.j,-0.08192043648679638+0.j,-0.17662317749966197+0.j,-0.1646552843366823+0.j,-0.0616742973787242+0.j,0.0707723699755995+0.j,0.16515791453673787+0.j,0.18144327454798967+0.j,0.11962964344515321+0.j,0.01154254761939744+0.j,-0.0985218729506996+0.j,-0.17293710951822974+0.j,-0.1922040361695817+0.j,-0.1568607690655281+0.j,-0.08224914498766624+0.j,0.009731935728629466+0.j,0.09822145178386808+0.j,0.1682550713889058+0.j,0.21246012458115607+0.j,0.23028100677964888+0.j,0.2258689232692538+0.j,0.20568233431820573+0.j,0.17649053084960548+0.j,0.14407904000677918+0.j,0.11265514445180533+0.j,0.0847865130399563+0.j,0.06165783317066592+0.j,0.04345671208664358+0.j,0.029758549339678846+0.j,0.01984051184417093+0.j,0.012901604036607088+0.j,0.008194857139957863+0.j,0.005091179230885675+0.j,0.0030972671142783024+0.j,0.0018470125415096649+0.j,0.0010806689195475814+0.j,0.0006208809248572001+0.j,0.0003505454847816359+0.j,0.0001946253948074861+0.j,0.00010632792483137934+0.j,0.000057192576768158675+0.j,0.000030304637271453316+0.j,0.000015826003852092108+0.j,8.149421419511783e-6+0.j,4.139641583546885e-6+0.j,2.075172509240935e-6+0.j,1.0269879093867238e-6+0.j,5.019384077434302e-7+0.j,2.423566092147775e-7+0.j,1.1564207254396683e-7+0.j,5.4546035886029383e-8+0.j,2.544015705323404e-8+0.j,1.1735519180797724e-8+0.j,5.355766349944481e-9+0.j,2.418706952601177e-9+0.j,1.0811545160391147e-9+0.j,4.784440217566684e-10+0.j,2.0965491218716268e-10+0.j,9.099074144839325e-11+0.j,3.911934768104307e-11+0.j,1.6663596897053973e-11+0.j,7.034057168326278e-12+0.j,2.942911641945458e-12+0.j,1.2205457361620104e-12+0.j,5.018859220137468e-13+0.j,2.0464265402390846e-13+0.j,8.275441277281642e-14+0.j,3.319337524381265e-14+0.j,1.3207973014455261e-14+0.j,5.214379694085061e-15+0.j,2.0427073195612976e-15+0.j,7.941455707846393e-16+0.j,3.064335418238611e-16+0.j,1.1737207274741705e-16+0.j,4.463073598076982e-17+0.j,1.684965993547045e-17+0.j,6.316574751818115e-18+0.j,2.351525971694448e-18+0.j,8.694377507009384e-19+0.j,3.192930565853362e-19+0.j,1.1647781941621607e-19+0.j,4.221231192598522e-20+0.j,1.519901638208077e-20+0.j,5.437628228796471e-21+0.j,1.9331140288421552e-21+0.j,6.829590392638293e-22+0.j
