0.45593812776599624+0.j,0.5714337012702838+0.j,0.5064199321768533+0.j,0.36644609825648383+0.j,0.22963603775447808+0.j,0.1287107974582273+0.j,0.06585659832004746+0.j,0.031196811795894726+0.j,0.013823727300902068+0.j,0.005775157618871594+0.j,0.0022888839838851108+0.j,0.00086494277677121+0.j,0.0003129368391963795+0.j,0.00010877897294670375+0.j,0.000036436854191589025+0.j,0.000011791123378400496+0.j,3.6944954062451597e-6+0.j,1.1230280626634623e-6+0.j,3.317525690571374e-7+0.j,9.538881040272663e-8+0.j,2.6732672222496414e-8+0.j,7.31126734285158e-9+0.j,1.95362526302658e-9+0.j,5.105488275110655e-10+0.j,1.3061456272570986e-10+0.j,3.274021560068289e-11+0.j,8.047385377072387e-12+0.j,1.941032718254472e-12+0.j,4.597415744644178e-13+0.j,1.0699776802087276e-13+0.j,2.448352975137401e-14+0.j,5.511288188421932e-15+0.j,1.2210629966273112e-15+0.j,2.664041825965859e-16+0.j,5.726134159732095e-17+0.j,1.2130743934621752e-17+0.j,2.533938811569284e-18+0.j,5.22101811440684e-19+0.j,1.0615081678185185e-19+0.j,2.130350072080116e-20+0.j,4.221637297066011e-21+0.j,8.263212630015336e-22+0.j,1.5980274000758167e-22+0.j,3.0542876229949114e-23+0.j,5.770899784110122e-24+0.j,1.0781947533549988e-24+0.j,1.992407816371877e-25+0.j,3.642413495292917e-26+0.j,6.589137437034879e-27+0.j,1.1797513003643659e-27+0.j,2.091054735441632e-28+0.j,3.6697818763469177e-29+0.j,6.378205654415295e-30+0.j,1.098045968942709e-30+0.j,1.8727662776200694e-31+0.j,3.16491590093369e-32+0.j,5.3006374341971446e-33+0.j,8.799350356647751e-34+0.j,1.4480933252445816e-34+0.j,2.3628191629938492e-35+0.j,3.823092427959986e-36+0.j,6.134932924112816e-37+0.j,9.765037434938965e-38+0.j,1.5419261587992945e-38+0.j,2.415647316899661e-39+0.j,3.755232129210465e-40+0.j,5.793283194913339e-41+0.j,8.870483572323884e-42+0.j,1.3481952047193715e-42+0.j,2.034174338239702e-43+0.j,3.0471868800061796e-44+0.j,4.5324169384119703e-45+0.j,6.694583213664732e-46+0.j,9.82023888943078e-47+0.j,1.4307578299896704e-47+0.j,2.070596321499177e-48+0.j,2.9767926212810987e-49+0.j,4.251705319133327e-50+0.j,6.033589976927254e-51+0.j,8.507896274316484e-52+0.j,1.1921670971891822e-52+0.j,1.6601776410551483e-53+0.j,2.2977753858599668e-54+0.j,3.161028891167801e-55+0.j,4.322636942063043e-56+0.j,5.876236092862924e-57+0.j,7.941635482380336e-58+0.j,1.0671126333369458e-58+0.j,1.4257023449020766e-59+0.j,1.8940602906210085e-60+0.j,2.502260284376623e-61+0.j,3.2875451443802296e-62+0.j,4.2957376489202973e-63+0.j,5.582853277274859e-64+0.j,7.216925565187863e-65+0.j,9.280050977602492e-66+0.j,1.1870655020606913e-66+0.j,1.5105974779947194e-67+0.j,1.9124745121713386e-68+0.j,2.4090066406568115e-69+0.j
-0.5714337012702838+0.j,-0.2602478085745729+0.j,0.17342602991788392+0.j,0.41787297698693876+0.j,0.4450861039581645+0.j,0.3521667284231731+0.j,0.23273677244934707+0.j,0.135140776084554+0.j,0.07091243583249582+0.j,0.034233095213749065+0.j,0.015393961266430611+0.j,0.006507324353104503+0.j,0.0026040415053632314+0.j,0.0009919755950674133+0.j,0.00036134682317409466+0.j,0.00012634134784723154+0.j,0.000042534130190707746+0.j,0.000013825287845769846+0.j,4.3488143665427275e-6+0.j,1.3265237781606144e-6+0.j,3.930872926819941e-7+0.j,1.1334117926554374e-7+0.j,3.184437740802567e-8+0.j,8.729379557853469e-9+0.j,2.3374671543532565e-9+0.j,6.120390385574564e-10+0.j,1.5685709636560602e-10+0.j,3.938271727674819e-11+0.j,9.694779103494134e-12+0.j,2.341682331860643e-12+0.j,5.553653575085864e-13+0.j,1.294111490246195e-13+0.j,2.964617849262579e-14+0.j,6.6805847512067885e-15+0.j,1.4816235243607087e-15+0.j,3.2355903250765383e-16+0.j,6.960864227209834e-17+0.j,1.475899047568539e-17+0.j,3.0854113980601436e-18+0.j,6.362116597033274e-19+0.j,1.2944413111850915e-19+0.j,2.5996027977609735e-20+0.j,5.154890805860584e-21+0.j,1.009616825041464e-21+0.j,1.953657706615543e-22+0.j,3.73610558986681e-23+0.j,7.06296131497225e-24+0.j,1.320275097942489e-24+0.j,2.440955503383272e-25+0.j,4.4645363075980736e-26+0.j,8.08002659983004e-27+0.j,1.4473178782673036e-27+0.j,2.566378391813576e-28+0.j,4.505784152427595e-29+0.j,7.834240568925756e-30+0.j,1.3492143050564168e-30+0.j,2.3019725535187547e-31+0.j,3.8916100009469357e-32+0.j,6.519893995855011e-33+0.j,1.0826880421629438e-33+0.j,1.7823164957927073e-34+0.j,2.909040657990855e-35+0.j,4.7082644204136444e-36+0.j,7.55750639347338e-37+0.j,1.2032652777090427e-37+0.j,1.9004922746187269e-38+0.j,2.978156966306263e-39+0.j,4.630831641112308e-40+0.j,7.145816932805932e-41+0.j,1.0944004513805604e-41+0.j,1.6637215318490486e-42+0.j,2.5107998815278154e-43+0.j,3.761979144927837e-44+0.j,5.596775962769678e-45+0.j,8.268370011154518e-46+0.j,1.2131215510104657e-46+0.j,1.7677954608953012e-47+0.j,2.5588377001976315e-48+0.j,3.6793846290995546e-49+0.j,5.256141408135435e-50+0.j,7.460277778260383e-51+0.j,1.0521431463904044e-51+0.j,1.474556449993083e-52+0.j,2.0537553812894762e-53+0.j,2.842954613644e-54+0.j,3.911626648314811e-55+0.j,5.349863531232581e-56+0.j,7.273721709615056e-57+0.j,9.831718535373761e-58+0.j,1.3212663767818668e-58+0.j,1.7655021813163428e-59+0.j,2.3458009093503586e-60+0.j,3.0994634402905546e-61+0.j,4.072688675314051e-62+0.j,5.322326327443241e-63+0.j,6.91788073771556e-64+0.j,8.943779275291675e-65+0.j,1.1501914013717017e-65+0.j,1.4714458950330938e-66+0.j,1.872695692600909e-67+0.j
0.5064199321768533+0.j,-0.17342602991788392+0.j,-0.4139426258621772+0.j,-0.15792764291719322+0.j,0.19651434193155834+0.j,0.3916432847219174+0.j,0.4037130720766631+0.j,0.3156452374117991+0.j,0.20743704218490946+0.j,0.12008970202282859+0.j,0.0629049850144779+0.j,0.030335073210713152+0.j,0.013631852558843237+0.j,0.005759913743285569+0.j,0.0023042854470699888+0.j,0.000877621926416202+0.j,0.0003196524038023852+0.j,0.00011175489117449592+0.j,0.00003762182715188383+0.j,0.000012228344999255064+0.j,3.846471966531343e-6+0.j,1.1733024030278847e-6+0.j,3.476888202369482e-7+0.j,1.0025332663753775e-7+0.j,2.8167931495961493e-8+0.j,7.721788902822226e-9+0.j,2.067727153857053e-9+0.j,5.414277484973073e-10+0.j,1.3876486073194155e-10+0.j,3.48413570484894e-11+0.j,8.577116940116608e-12+0.j,2.071787954268599e-12+0.j,4.913713544815326e-13+0.j,1.145028322281042e-13+0.j,2.623170190944375e-14+0.j,5.911329159443947e-15+0.j,1.3110556629761831e-15+0.j,2.863182763588483e-16+0.j,6.159857333513236e-17+0.j,1.306097991783864e-17+0.j,2.7305081640101377e-18+0.j,5.630448506262508e-19+0.j,1.1456036294566432e-19+0.j,2.300749574500297e-20+0.j,4.562384261285252e-21+0.j,8.935908444861746e-22+0.j,1.729179431323208e-22+0.j,3.306891195950027e-23+0.j,6.251676571031412e-24+0.j,1.168645409457296e-24+0.j,2.160660782487623e-25+0.j,3.951948220013061e-26+0.j,7.15246274048407e-27+0.j,1.281192663835097e-27+0.j,2.2718449746563907e-28+0.j,3.9887394091567234e-29+0.j,6.935364027162131e-30+0.j,1.1944285587354144e-30+0.j,2.0379150659169506e-31+0.j,3.445258135660351e-32+0.j,5.772172947512427e-33+0.j,9.585357555624518e-34+0.j,1.5779593835432992e-34+0.j,2.575530195577068e-35+0.j,4.1685346069917374e-36+0.j,6.691240755056662e-37+0.j,1.065356464163219e-37+0.j,1.682693288767531e-38+0.j,2.6368874995432437e-39+0.j,4.100228384119558e-40+0.j,6.327116903229713e-41+0.j,9.69025122802088e-42+0.j,1.4731402568044223e-42+0.j,2.2232082124539966e-43+0.j,3.331109390346048e-44+0.j,4.955811784729505e-45+0.j,7.32151668273846e-46+0.j,1.0742111284509457e-46+0.j,1.5653859343220368e-47+0.j,2.2658760415430715e-48+0.j,3.2581607203419335e-49+0.j,4.654447947312891e-50+0.j,6.6063241189926e-51+0.j,9.317156108201433e-52+0.j,1.3057905791451468e-52+0.j,1.8187137669344517e-53+0.j,2.5176131965458347e-54+0.j,3.464015656230962e-55+0.j,4.737709811155971e-56+0.j,6.441480109720072e-57+0.j,8.706860747604571e-58+0.j,1.1701072104964122e-58+0.j,1.563531304640519e-59+0.j,2.077459014461921e-60+0.j,2.744926796317572e-61+0.j,3.6068521568321573e-62+0.j,4.7135861872794563e-63+0.j,6.126688461652741e-64+0.j,7.920936312449314e-65+0.j,1.0186576189090048e-65+0.j
-0.36644609825648383+0.j,0.41787297698693876+0.j,0.15792764291719322+0.j,-0.2996659853178661+0.j,-0.32455715866181734+0.j,-0.02969464763348837+0.j,0.2617399594298371+0.j,0.38828061415830434+0.j,0.3653448102988522+0.j,0.2723944373928238+0.j,0.17373466966547796+0.j,0.0985033786993458+0.j,0.050806120807893915+0.j,0.02420908317069054+0.j,0.01077545196478299+0.j,0.004517490572229374+0.j,0.001795480141438474+0.j,0.000680058941798581+0.j,0.00024651925831190176+0.j,0.0000858310762670664+0.j,0.000028790139081923645+0.j,9.327805157616243e-6+0.j,2.9257298609640714e-6+0.j,8.901633174214558e-7+0.j,2.631768778388628e-7+0.j,7.572631802102523e-8+0.j,2.1236121054048128e-8+0.j,5.81140366350582e-9+0.j,1.5536786665780459e-9+0.j,4.062262354278358e-10+0.j,1.0397163246602653e-10+0.j,2.6072425072672836e-11+0.j,6.410874195713365e-12+0.j,1.5468400224932351e-12+0.j,3.6649268077052385e-13+0.j,8.532087412858501e-14+0.j,1.9528763366315382e-14+0.j,4.397095907968387e-15+0.j,9.744414089457496e-16+0.j,2.1264587320093944e-16+0.j,4.5716156361088375e-17+0.j,9.686846864382086e-18+0.j,2.0238249020806126e-18+0.j,4.1707028136803384e-19+0.j,8.481065345617423e-20+0.j,1.702343480682463e-20+0.j,3.373981553511173e-21+0.j,6.605002303992752e-22+0.j,1.2775192682811162e-22+0.j,2.4420216773782915e-23+0.j,4.614629220405577e-24+0.j,8.622669158331087e-25+0.j,1.593571938128401e-25+0.j,2.913596854721175e-26+0.j,5.2712491362431284e-27+0.j,9.438833343320391e-28+0.j,1.6731480071756355e-28+0.j,2.936626092748613e-29+0.j,5.1044011408799844e-30+0.j,8.788266200827233e-31+0.j,1.4989987624106582e-31+0.j,2.533457176155758e-32+0.j,4.2433802601820706e-33+0.j,7.044752630585772e-34+0.j,1.159422872665048e-34+0.j,1.8919293607106284e-35+0.j,3.061380781626994e-36+0.j,4.912918328392752e-37+0.j,7.820416949001921e-38+0.j,1.2349375153466267e-38+0.j,1.9348153780340903e-39+0.j,3.007922258719076e-40+0.j,4.640637583809444e-41+0.j,7.105956701411004e-42+0.j,1.0800645944653949e-42+0.j,1.6296943789251704e-43+0.j,2.4413919779024207e-44+0.j,3.63151726751391e-45+0.j,5.364151983095662e-46+0.j,7.868977639223407e-47+0.j,1.1465172646142756e-47+0.j,1.659310328317769e-48+0.j,2.38560200695985e-49+0.j,3.407448816367303e-50+0.j,4.8356884276073993e-51+0.j,6.818998771368517e-52+0.j,9.555448104397237e-53+0.j,1.330710537654992e-53+0.j,1.8418376207345415e-54+0.j,2.5338832421741476e-55+0.j,3.4651410062122487e-56+0.j,4.7106958767344066e-57+0.j,6.3666229965633915e-58+0.j,8.555048683230985e-59+0.j,1.143019985068821e-59+0.j,1.5185573645061748e-60+0.j,2.006236126280826e-61+0.j,2.635925768985743e-62+0.j,3.444378132414486e-63+0.j,4.476521293509594e-64+0.j
0.22963603775447808+0.j,-0.4450861039581645+0.j,0.19651434193155834+0.j,0.32455715866181734+0.j,-0.09627994765896335+0.j,-0.3442575738351775+0.j,-0.2003895631237954+0.j,0.10293062892466845+0.j,0.32016580267802847+0.j,0.3773193157930136+0.j,0.3218213632439394+0.j,0.22637851762974887+0.j,0.13877484188911846+0.j,0.0764212437455033+0.j,0.03853853429460619+0.j,0.01803565560404896+0.j,0.007909830822191707+0.j,0.003275313392942887+0.j,0.0012881398322755586+0.j,0.00048348961665583027+0.j,0.00017388257695180183+0.j,0.000060121160768528226+0.j,0.00002004221285956663+0.j,6.4578266128323935e-6+0.j,2.015524264620709e-6+0.j,6.104877621258562e-7+0.j,1.797572212714795e-7+0.j,5.153130374738217e-8+0.j,1.4401905143012244e-8+0.j,3.9288432965208325e-9+0.j,1.047341804546429e-9+0.j,2.731063055259618e-10+0.j,6.972653465244092e-11+0.j,1.7444495983996764e-11+0.j,4.280109651073591e-12+0.j,1.0306330408034982e-12+0.j,2.437247847801096e-13+0.j,5.663894380154748e-14+0.j,1.2942119196830335e-14+0.j,2.909436284649091e-15+0.j,6.437969418147879e-16+0.j,1.4029278335840794e-16+0.j,3.012072717600852e-17+0.j,6.3741936497262455e-18+0.j,1.3301184390199223e-18+0.j,2.7379572376174427e-19+0.j,5.56149467630237e-20+0.j,1.1151518941268783e-20+0.j,2.2079832669435347e-21+0.j,4.318286424389419e-22+0.j,8.344671437373617e-23+0.j,1.5937176493017952e-23+0.j,3.009085266228153e-24+0.j,5.618106806601311e-25+0.j,1.0374911862178885e-25+0.j,1.8954823771207806e-26+0.j,3.426839047595598e-27+0.j,6.131969470037133e-28+0.j,1.0862468103946764e-28+0.j,1.9053101645743793e-29+0.j,3.309745046746728e-30+0.j,5.695016414393233e-31+0.j,9.708316453256564e-32+0.j,1.6398928926793282e-32+0.j,2.745244998362396e-33+0.j,4.5552239286202485e-34+0.j,7.493209801969726e-35+0.j,1.2221369333500971e-35+0.j,1.9766409241901944e-36+0.j,3.170674869993154e-37+0.j,5.044867698469976e-38+0.j,7.963028504840158e-39+0.j,1.2470724524036009e-39+0.j,1.9379512648712893e-40+0.j,2.9887045326801117e-41+0.j,4.574690932445323e-42+0.j,6.950681552559381e-43+0.j,1.0483992234315252e-43+0.j,1.5700197668555775e-44+0.j,2.33456978088186e-45+0.j,3.4472664681249152e-46+0.j,5.055345836130707e-47+0.j,7.36335160723648e-48+0.j,1.0653404126654564e-48+0.j,1.5311860294191905e-49+0.j,2.186410484184706e-50+0.j,3.101959765358164e-51+0.j,4.372974408115632e-52+0.j,6.126165621144877e-53+0.j,8.52914309667464e-54+0.j,1.1802118044759732e-54+0.j,1.623247013437042e-55+0.j,2.219273485195449e-56+0.j,3.0162636179876826e-57+0.j,4.0755855627655024e-58+0.j,5.475228892573136e-59+0.j,7.313659171378407e-60+0.j,9.714385010723833e-61+0.j,1.283132251129841e-61+0.j,1.6855040480828765e-62+0.j
-0.1287107974582273+0.j,0.3521667284231731+0.j,-0.3916432847219174+0.j,-0.02969464763348837+0.j,0.3442575738351775+0.j,0.09667612009349974+0.j,-0.2647971034463844+0.j,-0.29479665573027836+0.j,-0.04925455982190991+0.j,0.21806035423560113+0.j,0.35322950231666733+0.j,0.3504532611513606+0.j,0.2729209145031035+0.j,0.18093366886391554+0.j,0.10627638501834782+0.j,0.05664173032322623+0.j,0.027829708331384977+0.j,0.012749197103132836+0.j,0.005492468978992499+0.j,0.0022400513010517645+0.j,0.0008695182016617067+0.j,0.0003226553832139321+0.j,0.00011487756804908065+0.j,0.00003936615153224525+0.j,0.000013018689653258378+0.j,4.1646714115487874e-6+0.j,1.2913725227682658e-6+0.j,3.8883478411961366e-7+0.j,1.1387306653606315e-7+0.j,3.2482267362115156e-8+0.j,9.03662719432532e-9+0.j,2.454784217914268e-9+0.j,6.518287136250086e-10+0.j,1.6935308622651211e-10+0.j,4.3090682370619394e-11+0.j,1.0746436806724721e-11+0.j,2.628871119121611e-12+0.j,6.312570162355336e-13+0.j,1.4888874608350533e-13+0.j,3.451463534590873e-14+0.j,7.868280884820668e-15+0.j,1.7649199009529526e-15+0.j,3.897244745583393e-16+0.j,8.475858142768711e-17+0.j,1.8163383903874176e-17+0.j,3.836893054382559e-18+0.j,7.992914193489741e-19+0.j,1.6426178138646522e-19+0.j,3.331414503384344e-20+0.j,6.6700413745088995e-21+0.j,1.3187902588953051e-21+0.j,2.5757466028984074e-22+0.j,4.9709260218073147e-23+0.j,9.481977448421186e-24+0.j,1.788147007210864e-24+0.j,3.3347273672394497e-25+0.j,6.15142331612916e-26+0.j,1.122664395520673e-26+0.j,2.027589507475492e-27+0.j,3.6245878630836536e-28+0.j,6.414677099285071e-29+0.j,1.1241237284902433e-29+0.j,1.9510071922007562e-30+0.j,3.3541946292296356e-31+0.j,5.713188433132713e-32+0.j,9.642801704220433e-33+0.j,1.6129956657349605e-33+0.j,2.6744644942922146e-34+0.j,4.3962277657876984e-35+0.j,7.165179085151825e-36+0.j,1.1580814656990358e-36+0.j,1.8564191075928561e-37+0.j,2.951858556357447e-38+0.j,4.6564351518022295e-39+0.j,7.287930747979451e-40+0.j,1.1318791856863697e-40+0.j,1.7445843593341812e-41+0.j,2.6688817211300452e-42+0.j,4.0528456773293826e-43+0.j,6.109852711644191e-44+0.j,9.145060140782909e-45+0.j,1.359162819663598e-45+0.j,2.0059875074127776e-46+0.j,2.940345293566814e-47+0.j,4.280773460572238e-48+0.j,6.1906936161724714e-49+0.j,8.893809983534858e-50+0.j,1.2694195239038497e-50+0.j,1.8002285963246222e-51+0.j,2.5368263349012794e-52+0.j,3.552458184845676e-53+0.j,4.94397278206972e-54+0.j,6.838563883049018e-55+0.j,9.40215863850206e-56+0.j,1.2849771187598317e-56+0.j,1.7458179505341438e-57+0.j,2.358132102157743e-58+0.j,3.166883667908851e-59+0.j,4.2288221282654527e-60+0.j,5.615105721896668e-61+0.j
0.06585659832004746+0.j,-0.23273677244934707+0.j,0.4037130720766631+0.j,-0.2617399594298371+0.j,-0.2003895631237954+0.j,0.2647971034463844+0.j,0.23216309416527708+0.j,-0.13517691524320022+0.j,-0.31520010380720154+0.j,-0.1718977617513157+0.j,0.10078011492987826+0.j,0.29896091606694253+0.j,0.35597212441403137+0.j,0.30915158086089184+0.j,0.22200301283834942+0.j,0.13905622136145734+0.j,0.07825611638855541+0.j,0.04032108250407814+0.j,0.01927196203895082+0.j,0.008627768019157954+0.j,0.0036448548257797973+0.j,0.0014616286655381903+0.j,0.0005590593789407766+0.j,0.00020477542696475528+0.j,0.00007207111665216767+0.j,0.00002444337923248205+0.j,8.008706880141227e-6+0.j,2.5404622938781453e-6+0.j,7.81714461649145e-7+0.j,2.3372816611307427e-7+0.j,6.800884690615837e-8+0.j,1.9284504141136724e-8+0.j,5.335564450231562e-9+0.j,1.4420220674417248e-9+0.j,3.810930584130851e-10+0.j,9.85753275140472e-11+0.j,2.4978189715566837e-11+0.j,6.205225166764052e-12+0.j,1.5124477377038227e-12+0.j,3.619334367348253e-13+0.j,8.509049427588693e-14+0.j,1.9665149086396875e-14+0.j,4.4701314100922925e-15+0.j,9.999491372383015e-16+0.j,2.202337856192383e-16+0.j,4.777927785484865e-17+0.j,1.0214907673240151e-17+0.j,2.153017500410655e-18+0.j,4.47556850849845e-19+0.j,9.179028356750002e-20+0.j,1.857997426833986e-20+0.j,3.713109764922132e-21+0.j,7.328448614951174e-22+0.j,1.42888934949741e-22+0.j,2.7531003050156494e-23+0.j,5.243258140629498e-24+0.j,9.873014599713133e-25+0.j,1.8385533784069977e-25+0.j,3.3867611306884306e-26+0.j,6.172687943373207e-27+0.j,1.1133737706819219e-27+0.j,1.9878160224261336e-28+0.j,3.513726328209672e-29+0.j,6.150364009303862e-30+0.j,1.0662430870570708e-30+0.j,1.8311018396684194e-31+0.j,3.1156244408424164e-32+0.j,5.2532345421771165e-33+0.j,8.778650258178733e-34+0.j,1.454171773802205e-34+0.j,2.3881197924697934e-35+0.j,3.888769192176205e-36+0.j,6.279788644044951e-37+0.j,1.0058051083180832e-37+0.j,1.5979966118330138e-38+0.j,2.518758516313025e-39+0.j,3.939123557347638e-40+0.j,6.113179672984922e-41+0.j,9.415420632443305e-42+0.j,1.4393497237256785e-42+0.j,2.1842108473618275e-43+0.j,3.290566271107083e-44+0.j,4.921975926937169e-45+0.j,7.310460624354538e-46+0.j,1.0782733196696443e-46+0.j,1.5795490861900893e-47+0.j,2.2982524097538664e-48+0.j,3.3217103989433883e-49+0.j,4.769395553051428e-50+0.j,6.803612315287708e-51+0.j,9.643319880322338e-52+0.j,1.3581871995576883e-52+0.j,1.9009605692423379e-53+0.j,2.644237892867449e-54+0.j,3.655734030769425e-55+0.j,5.023740931650832e-56+0.j,6.862614824086348e-57+0.j,9.319491054019223e-58+0.j,1.2582434635765244e-58+0.j,1.6890252305543783e-59+0.j
-0.031196811795894726+0.j,0.135140776084554+0.j,-0.3156452374117991+0.j,0.38828061415830434+0.j,-0.10293062892466845+0.j,-0.29479665573027836+0.j,0.13517691524320022+0.j,0.29619750972220693+0.j,0.0048026783236787135+0.j,-0.2759739410851839+0.j,-0.25319749132108593+0.j,-0.015285682706103712+0.j,0.2228048016935588+0.j,0.3386605901307148+0.j,0.332041707007818+0.j,0.259107059892552+0.j,0.17316268030508836+0.j,0.10285292115263882+0.j,0.0555282887279972+0.j,0.02766368518218706+0.j,0.012856992018109142+0.j,0.0056206882347731415+0.j,0.0023263596540175715+0.j,0.0009163773802922119+0.j,0.0003450297322497929+0.j,0.00012462257851904196+0.j,0.00004331466893763545+0.j,0.000014525350205456384+0.j,4.710620023592773e-6+0.j,1.4803834271357724e-6+0.j,4.516469234115641e-7+0.j,1.33983753880264e-7+0.j,3.8704503486725757e-8+0.j,1.0901696419813925e-8+0.j,2.9975349367303202e-9+0.j,8.054540416861382e-10+0.j,2.1171545656867626e-10+0.j,5.448709387270117e-11+0.j,1.3741278186622879e-11+0.j,3.3985117059235434e-12+0.j,8.248783301570779e-13+0.j,1.9661651294858797e-13+0.j,4.605204299549872e-14+0.j,1.060544179250317e-14+0.j,2.4026786084173037e-15+0.j,5.357611263107044e-16+0.j,1.176423268759623e-16+0.j,2.544890414680563e-17+0.j,5.42591188095685e-18+0.j,1.1406423133061725e-18+0.j,2.365183653269739e-19+0.j,4.839225173745388e-20+0.j,9.773076692506744e-21+0.j,1.948825038724416e-21+0.j,3.838266816558609e-22+0.j,7.468726663355199e-23+0.j,1.4362480732338343e-23+0.j,2.730239246651405e-24+0.j,5.131826924059483e-25+0.j,9.540040307647667e-26+0.j,1.7544365538441236e-26+0.j,3.1925114442838272e-27+0.j,5.749481691977025e-28+0.j,1.0249831187492533e-28+0.j,1.8091864620619562e-29+0.j,3.162365250639211e-30+0.j,5.4749877631581805e-31+0.j,9.390183324195877e-32+0.j,1.5957297635271192e-32+0.j,2.6872673701142268e-33+0.j,4.485367717353291e-34+0.j,7.421434518426285e-35+0.j,1.2174328657303583e-35+0.j,1.9803050919325005e-36+0.j,3.1945494979666834e-37+0.j,5.111356077888195e-38+0.j,8.112754837354463e-39+0.j,1.2775008498003032e-39+0.j,1.9960338980124582e-40+0.j,3.094853677374736e-41+0.j,4.7624223094976e-42+0.j,7.274110088516883e-43+0.j,1.102917972075788e-43+0.j,1.660212893469446e-44+0.j,2.481339152406863e-45+0.j,3.6825916506324945e-46+0.j,5.42760475504823e-47+0.j,7.944948052084297e-48+0.j,1.1551596098402917e-48+0.j,1.6683987313638794e-49+0.j,2.393880427109788e-50+0.j,3.412609985696955e-51+0.j,4.833796677458656e-52+0.j,6.80366052982998e-53+0.j,9.516638666431166e-54+0.j,1.3229533356995457e-54+0.j,1.8279233618769905e-55+0.j,2.5104737653947725e-56+0.j,3.427430227502593e-57+0.j,4.651864451264612e-58+0.j
0.013823727300902068+0.j,-0.07091243583249582+0.j,0.20743704218490946+0.j,-0.3653448102988522+0.j,0.32016580267802847+0.j,0.04925455982190991+0.j,-0.31520010380720154+0.j,-0.0048026783236787135+0.j,0.2940693782998407+0.j,0.12738177827229774+0.j,-0.19635302900957768+0.j,-0.2901270841160057+0.j,-0.1174488686905166+0.j,0.1339564411076271+0.j,0.30087369961031124+0.j,0.33985300587591727+0.j,0.2897020033216959+0.j,0.20685030066689192+0.j,0.12967404943142583+0.j,0.07331668881609112+0.j,0.03804302057139066+0.j,0.018340105231100395+0.j,0.008290015687315144+0.j,0.0035384755540986477+0.j,0.0014343248621722184+0.j,0.0005547102161605557+0.j,0.00020547323552566867+0.j,0.00007313774972923692+0.j,0.00002508710279561972+0.j,8.31277549534464e-6+0.j,2.6666193474865256e-6+0.j,8.296978526729988e-7+0.j,2.508170211974174e-7+0.j,7.377852973945607e-8+0.j,2.1146174833197493e-8+0.j,5.912886619775456e-9+0.j,1.6148120753582926e-9+0.j,4.3116734052621525e-10+0.j,1.1266292259959812e-10+0.j,2.8833994445357e-11+0.j,7.233788503569899e-12+0.j,1.7802743190371659e-12+0.j,4.300987464952246e-13+0.j,1.020678553831859e-13+0.j,2.3807306423728804e-14+0.j,5.4610496980981265e-15+0.j,1.2325811504379945e-15+0.j,2.738694171490105e-16+0.j,5.993253507065456e-17+0.j,1.292301283282694e-17+0.j,2.7468013114070503e-18+0.j,5.757363414217664e-19+0.j,1.190459361032775e-19+0.j,2.4291445130230754e-20+0.j,4.893117203204259e-21+0.j,9.733071163715724e-22+0.j,1.912397250449054e-22+0.j,3.712752690146247e-23+0.j,7.123995993218996e-24+0.j,1.3513745319195433e-24+0.j,2.534906192352799e-25+0.j,4.7031317996525823e-26+0.j,8.632808449563931e-27+0.j,1.5680259163195476e-27+0.j,2.8189225676851287e-28+0.j,5.016846197001247e-29+0.j,8.840598568154103e-30+0.j,1.5428299682930538e-30+0.j,2.6669764282490287e-31+0.j,4.5673186347592894e-32+0.j,7.750291397974408e-33+0.j,1.3033477501170116e-33+0.j,2.1724842662508226e-34+0.j,3.5898243369421055e-35+0.j,5.8813080168935026e-36+0.j,9.554779216013131e-37+0.j,1.5394770401524205e-37+0.j,2.460308215018475e-38+0.j,3.900548175750903e-39+0.j,6.1353021297893575e-40+0.j,9.57575730139917e-41+0.j,1.4831609383682317e-41+0.j,2.2799797505058095e-42+0.j,3.478959741517372e-43+0.j,5.269753154962212e-44+0.j,7.924995491435317e-45+0.j,1.1833679705833316e-45+0.j,1.754670463137469e-46+0.j,2.5838544892911087e-47+0.j,3.779008869827803e-48+0.j,5.48990340081517e-49+0.j,7.922585807204101e-50+0.j,1.135853147496615e-50+0.j,1.617956998570854e-51+0.j,2.290007823414847e-52+0.j,3.2208234399920944e-53+0.j,4.501847041900698e-54+0.j,6.253764108962829e-55+0.j,8.634784131245466e-56+0.j,1.185092418956693e-56+0.j
