0.00013622819346802213+0.j,0.0005747854515403448+0.j,0.0017148634299564349+0.j,0.004177415571764617+0.j,0.008812851563843227+0.j,0.01662915658618624+0.j,0.028643980360930753+0.j,0.04567968673959622+0.j,0.06814231646927926+0.j,0.09583726428355846+0.j,0.12787132865775228+0.j,0.16267304828575482+0.j,0.19813616441531817+0.j,0.23186267661908694+0.j,0.2614602047155593+0.j,0.2848385308155854+0.j,0.30045367148863367+0.j,0.3074622665348988+0.j,0.30576962561088183+0.j,0.2959758733258189+0.j,0.279241577349447+0.j,0.25710421989266546+0.j,0.23127923071726358+0.j,0.20347520081915735+0.j,0.1752445960200404+0.j,0.14788134774323194+0.j,0.12236733326860316+0.j,0.0993624709975802+0.j,0.07922862834790383+0.j,0.06207574035907673+0.j,0.04781895160238843+0.j,0.03623747869550812+0.j,0.027028488126404043+0.j,0.019851967397364285+0.j,0.014364908514182692+0.j,0.010244897365417768+0.j,0.007204355437565159+0.j,0.004997272578538959+0.j,0.00342042451329806+0.j,0.0023109283285164665+0.j,0.0015416835925424752+0.j,0.001015879254856943+0.j,0.0006613878557231954+0.j,0.0004255599587343436+0.j,0.00027069060923329334+0.j,0.00017025728447980258+0.j,0.00010591697192383599+0.j,0.00006518615978813824+0.j,0.00003969844977238602+0.j,0.000023928434024644362+0.j,0.000014278021941934314+0.j,8.435711658098308e-6+0.j,4.935814443580362e-6+0.j,2.8606166322432704e-6+0.j,1.6424855185218055e-6+0.j,9.344562521236679e-7+0.j,5.268703150946839e-7+0.j,2.9444560217328555e-7+0.j,1.631285008328763e-7+0.j,8.960713849917228e-8+0.j,4.880965672856331e-8+0.j,2.6368146655789817e-8+0.j,1.4129361295997774e-8+0.j,7.510883493367253e-9+0.j,3.961318918553548e-9+0.j,2.0731078657065988e-9+0.j,1.0766850958746708e-9+0.j,5.549962767896451e-10+0.j,2.839712564248519e-10+0.j,1.4424096102997673e-10+0.j,7.274084754398514e-11+0.j,3.642402641641836e-11+0.j,1.811175245357286e-11+0.j,8.944124036451873e-12+0.j,4.386930187011836e-12+0.j,2.1373166113797225e-12+0.j,1.0344293507948367e-12+0.j,4.973867842986978e-13+0.j,2.3762148743357675e-13+0.j,1.1280047647353521e-13+0.j,5.321140304832191e-14+0.j,2.4946003017768597e-14+0.j,1.1623390109302198e-14+0.j,5.383101114165676e-15+0.j,2.47817324643762e-15+0.j,1.134125122990954e-15+0.j,5.160009664409914e-16+0.j,2.3341548190428057e-16+0.j,1.0498496118589356e-16+0.j,4.695381217535742e-17+0.j,2.088278288997995e-17+0.j,9.236478992977392e-18+0.j,4.0630419171869755e-18+0.j,1.7776595824145917e-18+0.j,7.736124334984202e-19+0.j,3.3488863411747442e-19+0.j,1.4421271772027712e-19+0.j,6.178121768637109e-20+0.j,2.6331899912670026e-20+0.j,1.116614769683641e-20+0.j
-0.0005747854515403448+0.j,-0.0022889549267940132+0.j,-0.00642262663360261+0.j,-0.014655472538960077+0.j,-0.02882909339167153+0.j,-0.050457000914213936+0.j,-0.08012414259130791+0.j,-0.11695072765070745+0.j,-0.15831012782649292+0.j,-0.1999376965826214+0.j,-0.23646142481166585+0.j,-0.2622625885663198+0.j,-0.2724768001103769+0.j,-0.2639044059982054+0.j,-0.23562418951796668+0.j,-0.1891836673951923+0.j,-0.12834527755285854+0.j,-0.05846843134968813+0.j,0.014323000201440736+0.j,0.08401259984683701+0.j,0.1454447957620764+0.j,0.1948499167066159+0.j,0.23009290260076828+0.j,0.2506565445028248+0.j,0.2574140959183896+0.j,0.25226955993728273+0.j,0.23774733343894372+0.j,0.21660082057316873+0.j,0.1914886834664139+0.j,0.16474403640791385+0.j,0.13824109020533865+0.j,0.11334843668446763+0.j,0.09094926497838447+0.j,0.07150575276328532+0.j,0.055146236728590016+0.j,0.041757812221440316+0.j,0.031072161798083062+0.j,0.022737470544698688+0.j,0.01637351427377098+0.j,0.011610081071728715+0.j,0.008110792975955995+0.j,0.005585308383843294+0.j,0.003793066763814715+0.j,0.0025414518344256862+0.j,0.0016807248325577976+0.j,0.0010974839549485569+0.j,0.0007078472891388195+0.j,0.0004510912478802214+0.j,0.00028412392464092817+0.j,0.00017692828703597994+0.j,0.00010895654856987754+0.j,0.00006637280767447833+0.j,0.000040005178422770476+0.j,0.000023863517251495994+0.j,0.000014091040252887631+0.j,8.238262204846028e-6+0.j,4.769814730149399e-6+0.j,2.735433998380911e-6+0.j,1.5541454073096093e-6+0.j,8.749358152409857e-7+0.j,4.881521013445446e-7+0.j,2.699609035459351e-7+0.j,1.4800720484129865e-7+0.j,8.045777717174536e-8+0.j,4.3373137993586364e-8+0.j,2.319014307600565e-8+0.j,1.2299167605353995e-8+0.j,6.471360364193241e-9+0.j,3.378461133154625e-9+0.j,1.7502488206388878e-9+0.j,8.998921608995543e-10+0.j,4.5924196028428724e-10+0.j,2.3264948365997795e-10+0.j,1.1700908040510525e-10+0.j,5.843055937648105e-11+0.j,2.8973983857116408e-11+0.j,1.4268142919729323e-11+0.j,6.9784645607833885e-12+0.j,3.3902085717353483e-12+0.j,1.6360887204645693e-12+0.j,7.844041059968254e-13+0.j,3.7364835338436024e-13+0.j,1.7685327983260252e-13+0.j,8.318129058125639e-14+0.j,3.8880819666981875e-14+0.j,1.8062432312324754e-14+0.j,8.340289040194617e-15+0.j,3.828090372773672e-15+0.j,1.7466699316808134e-15+0.j,7.923146695320217e-16+0.j,3.5733257996097255e-16+0.j,1.6023772332033077e-16+0.j,7.145006605313438e-17+0.j,3.168210645399312e-17+0.j,1.397095845687183e-17+0.j,6.127251000557384e-18+0.j,2.672750669166797e-18+0.j,1.1596580401807207e-18+0.j,5.005010848716373e-19+0.j,2.1488594657581882e-19+0.j
0.0017148634299564349+0.j,0.00642262663360261+0.j,0.016872851463248635+0.j,0.03585829471368366+0.j,0.06528518246985732+0.j,0.10495487627084873+0.j,0.151655040573849+0.j,0.19902212691618335+0.j,0.2384143419649428+0.j,0.2606845046507457+0.j,0.25840469210153894+0.j,0.22790514581242488+0.j,0.1705207628013794+0.j,0.09267241889504425+0.j,0.004755666318828544+0.j,-0.08085689741781579+0.j,-0.15217608259396662+0.j,-0.19974791664915223+0.j,-0.21813774175957493+0.j,-0.20650382982672702+0.j,-0.1682611120396369+0.j,-0.11003668385930168+0.j,-0.04023452208840853+0.j,0.03245310497915787+0.j,0.1003088002761599+0.j,0.15745396646578796+0.j,0.2002553723339547+0.j,0.22731431201123034+0.j,0.2391425597343829+0.j,0.23765591963865015+0.j,0.22561077286190387+0.j,0.20608242339956342+0.j,0.182048033176603+0.j,0.15610136265818417+0.j,0.1302978342978547+0.j,0.1061094779413278+0.j,0.08446008303210072+0.j,0.0658095325263774+0.j,0.0502602118718705+0.j,0.03766498550427444+0.j,0.02772343665858431+0.j,0.02005949663526478+0.j,0.014278542917839025+0.j,0.01000534513784794+0.j,0.006906049412724127+0.j,0.0046980516237903145+0.j,0.003151496800356523+0.j,0.0020855933431362115+0.j,0.0013622074716923703+0.j,0.0008784788917891588+0.j,0.0005595712718763062+0.j,0.00035218136366928866+0.j,0.00021908141562560456+0.j,0.0001347428288530559+0.j,0.00008195807415886697+0.j,0.00004931531168669424+0.j,0.000029362118204350375+0.j,0.000017302717890122458+0.j,0.000010093994317037695+0.j,5.8308128467816305e-6+0.j,3.335826642931263e-6+0.j,1.8904839500747244e-6+0.j,1.0615015108895831e-6+0.j,5.906438536133344e-7+0.j,3.257348379694784e-7+0.j,1.7807750006935482e-7+0.j,9.652285495724671e-8+0.j,5.18793764046499e-8+0.j,2.7654604879649914e-8+0.j,1.4622125955837615e-8+0.j,7.66979743641421e-9+0.j,3.991585128037362e-9+0.j,2.0613456557533542e-9+0.j,1.05646243695659e-9+0.j,5.374117874127329e-10+0.j,2.7136921070314076e-10+0.j,1.3603884994449243e-10+0.j,6.771135840750811e-11+0.j,3.346586281603273e-11+0.j,1.6425885300499583e-11+0.j,8.007276205373467e-12+0.j,3.877143128200196e-12+0.j,1.864877825766212e-12+0.j,8.911274756526329e-13+0.j,4.2307605614922265e-13+0.j,1.9958294799843507e-13+0.j,9.356016721639106e-14+0.j,4.358693627513636e-14+0.j,2.0181516361113765e-14+0.j,9.287883270585341e-15+0.j,4.248912202801022e-15+0.j,1.932273281164751e-15+0.j,8.736149576136945e-16+0.j,3.927014210756569e-16+0.j,1.7551944220546423e-16+0.j,7.800762844575733e-17+0.j,3.4476730239206e-17+0.j,1.5153732868003865e-17+0.j,6.6243691006790784e-18+0.j,2.8802283943230062e-18+0.j
-0.004177415571764617+0.j,-0.014655472538960077+0.j,-0.03585829471368366+0.j,-0.07047812710282438+0.j,-0.11762942660771253+0.j,-0.17138777575881234+0.j,-0.22100379953765015+0.j,-0.2531619583970767+0.j,-0.25577671258552476+0.j,-0.22208295488586116+0.j,-0.15353246211173066+0.j,-0.060370718493526904+0.j,0.0404208924505027+0.j,0.12921681551720415+0.j,0.18861047953501525+0.j,0.2076017845710614+0.j,0.18397066390663694+0.j,0.12433535253778862+0.j,0.042104116199065574+0.j,-0.04592362109718271+0.j,-0.12330571685855893+0.j,-0.17712716611558169+0.j,-0.1999692590098748+0.j,-0.19046026707568225+0.j,-0.1525614780147316+0.j,-0.09399205618173079+0.j,-0.024291124729230947+0.j,0.04702735851378894+0.j,0.11190426733549763+0.j,0.16459346966361874+0.j,0.20194507656162927+0.j,0.22321939152574824+0.j,0.22959249107252108+0.j,0.22352134886716452+0.j,0.20810934266823092+0.j,0.18656863184674935+0.j,0.1618288450098079+0.j,0.13630172550661512+0.j,0.11178372473494638+0.j,0.08946368498925712+0.j,0.0699986560809213+0.j,0.053624231732987075+0.j,0.04027316446689987+0.j,0.029684622100402736+0.j,0.02149438501043569+0.j,0.015302537988748107+0.j,0.010719475403446825+0.j,0.0073934682726907635+0.j,0.0050240294130108635+0.j,0.003365317143388301+0.j,0.0022232567454096132+0.j,0.0014492559614945407+0.j,0.0009325645575373908+0.j,0.0005926029997156973+0.j,0.0003720151447427315+0.j,0.00023079117138748772+0.j,0.00014154023702227619+0.j,0.00008583700193496316+0.j,0.00005149048941547312+0.j,0.000030560065169175956+0.j,0.000017950098016095768+0.j,0.00001043684746078162+0.j,6.008431744213639e-6+0.j,3.4255997528423156e-6+0.j,1.9345754694524735e-6+0.j,1.0824155084661842e-6+0.j,6.001273733999373e-7+0.j,3.2977080554700655e-7+0.j,1.7962848504132288e-7+0.j,9.700725661839527e-8+0.j,5.194791520327381e-8+0.j,2.7588815541869413e-8+0.j,1.4533245715165653e-8+0.j,7.594829075699629e-9+0.j,3.937840894791837e-9+0.j,2.0260022332551377e-9+0.j,1.034470447654368e-9+0.j,5.242586425562809e-10+0.j,2.63738534866985e-10+0.j,1.3171993412291124e-10+0.j,6.531714356589673e-11+0.j,3.21622883266239e-11+0.j,1.5727353246164527e-11+0.j,7.638301089246887e-12+0.j,3.684788064343397e-12+0.j,1.765809256128436e-12+0.j,8.406792601317308e-13+0.j,3.976589332231865e-13+0.j,1.8690569180471093e-13+0.j,8.729756981770364e-14+0.j,4.052146120488586e-14+0.j,1.8694156690100004e-14+0.j,8.572314655143089e-15+0.j,3.9074596753942015e-15+0.j,1.7706265495185398e-15+0.j,7.976761153756036e-16+0.j,3.5729230361164545e-16+0.j,1.5912842056948758e-16+0.j,7.047380250214238e-17+0.j,3.103785305690839e-17+0.j
0.008812851563843227+0.j,0.02882909339167153+0.j,0.06528518246985732+0.j,0.11762942660771253+0.j,0.17767785796137192+0.j,0.23005316211881566+0.j,0.2563326100394684+0.j,0.24172056751378243+0.j,0.18157223405490366+0.j,0.08485047204550901+0.j,-0.027245444869242044+0.j,-0.12724417846682504+0.j,-0.1898387662612564+0.j,-0.19973142782916978+0.j,-0.15615807316162653+0.j,-0.0727228319686403+0.j,0.02709132001149261+0.j,0.11696215123917607+0.j,0.17493049861614682+0.j,0.18864619611076708+0.j,0.15744258713724796+0.j,0.09114602783714223+0.j,0.0064635324316764855+0.j,-0.07770644914196032+0.j,-0.1446803608930087+0.j,-0.18311410065010122+0.j,-0.18838808604862084+0.j,-0.16232108647713892+0.j,-0.11165525285856263+0.j,-0.04592184417108917+0.j,0.02472595481504754+0.j,0.09127828481432244+0.j,0.14700180749764194+0.j,0.18790418671460515+0.j,0.2126348954031681+0.j,0.2220027058669031+0.j,0.21830495868847485+0.j,0.20463536532250393+0.j,0.18428648610790657+0.j,0.1603082165249948+0.j,0.13523690390280868+0.j,0.1109771113358501+0.j,0.08880040913202406+0.j,0.06942047296935289+0.j,0.053107295025066156+0.j,0.03981148136523757+0.j,0.029279175010257955+0.j,0.021146938844772346+0.j,0.015012821658749549+0.j,0.01048448837752642+0.j,0.007207916939512875+0.j,0.004881203140604498+0.j,0.0032579892725454504+0.j,0.0021444060198138+0.j,0.0013925436602465534+0.j,0.0008925823161449472+0.j,0.0005649422549836103+0.j,0.0003532173287218835+0.j,0.00021823106360194792+0.j,0.00013328217828556508+0.j,0.00008049034182560214+0.j,0.00004807936130036403+0.j,0.000028414269261715842+0.j,0.000016618434951051337+0.j,9.621137245943483e-6+0.j,5.515013758446209e-6+0.j,3.1307386360817195e-6+0.j,1.760428770371665e-6+0.j,9.807280575214348e-7+0.j,5.414025421253262e-7+0.j,2.96218962993381e-7+0.j,1.6065793148871098e-7+0.j,8.638948499731485e-8+0.j,4.6063682106114864e-8+0.j,2.435916027795875e-8+0.j,1.2777211743624027e-8+0.j,6.648776634993416e-9+0.j,3.4327225899035667e-9+0.j,1.7586695773794328e-9+0.j,8.941977743488174e-10+0.j,4.512736605204018e-10+0.j,2.2607623006589447e-10+0.j,1.1244186806721978e-10+0.j,5.552742236966665e-11+0.j,2.7229509064707364e-11+0.j,1.3260808222818384e-11+0.j,6.414188368157001e-12+0.j,3.081749052305277e-12+0.j,1.4708816200129447e-12+0.j,6.974657605511395e-13+0.j,3.2860295361776046e-13+0.j,1.53837072607829e-13+0.j,7.156951046646622e-14+0.j,3.309086312141806e-14+0.j,1.5206725332717156e-14+0.j,6.946155341986658e-15+0.j,3.1540400563712638e-15+0.j,1.4237565380826112e-15+0.j,6.3897099944263045e-16+0.j,2.851239806242614e-16+0.j
-0.01662915658618624+0.j,-0.050457000914213936+0.j,-0.10495487627084873+0.j,-0.17138777575881234+0.j,-0.23005316211881566+0.j,-0.2564143343678901+0.j,-0.23166882751056295+0.j,-0.15281083269987764+0.j,-0.03685748035026326+0.j,0.0834985590434085+0.j,0.17140669629410124+0.j,0.19968821451304744+0.j,0.1610849619695606+0.j,0.07077165575938948+0.j,-0.03955662217085386+0.j,-0.13325146222424916+0.j,-0.18120974312817653+0.j,-0.17074443875067355+0.j,-0.10815999033363471+0.j,-0.01495819076369954+0.j,0.08021063430550404+0.j,0.1506759141240459+0.j,0.1789933444689466+0.j,0.16048868014149684+0.j,0.10275414222213407+0.j,0.02200675943529708+0.j,-0.06209091875999346+0.j,-0.13148725011311596+0.j,-0.17343713377372785+0.j,-0.18225055547488947+0.j,-0.15914101498447605+0.j,-0.11066780116189842+0.j,-0.04646300456467997+0.j,0.023094084937109634+0.j,0.08876887506733898+0.j,0.14367743765914018+0.j,0.18377151177795822+0.j,0.20772287920316646+0.j,0.2164066900069209+0.j,0.21219517096274026+0.j,0.19823872482600788+0.j,0.17785449241526483+0.j,0.1540828501647453+0.j,0.12942295514772206+0.j,0.10572512095495307+0.j,0.08420075626069402+0.j,0.0655067052707371+0.j,0.04986564317842425+0.j,0.037193381880598744+0.j,0.027214162113476714+0.j,0.019554091980740325+0.j,0.013809794881898155+0.j,0.009593838057818192+0.j,0.006560919360603715+0.j,0.0044196171207737025+0.j,0.0029343123161783935+0.j,0.001921150250693241+0.j,0.0012409713199075512+0.j,0.0007912300485647778+0.j,0.0004981553516904251+0.j,0.0003098240754224838+0.j,0.00019041871063939434+0.j,0.00011568941435109826+0.j,0.00006950297287843993+0.j,0.00004130159238028714+0.j,0.0000242831072031149+0.j,0.000014129582877257953+0.j,8.138594722851743e-6+0.j,4.641583946415576e-6+0.j,2.621659092427471e-6+0.j,1.4668009752115138e-6+0.j,8.1308972233307e-7+0.j,4.466438331602594e-7+0.j,2.43175219650283e-7+0.j,1.3124670699728445e-7+0.j,7.023303016823997e-8+0.j,3.726902437538781e-8+0.j,1.961440652427915e-8+0.j,1.0239696945109178e-8+0.j,5.303292557123608e-9+0.j,2.7252732532953732e-9+0.j,1.389753411616451e-9+0.j,7.033700061103402e-10+0.j,3.5334712889734344e-10+0.j,1.7621476692712321e-10+0.j,8.724804163520578e-11+0.j,4.289332628899169e-11+0.j,2.094068333460419e-11+0.j,1.0153224961079709e-11+0.j,4.889593412396577e-12+0.j,2.3390487288804067e-12+0.j,1.1115896748929711e-12+0.j,5.248414978122728e-13+0.j,2.4622310984252367e-13+0.j,1.1478467082070657e-13+0.j,5.317773110550067e-14+0.j,2.4485102652553096e-14+0.j,1.1205588978515994e-14+0.j,5.09755095642304e-15+0.j,2.3052349674883316e-15+0.j
0.028643980360930753+0.j,0.08012414259130791+0.j,0.151655040573849+0.j,0.22100379953765015+0.j,0.2563326100394684+0.j,0.23166882751056295+0.j,0.1426388173093786+0.j,0.012988098304143905+0.j,-0.11296316873160235+0.j,-0.18896857416608576+0.j,-0.18745451898062993+0.j,-0.11188028542335393+0.j,0.004930433629851238+0.j,0.11520536821642952+0.j,0.1762423856012353+0.j,0.166983200897119+0.j,0.09453786891208547+0.j,-0.01091150298299782+0.j,-0.10943078066437814+0.j,-0.16670639762925216+0.j,-0.1654738577363172+0.j,-0.10948124490924005+0.j,-0.019796405098277754+0.j,0.07400504004014276+0.j,0.1439817552106317+0.j,0.17183902975407345+0.j,0.15276329430180108+0.j,0.09477410033452673+0.j,0.01470323088447885+0.j,-0.06736940925791436+0.j,-0.13340176225687891+0.j,-0.1711053408570868+0.j,-0.175543092538827+0.j,-0.14874532423259626+0.j,-0.0979308470654976+0.j,-0.03308941474235326+0.j,0.03538712801727388+0.j,0.098549758755774+0.j,0.14999389922707027+0.j,0.186221491632575+0.j,0.2064162946689741+0.j,0.21185169366977996+0.j,0.20514865518629635+0.j,0.1895564581632457+0.j,0.16836585729449144+0.j,0.14450305846799438+0.j,0.1203050203606178+0.j,0.09744642954011395+0.j,0.07697516010130316+0.j,0.05941212528819221+0.j,0.04487829212690708+0.j,0.03322189878435325+0.j,0.02412940035297486+0.j,0.017212487892088072+0.j,0.012069898983747123+0.j,0.008326656825533673+0.j,0.005655261071395981+0.j,0.0037837903909423995+0.j,0.0024954305903548035+0.j,0.0016230704280096114+0.j,0.0010416287605023854+0.j,0.0006598814100205239+0.j,0.0004128337024742571+0.j,0.00025515659827376954+0.j,0.00015585312486161344+0.j,0.00009411215359796364+0.j,0.00005619952949131484+0.j,0.00003319735354963357+0.j,0.000019403392130675394+0.j,0.000011224528500686825+0.j,6.428083098856085e-6+0.j,3.6451788330120592e-6+0.j,2.0472744843317502e-6+0.j,1.139054063087583e-6+0.j,6.279288149704349e-7+0.j,3.4304969790996226e-7+0.j,1.8576471329888424e-7+0.j,9.972509934472174e-8+0.j,5.308271151811489e-8+0.j,2.8020659987245488e-8+0.j,1.467056093290163e-8+0.j,7.619421495120742e-9+0.j,3.926137894586442e-9+0.j,2.007411466705207e-9+0.j,1.0185712234479394e-9+0.j,5.129621816274047e-10+0.j,2.5643133414776503e-10+0.j,1.2726226827169016e-10+0.j,6.270762390982747e-11+0.j,3.068179777531079e-11+0.j,1.4908266110427323e-11+0.j,7.194555588103711e-12+0.j,3.448693035960809e-12+0.j,1.6421799142648671e-12+0.j,7.768607679965851e-13+0.j,3.6514160853068903e-13+0.j,1.7053495501067808e-13+0.j,7.914739442322628e-14+0.j,3.650623803840609e-14+0.j,1.6735546853177672e-14+0.j
-0.04567968673959622+0.j,-0.11695072765070745+0.j,-0.19902212691618335+0.j,-0.2531619583970767+0.j,-0.24172056751378243+0.j,-0.15281083269987764+0.j,-0.012988098304143905+0.j,0.12192618399513425+0.j,0.19403168764610815+0.j,0.17326745468182148+0.j,0.07308047859071132+0.j,-0.056566765737019964+0.j,-0.1543484362953155+0.j,-0.1770035021296013+0.j,-0.11813569860004156+0.j,-0.008302269815076377+0.j,0.10169159690542334+0.j,0.16472763272781918+0.j,0.1570162567264893+0.j,0.0855650864740254+0.j,-0.017897546379414427+0.j,-0.11201506384272959+0.j,-0.16251939376712315+0.j,-0.15390279167548027+0.j,-0.09258268430566371+0.j,-0.0019385461597756426+0.j,0.08755880617289573+0.j,0.14888115330484913+0.j,0.16610037769194277+0.j,0.1373636281416377+0.j,0.07327313155967712+0.j,-0.007864508108034463+0.j,-0.08589310463692912+0.j,-0.1439362453420854+0.j,-0.1716445388259203+0.j,-0.16621103461808998+0.j,-0.1314729898509755+0.j,-0.07580377400122255+0.j,-0.00958720575633787+0.j,0.05706893913349693+0.j,0.11597429168349839+0.j,0.16171085075016658+0.j,0.19176988812136858+0.j,0.20616342180634475+0.j,0.20674350934092514+0.j,0.19644062762469028+0.j,0.17857550095496846+0.j,0.15633196256007686+0.j,0.1324193233324959+0.j,0.10891026815309728+0.j,0.08721639902524286+0.j,0.06815549176556415+0.j,0.0520675254279005+0.j,0.038945576293153+0.j,0.028558657177881128+0.j,0.02055379715848465+0.j,0.014532673845805992+0.j,0.01010351880280966+0.j,0.006912047399402344+0.j,0.004656360088058897+0.j,0.0030907371250930415+0.j,0.002022545929149008+0.j,0.0013055077113799539+0.j,0.0008315928030662878+0.j,0.0005229759001707887+0.j,0.0003248385991627133+0.j,0.00019935697145773468+0.j,0.00012092743069079385+0.j,0.00007252532221111056+0.j,0.00004301886005449319+0.j,0.000025243957736833432+0.j,0.00001465895364698611+0.j,8.425710788146567e-6+0.j,4.794830150543135e-6+0.j,2.702107128733601e-6+0.j,1.5083046167446561e-6+0.j,8.341085649381548e-7+0.j,4.570762988577985e-7+0.j,2.482384440309417e-7+0.j,1.3364156085197935e-7+0.j,7.133139711901115e-8+0.j,3.77535651080376e-8+0.j,1.9817170544626855e-8+0.j,1.031804429259693e-8+0.j,5.329521546836066e-9+0.j,2.7313336167168762e-9+0.j,1.3890417089139511e-9+0.j,7.010774523923702e-10+0.j,3.5122145179223274e-10+0.j,1.7466770862411664e-10+0.j,8.624048671105163e-11+0.j,4.2279075953122154e-11+0.j,2.058271199910492e-11+0.j,9.951489959957055e-12+0.j,4.778880252696952e-12+0.j,2.279604258170008e-12+0.j,1.0802629339446155e-12+0.j,5.08600023425168e-13+0.j,2.37924493419714e-13+0.j,1.1060013621441462e-13+0.j
0.06814231646927926+0.j,0.15831012782649292+0.j,0.2384143419649428+0.j,0.25577671258552476+0.j,0.18157223405490366+0.j,0.03685748035026326+0.j,-0.11296316873160235+0.j,-0.19403168764610815+0.j,-0.16751907293103666+0.j,-0.05266869117824319+0.j,0.08470166944524053+0.j,0.17007748879215967+0.j,0.16096821995843247+0.j,0.06728717183246219+0.j,-0.05792561678379832+0.j,-0.1493791211717473+0.j,-0.16343882923168357+0.j,-0.09749145910763726+0.j,0.012863672581969115+0.j,0.11433725243036885+0.j,0.16198880596440812+0.j,0.13810025865313963+0.j,0.05668106945791808+0.j,-0.045981749996829774+0.j,-0.128457957284435+0.j,-0.1607727986160156+0.j,-0.1341099300868677+0.j,-0.061236501212479276+0.j,0.03075219038810264+0.j,0.11133457624937054+0.j,0.15669889948629034+0.j,0.1559701223538609+0.j,0.11240135280472037+0.j,0.04026605133814675+0.j,-0.040682769194460656+0.j,-0.11107629629551+0.j,-0.15646304171683637+0.j,-0.16966366690743345+0.j,-0.15090885578218025+0.j,-0.10630012206498488+0.j,-0.04539371790868857+0.j,0.021317068794525967+0.j,0.08445487200581067+0.j,0.13705751858772858+0.j,0.17508806356115372+0.j,0.19729651137666268+0.j,0.20465946624905815+0.j,0.1996314434803585+0.j,0.18539804582621033+0.j,0.16525506200891518+0.j,0.14217128727765407+0.j,0.11854018982200452+0.j,0.09609176621737099+0.j,0.07592023631502506+0.j,0.058581421168940356+0.j,0.04422046422383149+0.j,0.03270123290028105+0.j,0.02371977858204514+0.j,0.01689356413680943+0.j,0.011824924561513407+0.j,0.008141384276662117+0.j,0.005517459721608088+0.j,0.0036830486255586656+0.j,0.002423049849878528+0.j,0.001571954420186595+0.j,0.0010061352261268458+0.j,0.0006356386339279893+0.j,0.0003965383950542358+0.j,0.0002443719317293968+0.j,0.00014882185790094952+0.j,0.00008959402703656424+0.j,0.00005333673874767296+0.j,0.00003140787257907414+0.j,0.00001829941221786196+0.j,0.000010552059352024085+0.j,6.0234779698711e-6+0.j,3.404632102995247e-6+0.j,1.9059137646551757e-6+0.j,1.056912522699202e-6+0.j,5.80718458104829e-7+0.j,3.1620366696454246e-7+0.j,1.7065652942886078e-7+0.j,9.130827427694228e-8+0.j,4.843973333519584e-8+0.j,2.548401258128997e-8+0.j,1.3297669220414784e-8+0.j,6.883184003400416e-9+0.j,3.534852816215952e-9+0.j,1.8012789967876731e-9+0.j,9.109104632551829e-10+0.j,4.5720473141561427e-10+0.j,2.2779246153845636e-10+0.j,1.1267122213361915e-10+0.j,5.5332633972204224e-11+0.j,2.6983131612657904e-11+0.j,1.3067497720837167e-11+0.j,6.285306985118657e-12+0.j,3.002880277635557e-12+0.j,1.4251780743389822e-12+0.j,6.719867044845639e-13+0.j
