0.0810025921579431+0.j,0.18160752702029392+0.j,0.28790802771610086+0.j,0.37267312469759056+0.j,0.41776591810351305+0.j,0.41887354499817814+0.j,0.38339128341539963+0.j,0.32488386448115186+0.j,0.25752421772997636+0.j,0.19245613045150176+0.j,0.13644784381965544+0.j,0.09223701979549546+0.j,0.05969659591061562+0.j,0.03712041462339754+0.j,0.02224250661203178+0.j,0.012875764551189406+0.j,0.007216854721382441+0.j,0.003924265929258971+0.j,0.0020737533707329827+0.j,0.0010666335309432483+0.j,0.0005347307534663677+0.j,0.0002616136754372333+0.j,0.00012505009602564347+0.j,0.00005845949228419075+0.j,0.000026753730382693534+0.j,0.000011996353904070061+0.j,5.27469707318194e-6+0.j,2.2758863373714942e-6+0.j,9.642873747914296e-7+0.j,4.014601193730503e-7+0.j,1.643299449319309e-7+0.j,6.617147119828613e-8+0.j,2.622591981229159e-8+0.j,1.0235491140718172e-8+0.j,3.93553841457418e-9+0.j,1.491437509581899e-9+0.j,5.572996094008631e-10+0.j,2.0541057784418802e-10+0.j,7.470779762795847e-11+0.j,2.6820604240932028e-11+0.j,9.507656654090525e-12+0.j,3.329020650461102e-12+0.j,1.1516665994444672e-12+0.j,3.9375626017277763e-13+0.j,1.330871303915934e-13+0.j,4.4479995203876145e-14+0.j,1.4703500598964703e-14+0.j,4.80846813389214e-15+0.j,1.5560410547439073e-15+0.j,4.983769396682337e-16+0.j,1.5801847435875803e-16+0.j,4.960868373444767e-17+0.j,1.5423784899736662e-17+0.j,4.749938130133338e-18+0.j,1.449192242385439e-18+0.j,4.381063858296693e-19+0.j,1.3125640274297592e-19+0.j,3.8977860549282044e-20+0.j,1.147463628318926e-20+0.j,3.3492521917831807e-21+0.j,9.694092351225258e-22+0.j,2.7827690398776244e-22+0.j,7.923485104584421e-23+0.j,2.2381072742917978e-23+0.j,6.272285806880872e-24+0.j,1.7442313531454544e-24+0.j,4.813567305721823e-25+0.j,1.3184527641043192e-25+0.j,3.5846358706530663e-26+0.j,9.675099246368025e-27+0.j,2.5926347416557566e-27+0.j,6.898379613696686e-28+0.j,1.8227024154808565e-28+0.j,4.7828775985620516e-29+0.j,1.2465460719907565e-29+0.j,3.227101539429028e-30+0.j,8.299286593798063e-31+0.j,2.1204611851163034e-31+0.j,5.382920347222474e-32+0.j,1.3578110400453544e-32+0.j,3.403527544583726e-33+0.j,8.478551996515923e-34+0.j,2.099180045610636e-34+0.j,5.165894955524701e-35+0.j,1.2636908925441672e-35+0.j,3.07302660592925e-36+0.j,7.429370592442056e-37+0.j,1.7857774055065175e-37+0.j,4.267965649459971e-38+0.j,1.014286954457631e-38+0.j,2.3970357578022243e-39+0.j,5.6336354970700186e-40+0.j,1.3168301398400007e-40+0.j,3.0614220901261473e-41+0.j,7.079363501528423e-42+0.j,1.628423411432186e-42+0.j,3.726204179684971e-43+0.j,8.482340640081387e-44+0.j,1.9210452689386897e-44+0.j,4.328674496641128e-45+0.j
-0.18160752702029392+0.j,-0.32616084535425577+0.j,-0.3886569588505408+0.j,-0.33686050429579095+0.j,-0.1912834711970618+0.j,-0.0049600246364348176+0.j,0.166464541601527+0.j,0.2859695080405219+0.j,0.34154194333634963+0.j,0.34108668490088745+0.j,0.30268413544699313+0.j,0.2457512270906214+0.j,0.1856788509579258+0.j,0.13201529836110198+0.j,0.08902425189930241+0.j,0.05727743880077766+0.j,0.035322895275410215+0.j,0.0209576638752748+0.j,0.011999902527376573+0.j,0.006647892748030937+0.j,0.0035712656940127072+0.j,0.0018639072130142832+0.j,0.0009467150303227573+0.j,0.00046865321620587284+0.j,0.00022641008391652547+0.j,0.0001068728686090223+0.j,0.000049343790343080334+0.j,0.000022305600803662907+0.j,9.880929615553495e-6+0.j,4.292774257562958e-6+0.j,1.8304604740195096e-6+0.j,7.665942052008147e-7+0.j,3.1552394796724543e-7+0.j,1.2770850414909482e-7+0.j,5.085919316344924e-8+0.j,1.9939161593668908e-8+0.j,7.699161291253864e-9+0.j,2.929391388384642e-9+0.j,1.0987412226202076e-9+0.j,4.064183461757886e-10+0.j,1.483122624327507e-10+0.j,5.341505416098021e-11+0.j,1.8992487145641488e-11+0.j,6.6691827744810125e-12+0.j,2.313502668949118e-12+0.j,7.93051618488685e-13+0.j,2.6871280843751637e-13+0.j,9.002155286137375e-14+0.j,2.9825405880231096e-14+0.j,9.77492803548896e-15+0.j,3.1697802719403308e-15+0.j,1.0172551303851467e-15+0.j,3.2315323427099657e-16+0.j,1.0163750437957707e-16+0.j,3.165569027007159e-17+0.j,9.765264337720346e-18+0.j,2.9842115956767087e-18+0.j,9.03575882873613e-19+0.j,2.711204478638788e-19+0.j,8.062934204838051e-20+0.j,2.3769783822866938e-20+0.j,6.94743232340554e-21+0.j,2.013510275497459e-21+0.j,5.787288466546009e-22+0.j,1.6498613920162095e-22+0.j,4.665822428057106e-23+0.j,1.3091002400799217e-23+0.j,3.6444780023667735e-24+0.j,1.0068565914819497e-24+0.j,2.760706801129196e-25+0.j,7.513500994013859e-26+0.j,2.029931435464595e-26+0.j,5.444819963697652e-27+0.j,1.4500856787305702e-27+0.j,3.834911690154561e-28+0.j,1.0071890622000033e-28+0.j,2.627252184340688e-29+0.j,6.807187777442289e-30+0.j,1.7520557262687614e-30+0.j,4.4800234997844075e-31+0.j,1.1381561464877678e-31+0.j,2.8730859522524757e-32+0.j,7.207019945525833e-33+0.j,1.7966248542179885e-33+0.j,4.451301879058319e-34+0.j,1.0961682878727508e-34+0.j,2.6832414093335845e-35+0.j,6.52928489726543e-36+0.j,1.5795200573564512e-36+0.j,3.798987962101409e-37+0.j,9.084956356529906e-38+0.j,2.16032046665579e-38+0.j,5.1083604868487034e-39+0.j,1.2012680223173006e-39+0.j,2.809439759295798e-40+0.j,6.535018057448166e-41+0.j,1.5119812104938892e-41+0.j,3.479711731488939e-42+0.j,7.966391147361855e-43+0.j,1.814367178577864e-43+0.j
0.28790802771610086+0.j,0.3886569588505408+0.j,0.2899890484124982+0.j,0.05802975578148255+0.j,-0.17314509261248867+0.j,-0.2945824434476131+0.j,-0.27249239940221986+0.j,-0.14192966214033886+0.j,0.030482013160100303+0.j,0.18378460493124116+0.j,0.28283849503069786+0.j,0.32026020087517987+0.j,0.30760268659899026+0.j,0.2641021078695127+0.j,0.20814674963888524+0.j,0.1529992599569185+0.j,0.10600658350990481+0.j,0.06975821903641638+0.j,0.04384917512367958+0.j,0.026447073667080254+0.j,0.015360844799459782+0.j,0.008617313728990241+0.j,0.0046810242605126165+0.j,0.0024674964338568476+0.j,0.0012645274567824184+0.j,0.0006310516653193141+0.j,0.0003071093712321245+0.j,0.00014593890385126393+0.j,0.00006779537278503747+0.j,0.000030819991254549686+0.j,0.000013723957623021093+0.j,5.991224596884913e-6+0.j,2.5661669503924463e-6+0.j,1.0792040951819208e-6+0.j,4.4592700045678586e-7+0.j,1.8114910013393835e-7+0.j,7.238897979862683e-8+0.j,2.84712901134121e-8+0.j,1.1027052595800729e-8+0.j,4.207602295820617e-9+0.j,1.582434083396433e-9+0.j,5.868317916148097e-10+0.j,2.1466915184135777e-10+0.j,7.749167837751331e-11+0.j,2.761357267819635e-11+0.j,9.716657458949866e-12+0.j,3.37734322800348e-12+0.j,1.159919717760973e-12+0.j,3.937306026117834e-13+0.j,1.3213173160079148e-13+0.j,4.3849489505767713e-14+0.j,1.4393919744237957e-14+0.j,4.674698946257813e-15+0.j,1.5024040112317187e-15+0.j,4.779392200710153e-16+0.j,1.505226647637132e-16+0.j,4.694195893724103e-17+0.j,1.4498863579009332e-17+0.j,4.4360894162432014e-18+0.j,1.3447367669792783e-18+0.j,4.0394212113362935e-19+0.j,1.2025894254178289e-19+0.j,3.548958600787526e-20+0.j,1.0383321659147147e-20+0.j,3.012227107812124e-21+0.j,8.66596981418787e-22+0.j,2.472775214887141e-22+0.j,6.999195068191993e-23+0.j,1.9654575028104518e-23+0.j,5.476280033327785e-24+0.j,1.51414231496197e-24+0.j,4.154873571683458e-25+0.j,1.1316404469080654e-25+0.j,3.059613930789962e-26+0.j,8.212566424884577e-27+0.j,2.1887214162155238e-27+0.j,5.79222394666716e-28+0.j,1.5222506571161573e-28+0.j,3.973328593011078e-29+0.j,1.0301267515763273e-29+0.j,2.6529802331069237e-30+0.j,6.787702163758876e-31+0.j,1.7254175141715193e-31+0.j,4.3579733320506864e-32+0.j,1.093778116261512e-32+0.j,2.728114843700176e-33+0.j,6.762673603067822e-34+0.j,1.6662084824244005e-34+0.j,4.08063143229531e-35+0.j,9.934447686160704e-36+0.j,2.404411976587087e-36+0.j,5.785655815884958e-37+0.j,1.3842162091617094e-37+0.j,3.29299669088371e-38+0.j,7.790089471954496e-39+0.j,1.8326710685799415e-39+0.j,4.287894265351393e-40+0.j,9.978081224054443e-41+0.j,2.3095045500512507e-41+0.j,5.317215749306174e-42+0.j
-0.37267312469759056+0.j,-0.33686050429579095+0.j,-0.05802975578148255+0.j,0.21487433006276116+0.j,0.29112898920840397+0.j,0.15778325033266974+0.j,-0.06388361765806784+0.j,-0.2325228090056327+0.j,-0.2712266121519712+0.j,-0.18509757199859633+0.j,-0.03056778786985327+0.j,0.127044147999098+0.j,0.242354170368793+0.j,0.2984677232375373+0.j,0.30109701119301646+0.j,0.2673853963320445+0.j,0.21611990272487408+0.j,0.16204989923354993+0.j,0.11411291222830548+0.j,0.07611778840680937+0.j,0.04840270771142972+0.j,0.029486575512010622+0.j,0.017276597225362466+0.j,0.009767199265013965+0.j,0.005342307658917274+0.j,0.0028335321608247387+0.j,0.0014602381253507215+0.j,0.0007324222754513097+0.j,0.00035809521412433144+0.j,0.0001708904509074541+0.j,0.00007969684200173105+0.j,0.00003636120684152549+0.j,0.000016245566764489054+0.j,7.114072499768031e-6+0.j,3.055926750133388e-6+0.j,1.2886481483934311e-6+0.j,5.3381734438107e-7+0.j,2.173680124614663e-7+0.j,8.70564567863147e-8+0.j,3.4312210453201574e-8+0.j,1.3315661255387208e-8+0.j,5.090409115024365e-9+0.j,1.9178520493283204e-9+0.j,7.124177248216958e-10+0.j,2.610270485165148e-10+0.j,9.436949784145948e-11+0.j,3.367660192969559e-11+0.j,1.1866489491225366e-11+0.j,4.130027177312468e-12+0.j,1.4202096898780965e-12+0.j,4.826659987027111e-13+0.j,1.621643384892535e-13+0.j,5.3875655589614015e-14+0.j,1.7703832577825635e-14+0.j,5.755507603665133e-15+0.j,1.851574342537882e-15+0.j,5.895697571388881e-16+0.j,1.8584767573419529e-16+0.j,5.80088978835183e-17+0.j,1.7932126536993713e-17+0.j,5.490975985907347e-18+0.j,1.6658106571728005e-18+0.j,5.007661031448979e-19+0.j,1.4919336333586619e-19+0.j,4.405942963524114e-20+0.j,1.2899416030035595e-20+0.j,3.744619843518682e-21+0.j,1.0779891849961285e-21+0.j,3.0778711612946135e-22+0.j,8.71714390190179e-23+0.j,2.4493013740844798e-23+0.j,6.828245844238647e-24+0.j,1.8889825449190506e-24+0.j,5.186208054160745e-25+0.j,1.4132691495098925e-25+0.j,3.822971331302965e-26+0.j,1.0266567404493963e-26+0.j,2.737429988987303e-27+0.j,7.247671288195608e-28+0.j,1.9056124864572688e-28+0.j,4.976145326710437e-29+0.j,1.2906677771794144e-29+0.j,3.325357260854609e-30+0.j,8.511439447869032e-31+0.j,2.16444220249683e-31+0.j,5.468946718215628e-32+0.j,1.3731298829492418e-32+0.j,3.426134284591401e-33+0.j,8.496023818995215e-34+0.j,2.094009026746217e-34+0.j,5.130089854185202e-35+0.j,1.2493563302242548e-35+0.j,3.024775773504828e-36+0.j,7.280738499490389e-37+0.j,1.74245766945038e-37+0.j,4.146504109474283e-38+0.j,9.812120681157787e-39+0.j,2.3090418831318856e-39+0.j,5.404002183925332e-40+0.j,1.257882397813413e-40+0.j
0.41776591810351305+0.j,0.1912834711970618+0.j,-0.17314509261248867+0.j,-0.29112898920840397+0.j,-0.11148075540762119+0.j,0.1486173586035312+0.j,0.26485764980547105+0.j,0.17614757783055782+0.j,-0.02479235430382144+0.j,-0.19934586518221317+0.j,-0.258398521938236+0.j,-0.19310720824368083+0.j,-0.05163168009616082+0.j,0.10232840061867332+0.j,0.2208527600785606+0.j,0.28333329540485286+0.j,0.29250076137175013+0.j,0.263884941001991+0.j,0.21583937377247295+0.j,0.16337541919179474+0.j,0.11594519886008285+0.j,0.07785013661492973+0.j,0.0497851141028991+0.j,0.03047881157664268+0.j,0.01793593691466584+0.j,0.01017938457273244+0.j,0.005587193516931006+0.j,0.0029727658522651084+0.j,0.0015363830895680157+0.j,0.0007726329770923176+0.j,0.00037866275424233795+0.j,0.00018110576937079074+0.j,0.00008463377191500367+0.j,0.000038686975228758414+0.j,0.00001731521874280413+0.j,7.594980921994155e-6+0.j,3.267536139896949e-6+0.j,1.3798729100977596e-6+0.j,5.723830747838975e-7+0.j,2.3336977154801745e-7+0.j,9.35779037117599e-8+0.j,3.692457698539117e-8+0.j,1.4344901983475246e-8+0.j,5.489479438082208e-9+0.j,2.070211424396749e-9+0.j,7.697232953741436e-10+0.j,2.822711257484874e-10+0.j,1.0213526159903676e-10+0.j,3.647697220210531e-11+0.j,1.2863042553151542e-11+0.j,4.4801317754617635e-12+0.j,1.541676403744237e-12+0.j,5.242973222032027e-13+0.j,1.7626438130565385e-13+0.j,5.859612054811028e-14+0.j,1.9266381806097858e-14+0.j,6.267050153874564e-15+0.j,2.0172421092050957e-15+0.j,6.426589926998869e-16+0.j,2.026855173120311e-16+0.j,6.329545300576769e-17+0.j,1.9575575886845076e-17+0.j,5.99694519367636e-18+0.j,1.8201083626899993e-18+0.j,5.473829101224566e-19+0.j,1.6314901627217089e-19+0.j,4.819996334635813e-20+0.j,1.4117093225221737e-20+0.j,4.0996344565273114e-21+0.j,1.1806168717653865e-21+0.j,3.372076670372214e-22+0.j,9.553644949234035e-23+0.j,2.6852247525980046e-23+0.j,7.488363957514162e-24+0.j,2.0722452058341977e-24+0.j,5.69108051465209e-25+0.j,1.5513065294707784e-25+0.j,4.1975727468842005e-26+0.j,1.1275700847331887e-26+0.j,3.007316749144897e-27+0.j,7.9643331000268595e-28+0.j,2.0945817659322053e-28+0.j,5.470974939101934e-29+0.j,1.4193592359087292e-29+0.j,3.657797963621315e-30+0.j,9.364517589209355e-31+0.j,2.3819186531881805e-31+0.j,6.019782402268716e-32+0.j,1.5117591466123615e-32+0.j,3.7728283762557976e-33+0.j,9.357674776765025e-34+0.j,2.306844284208074e-34+0.j,5.652625639498398e-35+0.j,1.3768771088226103e-35+0.j,3.3341397384652686e-36+0.j,8.026865897086664e-37+0.j,1.9213701564488555e-37+0.j,4.5730658766742964e-38+0.j,1.0823386519758154e-38+0.j,2.5474487457311634e-39+0.j
-0.41887354499817814+0.j,-0.0049600246364348176+0.j,0.2945824434476131+0.j,0.15778325033266974+0.j,-0.1486173586035312+0.j,-0.2604921446782556+0.j,-0.10275771001390695+0.j,0.13676919784354885+0.j,0.24766910662358899+0.j,0.1666119591112435+0.j,-0.02283400965838777+0.j,-0.18964775020575328+0.j,-0.2473918289458574+0.j,-0.1858532874980028+0.j,-0.05021014442366923+0.j,0.09844370168541365+0.j,0.21356573552921407+0.j,0.27476017290580335+0.j,0.28427484144057835+0.j,0.25693981948419214+0.j,0.21049823287542885+0.j,0.15956040740458405+0.j,0.11338271435956421+0.j,0.0762175536933504+0.j,0.04879223986498771+0.j,0.029899600905999104+0.j,0.017610561366775947+0.j,0.010002816890208936+0.j,0.005494391466199349+0.j,0.002925418989941312+0.j,0.0015128898457902645+0.j,0.0007612767174815422+0.j,0.0003733072206187547+0.j,0.00017863855046424169+0.j,0.00008352216203168206+0.j,0.00003819664512040228+0.j,0.000017103272964613727+0.j,7.505127907867711e-6+0.j,3.230146453225817e-6+0.j,1.3645904235319923e-6+0.j,5.662433842123944e-7+0.j,2.3094386068414933e-7+0.j,9.263465649435989e-8+0.j,3.656347664885122e-8+0.j,1.4208727445116326e-8+0.j,5.438870202859429e-9+0.j,2.051666836117559e-9+0.j,7.630208300048442e-10+0.j,2.7988084982899745e-10+0.j,1.0129383877558255e-10+0.j,3.618450211464847e-11+0.j,1.2762629594205862e-11+0.j,4.446069615723174e-12+0.j,1.5302566966358543e-12+0.j,5.205123893349496e-13+0.j,1.750238830745134e-13+0.j,5.819398000672895e-14+0.j,1.9137406272309222e-14+0.j,6.226116173434917e-15+0.j,2.004383237233989e-15+0.j,6.386599590216941e-16+0.j,2.0145403605648008e-16+0.j,6.291987096668521e-17+0.j,1.9462109698474484e-17+0.j,5.96298344879992e-18+0.j,1.8100355748928273e-18+0.j,5.444220558804413e-19+0.j,1.6228631411090932e-19+0.j,4.7950763581318424e-20+0.j,1.404571902258421e-20+0.j,4.0793621301438e-21+0.j,1.1749061072626047e-21+0.j,3.3561189479931227e-22+0.j,9.509407580135158e-23+0.j,2.6730571973307615e-23+0.j,7.455154238204811e-24+0.j,2.0632497026668677e-24+0.j,5.666896240401507e-25+0.j,1.5448524328763994e-25+0.j,4.1804734327237254e-26+0.j,1.1230722095094928e-26+0.j,2.9955687221597045e-27+0.j,7.933861632650182e-28+0.j,2.086732418034706e-28+0.j,5.450892091886533e-29+0.j,1.4142552778484188e-29+0.j,3.644912010058805e-30+0.j,9.332196186480483e-31+0.j,2.3738636901701594e-31+0.j,5.999835695496206e-32+0.j,1.5068506687411435e-32+0.j,3.760824451788762e-33+0.j,9.328498329519345e-34+0.j,2.2997956424855006e-34+0.j,5.635698924194094e-35+0.j,1.372836342304062e-35+0.j,3.324549983915139e-36+0.j,8.004238633505625e-37+0.j,1.916061741729189e-37+0.j,4.5606826818160667e-38+0.j
0.38339128341539963+0.j,-0.166464541601527+0.j,-0.27249239940221986+0.j,0.06388361765806784+0.j,0.26485764980547105+0.j,0.10275771001390695+0.j,-0.166438913593369+0.j,-0.23617465993906414+0.j,-0.06876189556012877+0.j,0.150833002674599+0.j,0.2359948831570614+0.j,0.1426655278629023+0.j,-0.041766848298244674+0.j,-0.1940410276097187+0.j,-0.2379386810468542+0.j,-0.16949386609571387+0.j,-0.034716953689973344+0.j,0.10799912270622214+0.j,0.2157043092749642+0.j,0.27069602370999374+0.j,0.2764385964251272+0.j,0.24776189196101628+0.j,0.2017567143359833+0.j,0.15222962628373732+0.j,0.10777599800649174+0.j,0.07222989998853338+0.j,0.046122190178805644+0.j,0.028202151485297308+0.j,0.016579585834099103+0.j,0.009401723167482454+0.j,0.005156700912037134+0.j,0.0027420545287745826+0.j,0.001416408444865967+0.j,0.0007119767363316403+0.j,0.0003487977049155865+0.j,0.00016676413170604962+0.j,0.00007790781463336823+0.j,0.00003560279351686933+0.j,0.00001593096631047363+0.j,6.986292247271764e-6+0.j,3.005079717918982e-6+0.j,1.268815851402088e-6+0.j,5.26232333238773e-7+0.j,2.1452258803967747e-7+0.j,8.600923917342673e-8+0.j,3.3934052462303556e-8+0.j,1.3181677003606343e-8+0.j,5.043837884962661e-9+0.j,1.9019763242371353e-9+0.j,7.071127867594154e-10+0.j,2.5929076787059046e-10+0.j,9.38135226088573e-11+0.j,3.350271566054112e-11+0.j,1.1813499250495295e-11+0.j,4.114349663352257e-12+0.j,1.4157316941622064e-12+0.j,4.814423553704337e-13+0.j,1.6184959244019353e-13+0.j,5.3801904583259046e-14+0.j,1.7689351720447207e-14+0.j,5.753856472247269e-15+0.j,1.851991628169692e-15+0.j,5.899941164383353e-16+0.j,1.8607018587613685e-16+0.j,5.810511763338031e-17+0.j,1.7969871579700558e-17+0.j,5.504904124389631e-18+0.j,1.6707321392847008e-18+0.j,5.024482300821301e-19+0.j,1.4975302729502392e-19+0.j,4.4241459372244444e-20+0.j,1.295746635257714e-20+0.j,3.762811518848989e-21+0.j,1.0836006601453772e-21+0.j,3.094931606869259e-22+0.j,8.768320622272824e-23+0.j,2.4644614030031953e-23+0.j,6.87262584655848e-24+0.j,1.9018295079622075e-24+0.j,5.223001293363139e-25+0.j,1.4236992520454877e-25+0.j,3.852249007514281e-26+0.j,1.034797535734446e-26+0.j,2.7598593903051097e-27+0.j,7.308922391861033e-28+0.j,1.9221957041356001e-28+0.j,5.020668466240327e-29+0.j,1.3025243694437787e-29+0.j,3.356681379172106e-30+0.j,8.593554747569005e-31+0.j,2.1858056522304085e-31+0.j,5.524115279540844e-32+0.j,1.3872732054183502e-32+0.j,3.4621351860726156e-33+0.j,8.587022814746633e-34+0.j,2.116853287509504e-34+0.j,5.187052223866737e-35+0.j,1.2634661013925708e-35+0.j,3.059499079415659e-36+0.j,7.36564430027696e-37+0.j
-0.32488386448115186+0.j,0.2859695080405219+0.j,0.14192966214033886+0.j,-0.2325228090056327+0.j,-0.17614757783055782+0.j,0.13676919784354885+0.j,0.23617465993906414+0.j,0.03369431721456683+0.j,-0.1942128437943179+0.j,-0.20578379625367405+0.j,-0.01970096882956798+0.j,0.17494118427470728+0.j,0.22218604226908106+0.j,0.10751078070184078+0.j,-0.07278739939168755+0.j,-0.20467830614631907+0.j,-0.22683166542376781+0.j,-0.1456203835602499+0.j,-0.009602879627152524+0.j,0.1259883158097509+0.j,0.2233071022599866+0.j,0.2688535006562731+0.j,0.26826725364865656+0.j,0.2367164747325191+0.j,0.1905456515452498+0.j,0.1424702338641098+0.j,0.10012123212990216+0.j,0.06668382056804092+0.j,0.04235484449231486+0.j,0.02577913183159877+0.j,0.015093653393824893+0.j,0.00852824634499301+0.j,0.004662501726797719+0.j,0.002472037971179897+0.j,0.0012735508650290734+0.j,0.0006386202837762961+0.j,0.0003121668087619511+0.j,0.00014894574408589876+0.j,0.00006945217701912042+0.j,0.000031683102526847575+0.j,0.000014153943144957586+0.j,6.197565896581937e-6+0.j,2.6620247546612404e-6+0.j,1.122470306873156e-6+0.j,4.649527905303161e-7+0.j,1.8931767621716275e-7+0.j,7.581916981239862e-8+0.j,2.988215764772745e-8+0.j,1.1596142677061103e-8+0.j,4.432952499010547e-9+0.j,1.6701167100516283e-9+0.j,6.203821447558865e-10+0.j,2.2730252797386183e-10+0.j,8.217613910847813e-11+0.j,2.932504574682171e-11+0.j,1.0333083139818183e-11+0.j,3.596322070517744e-12+0.j,1.2366785350869234e-12+0.j,4.202912373528253e-13+0.j,1.4120783183505572e-13+0.j,4.691332957975811e-14+0.j,1.5415998001595206e-14+0.j,5.011745386353585e-15+0.j,1.6123074003343165e-15+0.j,5.133853706293362e-16+0.j,1.6183306576068107e-16+0.j,5.051342149023061e-17+0.j,1.5615151157416378e-17+0.j,4.781523851218501e-18+0.j,1.4505908702696068e-18+0.j,4.3607066038458935e-19+0.j,1.2991945515806395e-19+0.j,3.8367754848869914e-20+0.j,1.1233121840590404e-20+0.j,3.2609273302437e-21+0.j,9.387518561762298e-22+0.j,2.680340094351996e-22+0.j,7.591310892039919e-23+0.j,2.1329855413718252e-23+0.j,5.9464528259549626e-24+0.j,1.6450531405236103e-24+0.j,4.516531975025889e-25+0.j,1.230787861105817e-25+0.j,3.329373654540784e-26+0.j,8.941078927477792e-27+0.j,2.3840252350148015e-27+0.j,6.312036001964797e-28+0.j,1.6596201858024734e-28+0.j,4.333814303020198e-29+0.j,1.1240737826699904e-29+0.j,2.8961546644979283e-30+0.j,7.4129235792433e-31+0.j,1.8851050184136854e-31+0.j,4.7631720933553536e-32+0.j,1.1959339632550285e-32+0.j,2.9840282964686866e-33+0.j,7.39975306480968e-34+0.j,1.823824219659106e-34+0.j,4.468196842692332e-35+0.j,1.0881694169036503e-35+0.j
0.25752421772997636+0.j,-0.34154194333634963+0.j,0.030482013160100303+0.j,0.2712266121519712+0.j,-0.02479235430382144+0.j,-0.24766910662358899+0.j,-0.06876189556012877+0.j,0.1942128437943179+0.j,0.1876401302857092+0.j,-0.042876120841292616+0.j,-0.21445700103528814+0.j,-0.16177126789279295+0.j,0.038139116941200035+0.j,0.1980126589059914+0.j,0.19991945188390153+0.j,0.06257317222308056+0.j,-0.10965721016858614+0.j,-0.21523288407796873+0.j,-0.210818704347992+0.j,-0.1146656176562496+0.j,0.02219719143644606+0.j,0.14868797282336524+0.j,0.23319690673731266+0.j,0.26723228625789547+0.j,0.25896600478343584+0.j,0.22390907243914995+0.j,0.17747922423811882+0.j,0.13107648707956038+0.j,0.09118078263090944+0.j,0.06020699401755349+0.j,0.03795685642846359+0.j,0.022951840109681546+0.j,0.013360688616195368+0.j,0.007510086658167365+0.j,0.004086737051204263+0.j,0.002157610510620175+0.j,0.0011072743528699259+0.j,0.0005532759599566697+0.j,0.0002695673814588423+0.j,0.00012823215374618358+0.j,0.000059626229141091194+0.j,0.000027129755180895652+0.j,0.000012090312347371413+0.j,5.2819070584769585e-6+0.j,2.2638741912844414e-6+0.j,9.526667840810585e-7+0.j,3.9386860268142517e-7+0.j,1.6008697692947452e-7+0.j,6.400417688655325e-8+0.j,2.5185140599284167e-8+0.j,9.758537418099398e-9+0.j,3.725082492350198e-9+0.j,1.401495468210657e-9+0.j,5.199175024644651e-10+0.j,1.9025492129621119e-10+0.j,6.870024053535767e-11+0.j,2.4488087977900444e-11+0.j,8.61928068231175e-12+0.j,2.996708515655346e-12+0.j,1.0294522925251559e-12+0.j,3.495269980132696e-13+0.j,1.1732393629176824e-13+0.j,3.8943684685693406e-14+0.j,1.278615522273465e-14+0.j,4.153351133813216e-15+0.j,1.335093976555578e-15+0.j,4.247898478142244e-16+0.j,1.3380619117551267e-16+0.j,4.173544881407868e-17+0.j,1.2892713469623712e-17+0.j,3.945247510178058e-18+0.j,1.1961127456631999e-18+0.j,3.5934557144611637e-19+0.j,1.0699572874999503e-19+0.j,3.1579381854416596e-20+0.j,9.240393887789294e-21+0.j,2.680966242506662e-21+0.j,7.713799464132446e-22+0.j,2.2013116698701526e-22+0.j,6.231448352514784e-23+0.j,1.750035812519211e-23+0.j,4.8765171505016985e-24+0.j,1.3484354653717254e-24+0.j,3.7004901287563526e-25+0.j,1.0079675227928053e-25+0.j,2.725461716613702e-26+0.j,7.316216167695957e-27+0.j,1.9499844729577502e-27+0.j,5.160810960208504e-28+0.j,1.3564059175324456e-28+0.j,3.5406899078652995e-29+0.j,9.18021878278407e-30+0.j,2.364418929139238e-30+0.j,6.049790990140772e-31+0.j,1.5379355792616418e-31+0.j,3.8846693973624425e-32+0.j,9.750424375067855e-33+0.j,2.4320975997326093e-33+0.j,6.029206238452434e-34+0.j,1.4855721355831546e-34+0.j
