0.19138468522197774+0.j,0.-0.34803291248953j,-0.4475261855776495+0.j,0.+0.4698626871623004j,0.42722247940995006+0.j,0.-0.3474419290888535j,-0.25794061809536056+0.j,0.+0.17728984073862597j,0.11398612504760333+0.j,0.-0.06909456215144337j,-0.03973351650391174+0.j,0.+0.021785814122844183j,0.011436583484567818+0.j,0.-0.005768166157126485j,-0.002803411677154711+0.j,0.+0.001316298487191438j,0.000598421963167341+0.j,0.-0.0002639345213598922j,-0.00011312877350357801+0.j,0.+0.000047196458544359764j,0.00001919143934731877+0.j,0.-7.615721153230388e-6j,-2.952655830817337e-6+0.j,0.+1.1195978173072359e-6j,4.1559427466307896e-7+0.j,0.-1.5115157794073618e-7j,-5.390625297461127e-8+0.j,0.+1.8865590211075886e-8j,6.483425349328463e-9+0.j,0.-2.189367411967234e-9j,-7.268941200557534e-10+0.j,0.+2.374124242004762e-10j,7.632056681879023e-11+0.j,0.-2.4160045669739912e-11j,-7.534794742618522e-12+0.j,0.+2.3160639012717162e-12j,7.019600899070044e-13+0.j,0.-2.09857595541135e-13j,-6.190789366855013e-14+0.j,0.+1.8027141107088493e-14j,5.18334356853494e-15+0.j,0.-1.4720792856034182e-15j,-4.1306622918090996e-16+0.j,0.+1.145509238139186e-16j,3.140403056905889e-17+0.j,0.-8.513188863679624e-18j,-2.2825825147080032e-18+0.j,0.+6.054672972881224e-19j,1.5892170137792732e-19+0.j,0.-4.1285571386684623e-20j,-1.061760173767057e-20+0.j,0.+2.7036749468466436e-21j,6.818140377900046e-22+0.j,0.-1.7031038767560347e-22j,-4.214609981041432e-23+0.j,0.+1.0334493115269982e-23j,2.5113561128114153e-24+0.j,0.-6.049005875408284e-25j,-1.4443855775225124e-25+0.j,0.+3.419560337184543e-26j,8.028007686805773e-27+0.j,0.-1.8692009619294434e-27j,-4.316912885897908e-28+0.j,0.+9.890452095456225e-29j,2.248222503166421e-29+0.j,0.-5.0710249329621055e-30j,-1.1351072872531487e-30+0.j,0.+2.5218116352093085e-31j,5.561235949428631e-32+0.j,0.-1.2174746013484857e-32j,-2.6462082770705983e-33+0.j,0.+5.710945068659983e-34j,1.2239251762804557e-34+0.j,0.-2.604993068272895e-35j,-5.5068575935758006e-36+0.j,0.+1.1563421270636214e-36j,2.4120854302963247e-37+0.j,0.-4.998738943312001e-38j,-1.029262829055103e-38+0.j,0.+2.1058424544047482e-39j,4.28148096119665e-40+0.j,0.-8.650966722195038e-41j,-1.7372841160413056e-41+0.j,0.+3.46772729161677e-42j,6.8804750937269734e-43+0.j,0.-1.3571320220344403e-43j,-2.6612520319062203e-44+0.j,0.+5.188472430786506e-45j,1.0057992583734944e-45+0.j,0.-1.9387840644148016e-46j,-3.716390321817241e-47+0.j,0.+7.08457427734323e-48j,1.3431761695146158e-48+0.j,0.-2.532821811145955e-49j,-4.750658849381746e-50+0.j,0.+8.863498496763088e-51j,1.645063598640748e-51+0.j,0.-3.0374557453198358e-52j,-5.579689796906709e-53+0.j,0.+1.0197778892502067e-53j
0.-0.34803291248953j,-0.44151291593903297+0.j,0.+0.32163318175104344j,0.07930686768191295+0.j,0.+0.16282160264826306j,0.3234756072049138+0.j,0.-0.38199061294329484j,-0.36004528057325946+0.j,0.+0.2941677080327318j,0.2163099635425578+0.j,0.-0.1462408191327251j,-0.09216367852431993+0.j,0.+0.054670855045119815j,0.030745782159739728+0.j,0.-0.01648449939042131j,-0.008463878885514229+0.j,0.+0.004176964038952073j,0.0019873922254782456+0.j,0.-0.0009140547457689674j,-0.0004072901653754596+0.j,0.+0.00017616936054852295j,0.00007409704006204177+0.j,0.-0.000030351496013858484j,-0.000012124452085033596+0.j,0.+4.729128849369349e-6j,1.8031023374931841e-6+0.j,0.-6.726963631490812e-7j,-2.457980447567116e-7+0.j,0.+8.803721573310974e-8j,3.093295095616357e-8+0.j,0.-1.0669802747255087e-8j,-3.615440854464563e-9+0.j,0.+1.2042185848277047e-9j,3.94493251628092e-10+0.j,0.-1.271740452548391e-10j,-4.0364686307168435e-11+0.j,0.+1.261986948877421e-11j,3.888230646026368e-12+0.j,0.-1.1810696404525611e-12j,-3.538323289016444e-13+0.j,0.+1.0458774464622746e-13j,3.0512617712037266e-14+0.j,0.-8.789003496681495e-15j,-2.500345631714228e-15+0.j,0.+7.027366603452599e-16j,1.9518341353122982e-16+0.j,0.-5.3588381420096463e-17j,-1.454755547290545e-17+0.j,0.+3.905801485191006e-18j,1.0373741277590326e-18+0.j,0.-2.7262497379991325e-19j,-7.090821194518047e-20+0.j,0.+1.8256598968521314e-20j,4.65397180161356e-21+0.j,0.-1.174877990896071e-21j,-2.937705733503343e-22+0.j,0.+7.276936572089806e-23j,1.786031157615215e-23+0.j,0.-4.3441242128792296e-24j,-1.0472689335585428e-24+0.j,0.+2.502790785382269e-25j,5.930160382855298e-26+0.j,0.-1.393307279438571e-26j,-3.246585578031481e-27+0.j,0.+7.503522575789057e-28j,1.7203583776550384e-28+0.j,0.-3.913300952041006e-29j,-8.83266231552044e-30+0.j,0.+1.9784081122153272e-30j,4.398111855753306e-31+0.j,0.-9.704910537738901e-32j,-2.1258812323440492e-32+0.j,0.+4.623326876721514e-33j,9.983503487936291e-34+0.j,0.-2.1407576034171876e-34j,-4.558797838382906e-35+0.j,0.+9.642119389963994e-36j,2.0256943432716154e-36+0.j,0.-4.2275953265834085e-37j,-8.765340832213679e-38+0.j,0.+1.8056640506818047e-38j,3.6960150974258794e-39+0.j,0.-7.517858557059727e-40j,-1.5196805588612385e-40+0.j,0.+3.0531031705439256e-41j,6.096690240748645e-42+0.j,0.-1.2101576129683626e-42j,-2.387898311885288e-43+0.j,0.+4.684314048925935e-44j,9.136123483397575e-45+0.j,0.-1.7717095291517468e-45j,-3.4163774834454874e-46+0.j,0.+6.551028439841413e-47j,1.2492528425015416e-47+0.j,0.-2.369271158239951e-48j,-4.469186824283146e-49+0.j,0.+8.385264764049053e-50j,1.5649636349000224e-50+0.j,0.-2.905461158253238e-51j,-5.366274715026051e-52+0.j
-0.4475261855776495+0.j,0.+0.32163318175104344j,-0.027933435898973333+0.j,0.+0.2919400162124499j,0.3215247787357341+0.j,0.-0.15850504718119324j,0.06908470507176688+0.j,0.-0.2516664318550954j,-0.34182819695138444+0.j,0.+0.345876764242522j,0.2956366365350786+0.j,0.-0.22445431963253668j,-0.1554541993414392+0.j,0.+0.09984870188019872j,0.06014871791827223+0.j,0.-0.03426118602606681j,-0.018568418617045+0.j,0.+0.009622303841350042j,0.00478681819997045+0.j,0.-0.0022935824397651967j,-0.0010614331364955+0.j,0.+0.0004755745763267883j,0.00020672390546956268+0.j,0.-0.00008733642304727416j,-0.00003591927413018817+0.j,0.+0.000014401434468066819j,5.6361757256257645e-6+0.j,0.-2.1555791505223637e-6j,-8.064873758598921e-7+0.j,0.+2.954598781437543e-7j,1.0608279078572927e-7+0.j,0.-3.7358057018798934e-8j,-1.2913291044901603e-8+0.j,0.+4.384290726062413e-9j,1.4630076519293758e-9+0.j,0.-4.801033331178362e-10j,-1.5502530882409418e-10+0.j,0.+4.928033960590538e-11j,1.5429698688811263e-11+0.j,0.-4.760478815915926e-12j,-1.447899705031181e-12+0.j,0.+4.3430579768890154e-13j,1.285248365006961e-13+0.j,0.-3.7537805320232046e-14j,-1.0824030336602168e-14+0.j,0.+3.0823915476639546e-15j,8.671589053749679e-16+0.j,0.-2.4107300588279875e-16j,-6.624581047706402e-17+0.j,0.+1.7998799451522315e-17j,4.8363094986284785e-18+0.j,0.-1.2855096671032394e-18j,-3.380866855340758e-19+0.j,0.+8.799717781736361e-20j,2.2672002761829636e-20+0.j,0.-5.783360462499944e-21j,-1.4609155839729244e-21+0.j,0.+3.65516010554737e-22j,9.059472855775241e-23+0.j,0.-2.224797884866882e-23j,-5.41430103392635e-24+0.j,0.+1.305957047258133e-24j,3.1226119192807167e-25+0.j,0.-7.402447981291392e-26j,-1.74006035849212e-26+0.j,0.+4.056449752675833e-27j,9.379505603628262e-28+0.j,0.-2.1514098434191092e-28j,-4.8958847147978585e-29+0.j,0.+1.1054975094777024e-29j,2.4771652222708262e-30+0.j,0.-5.509006440499154e-31j,-1.2160786193871045e-31+0.j,0.+2.664818367017394e-32j,5.797453816486048e-33+0.j,0.-1.252320589412499e-33j,-2.6862462965951245e-34+0.j,0.+5.722299142935357e-35j,1.210684197731822e-35+0.j,0.-2.5442912964172574e-36j,-5.311502803227062e-37+0.j,0.+1.101591498686731e-37j,2.2699342588364858e-38+0.j,0.-4.6476299468813064e-39j,-9.456065300174966e-40+0.j,0.+1.9119840490123747e-40j,3.8422562245503523e-41+0.j,0.-7.674484195706954e-42j,-1.5237182099035098e-42+0.j,0.+3.007348259634034e-43j,5.900878572480387e-44+0.j,0.-1.1511531332466372e-44j,-2.2328620266848608e-45+0.j,0.+4.306567736556394e-46j,8.259787774506784e-47+0.j,0.-1.575439383169228e-47j,-2.9885195891635926e-48+0.j,0.+5.63842669651062e-49j,1.0581139988368872e-49+0.j,0.-1.9751696339706048e-50j
0.+0.4698626871623004j,0.07930686768191295+0.j,0.+0.2919400162124499j,0.27857761290307903+0.j,0.-0.0004691239760435086j,0.24867050404754695+0.j,0.-0.2966927826320172j,-0.1586987374654016+0.j,0.-0.052080361290432274j,-0.22892396804849538+0.j,0.+0.32108951498396593j,0.33044398944713504+0.j,0.-0.28569555769096866j,-0.2187714658646807+0.j,0.+0.1525470450992655j,0.09852542424821858+0.j,0.-0.05962763202251963j,-0.034099114403952996+0.j,0.+0.01854400124140745j,0.009638504080807223+0.j,0.-0.004807594016636066j,-0.0023089771099608627+0.j,0.+0.0010708203282416646j,0.0004806970998250613+0.j,0.-0.0002093126651272199j,-0.00008856978776465025+0.j,0.+0.000036479191946965735j,0.000014645360808750285+0.j,0.-5.738663075323303e-6j,-2.197264561322407e-6+0.j,0.+8.229486779261846e-7j,3.0178582517915345e-7+0.j,0.-1.0845309635082641e-7j,-3.8225425927241164e-8+0.j,0.+1.3223694047150309e-8j,4.493056665522705e-9+0.j,0.-1.5003639470055816e-9j,-4.926910191596783e-10+0.j,0.+1.5919020294303203e-10j,5.0634490477900475e-11+0.j,0.-1.5862644981190064e-11j,-4.896679056249548e-12+0.j,0.+1.4900838500688386e-12j,4.471758211859529e-13+0.j,0.-1.3239458046695137e-13j,-3.868505228783826e-14+0.j,0.+1.1159527586006677e-14j,3.1792086161441237e-15+0.j,0.-8.947398151306599e-16j,-2.488321171600883e-16+0.j,0.+6.840209628362359e-17j,1.8590944097339133e-17+0.j,0.-4.997042585168834e-18j,-1.3286477556747915e-18+0.j,0.+3.49536820746497e-19j,9.100370211400259e-20+0.j,0.-2.3453141601310837e-20j,-5.984224097344455e-21+0.j,0.+1.5120460339542486e-21j,3.78403091661284e-22+0.j,0.-9.381145165455914e-23j,-2.304329686489999e-23+0.j,0.+5.609113357264565e-24j,1.3532414293211389e-24+0.j,0.-3.2363534080171483e-25j,-7.673649037184198e-26+0.j,0.+1.8041671191706778e-26j,4.206702518161867e-27+0.j,0.-9.728735265596733e-28j,-2.2319164199377192e-28+0.j,0.+5.079979986784317e-29j,1.147261538966476e-29+0.j,0.-2.571173515834721e-30j,-5.718991155969245e-31+0.j,0.+1.2626285392644365e-31j,2.7672443858135127e-32+0.j,0.-6.0211767731257115e-33j,-1.3008345830365596e-33+0.j,0.+2.7907004275833466e-34j,5.9456208172799e-35+0.j,0.-1.2581003210329126e-35j,-2.6442805072735807e-36+0.j,0.+5.520939606352766e-37j,1.1451693007939984e-37+0.j,0.-2.360014330629767e-38j,-4.832633802752786e-39+0.j,0.+9.83360103951358e-40j,1.9885430424840904e-40+0.j,0.-3.996543430961719e-41j,-7.98350875018135e-42+0.j,0.+1.5852385039275682e-42j,3.12908966346833e-43+0.j,0.-6.140366739625151e-44j,-1.1979898314105204e-44+0.j,0.+2.3239319166224614e-45j,4.482635096204473e-46+0.j,0.-8.598262995678313e-47j,-1.6401457080820132e-47+0.j,0.+3.111536725761635e-48j,5.8710269111703906e-49+0.j
0.42722247940995006+0.j,0.+0.16282160264826306j,0.3215247787357341+0.j,0.-0.0004691239760435086j,0.27815106209648827+0.j,0.-0.22662806297065247j,0.03479011853679792+0.j,0.-0.24819088931995273j,-0.2717879566380725+0.j,0.+0.13002849372561437j,-0.07001004893503981+0.j,0.+0.2320106440329517j,0.31257719564108544+0.j,0.-0.3161271145135839j,-0.2705805897105753+0.j,0.+0.20582187600862248j,0.14283444551314256+0.j,0.-0.09192090500230407j,-0.05547401861937393+0.j,0.+0.03165190733918498j,0.0171810471945597+0.j,0.-0.008916145138656791j,-0.004441388314269169+0.j,0.+0.0021306632777635818j,0.0009871451498777277+0.j,0.-0.00044274961512949447j,-0.0001926408458980464+0.j,0.+0.00008145943175572883j,0.00003353010522229265+0.j,0.-0.000013453961204042199j,-5.2691910356198e-6+0.j,0.+2.016593507630663e-6j,7.549682749271561e-7+0.j,0.-2.767513483149792e-7j,-9.942167081175032e-8+0.j,0.+3.503090434702505e-8j,1.2114964617059867e-8+0.j,0.-4.115199667255041e-9j,-1.3738320740175376e-9+0.j,0.+4.5103185710549595e-10j,1.4569721382496117e-10+0.j,0.-4.6332939602644316e-11j,-1.4512195418375262e-11+0.j,0.+4.478972166765089e-12j,1.3627346894925786e-12+0.j,0.-4.0889055277764877e-13j,-1.2104059856900776e-13+0.j,0.+3.5362239025193536e-14j,1.0199559846751982e-14+0.j,0.-2.905338839872302e-15j,-8.175598056458124e-16+0.j,0.+2.27340528247916e-16j,6.248704302786474e-17+0.j,0.-1.698143707645774e-17j,-4.5639473453233176e-18+0.j,0.+1.2133721371663621e-18j,3.1917991366788745e-19+0.j,0.-8.309251442895172e-20j,-2.1412419157141947e-20+0.j,0.+5.463060107068862e-21j,1.3802508434612047e-21+0.j,0.-3.4539332054919333e-22j,-8.562146617481343e-23+0.j,0.+2.1030044245151982e-23j,5.118700399991457e-24+0.j,0.-1.2348431407133382e-24j,-2.953007143629361e-25+0.j,0.+7.001377889658526e-26j,1.6460093913608627e-26+0.j,0.-3.837710305404427e-27j,-8.87487925793657e-28+0.j,0.+2.0359188964770133e-28j,4.6336346244799504e-29+0.j,0.-1.0464059009289353e-29j,-2.3450266516020386e-30+0.j,0.+5.215730356419841e-31j,1.151466334817636e-31+0.j,0.-2.5235022500144997e-32j,-5.4905856459480566e-33+0.j,0.+1.1861538621327664e-33j,2.5445697367076363e-34+0.j,0.-5.421020334573245e-35j,-1.1470497968058178e-35+0.j,0.+2.410783201395819e-36j,5.033240786246376e-37+0.j,0.-1.0439721465738753e-37j,-2.1513881286534585e-38+0.j,0.+4.405278012959894e-39j,8.963708057750507e-40+0.j,0.-1.8125757414426133e-40j,-3.642772951580485e-41+0.j,0.+7.276593397284505e-42j,1.4448274222248713e-42+0.j,0.-2.8518504367089646e-43j,-5.596167749133389e-44+0.j,0.+1.0917859796334451e-44j,2.1178540623768376e-45+0.j,0.-4.0850232897918076e-46j,-7.835390701286017e-47+0.j,0.+1.494587685027997e-47j
0.-0.3474419290888535j,0.3234756072049138+0.j,0.-0.15850504718119324j,0.24867050404754695+0.j,0.-0.22662806297065247j,0.09384406707847348+0.j,0.-0.2765519328770084j,-0.16067890407990515+0.j,0.-0.09290578005683434j,-0.25889514691726395+0.j,0.+0.24082426382852776j,0.08484273618614283+0.j,0.+0.10522356365279886j,0.24692280445032422+0.j,0.-0.3089301185215492j,-0.30127312361637276+0.j,0.+0.2520241661806612j,0.18861832932026507+0.j,0.-0.1292929872838024j,-0.08239761593394644+0.j,0.+0.04933119743854416j,0.02795954612827151+0.j,0.-0.01509067101635199j,-0.007792938596371111+0.j,0.+0.003865246061385077j,0.0018472541685370842+0.j,0.-0.0008529578289196996j,-0.000381409370654491+0.j,0.+0.00016549958597612116j,0.00006980965042917052+0.j,0.-0.00002867013030344726j,-0.000011480169871165842+0.j,0.+4.487639190268083e-6j,1.7144784783333688e-6+0.j,0.-6.408237926485542e-7j,-2.345558666362638e-7+0.j,0.+8.414519304814092e-8j,2.9609549377871734e-8+0.j,0.-1.0227543189657254e-8j,-3.470099085785331e-9+0.j,0.+1.1572213720409333e-9j,3.795327120418528e-10+0.j,0.-1.224834634636108e-10j,-3.8915552889686746e-11+0.j,0.+1.2178524297140391e-11j,3.7556707180803194e-12+0.j,0.-1.1417892658583938e-12j,-3.423448382930986e-13+0.j,0.+1.0127102068179337e-13j,2.956688392341694e-14+0.j,0.-8.52260138158664e-15j,-2.4261902167014697e-15+0.j,0.+6.823331113840434e-16j,1.8963278981241544e-16+0.j,0.-5.209503200046079e-17j,-1.4150116792874215e-17+0.j,0.+3.801144366740485e-18j,1.0100998038656583e-18+0.j,0.-2.655890938104599e-19j,-6.911120012368726e-20+0.j,0.+1.780209584949804e-20j,4.5401151932102224e-21+0.j,0.-1.1466230797762635e-21j,-2.8682321167072877e-22+0.j,0.+7.107655159096485e-23j,1.745149118455061e-23+0.j,0.-4.246252375876235e-24j,-1.024038865230006e-24+0.j,0.+2.448117623605878e-25j,5.802548793811027e-26+0.j,0.-1.363764081025616e-26j,-3.178738102411603e-27+0.j,0.+7.3489351548074535e-28j,1.6854095486645602e-28+0.j,0.-3.8348928026427673e-29j,-8.658075931877768e-30+0.j,0.+1.939822170666136e-30j,4.3134544546985755e-31+0.j,0.-9.520509227351384e-32j,-2.0859997643140166e-32+0.j,0.+4.537676380333038e-33j,9.800827028858499e-34+0.j,0.-2.1020612169811048e-34j,-4.4773774029459096e-35+0.j,0.+9.471938575673881e-36j,1.990356511647258e-36+0.j,0.-4.154690163357774e-37j,-8.615888814724827e-38+0.j,0.+1.7752197862636514e-38j,3.6343834724648e-39+0.j,0.-7.393856309637754e-40j,-1.494882604371098e-40+0.j,0.+3.003809143607751e-41j,5.999281957405577e-42+0.j,0.-1.191021623756866e-42j,-2.350522644197302e-43+0.j,0.+4.611730380507545e-44j,8.995961892098367e-45+0.j,0.-1.744794994162735e-45j,-3.364980280223231e-46+0.j
-0.25794061809536056+0.j,0.-0.38199061294329484j,0.06908470507176688+0.j,0.-0.2966927826320172j,0.03479011853679792+0.j,0.-0.2765519328770084j,-0.11146787293070023+0.j,0.-0.17942233427372564j,-0.2545091959474992+0.j,0.+0.07841767818971082j,-0.1554444511967886+0.j,0.+0.2630904132872924j,0.19810364005078798+0.j,0.-0.028430406147987156j,0.14783133420341568+0.j,0.-0.2647964733781801j,-0.30487440563758267+0.j,0.+0.284189784076879j,0.23070951635901885+0.j,0.-0.16890663108812654j,-0.11381333380475286+0.j,0.+0.07153307433397671j,0.042335152334702676+0.j,0.-0.02376040263262464j,-0.01271632152115445+0.j,0.+0.006518500425027858j,0.003212130965814132+0.j,0.-0.001526238774374393j,-0.0007010716463960006+0.j,0.+0.00031202161557382737j,0.00013481444139260785+0.j,0.-0.000056645205203416295j,-0.000023180696815145114+0.j,0.+9.251619301535247e-6j,3.6055280295365466e-6+0.j,0.-1.3736024081238732e-6j,-5.12072863520718e-7+0.j,0.+1.8697375013305316e-7j,6.692281172098169e-8+0.j,0.-2.3499022286044583e-8j,-8.100637065507779e-9+0.j,0.+2.7432865441411844e-9j,9.132175424053866e-10+0.j,0.-2.990050801848124e-10j,-9.634248843243104e-11+0.j,0.+3.0564055351453465e-11j,9.551317872541368e-12+0.j,0.-2.9414938405334765e-12j,-8.931138996069927e-13+0.j,0.+2.674556158251548e-13j,7.902506932018778e-14+0.j,0.-2.304623760644063e-14j,-6.635947031850512e-15+0.j,0.+1.887173830240883e-15j,5.302230581726051e-16+0.j,0.-1.472205063745093e-16j,-4.040735424056613e-17+0.j,0.+1.0966016471563058e-17j,2.943354780561145e-18+0.j,0.-7.815300621290046e-19j,-2.0533254209713376e-19+0.j,0.+5.3391779863280277e-20j,1.3743176362822294e-20+0.j,0.-3.502546100017932e-21j,-8.83993509984793e-22+0.j,0.+2.2098559759566823e-22j,5.472763382803174e-23+0.j,0.-1.3429270243578747e-23j,-3.265680463399537e-24+0.j,0.+7.871190008968626e-25j,1.8807019875362146e-25+0.j,0.-4.4553063097118477e-26j,-1.0465887419990218e-26+0.j,0.+2.4382389683455197e-27j,5.6342616685715585e-28+0.j,0.-1.2915618645154571e-28j,-2.937419560718121e-29+0.j,0.+6.628918994585072e-30j,1.4845579345767614e-30+0.j,0.-3.2997381650976106e-31j,-7.280117430664066e-32+0.j,0.+1.5944874987721218e-32j,3.4671574705258264e-33+0.j,0.-7.485835934516573e-34j,-1.6049616249485247e-34+0.j,0.+3.417344251235813e-35j,7.226924261949764e-36+0.j,0.-1.518094588874038e-36j,-3.1678420245052622e-37+0.j,0.+6.567276978018826e-38j,1.3526987344871057e-38+0.j,0.-2.768513364568893e-39j,-5.6306289092263744e-40+0.j,0.+1.1380622198193634e-40j,2.2861628551891727e-41+0.j,0.-4.564705970316124e-42j,-9.059716071801591e-43+0.j,0.+1.7874890818989574e-43j,3.5061412692688443e-44+0.j,0.-6.837574895947389e-45j
0.+0.17728984073862597j,-0.36004528057325946+0.j,0.-0.2516664318550954j,-0.1586987374654016+0.j,0.-0.24819088931995273j,-0.16067890407990515+0.j,0.-0.17942233427372564j,-0.2347898890723426+0.j,0.-0.016879215742879455j,-0.23468762685001032+0.j,0.+0.20056839523600745j,-0.014030492125329547+0.j,0.+0.20830400660693676j,0.25042873687591827+0.j,0.-0.14181529933531278j,0.034400851871845405+0.j,0.-0.19078588525093634j,-0.2797808153230443+0.j,0.+0.29714434907727627j,0.2640017136132256+0.j,0.-0.20727721079838243j,-0.1479637830537044+0.j,0.+0.09771644600066534j,0.060407787510705885+0.j,0.-0.03525543127636181j,-0.01955124015348269+0.j,0.+0.010354980417047275j,0.005259473151496453+0.j,0.-0.002570611290329724j,-0.0012125006838047978+0.j,0.+0.0005532843551522813j,0.00024477197638802064+0.j,0.-0.00010517979830939659j,-0.00004397197178345156+0.j,0.+0.000017911395061507706j,7.1180902046583395e-6+0.j,0.-2.7630753820240703e-6j,-1.0487780862852385e-6+0.j,0.+3.8963772376976696e-7j,1.4181222117964204e-7+0.j,0.-5.060561179046344e-8j,-1.7719246978494996e-8+0.j,0.+6.091972152580643e-9j,2.0578757147381522e-9+0.j,0.-6.834265069626108e-10j,-2.2326525725028665e-10+0.j,0.+7.178544844219498e-11j,2.272754496121472e-11+0.j,0.-7.088776660531393e-12j,-2.1791275045518537e-12+0.j,0.+6.604890478966541e-13j,1.9746463241142342e-13+0.j,0.-5.825238269436921e-14j,-1.696251615563112e-14+0.j,0.+4.877113172352702e-15j,1.3850580141499783e-15+0.j,0.-3.886293626252664e-16j,-1.0776792974500243e-16+0.j,0.+2.954253653517786e-17j,8.007980611190637e-18+0.j,0.-2.1469549032923405e-18j,-5.694433565122369e-19+0.j,0.+1.4945295011724372e-19j,3.882213065375319e-20+0.j,0.-9.983110327596108e-21j,-2.541856956409758e-21+0.j,0.+6.409420688461292e-22j,1.6008453598695745e-22+0.j,0.-3.9611418263388375e-23j,-9.711949804658863e-24+0.j,0.+2.3598228958324528e-24j,5.683406233487432e-25+0.j,0.-1.356941849419257e-25j,-3.2121932680508336e-26+0.j,0.+7.540366519587e-27j,1.755472362393499e-27+0.j,0.-4.053822334967227e-28j,-9.286694290111643e-29+0.j,0.+2.1107561996514968e-29j,4.760455884689364e-30+0.j,0.-1.0654768054406746e-30j,-2.3668695634338435e-31+0.j,0.+5.219007547995625e-32j,1.1424357607126875e-32+0.j,0.-2.4828561091136986e-33j,-5.3578623159951986e-34+0.j,0.+1.148140079122625e-34j,2.4434499111954354e-35+0.j,0.-5.1648534265288584e-36j,-1.0844217641393904e-36+0.j,0.+2.2618444107240466e-37j,4.686936938164117e-38+0.j,0.-9.649704325534052e-39j,-1.9741180215356958e-39+0.j,0.+4.013296338072495e-40j,8.108346255375281e-41+0.j,0.-1.6281686383726958e-41j,-3.249636779762894e-42+0.j,0.+6.447184777500387e-43j,1.2715576294895584e-43+0.j
0.11398612504760333+0.j,0.+0.2941677080327318j,-0.34182819695138444+0.j,0.-0.052080361290432274j,-0.2717879566380725+0.j,0.-0.09290578005683434j,-0.2545091959474992+0.j,0.-0.016879215742879455j,-0.2456421544269595+0.j,0.+0.13298614986047944j,-0.13343598413967336+0.j,0.+0.24420800720007985j,0.11674249371436782+0.j,0.+0.10452675133252275j,0.24010783497314925+0.j,0.-0.21630616239268718j,-0.07401307456492187+0.j,0.-0.09823450737174524j,-0.2286262494542166+0.j,0.+0.28819383597539344j,0.2841572582069817+0.j,0.-0.24069613434786283j,-0.18254469722664787+0.j,0.+0.12684791868104714j,0.08196235049658664+0.j,0.-0.04975317871438328j,-0.02858890367225143+0.j,0.+0.015641806023244744j,0.008186833235376277+0.j,0.-0.004114737031706124j,-0.001992270723086468+0.j,0.+0.0009317684832590248j,0.0004219200122691938+0.j,0.-0.00018534999076877176j,-0.00007913465091240558+0.j,0.+0.0000328878900490933j,0.000013323267303730963+0.j,0.-5.26792049045998e-6j,-2.0352464980181866e-6+0.j,0.+7.691205347819111e-7j,2.8456556728933303e-7+0.j,0.-1.031709740585274e-7j,-3.668314348669678e-8+0.j,0.+1.2800572819324e-8j,4.386746436487919e-9+0.j,0.-1.4773428790928486e-9j,-4.892177882000223e-10+0.j,0.+1.5938406605470575e-10j,5.1113254391677875e-11+0.j,0.-1.6142786364830227e-11j,-5.0231661874224996e-12+0.j,0.+1.5406958635000235e-12j,4.659854188629e-13+0.j,0.-1.3903042452546026e-13j,-4.093423521302976e-14+0.j,0.+1.1897394149832945e-14j,3.414655020969712e-15+0.j,0.-9.680685840489834e-16j,-2.71180053700122e-16+0.j,0.+7.5079898663816e-17j,2.0550402246907033e-17+0.j,0.-5.562357030709429e-18j,-1.489174443910317e-18+0.j,0.+3.9444113291801217e-19j,1.0338706050360035e-19+0.j,0.-2.6821989818706428e-20j,-6.888843156349455e-21+0.j,0.+1.751936008136157e-21j,4.412549841746917e-22+0.j,0.-1.1008803293130287e-22j,-2.721111846922711e-23+0.j,0.+6.664726829462731e-24j,1.6177791139549468e-24+0.j,0.-3.89247402997308e-25j,-9.284706674288337e-26+0.j,0.+2.195890564960255e-26j,5.1500941367993456e-27+0.j,0.-1.1979577496152496e-27j,-2.7640611240543745e-28+0.j,0.+6.326881379792079e-29j,1.4368849275952853e-29+0.j,0.-3.2381517306486475e-30j,-7.242130844385073e-31+0.j,0.+1.6076038377546028e-31j,3.5422830616963576e-32+0.j,0.-7.748644188248386e-33j,-1.6828745115969223e-33+0.j,0.+3.6291536181085064e-34j,7.77193922621605e-35+0.j,0.-1.6529720411803383e-35j,-3.491838918853369e-36+0.j,0.+7.327147014810617e-37j,1.5273761666264911e-37+0.j,0.-3.163187252609766e-38j,-6.508906143166903e-39+0.j,0.+1.3308552848684321e-39j,2.704132617253809e-40+0.j,0.-5.460510206102414e-41j,-1.0959215631752021e-41+0.j,0.+2.1862451893161934e-42j
