0.00017699664199113095+0.j,0.-0.0007357348161327353j,-0.0021625322422377307+0.j,0.+0.005189891099113654j,0.010786598916793686+0.j,0.-0.020051912895052926j,-0.034028003224323054+0.j,0.+0.05346181840194326j,0.0785696853592986+0.j,0.-0.10886544204291922j,-0.14310220360659268+0.j,0.+0.17935201486114374j,0.2152146930703711+0.j,0.-0.24811700087120964j,-0.27564415402716075+0.j,0.+0.2958417329498942j,0.30743671256653987+0.j,0.-0.3099470790884641j,-0.30367397655556466+0.j,0.+0.28959233130044354j,0.26917104488195215+0.j,0.-0.24416025739307606j,-0.21638139422722094+0.j,0.+0.18754793118676702j,0.15913398488562497+0.j,0.-0.13229676200993867j,-0.10784967034789456+0.j,0.+0.08627663952602871j,0.06777514984149095+0.j,0.-0.052315185376786894j,-0.03970300900955489+0.j,0.+0.029641409856749398j,0.021781117025811366+0.j,0.-0.015760843605557608j,-0.011235600328682855+0.j,0.+0.007894389334283646j,0.0054691970612173605+0.j,0.-0.0037374809766385748j,-0.0025202491306904958+0.j,0.+0.00167751901312319j,0.001102538431227992+0.j,0.-0.0007157446152066039j,-0.0004590814294633439+0.j,0.+0.0002910125902679816j,0.00018236509675983114+0.j,0.-0.00011300346116305486j,-0.0000692578668130697+0.j,0.+0.00004199295755630131j,0.000025194870207043793+0.j,0.-0.000014961335658879887j,-8.795117490656325e-6+0.j,0.+5.119326613408879e-6j,2.950988028925682e-6+0.j,0.-1.6849452515323533e-6j,-9.53114760206502e-7+0.j,0.+5.34219985917663e-7j,2.9674430926865943e-7+0.j,0.-1.6338088808137892e-7j,-8.917508597406647e-8+0.j,0.+4.82584992456163e-8j,2.589729881406695e-8+0.j,0.-1.3783065863854822e-8j,-7.276227474571331e-9+0.j,0.+3.81059044548644e-9j,1.979969809898711e-9+0.j,0.-1.0208411569867762e-9j,-5.22327010257775e-10+0.j,0.+2.6525364721988325e-10j,1.337097845065763e-10+0.j,0.-6.691060004675692e-11j,-3.3243151259974404e-11+0.j,0.+1.6399450353947148e-11j,8.033768727478901e-12+0.j,0.-3.908536539145096e-12j,-1.8886635446513183e-12+0.j,0.+9.065259632349805e-13j,4.3224475481118774e-13+0.j,0.-2.0475789229311555e-13j,-9.637172444328219e-14+0.j,0.+4.507049891844003e-14j,2.094612318072892e-14+0.j,0.-9.674252644760432e-15j,-4.4408569089082535e-15+0.j,0.+2.0262079484590078e-15j,9.189685585323717e-16+0.j,0.-4.143310408460092e-16j,-1.8571822594391666e-16+0.j,0.+8.276585031499516e-17j,3.667466252857119e-17+0.j,0.-1.615948084242927e-17j,-7.080475598425744e-18+0.j,0.+3.0853043774016867e-18j,1.3370892056817331e-18+0.j,0.-5.763352589281687e-19j,-2.470970405101734e-19+0.j,0.+1.0538092887548054e-19j,4.470773694166713e-20+0.j,0.-1.886918319193162e-20j,-7.923122015955162e-21+0.j,0.+3.31005361142416e-21j
0.-0.0007357348161327353j,-0.0028812857840505674+0.j,0.+0.007948668914129346j,0.017827582117025766+0.j,0.-0.03445765811401562j,-0.059231676441396+0.j,0.+0.09232972116922449j,0.13219899510935068+0.j,0.-0.1753834688224465j,-0.2168198455080997+0.j,0.+0.25058058335198097j,0.2709092498303381+0.j,0.-0.2733049645967897j,-0.2553983739383115+0.j,0.+0.21742129573412491j,0.1621816322395332+0.j,0.-0.09457761363383226j,-0.020785529449441623+0.j,0.-0.05269038163151793j,-0.11991466772745672+0.j,0.+0.1762134158971828j,0.2185779864459789+0.j,0.-0.24576483868144977j,-0.25813458408215756+0.j,0.+0.2573096573946909j,0.24574235078966153+0.j,0.-0.2262772015776551j,-0.20177094276487442+0.j,0.+0.17480716911068675j,0.14751801537102643+0.j,0.-0.1215056858448574j,-0.09784439425436647+0.j,0.+0.0771379818546839j,0.059608746240092464+0.j,0.-0.04519688374571401j,-0.033655525588203505+0.j,0.+0.024632126763302356j,0.017731967922591223+0.j,0.-0.01256327718899144j,-0.008765885475528637+0.j,0.+0.006026560105972853j,0.0040845028478908255+0.j,0.-0.002730258086955555j,-0.0018007250497361327+0.j,0.+0.001172308879816597j,0.0007536125525813472+0.j,0.-0.00047853755018781183j,-0.00030025283207617205+0.j,0.+0.00018620639457823224j,0.00011417321925955064+0.j,0.-0.00006923331438802765j,-0.00004152982477700335+0.j,0.+0.000024649402612409002j,0.000014479582646067178+0.j,0.-8.419886881000158e-6j,-4.847857169155557e-6+0.j,0.+2.7642376580403194e-6j,1.56123318311278e-6+0.j,0.-8.735912071833343e-7j,-4.843672184082472e-7+0.j,0.+2.6615954208629516e-7j,1.449712972415499e-7+0.j,0.-7.828234513878888e-8j,-4.191350666216404e-8+0.j,0.+2.2254439036192884e-8j,1.1719622250140572e-8+0.j,0.-6.1221580878728855e-9j,-3.1728317118388494e-9+0.j,0.+1.6315364231052392e-9j,8.325447285354969e-10+0.j,0.-4.2163001922518556e-10j,-2.1194298330068477e-10+0.j,0.+1.057593998069313e-10j,5.239365196549768e-11+0.j,0.-2.5771757494331104e-11j,-1.2588083678501056e-11+0.j,0.+6.106166913964684e-12j,2.94180030554651e-12+0.j,0.-1.4077773833536338e-12j,-6.692228019950709e-13+0.j,0.+3.1605452364299883e-13j,1.4830143897304222e-13+0.j,0.-6.914445068997772e-14j,-3.203564594157677e-14+0.j,0.+1.4750559143952604e-14j,6.750191505179448e-15+0.j,0.-3.070359545108362e-15j,-1.3882254602256413e-15+0.j,0.+6.239642600139829e-16j,2.788167848942758e-16+0.j,0.-1.2387036786473148e-16j,-5.471852325596298e-17+0.j,0.+2.4035224025965718e-17j,1.0498726643671702e-17+0.j,0.-4.560651410035616e-18j,-1.9703594648169077e-18+0.j,0.+8.466781153684328e-19j,3.618852374994793e-19+0.j,0.-1.5386076587135944e-19j,-6.507492807235102e-20+0.j
-0.0021625322422377307+0.j,0.+0.007948668914129346j,0.020482095196110002+0.j,0.-0.04266520313528951j,-0.07606877241826047+0.j,0.+0.11961627045978289j,0.16879083210367513+0.j,0.-0.21583706035566694j,-0.25110351625834304+0.j,0.+0.26525019018488727j,0.25170313258892707+0.j,0.-0.2086151747294021j,-0.13973098642220036+0.j,0.+0.053894218265214684j,-0.03665804023102024+0.j,0.+0.1187351574553635j,0.18072863235611508+0.j,0.-0.21464422117620724j,-0.21722848870625439+0.j,0.+0.19006038409590367j,0.13873748025210506+0.j,0.-0.07146565486452162j,0.0025689550023744526+0.j,0.-0.07469873126174947j,-0.13789873613131487+0.j,0.+0.18742090283238017j,0.22094409753553265+0.j,0.-0.23833378773801886j,-0.2411501394348507+0.j,0.+0.2320487932050045j,0.21419531830832203+0.j,0.-0.19077607803470603j,-0.16464728071487925+0.j,0.+0.13812903728015394j,0.11292676148343167+0.j,0.-0.09014904278506439j,-0.07038753068908091+0.j,0.+0.0538275256951099j,0.0403648393445281+0.j,0.-0.029712518850143255j,-0.02148847082102492+0.j,0.+0.015280904929630525j,0.010692544505345137+0.j,0.-0.007366846877050328j,-0.005000402539786064+0.j,0.+0.003345669317597958j,0.0022076419371199417+0.j,0.-0.0014372690409929236j,-0.0009236193254206075+0.j,0.+0.0005860873201058216j,0.0003673698483044064+0.j,0.-0.00022754322592490015j,-0.00013930983682060042+0.j,0.+0.00008433098684448355j,0.000050489694887955646+0.j,0.-0.000029905039065902784j,-0.00001752757440277551+0.j,0.+0.000010168086000187045j,5.8397669160836295e-6+0.j,0.-3.321122822444993e-6j,-1.870670514406667e-6+0.j,0.+1.043802563091564e-6j,5.770721194913418e-7+0.j,0.-3.1616294872617484e-7j,-1.7168652194683778e-7+0.j,0.+9.242254547899758e-8j,4.9329353972518914e-8+0.j,0.-2.6108704014025513e-8j,-1.3705083130036717e-8+0.j,0.+7.1360227501801376e-9j,3.686111430384209e-9+0.j,0.-1.8891905345589892e-9j,-9.608011794379787e-10+0.j,0.+4.849481168683504e-10j,2.429476751715602e-10+0.j,0.-1.208192089166638e-10j,-5.965041163380179e-11+0.j,0.+2.924098806803249e-11j,1.4233682028271561e-11+0.j,0.-6.880708995809943e-12j,-3.3035632001711322e-12+0.j,0.+1.5754588935849306e-12j,7.463574858261543e-13+0.j,0.-3.5127016095941273e-13j,-1.642586586566486e-13+0.j,0.+7.632116297342664e-14j,3.523931269207638e-14+0.j,0.-1.61700256366968e-14j,-7.374438914796e-15+0.j,0.+3.3428395622176606e-15j,1.5062698866373849e-15+0.j,0.-6.747181314468726e-16j,-3.004727749789531e-16+0.j,0.+1.3303965594673298e-16j,5.857060214490814e-17+0.j,0.-2.5640678204126006e-17j,-1.1162424903074465e-17+0.j,0.+4.832747934613933e-18j,2.080956453502094e-18+0.j,0.-8.912328644392481e-19j
0.+0.005189891099113654j,0.017827582117025766+0.j,0.-0.04266520313528951j,-0.08191071711386393+0.j,0.+0.1332929681485517j,0.1888643823481531+0.j,0.-0.23592050530683417j,-0.2601580975667079+0.j,0.+0.250166365126518j,0.20165355946155755+0.j,0.-0.11978746114828255j,-0.01868364457691392+0.j,0.-0.08188801858444755j,-0.1615317621615082+0.j,0.+0.2044009567082956j,0.20298428007296354+0.j,0.-0.15952604906923473j,-0.0849074435448076+0.j,0.-0.004439157459548351j,-0.09055115824209085+0.j,0.+0.157775799937268j,0.1955534547046182+0.j,0.-0.19969517895780514j,-0.17215740611124958+0.j,0.+0.1196651703228775j,0.05171466007962724+0.j,0.+0.021505396604939248j,0.09085173229844079+0.j,0.-0.14938218687224317j,-0.19286913824798688+0.j,0.+0.21975240183727202j,0.2306954611223713+0.j,0.-0.22793277088528333j,-0.21457546195694976+0.j,0.+0.1939971314220221j,0.16936838451981698+0.j,0.-0.14336143429925807j,-0.11801145903066707+0.j,0.+0.09470143061931513j,0.07423001220235535+0.j,0.-0.05692429982707508j,-0.042766701180755755+0.j,0.+0.03151472505804955j,0.022801522233991425+0.j,0.-0.016212340238299684j,-0.011337157597320423+0.j,0.+0.007802754658230534j,0.00528877663147273+0.j,0.-0.003532469344269685j,-0.0023262039808987847+0.j,0.+0.0015110354745594813j,0.0009686205467619094+0.j,0.-0.0006130063855247183j,-0.00038315629699447703+0.j,0.+0.00023661515746292743j,0.00014441444017302454+0.j,0.-0.00008713986711386561j,-0.000051998395033700906+0.j,0.+0.00003069381784495781j,0.00001792727319123426+0.j,0.-0.000010363064691704022j,-5.9302843172692256e-6+0.j,0.+3.360266293082134e-6j,1.885712826604112e-6+0.j,0.-1.0482612449806348e-6j,-5.773511204508918e-7+0.j,0.+3.151139636136416e-7j,1.704627912272544e-7+0.j,0.-9.141127510684835e-8j,-4.860142980692586e-8+0.j,0.+2.5623914805744817e-8j,1.3398447193826929e-8+0.j,0.-6.949265606661493e-9j,-3.5756859654773843e-9+0.j,0.+1.8254679090414822e-9j,9.247826819210899e-10+0.j,0.-4.6495416636050296e-10j,-2.320267361630299e-10+0.j,0.+1.1494075798853607e-10j,5.65284743047392e-11+0.j,0.-2.760356135899312e-11j,-1.3384852292819537e-11+0.j,0.+6.445508729941565e-12j,3.082756030516897e-12+0.j,0.-1.4645403463887055e-12j,-6.91169260840585e-13+0.j,0.+3.240618183910913e-13j,1.509628379078425e-13+0.j,0.-6.987925469553868e-14j,-3.2143914588946997e-14+0.j,0.+1.4694568366836177e-14j,6.676622269194765e-15+0.j,0.-3.0153110439623614e-15j,-1.3536778943986998e-15+0.j,0.+6.041408450195458e-16j,2.6805977029562144e-16+0.j,0.-1.1825672123170614e-16j,-5.187405608260452e-17+0.j,0.+2.2627338922532523e-17j,9.815302608718135e-18+0.j
0.010786598916793686+0.j,0.-0.03445765811401562j,-0.07606877241826047+0.j,0.+0.1332929681485517j,0.1951235709645373+0.j,0.-0.24350708900334142j,-0.2590232787188494+0.j,0.+0.22861555064637523j,0.15202325331163938+0.j,0.-0.0438644615477405j,0.0698776466662351+0.j,0.-0.15981319939788033j,-0.202555963284975+0.j,0.+0.18809968770466132j,0.12262590668015128+0.j,0.-0.02605901017711348j,0.0744117942661078+0.j,0.-0.15240090188804326j,-0.18934217166484293+0.j,0.+0.17852537360374127j,0.12544052667099775+0.j,0.-0.04492586163908706j,0.04356976502395411+0.j,0.-0.12104261097227452j,-0.1729873415751114+0.j,0.+0.19167988122220658j,0.1765435536052406+0.j,0.-0.13295234267062994j,-0.0701028111198765+0.j,0.-0.0013672598505863355j,-0.07146349179983456+0.j,0.+0.1322904940198527j,0.17877293574669006+0.j,0.-0.20871632552976485j,-0.22238860467738414+0.j,0.+0.22183831187351163j,0.21014470267706944+0.j,0.-0.19074337259204333j,-0.1669095827593624+0.j,0.+0.14142647680230452j,0.11642522047824976+0.j,0.-0.09336095318127749j,-0.073080175457159+0.j,0.+0.0559375630865145j,0.04192858693884339+0.j,0.-0.030814848457748158j,-0.022229033025842167+0.j,0.+0.015754374174913082j,0.010979023537282405+0.j,0.-0.00752889205961923j,-0.005083857513241402+0.j,0.+0.0033823081061916927j,0.0022183469320569108+0.j,0.-0.0014350300998701511j,-0.0009160284110954361+0.j,0.+0.0005772434824633735j,0.0003592390448276294+0.j,0.-0.00022087302926466218j,-0.00013421037660251708+0.j,0.+0.00008062204397951257j,0.000047893578116654094+0.j,0.-0.000028143639235810865j,-0.00001636362104502996+0.j,0.+9.416403591082e-6j,5.364159423737803e-6+0.j,0.-3.025717473443288e-6j,-1.6902827711072024e-6+0.j,0.+9.353719360583952e-7j,5.128481453160948e-7+0.j,0.-2.7864699034839186e-7j,-1.500579725075893e-7+0.j,0.+8.010832195125555e-8j,4.240153829756952e-8+0.j,0.-2.2255618714924764e-8j,-1.1585579244789213e-8+0.j,0.+5.982452194759248e-9j,3.064679853674891e-9+0.j,0.-1.5577369201155784e-9j,-7.857110195517281e-10+0.j,0.+3.9331989128468813e-10j,1.9543215675615743e-10+0.j,0.-9.639713155951091e-11j,-4.7206238778944464e-11+0.j,0.+2.2953531471304476e-11j,1.1083082166196228e-11+0.j,0.-5.3146806461385025e-12j,-2.5312943543796866e-12+0.j,0.+1.1975646038559992e-12j,5.628423836382119e-13+0.j,0.-2.6281231123320615e-13j,-1.2193098393107394e-13+0.j,0.+5.621202335012933e-14j,2.5752974175904662e-14+0.j,0.-1.1725837638186288e-14j,-5.306558964884759e-15+0.j,0.+2.3870865132028413e-15j,1.0674361581377904e-15+0.j,0.-4.745324846940148e-16j,-2.0973512498315533e-16+0.j,0.+9.216959866617543e-17j
0.-0.020051912895052926j,-0.059231676441396+0.j,0.+0.11961627045978289j,0.1888643823481531+0.j,0.-0.24350708900334142j,-0.25754765336557855+0.j,0.+0.21476663119801687j,0.11850789501572602+0.j,0.+0.006572389497375221j,0.12241808601706633+0.j,0.-0.19193383555363328j,-0.19344188975692622+0.j,0.+0.12896295946007805j,0.023059112069271324+0.j,0.+0.08679367624405511j,0.1639515054968176+0.j,0.-0.18494471664326678j,-0.14609941644866972+0.j,0.+0.06282014304807584j,-0.03722337015309034+0.j,0.+0.12386116319501789j,0.17356096312860347+0.j,0.-0.1752319629133292j,-0.13156727604514407+0.j,0.+0.05638638838417296j,-0.030485210596725692+0.j,0.+0.10890904323270151j,0.16309635663695057+0.j,0.-0.1843039746071371j,-0.1713716146612842+0.j,0.+0.12949906119257296j,0.06798077592954252+0.j,0.+0.002338738234204749j,0.07127958478208088+0.j,0.-0.1308528933956223j,-0.1759952224443732+0.j,0.+0.20460294800408627j,0.21707008782321047+0.j,0.-0.215564069839495j,-0.20324618554821236+0.j,0.+0.18358404034960263j,0.15983632417198995+0.j,0.-0.13473224022372143j,-0.11032715602746+0.j,0.+0.08799384085924275j,0.06850202736955646+0.j,0.-0.052143062429878526j,-0.03886609008637107+0.j,0.+0.028403519463581717j,0.020373831189032528+0.j,0.-0.014357732551204245j,-0.009948945500987145+0.j,0.+0.006783785964822699j,0.004554743211371719+0.j,0.-0.003013125125015018j,-0.0019650469438625127+0.j,0.+0.001264013277215097j,0.0008023353237004507+0.j,0.-0.000502774000070311j,-0.0003111542028559084+0.j,0.+0.00019025045382495468j,0.0001149670283859965+0.j,0.-0.00006868457696181363j,-0.00004058032523041655+0.j,0.+0.000023717363518386888j,0.000013716048116374738+0.j,0.-7.850800507925285e-6j,-4.448626921094983e-6+0.j,0.+2.4961143624581135e-6j,1.387151222665185e-6+0.j,0.-7.636490085900463e-7j,-4.165431782989875e-7+0.j,0.+2.2516672068981605e-7j,1.2064362783079099e-7+0.j,0.-6.408188511670021e-8j,-3.374958454113129e-8+0.j,0.+1.7626759040164905e-8j,9.130893343945176e-9+0.j,0.-4.691958353110186e-9j,-2.3919715098322518e-9+0.j,0.+1.2099779707811328e-9j,6.074003366585922e-10+0.j,0.-3.026238705065818e-10j,-1.4966302117166594e-10+0.j,0.+7.347841779421379e-11j,3.581691162358482e-11+0.j,0.-1.733592438324767e-11j,-8.33263488790044e-12+0.j,0.+3.9777609608076046e-12j,1.8860756557836597e-12+0.j,0.-8.883527388099185e-13j,-4.1567915534742425e-13+0.j,0.+1.9324883255641959e-13j,8.926877393448475e-14+0.j,0.-4.097731157752015e-14j,-1.869324331316789e-14+0.j,0.+8.475362281461025e-15j,3.8194291606057316e-15+0.j,0.-1.7109545498025855e-15j,-7.619223059964184e-16+0.j
-0.034028003224323054+0.j,0.+0.09232972116922449j,0.16879083210367513+0.j,0.-0.23592050530683417j,-0.2590232787188494+0.j,0.+0.21476663119801687j,0.1069103241417011+0.j,0.+0.030867126126073504j,0.14799444468498277+0.j,0.-0.19969342412375451j,-0.1676697596763304+0.j,0.+0.06839034827656443j,-0.05471859968043479+0.j,0.+0.15069713014564826j,0.18251184172501125+0.j,0.-0.1409920930507484j,-0.0461186394069517+0.j,0.-0.06337831409874113j,-0.14644612072032323+0.j,0.+0.17495715044080773j,0.14223155473710725+0.j,0.-0.06280913171714925j,0.03497611318847541+0.j,0.-0.11981585398717765j,-0.16744711240377652+0.j,0.+0.1668314943727296j,0.1213581150891336+0.j,0.-0.045742792108020756j,0.039565408245447214+0.j,0.-0.11437256384388764j,-0.16343927329690994+0.j,0.+0.17899222608826884j,0.16096370507186272+0.j,0.-0.11547629759454585j,-0.052377402426143436+0.j,0.-0.017376686161587808j,-0.08388823791137988+0.j,0.+0.1397189449084096j,0.18046984745328645+0.j,0.-0.20467486462337936j,-0.2132381291421739+0.j,0.+0.20865902583434845j,0.1942471771787782+0.j,0.-0.17346203197331928j,-0.14944221087260506+0.j,0.+0.12473343492276817j,0.10118698985504945+0.j,0.-0.07998291183007071j,-0.061729262579184825+0.j,0.+0.0465955207723226j,0.03444917902862079+0.j,0.-0.024976309519664164j,-0.01777684917890364+0.j,0.+0.012432660708100883j,0.008550970265499069+0.j,0.-0.005788013797710194j,-0.003858292904661121+0.j,0.+0.00253439124822518j,0.00164135674996755+0.j,0.-0.001048578820395006j,-0.0006611018463990899+0.j,0.+0.00041151906797827134j,0.000253009881571594+0.j,0.-0.00015369884284482417j,-0.0000922865312748071+0.j,0.+0.00005478733001782506j,0.00003216821314202047+0.j,0.-0.000018685377526895702j,-0.000010740415351478082+0.j,0.+6.110746446730537e-6j,3.4421146004837075e-6+0.j,0.-1.920051148061685e-6j,-1.0608410155590058e-6+0.j,0.+5.806667147368072e-7j,3.1493983480499726e-7+0.j,0.-1.6929078907944217e-7j,-9.020312333106183e-8+0.j,0.+4.765038704957836e-8j,2.4959672568590508e-8+0.j,0.-1.2966029423884752e-8j,-6.680918011881588e-9+0.j,0.+3.414987387168258e-9j,1.7319138972555095e-9+0.j,0.-8.715772383706892e-10j,-4.352952143353761e-10+0.j,0.+2.1578158441733535e-10j,1.0618165558248178e-10+0.j,0.-5.1872790566073885e-11j,-2.5161320172844168e-11+0.j,0.+1.2119313449640023e-11j,5.7972091250878265e-12+0.j,0.-2.754231268603682e-12j,-1.2997657672061932e-12+0.j,0.+6.093327190703616e-13j,2.837976786823468e-13+0.j,0.-1.3133097026002607e-13j,-6.039032275192958e-14+0.j,0.+2.7596008155876195e-14j,1.25325572389771e-14+0.j,0.-5.656951614508159e-15j
0.+0.05346181840194326j,0.13219899510935068+0.j,0.-0.21583706035566694j,-0.2601580975667079+0.j,0.+0.22861555064637523j,0.11850789501572602+0.j,0.+0.030867126126073504j,0.15540604928499874+0.j,0.-0.19951756388634562j,-0.14593089141469956+0.j,0.+0.024748747825934753j,-0.10273624174184458+0.j,0.+0.17551305649615648j,0.16219325059340978+0.j,0.-0.07362869557730618j,0.0456555513457864+0.j,0.-0.14070244155194733j,-0.17144516489847816+0.j,0.+0.12845191711226847j,0.03360605813246433+0.j,0.+0.07226979839990628j,0.14767207248301267+0.j,0.-0.16630009525357967j,-0.12484458681030332+0.j,0.+0.041222385754518996j,-0.05433426557594453+0.j,0.+0.1308584595657977j,0.16647553785663993+0.j,0.-0.15364728840633887j,-0.09916068460108769+0.j,0.+0.020007770025577708j,-0.06272749632641736+0.j,0.+0.12980940132179347j,0.16806468545523343+0.j,0.-0.17220657734345748j,-0.14442015970985933+0.j,0.+0.09239123208241994j,0.02664939466221214+0.j,0.+0.04199687177617388j,0.1044115286108419+0.j,0.-0.15424543508013613j,-0.18824221341680095+0.j,0.+0.20592399142768994j,0.20890915748053934+0.j,0.-0.20010181629390236j,-0.18293491260436828+0.j,0.+0.16077550181453773j,0.13653296271453866+0.j,0.-0.11246081634442993j,-0.09011347612358135+0.j,0.+0.0704082345537275j,0.053744848714621+0.j,0.-0.040144516535922554j,-0.029382077631861837+0.j,0.+0.02109668596747617j,0.014875258540195632+0.j,0.-0.010309163331723013j,-0.007028092212353631+0.j,0.+0.004716468121668315j,0.003117752047242795+0.j,0.-0.0020312591219641993j,-0.0013050278853618902+0.j,0.+0.0008272129713295849j,0.0005175514841953519+0.j,0.-0.000319749101867608j,-0.0001951428011669286+0.j,0.+0.00011768998107782009j,0.00007016430604428634+0.j,0.-0.00004136371555829738j,-0.000024120031973991278+0.j,0.+0.000013915927984831244j,7.945779637154387e-6+0.j,0.-4.491162560061347e-6j,-2.513512896194735e-6+0.j,0.+1.3931583883537676e-6j,7.649077336776348e-7+0.j,0.-4.160969305002482e-7j,-2.243058002241431e-7+0.j,0.+1.1984691675410892e-7j,6.347897629360764e-8+0.j,0.-3.3336706490637536e-8j,-1.736101781127717e-8+0.j,0.+8.967151773081742e-9j,4.594361522738517e-9+0.j,0.-2.3353344027199086e-9j,-1.1778388090096022e-9+0.j,0.+5.895123530788421e-10j,2.9283672475077884e-10+0.j,0.-1.4438999516394847e-10j,-7.067715973017472e-11+0.j,0.+3.434798323934367e-11j,1.6574927808848886e-11+0.j,0.-7.94285815383801e-12j,-3.780260621339302e-12+0.j,0.+1.7870226214379366e-12j,8.391584664605822e-13+0.j,0.-3.91475421996631e-13j,-1.8144765345208966e-13+0.j,0.+8.356475146312143e-14j,3.8243468840753006e-14+0.j
0.0785696853592986+0.j,0.-0.1753834688224465j,-0.25110351625834304+0.j,0.+0.250166365126518j,0.15202325331163938+0.j,0.+0.006572389497375221j,0.14799444468498277+0.j,0.-0.19951756388634562j,-0.13781316186016704+0.j,0.+0.002845701529319216j,-0.1267839197450604+0.j,0.+0.18000588206233253j,0.1321155154298955+0.j,0.-0.014629741480537162j,0.10635374587920098+0.j,0.-0.16791751811018704j,-0.1422153904196333+0.j,0.+0.04685556790143885j,-0.06838953117423369+0.j,0.+0.14856885505227552j,0.1593465091254204+0.j,0.-0.09993449042765902j,0.0004849740634838702+0.j,0.-0.09849879524176627j,-0.1556550552493524+0.j,0.+0.1527234408390628j,0.09436247958668753+0.j,0.-0.004256950968901167j,0.08564084372765202+0.j,0.-0.14680510456888562j,-0.16261959897199638+0.j,0.+0.13157224109472154j,0.06531823810135+0.j,0.+0.01664937197166379j,0.09339236206875391+0.j,0.-0.1479500972072788j,-0.17057947128798118+0.j,0.+0.1595298119853351j,0.1198013377608448+0.j,0.-0.060720891116710494j,0.006785845434026325+0.j,0.-0.07253946238267539j,-0.128682735649515+0.j,0.+0.1703936508498697j,0.19585754981566594+0.j,0.-0.20573446221881572j,-0.20238022568805913+0.j,0.+0.18903962797163468j,0.16915905439697446+0.j,0.-0.14589185272999078j,-0.1218088553529311+0.j,0.+0.098786439806123j,0.07802498491857023+0.j,0.-0.0601471648540882j,-0.0453323202605334+0.j,0.+0.03345468601874298j,0.024205464693465715+0.j,0.-0.017189162763779117j,-0.011992202044796093+0.j,0.+0.008226512940903463j,0.005553093743831543+0.j,0.-0.0036910749693924113j,-0.0024173376989794723+0.j,0.+0.0015607457132895766j,0.0009939402360229737+0.j,0.-0.0006246352902974366j,-0.0003875429904511687+0.j,0.+0.00023747365891811515j,0.00014377253039604153+0.j,0.-0.00008603061865700864j,-0.00005089659711713143+0.j,0.+0.000029779410796455494j,0.000017236941846991947+0.j,0.-9.872769075914625e-6j,-5.5971082122457114e-6+0.j,0.+3.1415191383150176e-6j,1.7460908234901548e-6+0.j,0.-9.61257756201515e-7j,-5.242626826934318e-7+0.j,0.+2.8332178380226216e-7j,1.5174515477908207e-7+0.j,0.-8.0562285265057e-8j,-4.2403882212367904e-8+0.j,0.+2.2131354684453895e-8j,1.145532944202318e-8+0.j,0.-5.8812585100827795e-9j,-2.9954312104672496e-9+0.j,0.+1.5136856177342509e-9j,7.590280701747076e-10+0.j,0.-3.777306439776311e-10j,-1.865791927066378e-10+0.j,0.+9.148571186558667e-11j,4.453516416508562e-11+0.j,0.-2.152590931334511e-11j,-1.0331798676792278e-11+0.j,0.+4.9248399658682175e-12j,2.3316018310100598e-12+0.j,0.-1.0964924914554423e-12j,-5.122565942036696e-13+0.j,0.+2.3776089698154217e-13j
