0.13270916462307297+0.j,0.-0.26671539638240466j,-0.3790358249407074+0.j,0.+0.439811725283752j,0.44196103176393037+0.j,0.-0.39723375685599505j,-0.3259250145073907+0.j,0.+0.24758016303002622j,0.17592113654829059+0.j,0.-0.11785389451634672j,-0.07490160252249246+0.j,0.+0.045388093205506984j,0.026332887640866724+0.j,0.-0.01467823988211901j,-0.007884190952214836+0.j,0.+0.004091275034018067j,0.002055634299083379+0.j,0.-0.0010020019479408898j,-0.0004746565566159271+0.j,0.+0.00021885166494224438j,0.00009835173557295952+0.j,0.-0.00004313398190772851j,-0.00001848227306814196+0.j,0.+7.745306982287986e-6j,3.1774606852981442e-6+0.j,0.-1.2771954198880681e-6j,-5.03405376406377e-7+0.j,0.+1.9470770531082707e-7j,7.39522333026754e-8+0.j,0.-2.759938889366557e-8j,-1.0127121249555477e-8+0.j,0.+3.655546678289714e-9j,1.2987468755161515e-9+0.j,0.-4.543753020196773e-10j,-1.5661106013721622e-10+0.j,0.+5.3202933407043573e-11j,1.7820976560121226e-11+0.j,0.-5.8881356682144774e-12j,-1.9196991860633883e-12+0.j,0.+6.178002053182732e-13j,1.963203066261209e-13+0.j,0.-6.161982582360477e-14j,-1.9109221402123915e-14+0.j,0.+5.856739876361415e-15j,1.7745031243415232e-15+0.j,0.-5.316400406174246e-16j,-1.575382213044812e-16+0.j,0.+4.618321682878114e-17j,1.3397097936453275e-17+0.j,0.-3.846447979086782e-18j,-1.0932564093558052e-18+0.j,0.+3.0766926578614743e-19j,8.57491086650875e-20+0.j,0.-2.3672212495194148e-20j,-6.4742451749177275e-21+0.j,0.+1.7545064458617937e-21j,4.71203085559237e-22+0.j,0.-1.2543475008990352e-22j,-3.31017567686555e-23+0.j,0.+8.661083157429522e-24j,2.2472104940324315e-24+0.j,0.-5.782638026868209e-25j,-1.4759693334069893e-25+0.j,0.+3.737267898308084e-26j,9.388828681459157e-27+0.j,0.-2.3404636868158285e-27j,-5.789980626455744e-28+0.j,0.+1.421630984188366e-28j,3.464811362714292e-29+0.j,0.-8.383053169259464e-30j,-2.0137259734412902e-30+0.j,0.+4.803063942965061e-31j,1.1376254293012569e-31+0.j,0.-2.675993364867699e-32j,-6.251962198424289e-33+0.j,0.+1.4508846393756662e-33j,3.344823899940584e-34+0.j,0.-7.660816613440139e-35j,-1.7433112626650454e-35+0.j,0.+3.941926854442589e-36j,8.857491391221333e-37+0.j,0.-1.9779504168409674e-37j,-4.3899102908550236e-38+0.j,0.+9.684200451950476e-39j,2.1235930644831824e-39+0.j,0.-4.629232638845247e-40j,-1.0032448798116336e-40+0.j,0.+2.1616953914771606e-41j,4.631272461801941e-42+0.j,0.-9.866258714417001e-43j,-2.0901546264665965e-43+0.j,0.+4.4035698609046863e-44j,9.226949592430941e-45+0.j,0.-1.9229316374357414e-45j,-3.986089897881276e-46+0.j,0.+8.2192550562619395e-47j,1.6859473655100544e-47+0.j,0.-3.4403712990849596e-48j,-6.984566380162538e-49+0.j,0.+1.4108116034307633e-49j
0.-0.26671539638240466j,-0.40332843963334974+0.j,0.+0.3845837230982714j,0.22741275684177262+0.j,0.-0.008618232720123324j,0.18990493047777976+0.j,0.-0.3179844719757096j,-0.3647364200123125+0.j,0.+0.3467007651141701j,0.29090374527718155+0.j,0.-0.22215146268053776j,-0.1572007131554775+0.j,0.+0.10430582045267908j,0.0654446353050862+0.j,0.-0.03907550460826429j,-0.022312803059913733+0.j,0.+0.012233740267637324j,0.006461800123256623+0.j,0.-0.003297181941797953j,-0.001629137630285372+0.j,0.+0.0007810696624827065j,0.0003640147281171938+0.j,0.-0.00016517112114055858j,-0.0000730715530891994+0.j,0.+0.00003155812291620245j,0.000013320429588947094+0.j,0.-5.5007134540100784e-6j,-2.224452629784115e-6+0.j,0.+8.816690754324122e-7j,3.427764366808562e-7+0.j,0.-1.3081485618213848e-7j,-4.903860300955504e-8+0.j,0.+1.8068707373809166e-8j,6.54754123053726e-9+0.j,0.-2.3346877295515485e-9j,-8.195976673268503e-10+0.j,0.+2.8340146942633417e-10j,9.656694792917091e-11+0.j,0.-3.243874491889974e-11j,-1.0746878934730486e-11+0.j,0.+3.512752175213298e-12j,1.1332214048023367e-12+0.j,0.-3.6093690135177226e-13j,-1.1353682248619564e-13+0.j,0.+3.5282867518062403e-14j,1.0835252635098622e-14+0.j,0.-3.289142004795925e-15j,-9.8720981442541e-16+0.j,0.+2.930415761640717e-16j,8.604919534886069e-17+0.j,0.-2.5001296453661736e-17j,-7.189066785225604e-18+0.j,0.+2.046298319065188e-18j,5.766871425450252e-19+0.j,0.-1.6094275703848362e-19j,-4.44881262598042e-20+0.j,0.+1.2182512410994319e-20j,3.3054098124054195e-21+0.j,0.-8.887555542088142e-22j,-2.3685260061292148e-22+0.j,0.+6.257207698016029e-23j,1.638909561740628e-23+0.j,0.-4.256617292359615e-24j,-1.0964037102341254e-24+0.j,0.+2.8011201037100326e-25j,7.099135428740102e-26+0.j,0.-1.785036176464682e-26j,-4.453587732558398e-27+0.j,0.+1.1026720721919987e-27j,2.709608071966044e-28+0.j,0.-6.609052125493626e-29j,-1.6002649467740723e-29+0.j,0.+3.846897928133081e-30j,9.182061804837293e-31+0.j,0.-2.1763262381380166e-31j,-5.12276310005982e-32+0.j,0.+1.1976285113935093e-32j,2.7811059785333254e-33+0.j,0.-6.415483914458376e-34j,-1.470265131802713e-34+0.j,0.+3.3477510260304455e-35j,7.574218968043798e-36+0.j,0.-1.702883015878759e-36j,-3.8047680930583505e-37+0.j,0.+8.448922162067702e-38j,1.8648189639908373e-38+0.j,0.-4.091344218818547e-39j,-8.923193410216014e-40+0.j,0.+1.934771927868659e-40j,4.1708442237580804e-41+0.j,0.-8.939881064963282e-42j,-1.9053786437706256e-42+0.j,0.+4.038315019320335e-43j,8.511682191713026e-44+0.j,0.-1.784240004496272e-44j,-3.719971416309317e-45+0.j,0.+7.714355104352246e-46j,1.5913219069072752e-46+0.j,0.-3.2654198433817487e-47j,-6.666014588224333e-48+0.j
-0.3790358249407074+0.j,0.+0.3845837230982714j,0.1432129701258452+0.j,0.+0.14783506749530892j,0.30936262200466746+0.j,0.-0.28350520069129803j,-0.12297058397042586+0.j,0.-0.07655855616112597j,-0.2367678357577882+0.j,0.+0.32205290231144384j,0.3347756291944878+0.j,0.-0.29758955199163023j,-0.23682996161132444+0.j,0.+0.17292372234346182j,0.11761906676163134+0.j,0.-0.07530340210938541j,-0.04572446751989392+0.j,0.+0.02648415204406986j,0.014699693829240332+0.j,0.-0.00784738961782817j,-0.004041788181091689+0.j,0.+0.0020136446710526416j,0.0009725715192309935+0.j,0.-0.00045627873815382643j,-0.0002082792586211364+0.j,0.+0.00009264482271006212j,0.00004021029239955427+0.j,0.-0.000017049687305373343j,-7.070177955513722e-6+0.j,0.+2.8701677720884316e-6j,1.1416632137328475e-6+0.j,0.-4.4532863615786593e-7j,-1.7047652655453082e-7+0.j,0.+6.409056405896502e-8j,2.3678321793758987e-8+0.j,0.-8.601949038790427e-9j,-3.0745095957758358e-9+0.j,0.+1.0817221402843453e-9j,3.748260672162571e-10+0.j,0.-1.279729643745894e-10j,-4.306944497450245e-11+0.j,0.+1.4294213045841358e-11j,4.680136538223661e-12+0.j,0.-1.5122455846650974e-12j,-4.823935486766035e-13+0.j,0.+1.5196309097519276e-13j,4.7289765362609676e-14+0.j,0.-1.454175924058199e-14j,-4.419872020791219e-15+0.j,0.+1.328195166907639e-15j,3.9471601801513905e-16+0.j,0.-1.1603379846426003e-16j,-3.374914683525139e-17+0.j,0.+9.714421010687828e-18j,2.7678345732463453e-18+0.j,0.-7.807677651929057e-19j,-2.1809616804344258e-19+0.j,0.+6.033941978897961e-20j,1.6537144166988873e-20+0.j,0.-4.490581178165929e-21j,-1.208372400453937e-21+0.j,0.+3.222746421101426e-22j,8.520143874813063e-23+0.j,0.-2.2332078960479508e-23j,-5.8041219040601604e-24+0.j,0.+1.49599658882439e-24j,3.8244669291075525e-25+0.j,0.-9.698733490386042e-26j,-2.4401621362852355e-26+0.j,0.+6.091662855989359e-27j,1.5091028844310217e-27+0.j,0.-3.710379674601584e-28j,-9.054897532598346e-29+0.j,0.+2.193623682172064e-29j,5.275947062893358e-30+0.j,0.-1.259921350024573e-30j,-2.9876853186090944e-31+0.j,0.+7.035859661094939e-32j,1.6456281034562818e-32+0.j,0.-3.823126115712329e-33j,-8.82301601037069e-34+0.j,0.+2.0228566140351222e-34j,4.607865602009485e-35+0.j,0.-1.0429351474999327e-35j,-2.3457018271718574e-36+0.j,0.+5.2430093478562096e-37j,1.1647004702291352e-37+0.j,0.-2.571617140345016e-38j,-5.644021686369113e-39+0.j,0.+1.231380959644409e-39j,2.670840508667262e-40+0.j,0.-5.759501408437838e-41j,-1.2349011802090592e-41+0.j,0.+2.6328020852080907e-42j,5.581752571880234e-43+0.j,0.-1.1768371295154924e-43j,-2.4676411961485774e-44+0.j,0.+5.1462799809134063e-45j,1.067519648440459e-45+0.j,0.-2.2026941277381354e-46j
0.+0.439811725283752j,0.22741275684177262+0.j,0.+0.14783506749530892j,0.3147524178883958+0.j,0.-0.18826165070240972j,0.07042203359403873+0.j,0.-0.2582487918996268j,-0.27667488662571044+0.j,0.+0.14971240151504586j,-0.03640195515248043+0.j,0.+0.1995307659563354j,0.29574044640217223+0.j,0.-0.32037501645022726j,-0.2923499754175438+0.j,0.+0.23707942489423803j,0.17562642161377454+0.j,0.-0.12084967291101943j,-0.07811529252601816+0.j,0.+0.047815965772545765j,0.027887751315456434+0.j,0.-0.015572010547793978j,-0.008357047035587786+0.j,0.+0.00432445858448978j,0.002163488565333902+0.j,0.-0.0010488756922474275j,-0.0004937506197608463+0.j,0.+0.00022608122503794435j,0.00010084738472668353+0.j,0.-0.00004388382063499159j,-0.000018651696300305545+0.j,0.+7.751546029092491e-6j,3.153199620754073e-6+0.j,0.-1.2566259194550865e-6j,-4.910396098765915e-7+0.j,0.+1.8828600452342987e-7j,7.089565091702337e-8+0.j,0.-2.6230538580479504e-8j,-9.542153686264219e-9+0.j,0.+3.4149503523137443e-9j,1.2029620176228234e-9+0.j,0.-4.173158485273908e-10j,-1.426348878866041e-10+0.j,0.+4.8053482195874435e-11j,1.5963986751199152e-11+0.j,0.-5.231717485481445e-12j,-1.691972807698764e-12+0.j,0.+5.401816706282523e-13j,1.7030484906543274e-13+0.j,0.-5.303846754728277e-14j,-1.6321537584972463e-14+0.j,0.+4.9643279287875385e-15j,1.49281677989395e-15+0.j,0.-4.4392662565462406e-16j,-1.3058145190043586e-16+0.j,0.+3.800315919798794e-17j,1.0945200872252189e-17+0.j,0.-3.1202358344857457e-18j,-8.806447077768503e-19+0.j,0.+2.461217709236603e-19j,6.812684817248705e-20+0.j,0.-1.8680362582359628e-20j,-5.074903687770521e-21+0.j,0.+1.3662171130131447e-21j,3.6452916151342505e-22+0.j,0.-9.641267973691767e-23j,-2.5280847372861835e-23+0.j,0.+6.573076473375812e-24j,1.694833941720591e-24+0.j,0.-4.334378130167036e-25j,-1.099576440421992e-25+0.j,0.+2.7674449550770676e-26j,6.911012370515287e-27+0.j,0.-1.712639483277471e-27j,-4.212139205377404e-28+0.j,0.+1.028256120122699e-28j,2.491779386668187e-29+0.j,0.-5.994790962820483e-30j,-1.4319893823329234e-30+0.j,0.+3.3966491965777904e-31j,8.001093621402346e-32+0.j,0.-1.871876551189033e-32j,-4.34985276568657e-33+0.j,0.+1.0041084768999134e-33j,2.3026801318225244e-34+0.j,0.-5.246512099743125e-35j,-1.1877582302853774e-35+0.j,0.+2.6720280847523524e-36j,5.973708080463475e-37+0.j,0.-1.327304393103823e-37j,-2.9312533292100755e-38+0.j,0.+6.434642063877836e-39j,1.4041542566056096e-39+0.j,0.-3.0461765100179058e-40j,-6.570143325302149e-41+0.j,0.+1.4089746780906892e-41j,3.004474106364041e-42+0.j,0.-6.370864994657843e-43j,-1.3434456598974483e-43+0.j,0.+2.817475066296673e-44j,5.876845333213042e-45+0.j
0.44196103176393037+0.j,0.-0.008618232720123324j,0.30936262200466746+0.j,0.-0.18826165070240972j,0.12557075536601323+0.j,0.-0.2812491017819268j,-0.17326179790044857+0.j,0.-0.0636040766840255j,-0.2408333491975329+0.j,0.+0.26114844935835274j,0.14294930379119264+0.j,0.+0.0336986483627643j,0.19029682878006807+0.j,0.-0.2837856203570408j,-0.3086987192750311+0.j,0.+0.2826176455679913j,0.22981259264389592+0.j,0.-0.17064095064434048j,-0.11765792258919691+0.j,0.+0.0761884459763857j,0.046710798609067024+0.j,0.-0.02728207161958778j,-0.015253420872327169+0.j,0.+0.008195626129211393j,0.004245441629059282+0.j,0.-0.002126025711551866j,-0.0010316359659805659+0.j,0.+0.00048603603895817986j,0.00022271882482192753+0.j,0.-0.00009941795836846498j,-0.00004329034710406199+0.j,0.+0.000018410781944508362j,7.655828439391516e-6+0.j,0.-3.1159438979801852e-6j,-1.2424080364694454e-6+0.j,0.+4.85715403049044e-7j,1.8632822871461402e-7+0.j,0.-7.018828358114037e-8j,-2.5979254101152657e-8+0.j,0.+9.454338310528226e-9j,3.384744693969426e-9+0.j,0.-1.1927306849265976e-9j,-4.139015477431825e-10+0.j,0.+1.4151187687364165e-10j,4.7689269958564265e-11+0.j,0.-1.5847472631619987e-11j,-5.194937479303973e-12+0.j,0.+1.6805123694705388e-12j,5.366556426174421e-13+0.j,0.-1.6923333745881708e-13j,-5.271676153223788e-14+0.j,0.+1.622608430545249e-14j,4.9363314036275185e-15+0.j,0.-1.484697721176668e-15j,-4.4159801452080056e-16+0.j,0.+1.299207971350191e-16j,3.781770764537474e-17+0.j,0.-1.0893683663186132e-17j,-3.1060706025309024e-18+0.j,0.+8.767888212895468e-19j,2.4508249715633326e-19+0.j,0.-6.784944377667245e-20j,-1.8607022148580192e-20+0.j,0.+5.05569550568153e-21j,1.3612328092615709e-21+0.j,0.-3.632475453183448e-22j,-9.60860891797247e-23+0.j,0.+2.5198358476205095e-23j,6.552423388634079e-24+0.j,0.-1.689707446655045e-24j,-4.321761356855852e-25+0.j,0.+1.0964974275397318e-25j,2.759993332792466e-26+0.j,0.-6.89312673794554e-27j,-1.7083814674474057e-27+0.j,0.+4.202083967128465e-28j,1.025900585827388e-28+0.j,0.-2.4863051263795677e-29j,-5.982169073079481e-30+0.j,0.+1.4291019813892492e-30j,3.3900954279061223e-31+0.j,0.-7.98633348357074e-32j,-1.8685780610677778e-32+0.j,0.+4.342538487533072e-33j,1.0024990888636193e-33+0.j,0.-2.299166311416661e-34j,-5.23889975013115e-35+0.j,0.+1.1861219306865596e-35j,2.6685383756737653e-36+0.j,0.-5.966324499699815e-37j,-1.3257546641076263e-37+0.j,0.+2.928027037119324e-38j,6.42798096696073e-39+0.j,0.-1.4027906127707146e-39j,-3.0434091292203135e-40+0.j,0.+6.564577551557959e-41j,1.407865714818711e-41+0.j,0.-3.002286078775564e-42j,-6.366592381411406e-43+0.j,0.+1.3426205000378807e-43j
0.-0.39723375685599505j,0.18990493047777976+0.j,0.-0.28350520069129803j,0.07042203359403873+0.j,0.-0.2812491017819268j,-0.12721541645395834+0.j,0.-0.15236557156876637j,-0.262173350279968+0.j,0.+0.13600706792799688j,-0.08839210138554189+0.j,0.+0.24083710936391906j,0.24231636484148336+0.j,0.-0.11883271572624851j,0.05177842644399241+0.j,0.-0.19740633212859612j,-0.2806656495753952+0.j,0.+0.29900668103979394j,0.2703817125260283+0.j,0.-0.21801771675389986j,-0.16087948075712505+0.j,0.+0.11039331266939507j,0.07120757527072732+0.j,0.-0.04351760979072361j,-0.025348729515806988+0.j,0.+0.014139922141574003j,0.007582228104852253+0.j,0.-0.0039208520432042135j,-0.0019604570576576786+0.j,0.+0.0009499919262913611j,0.0004470212818504863+0.j,0.-0.00020461398546678906j,-0.00009124451828580748+0.j,0.+0.00003969495913643004j,0.000016867574772362314+0.j,0.-7.008713539384833e-6j,-2.850542586630401e-6+0.j,0.+1.135839723827065e-6j,4.437824822643935e-7+0.j,0.-1.701456390679758e-7j,-6.405856632085043e-8+0.j,0.+2.369870466149152e-8j,8.620409643901237e-9+0.j,0.-3.084847997819229e-9j,-1.0866069915734215e-9+0.j,0.+3.7692903935032994e-10j,1.2882413082325152e-10+0.j,0.-4.339856424184507e-11j,-1.4416935305443783e-11+0.j,0.+4.724532038323347e-12j,1.5278912860670917e-12+0.j,0.-4.877810747658283e-13j,-1.537798602323266e-13+0.j,0.+4.789078404277079e-14j,1.4737087102313915e-14+0.j,0.-4.482307120159615e-15j,-1.3478423504743454e-15+0.j,0.+4.008076647184109e-16j,1.1789605439218484e-16+0.j,0.-3.431081910447355e-17j,-9.881646738841279e-18+0.j,0.+2.8170058774022684e-18j,7.950534063991899e-19+0.j,0.-2.221985891005464e-19j,-6.150432677657172e-20+0.j,0.+1.68643325907725e-20j,4.581508470623774e-21+0.j,0.-1.2333818720424349e-21j,-3.290846003893098e-22+0.j,0.+8.703764848198051e-23j,2.282246662895034e-23+0.j,0.-5.933867238881844e-24j,-1.5300114784739412e-24+0.j,0.+3.91284749383705e-25j,9.926366762355053e-26+0.j,0.-2.4982897938941443e-26j,-6.23885044363609e-27+0.j,0.+1.5460661752271366e-27j,3.8024559681051313e-28+0.j,0.-9.282442163843968e-29j,-2.2494177550293815e-29+0.j,0.+5.411706776328167e-30j,1.2927060714149537e-30+0.j,0.-3.0662711096028943e-31j,-7.222859271806155e-32+0.j,0.+1.6898066907929919e-32j,3.926760990696059e-33+0.j,0.-9.064434136328285e-34j,-2.078709928738165e-34+0.j,0.+4.736212968647587e-35j,1.0722323599712667e-35+0.j,0.-2.4121385238125582e-36j,-5.392692166317165e-37+0.j,0.+1.198209099867322e-37j,2.646158899409937e-38+0.j,0.-5.80881410856386e-39j,-1.2675889823518617e-39+0.j,0.+2.7499150546671977e-40j,5.931160316006115e-41+0.j,0.-1.271945893071002e-41j,-2.7122802853230425e-42+0.j
-0.3259250145073907+0.j,0.-0.3179844719757096j,-0.12297058397042586+0.j,0.-0.2582487918996268j,-0.17326179790044857+0.j,0.-0.15236557156876637j,-0.2522293415468848+0.j,0.+0.05053612035807652j,-0.1911397183020937+0.j,0.+0.2390985025377773j,0.08348993302967983+0.j,0.+0.12727763294577674j,0.24518642670088459+0.j,0.-0.21740053167080517j,-0.08287641726621138+0.j,0.-0.08184438425692264j,-0.2129940813574477+0.j,0.+0.2814586427629133j,0.289434226453067+0.j,0.-0.2559658960001518j,-0.2031481572937733+0.j,0.+0.14810210841234023j,0.100646505610846+0.j,0.-0.0644043984925361j,-0.039095840967727884+0.j,0.+0.022641877887427928j,0.012566659489818437+0.j,0.-0.006708854260541112j,-0.0034556155392016417+0.j,0.+0.0017217673435196363j,0.0008316869197860245+0.j,0.-0.0003902288715057175j,-0.0001781510027274848+0.j,0.+0.00007925331018837884j,0.0000344023030863208+0.j,0.-0.00001458881911922667j,-6.050433439968399e-6+0.j,0.+2.4564874964446593e-6j,9.77225854779094e-7+0.j,0.-3.8122876515799986e-7j,-1.4595403503351617e-7+0.j,0.+5.487701164386331e-8j,2.0276383361855756e-8+0.j,0.-7.366786058102685e-9j,-2.6332803795937806e-9+0.j,0.+9.265642011050487e-10j,3.2108992162223827e-10+0.j,0.-1.0963540025114928e-10j,-3.69008351698913e-11+0.j,0.+1.224786041511587e-11j,4.010424341894319e-12+0.j,0.-1.2959396609556338e-12j,-4.1342189915736196e-13+0.j,0.+1.3024425211055112e-13j,4.05335879270975e-14+0.j,0.-1.2464972016530994e-14j,-3.7888690388998125e-15+0.j,0.+1.1386400457683715e-15j,3.3840215863317383e-16+0.j,0.-9.948460845602716e-17j,-2.893719487015094e-17+0.j,0.+8.329751871576864e-18j,2.3734281419806146e-18+0.j,0.-6.695422376102799e-19j,-1.8703532949705232e-19+0.j,0.+5.17482471527948e-20j,1.418317114819126e-20+0.j,0.-3.851528735393309e-21j,-1.0364506158975069e-21+0.j,0.+2.76433496137368e-22j,7.308490481590939e-23+0.j,0.-1.9156919235836453e-23j,-4.979071300765938e-24+0.j,0.+1.2833860028446347e-24j,3.2810440860672227e-25+0.j,0.-8.320898891589926e-26j,-2.0935704728206307e-26+0.j,0.+5.2265856773546484e-27j,1.2948337931297271e-27+0.j,0.-3.1836561094710095e-28j,-7.769688960825928e-29+0.j,0.+1.8823232220041563e-29j,4.5273511591256024e-30+0.j,0.-1.0811814197697603e-30j,-2.563900083169605e-31+0.j,0.+6.038015809060969e-32j,1.4122752409003324e-32+0.j,0.-3.2810783006843136e-33j,-7.572252964572932e-34+0.j,0.+1.73613298240431e-34j,3.954825315567667e-35+0.j,0.-8.951466694704586e-36j,-2.013348172385373e-36+0.j,0.+4.5002401250849024e-37j,9.997193190550451e-38+0.j,0.-2.2073882771387335e-38j,-4.844729056409468e-39+0.j,0.+1.057015787941502e-39j,2.2926884346294393e-40+0.j,0.-4.944129651738531e-41j
0.+0.24758016303002622j,-0.3647364200123125+0.j,0.-0.07655855616112597j,-0.27667488662571044+0.j,0.-0.0636040766840255j,-0.262173350279968+0.j,0.+0.05053612035807652j,-0.2138409382018146+0.j,0.+0.19921952648143024j,-0.03510732802519483+0.j,0.+0.22235649069203484j,0.20134319728397645+0.j,0.-0.019603729155654875j,0.16899031602952738+0.j,0.-0.2444959410990818j,-0.1834895356485019+0.j,0.+0.03805814162316633j,-0.11812482142034227+0.j,0.+0.23147700021627043j,0.28240787420175256+0.j,0.-0.2783453034114033j,-0.23936115030423202+0.j,0.+0.186103567475704j,0.1335142168926366+0.j,0.-0.08955567018588555j,-0.05668490164682608+0.j,0.+0.03409059435725656j,0.019584228760957712+0.j,0.-0.010792743205493581j,-0.0057256690387166706+0.j,0.+0.002932628456151611j,0.001453789338297546+0.j,0.-0.0006990168094180344j,-0.0003266060453679639+0.j,0.+0.00014853300521727362j,0.00006584388458583321+0.j,0.-0.00002848828310264428j,-0.000012044354124481438+0.j,0.+4.981119347241858e-6j,2.0170414041203784e-6+0.j,0.-8.004410001573995e-7j,-3.1154532096752124e-7+0.j,0.+1.1901826837674009e-7j,4.4658605517034476e-8+0.j,0.-1.646920953868568e-8j,-5.972744798823341e-9+0.j,0.+2.1313212775238364e-9j,7.487246589491297e-10+0.j,0.-2.5906214282788707e-10j,-8.832667559092119e-11+0.j,0.+2.968737296661545e-11j,9.840536703319579e-12+0.j,0.-3.218091313357239e-12j,-1.0386446243481948e-12+0.j,0.+3.309579905889149e-13j,1.0414938043030252e-13+0.j,0.-3.237815259565545e-14j,-9.946862710725267e-15+0.j,0.+3.0205077955151016e-15j,9.06878411630395e-16+0.j,0.-2.6927974888476274e-16j,-7.909503786946085e-17+0.j,0.+2.2987224073921198e-17j,6.6116846899149e-18+0.j,0.-1.8824290790995465e-18j,-5.306336840767366e-19+0.j,0.+1.481241946048617e-19j,4.095379540837693e-20+0.j,0.-1.1217036242148918e-20j,-3.0440641185573655e-21+0.j,0.+8.186424889357336e-22j,2.182076895044082e-22+0.j,0.-5.765660684238145e-23j,-1.5104174064325197e-23+0.j,0.+3.923531348630436e-24j,1.0107663089919038e-24+0.j,0.-2.582718621175656e-25j,-6.546564220045215e-26+0.j,0.+1.6463237376245335e-26j,4.108054901440433e-27+0.j,0.-1.0172518520949028e-27j,-2.5000141380222493e-28+0.j,0.+6.09855752782299e-29j,1.476828219537702e-29+0.j,0.-3.550562534949068e-30j,-8.475659120067563e-31+0.j,0.+2.009104224716045e-31j,4.7296221456932156e-32+0.j,0.-1.1058254451249024e-32j,-2.568164921773238e-33+0.j,0.+5.924809772240166e-34j,1.357935139159823e-34+0.j,0.-3.092243690699194e-35j,-6.996719648955876e-36+0.j,0.+1.5731726935136294e-36j,3.515229667792661e-37+0.j,0.-7.806560939653833e-38j,-1.7231659220097206e-38+0.j,0.+3.7808330261071153e-39j,8.246543657656845e-40+0.j
0.17592113654829059+0.j,0.+0.3467007651141701j,-0.2367678357577882+0.j,0.+0.14971240151504586j,-0.2408333491975329+0.j,0.+0.13600706792799688j,-0.1911397183020937+0.j,0.+0.19921952648143024j,-0.07228304805301877+0.j,0.+0.23625016184576728j,0.11874695927169986+0.j,0.+0.11766920644603297j,0.23266437687330938+0.j,0.-0.14506810142873863j,0.04982357045745881+0.j,0.-0.20440910412363583j,-0.23245070822739855+0.j,0.+0.13941384613607088j,-0.012708396409348384+0.j,0.+0.15606161936206578j,0.24874436956027043+0.j,0.-0.28088991825994925j,-0.26469737866534854+0.j,0.+0.2206837788865076j,0.16761852186466952+0.j,0.-0.11803539863428017j,-0.07796666769020612+0.j,0.+0.0487126057586025j,0.02896982038634627+0.j,0.-0.016480326149875494j,-0.009003895118920328+0.j,0.+0.004739876954886575j,0.0024108836664852857+0.j,0.-0.0011876358999720928j,-0.0005677736538132118+0.j,0.+0.0002638928864223874j,0.00011943327116182225+0.j,0.-0.000052708105103611074j,-0.000022710665484267727+0.j,0.+9.564780098340887e-6j,3.941478474036525e-6+0.j,0.-1.5907030162311354e-6j,-6.292701102407716e-7+0.j,0.+2.4419978111182977e-7j,9.303131372495102e-8+0.j,0.-3.4816152615931424e-8j,-1.2807702288744235e-8+0.j,0.+4.633966078067614e-9j,1.649913573442622e-9+0.j,0.-5.783844847301658e-10j,-1.9972196018521523e-10+0.j,0.+6.796462782047349e-11j,2.280188988788177e-11+0.j,0.-7.545047740254617e-12j,-2.4633116109221373e-12+0.j,0.+7.937745462312579e-13j,2.525466643956138e-13+0.j,0.-7.935815132449689e-14j,-2.463648846029818e-14+0.j,0.+7.558384654967407e-15j,2.2922487700726296e-15+0.j,0.-6.873710561679264e-16j,-2.0385741115371373e-16+0.j,0.+5.980972351525304e-17j,1.736308513198919e-17+0.j,0.-4.988700133818552e-18j,-1.41887774799525e-18+0.j,0.+3.995651553961869e-19j,1.1142940210419326e-19+0.j,0.-3.077958770026364e-20j,-8.422766583914504e-21+0.j,0.+2.283762617741395e-21j,6.136544558380678e-22+0.j,0.-1.6343440073194589e-22j,-4.314963846303144e-23+0.j,0.+1.1295099782748727e-23j,2.9318727393171665e-24+0.j,0.-7.547499612012505e-25j,-1.9271824600701857e-25+0.j,0.+4.881589219568402e-26j,1.2267989399277041e-26+0.j,0.-3.05923398642993e-27j,-7.570610038241472e-28+0.j,0.+1.8594225824790966e-28j,4.533180776064265e-29+0.j,0.-1.09711695028403e-29j,-2.6361713045023154e-30+0.j,0.+6.289407090789571e-31j,1.4900624156829516e-31+0.j,0.-3.5059037765326763e-32j,-8.192892352404236e-33+0.j,0.+1.9017615886114434e-33j,4.385258917746574e-34+0.j,0.-1.0045984787368794e-34j,-2.286570937602055e-35+0.j,0.+5.171393298746506e-36j,1.1622407959738696e-36+0.j,0.-2.5958786183384143e-37j,-5.762428976056898e-38+0.j,0.+1.2714290783787096e-38j
