0.00003679398695262391+0.j,0.-0.00016626792032790774j,-0.0005312819747905612+0.j,0.+0.0013861048043565078j,0.0031318264513387132+0.j,0.-0.00632913414146645j,-0.011676166782008434+0.j,0.+0.01994265078796489j,0.03186174119545465+0.j,0.-0.04799321741906231j,-0.06858221071177567+0.j,0.+0.09344299554089187j,0.12189551989200569+0.j,0.-0.1527733783560738j,-0.184508033161397+0.j,0.+0.21527880027129306j,0.24320521759359337+0.j,0.-0.2665508316003858j,-0.2839065445605994+0.j,0.+0.2943270774667099j,0.2974040202573023+0.j,0.-0.2932707853959283j,-0.2825459434821513+0.j,0.+0.26622986575042284j,0.2455742164230234+0.j,0.-0.2219444949164437j,-0.19669318735096497+0.j,0.+0.17105629082613102j,0.14608029915633441+0.j,0.-0.12258131198849553j,-0.10113355010465126+0.j,0.+0.08208163910271188j,0.06556961684270128+0.j,0.-0.051579519326296265j,-0.039973248804096986+0.j,0.+0.03053282856355762j,0.022995740733071215+0.j,0.-0.01708355130036784j,-0.01252327658910483+0.j,0.+0.009061858651056416j,0.006474688850514856+0.j,0.-0.004569393809479461j,-0.00318614516137203+0.j,0.+0.002195649156847826j,0.0014957817212610319+0.j,0.-0.0010076125765917355j,-0.0006713458032319781+0.j,0.+0.0004425159857492888j,0.0002886289969151746+0.j,0.-0.00018632603173217852j,-0.00011907487854341802+0.j,0.+0.00007534712293773838j,0.000047216807191957674+0.j,0.-0.0000293082776091979j,-0.000018022914867946704+0.j,0.+0.000010981844785673048j,6.6315172305926e-6+0.j,0.-3.969237531519895e-6j,-2.3551832669566686e-6+0.j,0.+1.3855758843973663e-6j,8.083255481266106e-7+0.j,0.-4.676845278188028e-7j,-2.6840386942126723e-7+0.j,0.+1.5280941476600257e-7j,8.631608621397299e-8+0.j,0.-4.838009050631763e-8j,-2.6910782326563142e-8+0.j,0.+1.4856637839863216e-8j,8.141373795727332e-9+0.j,0.-4.428990658734673e-9j,-2.3921442182365127e-9+0.j,0.+1.282891120768702e-9j,6.832114965804287e-10+0.j,0.-3.6134774624992976e-10j,-1.89819622401436e-10+0.j,0.+9.90471738385214e-11j,5.134130537981753e-11+0.j,0.-2.6439495179548063e-11j,-1.3528120780927226e-11+0.j,0.+6.877894993728305e-12j,3.474898809256998e-12+0.j,0.-1.7447422081011793e-12j,-8.706747621551848e-13+0.j,0.+4.318655129655418e-13j,2.129317856282544e-13+0.j,0.-1.0436686732392825e-13j,-5.085633239057879e-14+0.j,0.+2.4638656637020092e-14j,1.1868813452116061e-14+0.j,0.-5.685176016128865e-15j,-2.7080350129976342e-15+0.j,0.+1.2828184387328236e-15j,6.043699946935897e-16+0.j,0.-2.831998604853167e-16j,-1.3199598552352863e-16+0.j,0.+6.119705668617273e-17j,2.8224517938176167e-17+0.j,0.-1.2950074911024816e-17j,-5.9114069447552955e-18+0.j,0.+2.6847563289194306e-18j
0.-0.00016626792032790774j,-0.0007145521872405487+0.j,0.+0.0021656655978454947j,0.005343445529194645+0.j,0.-0.011380164570320732j,-0.02159767392863005+0.j,0.+0.03726014530814051j,0.0592263794671593+0.j,0.-0.08757331782916616j,-0.12129076923244497+0.j,0.+0.15814747621208652j,0.19479700711190098+0.j,0.-0.22713621741217035j,-0.2508652979775046+0.j,0.+0.26214556861381755j,0.2582243306987971+0.j,0.-0.2379020321994452j,-0.20175265645252682+0.j,0.+0.1520625836917738j,0.0925112750046305+0.j,0.-0.02766486752718033j,0.03761848863040757+0.j,0.-0.09876833110366848j,-0.15197969409540693+0.j,0.+0.19453217617419002j,0.22492868162178514+0.j,0.-0.24286475051802597j,-0.24906349595644411+0.j,0.+0.2450242441053481j,0.23273521890341237+0.j,0.-0.21439427200801844j,-0.19217001048493781+0.j,0.+0.1680220889152471j,0.14358668080502304+0.j,0.-0.12012304616516759j,-0.09851048471630046+0.j,0.+0.0792817856470408j,0.06267896851864677+0.j,0.-0.048718793718809904j,-0.037258309415300034+0.j,0.+0.028053830091824845j,0.020809656490229086+0.j,0.-0.015215222061181467j,-0.010971057549809763+0.j,0.+0.0078050182003202755j,0.0054807200544183575+0.j,0.-0.003800224236139081j,-0.00260283459560836+0.j,0.+0.001761558459791545j,0.0011784164375360584+0.j,0.-0.0007794379197375682j,-0.0005098794839666478+0.j,0.+0.0003299683487609042j,0.00021130270966615453+0.j,0.-0.00013392743546208557j,-0.00008403578311398889+0.j,0.+0.00005221351512819982j,0.00003213031576175043+0.j,0.-0.000019586002130546612j,-0.000011829243164018961+0.j,0.+7.079891718531785e-6j,4.199810169044678e-6+0.j,0.-2.4696645262182708e-6j,-1.4398609785365904e-6+0.j,0.+8.324225585800797e-7j,4.772783057616257e-7+0.j,0.-2.7143489156985136e-7j,-1.5313875851514543e-7+0.j,0.+8.572101461612129e-8j,4.7613215397493726e-8+0.j,0.-2.6245761694286658e-8j,-1.4359323675299237e-8+0.j,0.+7.798335634913222e-9j,4.2044714516627676e-9+0.j,0.-2.250657160582586e-9j,-1.196303027803956e-9+0.j,0.+6.31467614189675e-10j,3.310409986021741e-10+0.j,0.-1.7237523096606145e-10j,-8.916012779208e-11+0.j,0.+4.58150831194162e-11j,2.3389793981942305e-11+0.j,0.-1.1864830590124413e-11j,-5.980672538645318e-12+0.j,0.+2.995897833249638e-12j,1.4915118393001112e-12+0.j,0.-7.380444213197365e-13j,-3.6301695012437977e-13+0.j,0.+1.7749724351373692e-13j,8.627948629349362e-14+0.j,0.-4.1697007359710934e-14j,-2.0036094232488415e-14+0.j,0.+9.573281664241034e-15j,4.548584598683828e-15+0.j,0.-2.1492493925678496e-15j,-1.0099950564999466e-15+0.j,0.+4.720628042439095e-16j,2.1945932057948277e-16+0.j,0.-1.0148621282075795e-16j,-4.668564226161763e-17+0.j
-0.0005312819747905612+0.j,0.+0.0021656655978454947j,0.006205478407297498+0.j,0.-0.014421719349870635j,-0.02880668347210597+0.j,0.+0.05101821834668628j,0.08165043825271684+0.j,0.-0.1195408703031003j,-0.1613734705841819+0.j,0.+0.20179377610421154j,0.23412001727812304+0.j,0.-0.2515533031662951j,-0.24862340270171568+0.j,0.+0.22251307125598252j,0.17391614450924933+0.j,0.-0.10719845402365784j,-0.029808374578439545+0.j,0.-0.04893000108958535j,-0.11936682694001366+0.j,0.+0.17308369520235675j,0.20414777392459404+0.j,0.-0.20984815081281952j,-0.19083165344445113+0.j,0.+0.15068657554093837j,0.09512268278923668+0.j,0.-0.03094774893434313j,0.03495726352837645+0.j,0.-0.09650036322854588j,-0.14897532909640238+0.j,0.+0.18935715621556776j,0.21631775811965342+0.j,0.-0.23002322092652552j,-0.2317929080219224+0.j,0.+0.22370117206335263j,0.2081894829032694+0.j,0.-0.18773659555200561j,-0.16461259747591914+0.j,0.+0.14072345044364043j,0.11753834393718893+0.j,0.-0.0960835273834581j,-0.07698279449525165+0.j,0.+0.060525260578340796j,0.04674406979742342+0.j,0.-0.0354938603952461j,-0.026519160747249818+0.j,0.+0.01950970653650466j,0.014141614336101067+0.j,0.-0.010105337780358973j,-0.007122461030869557+0.j,0.+0.004953832328487442j,0.0034015156586220383+0.j,0.-0.0023067319721404296j,-0.001545525489622404+0.j,0.+0.001023432752136406j,0.0006700178476118262+0.j,0.-0.00043379878133329596j,-0.00027783580967832177+0.j,0.+0.00017607671880750427j,0.00011044317580741463+0.j,0.-0.00006858080703652182j,-0.000042168795907579555+0.j,0.+0.00002568017276074239j,0.000015492143886619203+0.j,0.-9.260117261600335e-6j,-5.485213409188594e-6+0.j,0.+3.220473873948043e-6j,1.874429277917739e-6+0.j,0.-1.081713134027804e-6j,-6.190372369102512e-7+0.j,0.+3.5135670643213663e-7j,1.9781953752275398e-7+0.j,0.-1.1049430023335404e-7j,-6.12376346114582e-8+0.j,0.+3.367912239388896e-8j,1.8383194158419876e-8+0.j,0.-9.959813198367694e-9j,-5.356755543529937e-9+0.j,0.+2.860366079029272e-9j,1.5165534855274013e-9+0.j,0.-7.984649062873064e-10j,-4.1750354768456864e-10+0.j,0.+2.1682713831139794e-10j,1.1185562906279991e-10+0.j,0.-5.73235623660854e-11j,-2.918628586444267e-11+0.j,0.+1.4764981958870285e-11j,7.422196826803856e-12+0.j,0.-3.707775922400767e-12j,-1.8408185898035258e-12+0.j,0.+9.083622954037261e-13j,4.455444146280769e-13+0.j,0.-2.1723962607977302e-13j,-1.0530154516884217e-13+0.j,0.+5.07468184428861e-14j,2.4315949636650804e-14+0.j,0.-1.158540501229346e-14j,-5.4890514469959704e-15+0.j,0.+2.5862906104038987e-15j,1.2119326316613062e-15+0.j,0.-5.648424556160239e-16j
0.+0.0013861048043565078j,0.005343445529194645+0.j,0.-0.014421719349870635j,-0.03142051951182493+0.j,0.+0.05850333503437483j,0.09591631562043924+0.j,0.-0.14087382053658992j,-0.18715680569805018+0.j,0.+0.22581096368447218j,0.24696916375328493+0.j,0.-0.24239143281555695j,-0.20799219366433794+0.j,0.+0.14554723345966755j,0.06298158594006788+0.j,0.+0.026939181513803548j,0.10920954603157063+0.j,0.-0.16979472952574307j,-0.19861558857260264+0.j,0.+0.19157229861954067j,0.15117221915806298+0.j,0.-0.0857175710438937j,-0.007365687302116771+0.j,0.-0.07039523939505803j,-0.13525044532154884+0.j,0.+0.17803268497817043j,0.193853430416532+0.j,0.-0.18231055723956202j,-0.14689586470934146+0.j,0.+0.09386038719906614j,0.03084618215645044+0.j,0.+0.034430891780491954j,0.0952379932206429+0.j,0.-0.14650930190472278j,-0.18513790201927344+0.j,0.+0.20992786994479756j,0.2213011696014987+0.j,0.-0.22086743452251054j,-0.21095557500237463+0.j,0.+0.19418307455069123j,0.17311038758183495+0.j,0.-0.15000075470112645j,-0.12668421690081522+0.j,0.+0.104510378438223j,0.08436736954062725+0.j,0.-0.06674313857467365j,-0.051807805943193536+0.j,0.+0.03950051033019216j,0.02960948352116448+0.j,0.-0.021838982582352798j,-0.015860627020228082+0.j,0.+0.011349444618883158j,0.008006587476924548+0.j,0.-0.00557144373627434j,-0.0038259945922673303+0.j,0.+0.002593993315035635j,0.0017370720648933837+0.j,0.-0.0011493564777258903j,-0.0007516773283120073+0.j,0.+0.0004860596187338911j,0.00031085757729346357+0.j,0.-0.00019668508767860786j,-0.00012315053876614345+0.j,0.+0.00007632490505324257j,0.00004683444809670523+0.j,0.-0.00002845982964583513j,-0.000017130122391389277+0.j,0.+0.000010215010241465224j,6.036037696625636e-6+0.j,0.-3.5349279646293485e-6j,-2.052115173791225e-6+0.j,0.+1.181106635913379e-6j,6.740827902058302e-7+0.j,0.-3.8154145882337586e-7j,-2.1420987352390523e-7+0.j,0.+1.1930779515887048e-7j,6.59310031481412e-8+0.j,0.-3.6154284717634674e-8j,-1.9675903225394358e-8+0.j,0.+1.0628402577258023e-8j,5.699167939274674e-9+0.j,0.-3.0339960447856024e-9j,-1.6037140942176575e-9+0.j,0.+8.41771001357606e-10j,4.3879457546413735e-10+0.j,0.-2.2718130284691e-10j,-1.168343062960424e-10+0.j,0.+5.968920212142473e-11j,3.029623462890306e-11+0.j,0.-1.5278747816260854e-11j,-7.656507510340705e-12+0.j,0.+3.8128880934416355e-12j,1.8870931460148865e-12+0.j,0.-9.28288799137564e-13j,-4.5389668378072396e-13+0.j,0.+2.2062147086042735e-13j,1.0660738555647145e-13+0.j,0.-5.121611430266519e-14j,-2.4464483593636235e-14+0.j,0.+1.161997235883057e-14j,5.488359450474363e-15+0.j
0.0031318264513387132+0.j,0.-0.011380164570320732j,-0.02880668347210597+0.j,0.+0.05850333503437483j,0.10076450111310964+0.j,0.-0.15130884533592576j,-0.20082352014321403+0.j,0.+0.236511810158424j,0.24552757774408154+0.j,0.-0.2192965974095491j,-0.15717738070733883+0.j,0.+0.06798603667821229j,-0.03139719553084627+0.j,0.+0.12008562799098575j,0.17869533537201382+0.j,0.-0.19458537393887063j,-0.16522262359593895+0.j,0.+0.09872003602098406j,0.011519629102446282+0.j,0.+0.07595695228574899j,0.14435729019852073+0.j,0.-0.17976126944466975j,-0.1763281827803918+0.j,0.+0.13678897921545916j,0.0709603377477305+0.j,0.+0.007080704763259423j,0.08231068232552047+0.j,0.-0.14175371332336575j,-0.17657761981838804+0.j,0.+0.18303159980912986j,0.16227042739936104+0.j,0.-0.11933338463431767j,-0.06165586810345279+0.j,0.-0.002507173891610416j,-0.06544479356059657+0.j,0.+0.12095737104529843j,0.16486586641060416+0.j,0.-0.1950997284807804j,-0.21146293006759864+0.j,0.+0.21520319594547685j,0.20850477721142502+0.j,0.-0.19400081578622022j,-0.1743684124684991+0.j,0.+0.1520368276778656j,0.12901251242853184+0.j,0.-0.10680644602737435j,-0.08643961911112828+0.j,0.+0.06849995207680605j,0.05322629730846083+0.j,0.-0.04060023741722609j,-0.03043234785944506+0.j,0.+0.022435185642827756j,0.016279795491998903+0.j,0.-0.011635740056383782j,-0.008196618631755498+0.j,0.+0.005693967259097559j,0.0039026217034783656+0.j,0.-0.0026403525823705423j,-0.0017640774075367426+0.j,0.+0.0011643820389033203j,0.0007595472406599264+0.j,0.-0.0004898280514469243j,-0.000312392292449337+0.j,0.+0.00019708525462447252j,0.00012303439555471778+0.j,0.-0.00007602068547305442j,-0.0000465026405185527+0.j,0.+0.000028168640873899422j,0.000016900248520414928+0.j,0.-0.000010045018779189295j,-5.915969148737995e-6+0.j,0.+3.453038260097898e-6j,1.9978194386192113e-6+0.j,0.-1.1459505717355334e-6j,-6.517821987598428e-7+0.j,0.+3.676504851720258e-7j,2.056979913052633e-7+0.j,0.-1.1416967513630041e-7j,-6.28721535719094e-8+0.j,0.+3.4356702319746076e-8j,1.8632309109296228e-8+0.j,0.-1.0029479703838721e-8j,-5.3591897862971265e-9+0.j,0.+2.8430175428291345e-9j,1.4975058810844414e-9+0.j,0.-7.832734658068976e-10j,-4.0687397075904705e-10+0.j,0.+2.099192553740581e-10j,1.0758045833424384e-10+0.j,0.-5.477025787576873e-11j,-2.7702996120330816e-11+0.j,0.+1.3922535464000622e-11j,6.952764060282467e-12+0.j,0.-3.4504922656413358e-12j,-1.7018639100860465e-12+0.j,0.+8.343026140175108e-13j,4.0654744279274494e-13+0.j,0.-1.9693397806901508e-13j,-9.4838336659967e-14+0.j,0.+4.5407990692369075e-14j
0.-0.00632913414146645j,-0.02159767392863005+0.j,0.+0.05101821834668628j,0.09591631562043924+0.j,0.-0.15130884533592576j,-0.20501680375840411+0.j,0.+0.24009538781538373j,0.24035109212113592+0.j,0.-0.19702231991859265j,-0.11376850638206891+0.j,0.+0.007508854608124403j,-0.09573818323581512+0.j,0.+0.16877436889652958j,0.19205558848195237+0.j,0.-0.16018520111854262j,-0.08372980177261057+0.j,0.-0.014185123683119699j,-0.10515132228442242+0.j,0.+0.16402798438196575j,0.17595792821627582+0.j,0.-0.13981894466556327j,-0.06743663648594488+0.j,0.-0.020727327756637978j,-0.10174383344237202+0.j,0.+0.15628530098570698j,0.17298159409851382+0.j,0.-0.15019585185036166j,-0.09519851794366051+0.j,0.+0.02139667050456657j,-0.05536513849572028+0.j,0.+0.12040036904172548j,0.16288827555867227+0.j,0.-0.17729138006568276j,-0.1634635617102454+0.j,0.+0.125720018372926j,0.0712931094992476+0.j,0.-0.008616116751055183j,0.05420497888901165+0.j,0.-0.11050563841605412j,-0.15567789335830146+0.j,0.+0.18731751710810346j,0.20500895491372537+0.j,0.-0.2098852061124685j,-0.20409607178438574+0.j,0.+0.1902916564347027j,0.17119150156685553+0.j,0.-0.14927344504682658j,-0.12658673052813965+0.j,0.+0.10467387165844429j,0.08457530885206845+0.j,0.-0.06688823870673209j,-0.05185367147616809+0.j,0.+0.039451325508066355j,0.029488410107753434+0.j,0.-0.021674329000131238j,-0.01567812272679742+0.j,0.+0.011168818510536556j,0.0078408569331615+0.j,0.-0.00542767813831718j,-0.0037066955425027084+0.j,0.+0.00249856236129812j,0.0016630868715197481+0.j,0.-0.001093546375277435j,-0.0007105914040570429+0.j,0.+0.00045647240874252277j,0.00028997598583131826+0.j,0.-0.00018221929308754535j,-0.00011330137362224705+0.j,0.+0.00006972696184096862j,0.00004248157475656918+0.j,0.-0.000025629387424586015j,-0.000015314806148179602+0.j,0.+9.065948968330551e-6j,5.317796308399146e-6+0.j,0.-3.0913678023970124e-6j,-1.7813536757398219e-6+0.j,0.+1.0176686852586547e-6j,5.764907606502071e-7+0.j,0.-3.238752272632987e-7j,-1.8048012195386456e-7+0.j,0.+9.977262072469578e-8j,5.472493853502402e-8+0.j,0.-2.9785865920895983e-8j,-1.6089521424042e-8+0.j,0.+8.626582216539171e-9j,4.59145105651948e-9+0.j,0.-2.4262058635760707e-9j,-1.2729783242571705e-9+0.j,0.+6.632504461186776e-10j,3.431967809533395e-10+0.j,0.-1.763853090782225e-10j,-9.004885279341825e-11+0.j,0.+4.567012505339576e-11j,2.3012555750684563e-11+0.j,0.-1.1521667010769068e-11j,-5.732203703218036e-12+0.j,0.+2.8341357810596508e-12j,1.392670222332313e-12+0.j,0.-6.802043032375462e-13j,-3.3023857099629564e-13+0.j
-0.011676166782008434+0.j,0.+0.03726014530814051j,0.08165043825271684+0.j,0.-0.14087382053658992j,-0.20082352014321403+0.j,0.+0.24009538781538373j,0.23791800044435213+0.j,0.-0.18407387623044563j,-0.08593884727839825+0.j,0.-0.03141869761228433j,-0.13302196150820988+0.j,0.+0.18678756220292003j,0.17596552164110285+0.j,0.-0.10588047084061787j,-0.0021444603723193146+0.j,0.-0.0988079203564858j,-0.16289931359652166+0.j,0.+0.17010903068716113j,0.12047606090290636+0.j,0.-0.032722256015197286j,0.06331178669293462+0.j,0.-0.13716826742284843j,-0.16736969176975827+0.j,0.+0.1471180912426246j,0.08483190402305382+0.j,0.-0.00010533283397694099j,0.08300432112216323+0.j,0.-0.14298858093643885j,-0.1661791165573269+0.j,0.+0.14917942784814392j,0.09831781396513604+0.j,0.-0.026827241415066306j,0.04910217556993814+0.j,0.-0.11422291099531502j,-0.15718924117530553+0.j,0.+0.1721191344956002j,0.1587364830651933+0.j,0.-0.12139509568890905j,-0.06745107451777024+0.j,0.+0.005463804708093396j,-0.05638990589136767+0.j,0.+0.11145372183598033j,0.15520050998300539+0.j,0.-0.185353692169364j,-0.2016393119263592+0.j,0.+0.20531620972314318j,0.1986239044900078+0.j,0.-0.18425709890497927j,-0.16493600495909158+0.j,0.+0.14310356746659633j,0.12075056035580252+0.j,0.-0.09934992229662788j,-0.07987214748234224+0.j,0.+0.06285192720732682j,0.04847981136435282+0.j,0.-0.03669884288940685j,-0.027292901863883657+0.j,0.+0.019959574601955233j,0.014365079812256196+0.j,0.-0.01018197503690195j,-0.007112181557576195+0.j,0.+0.004898608764826929j,0.0033286708508794122+0.j,0.-0.0022325760053397516j,-0.0014786685172165105+0.j,0.+0.0009674786785926102j,0.0006255782056354161+0.j,0.-0.0003998926458986254j,-0.0002527949772762249+0.j,0.+0.00015808441388917994j,0.00009782037836819231+0.j,0.-0.00005991090912889323j,-0.00003632692405310616+0.j,0.+0.00002181228728091726j,0.000012972443580196602+0.j,0.-7.643343725377936e-6j,-4.46246004488953e-6+0.j,0.+2.5821333144180253e-6j,1.4810727610885542e-6+0.j,0.-8.422556027767076e-7j,-4.7495685640806796e-7+0.j,0.+2.656298926130991e-7j,1.4735982976516926e-7+0.j,0.-8.110072808012897e-8j,-4.428691231303384e-8+0.j,0.+2.399883631978773e-8j,1.2907019526099231e-8+0.j,0.-6.890290042878898e-9j,-3.6515525227902026e-9+0.j,0.+1.9213080033068063e-9j,1.003794779250806e-9+0.j,0.-5.20797401786758e-10j,-2.6835795412459365e-10+0.j,0.+1.373492443864864e-10j,6.983082056908935e-11+0.j,0.-3.527107242444543e-11j,-1.770032046864523e-11+0.j,0.+8.826196994135606e-12j,4.3735494380667465e-12+0.j,0.-2.153769427373226e-12j
0.+0.01994265078796489j,0.0592263794671593+0.j,0.-0.1195408703031003j,-0.18715680569805018+0.j,0.+0.236511810158424j,0.24035109212113592+0.j,0.-0.18407387623044563j,-0.07647636385226715+0.j,0.-0.050001481632470146j,-0.1511079775025703+0.j,0.+0.18964622612878773j,0.15227743010826825+0.j,0.-0.05598313628671801j,0.05895893552615743+0.j,0.-0.14607490399727655j,-0.1719010479879151+0.j,0.+0.1288451161320241j,0.036682452534885404+0.j,0.+0.06701069055522907j,0.14259645278505226+0.j,0.-0.16344592685332401j,-0.1246213256519562+0.j,0.+0.042690615941871624j,-0.05210868055548978+0.j,0.+0.12751863852819492j,0.16013732319559115+0.j,0.-0.14197266210970844j,-0.08120428121211185+0.j,0.-0.0021466760954876756j,-0.08344576652230357+0.j,0.+0.14090596807927436j,0.1610813190853018+0.j,0.-0.14122455272577486j,-0.08847772703753147+0.j,0.+0.016740929851918565j,-0.05750991533483567+0.j,0.+0.11921088570964687j,0.15760568333364233+0.j,0.-0.16763697654277693j,-0.14987859972108278+0.j,0.+0.10937378156662986j,0.053888419317725644+0.j,0.+0.007925495070231015j,0.06808090975461042+0.j,0.-0.12031053509746323j,-0.16057313768904322+0.j,0.+0.18707844078337416j,0.19996574054742916+0.j,0.-0.20079106766822566j,-0.19196172501885972+0.j,0.+0.17622091800112913j,0.1562430575795787+0.j,0.-0.1343622724365109j,-0.11242824131016783+0.j,0.+0.09176621984957269j,0.07321093557030124+0.j,0.-0.0571842921407857j,-0.04379164435467518+0.j,0.+0.03291821070300943j,0.024314100385878487+0.j,0.-0.017662311896524858j,-0.012628415720195624+0.j,0.+0.008893425409074337j,0.006172819022319232+0.j,0.-0.0042251401355260145j,-0.002853434679889978+0.j,0.+0.001902263387833289j,0.0012523883300458107+0.j,0.-0.0008146067772658072j,-0.0005236724112681182+0.j,0.+0.0003328316322671589j,0.00020921030831802916+0.j,0.-0.0001300967345986192j,-0.00008005668658510445+0.j,0.+0.000048763224582707236j,0.000029407616421541098+0.j,0.-0.00001756316503126447j,-0.000010390075443810669+0.j,0.+6.089756581092262e-6j,3.536992893428751e-6+0.j,0.-2.036127161303436e-6j,-1.1619610119885626e-6+0.j,0.+6.574610210710199e-7j,3.689034562627493e-7+0.j,0.-2.0530003507736123e-7j,-1.1333532859294636e-7+0.j,0.+6.207335929109964e-8j,3.373416524028757e-8+0.j,0.-1.8193581356282965e-8j,-9.738822039776014e-9+0.j,0.+5.1747462068648846e-9j,2.7297223817932194e-9+0.j,0.-1.4297010967727264e-9j,-7.435636429441563e-10+0.j,0.+3.8404692177939574e-10j,1.9701043151077927e-10+0.j,0.-1.003868907751463e-10j,-5.081480624697436e-11+0.j,0.+2.555467341446643e-11j,1.2769009570508274e-11+0.j
0.03186174119545465+0.j,0.-0.08757331782916616j,-0.1613734705841819+0.j,0.+0.22581096368447218j,0.24552757774408154+0.j,0.-0.19702231991859265j,-0.08593884727839825+0.j,0.-0.050001481632470146j,-0.15636214654493077+0.j,0.+0.18838584705354694j,0.13404791091226811+0.j,0.-0.020908912563711423j,0.0970585187744358+0.j,0.-0.16556159901276404j,-0.1553839046225626+0.j,0.+0.07461955693607428j,-0.03725303441698427+0.j,0.+0.12921602653884684j,0.16208453558110175+0.j,0.-0.12455142403228023j,-0.0356675893172003+0.j,0.-0.06570912470423458j,-0.1384556447771671+0.j,0.+0.15563784876149095j,0.11347760556368626+0.j,0.-0.0304230915538518j,0.061866441709039356+0.j,0.-0.13108292790857215j,-0.15534897568859915+0.j,0.+0.12923150731669877j,0.06352896796374333+0.j,0.+0.020019156588176507j,0.09653264558666914+0.j,0.-0.14547036181406486j,-0.15565505392895318+0.j,0.+0.12689793631726518j,0.0684625010335991+0.j,0.+0.004571097711959099j,0.07566533816415456+0.j,0.-0.13067613306728626j,-0.1603957125174772+0.j,0.+0.16150960916699275j,0.1361361926228821+0.j,0.-0.09039620766182285j,-0.03255244334151309+0.j,0.-0.028798874429414163j,-0.08615156130684416+0.j,0.+0.1339692676712494j,0.16901650449215372+0.j,0.-0.1902413744930641j,-0.19836173617281425+0.j,0.+0.19531142603570167j,0.18367685490425523+0.j,0.-0.1662130271072881j,-0.14548515778507537+0.j,0.+0.1236462665954149j,0.10233639734576891+0.j,0.-0.08267576803427372j,-0.06532022892725382+0.j,0.+0.05054995656756838j,0.03836839022302801+0.j,0.-0.028595633213212138j,-0.02094727755322744+0.j,0.+0.015094995816992323j,0.01070899625604496+0.j,0.-0.007484660210580842j,-0.005156681204854029+0.j,0.+0.0035041715333115663j,0.002349836619355532+0.j,0.-0.0015557109033847924j,-0.0010172893309606176+0.j,0.+0.0006572879795644737j,0.0004197794947592387+0.j,0.-0.0002650871750750755j,-0.000165575448086108+0.j,0.+0.00010232265620030438j,0.00006258024902525133+0.j,0.-0.00003788839227472229j,-0.000022713589065364718+0.j,0.+0.000013485821856401042j,7.931897768876714e-6+0.j,0.-4.62248866688847e-6j,-2.66968572051671e-6+0.j,0.+1.5283128143314763e-6j,8.67382461162226e-7+0.j,0.-4.881239782555955e-7j,-2.724220858613039e-7+0.j,0.+1.508049544381348e-7j,8.281626032665726e-8+0.j,0.-4.51237552881414e-8j,-2.439747412190248e-8+0.j,0.+1.3091594811863307e-8j,6.972750841723337e-9+0.j,0.-3.6866627632149694e-9j,-1.9352281579685336e-9+0.j,0.+1.0086730499205767e-9j,5.220791997934832e-10+0.j,0.-2.68371692508301e-10j,-1.3702392995961445e-10+0.j,0.+6.949589024033471e-11j
