7.648718419966893e-6+0.j,0.-0.00003712737470512451j,-0.00012743385212568196+0.j,0.+0.00035713281091809984j,0.0008667728998780472+0.j,0.-0.001881593873306589j,-0.0037286861805421122+0.j,0.+0.00684088644088757j,0.01174013134567693+0.j,0.-0.018995786031311423j,-0.029158342776416706+0.j,0.+0.04267485582519367j,0.059798048015314575+0.j,0.-0.08050463762427258j,-0.10443893864034715+0.j,0.+0.1308947982841731j,0.15884295760456357+0.j,0.-0.1870032146373916j,-0.2139530035936838+0.j,0.+0.23825781534933999j,0.2586054811426409+0.j,0.-0.27392624625283074j,-0.283483557262328+0.j,0.+0.28692574889692934j,0.2842951632473124+0.j,0.-0.2759974278876175j,-0.2627386286504595+0.j,0.+0.24544128429904288j,0.22515114875546324+0.j,0.-0.2029461122926662j,-0.17985630912971953+0.j,0.+0.15680156683453392j,0.13454915570901613+0.j,0.-0.11369191325407405j,-0.09464456610304557+0.j,0.+0.0776546077662864j,0.06282341611182116+0.j,0.-0.050133295534060894j,-0.039476625695428494+0.j,0.+0.030684092857260894j,0.02354988879745877+0.j,0.-0.01785264217569025j,-0.01337160143763383+0.j,0.+0.009898166695524055j,0.007243258643060808+0.j,0.-0.005241231041208822j,-0.003751111354291921+0.j,0.+0.002655929823954747j,0.0018608079168294773+0.j,0.-0.0012903545962874537j,-0.00088578768695054+0.j,0.+0.0006020743410141789j,0.00040527892008954163+0.j,0.-0.00027022258764840566j,-0.00017849675967610774+0.j,0.+0.00011683004928245976j,0.00007578200901484956+0.j,0.-0.00004872302620351648j,-0.000031054591864756517+0.j,0.+0.000019624806717534487j,0.00001229802385058497+0.j,0.-7.643213332598114e-6j,-4.711787598899953e-6+0.j,0.+2.8815157526406506e-6j,1.7483830164889041e-6+0.j,0.-1.0526535729410443e-6j,-6.28954268913945e-7+0.j,0.+3.729814524708804e-7j,2.1955248021072517e-7+0.j,0.-1.282978475304593e-7j,-7.443478156898596e-8+0.j,0.+4.287975664456011e-8j,2.4529665827561127e-8+0.j,0.-1.3935924016660801e-8j,-7.863673584229215e-9+0.j,0.+4.407582136822509e-9j,2.4541391643335235e-9+0.j,0.-1.3575611205141002e-9j,-7.461354223023547e-10+0.j,0.+4.0748317436542803e-10j,2.2114150213665112e-10+0.j,0.-1.1927057524722988e-10j,-6.393401163306827e-11+0.j,0.+3.406422224639871e-11j,1.804115769365926e-11+0.j,0.-9.498619870205094e-12j,-4.971836635954067e-12+0.j,0.+2.5873953418257356e-12j,1.3388348973098144e-12+0.j,0.-6.888705025117745e-13j,-3.5246979176841114e-13+0.j,0.+1.7935222707959508e-13j,9.076500338875823e-14+0.j,0.-4.568593546690115e-14j,-2.2873054417510788e-14+0.j,0.+1.1391159386672538e-14j,5.643361618572499e-15+0.j,0.-2.7813624110159123e-15j,-1.3637981947605398e-15+0.j,0.+6.653314945724406e-16j
0.-0.00003712737470512451j,-0.00017256996356162003+0.j,0.+0.0005660661367167433j,0.001512823893270194+0.j,0.-0.0034931061849244583j,-0.007195215428113363+0.j,0.+0.013490339377074105j,0.023340929595477875+0.j,0.-0.037638409327219506j,-0.05698638193236389+0.j,0.+0.08146653495052526j,0.11043923221399252+0.j,0.-0.14243356187713765j,-0.1751697979386106+0.j,0.+0.2057326018233629j,0.23088156036861185+0.j,0.-0.24745481314332524j,-0.25279942608881456+0.j,0.+0.24515429257384555j,0.2239193490461124+0.j,0.-0.18976641570528402j,-0.14457655216740117+0.j,0.+0.0912195689564512j,0.03321679233482564+0.j,0.+0.025656218288736432j,0.0817664217732606+0.j,0.-0.13196594645767395j,-0.17384206778576833+0.j,0.+0.20585493778391462j,0.2273624663641359+0.j,0.-0.23854746074946717j,-0.24027258516442743+0.j,0.+0.23389329158219915j,0.22105814195388343+0.j,0.-0.20352122194677358j,-0.182984307431533+0.j,0.+0.16097871500276564j,0.13878965732345502+0.j,0.-0.1174202905288823j,-0.09758887396416568+0.j,0.+0.07975055691271792j,0.06413498210809467+0.j,0.-0.05079172511291657j,-0.039637112041689126+0.j,0.+0.030497763401115353j,0.02314798110523477+0.j,0.-0.017339620923339558j,-0.012824268392367857+0.j,0.+0.009368339411696293j,0.006762190616463551+0.j,0.-0.004824514036686118j,-0.0034032815147467333+0.j,0.+0.002374369683689463j,0.001638797128220833+0.j,0.-0.0011192875354033753j,-0.0007566667714314622+0.j,0.+0.0005064252527678609j,0.00033563689569712096+0.j,0.-0.0002203225119259085j,-0.00014327476312461692+0.j,0.+0.00009231769472529009j,0.00005894998413891488+0.j,0.-0.000037311399722423024j,-0.000023411590519830883+0.j,0.+0.000014565361596407187j,8.98626588626491e-6+0.j,0.-5.4988132875106035e-6j,-3.337736435885345e-6+0.j,0.+2.009961888009915e-6j,1.2009738080556034e-6+0.j,0.-7.121055534665878e-7j,-4.1905750127104444e-7+0.j,0.+2.447782133951565e-7j,1.419356787366775e-7+0.j,0.-8.17105702905609e-8j,-4.670672168868067e-8+0.j,0.+2.6511859753309126e-8j,1.494529414506007e-8+0.j,0.-8.367865502259976e-9j,-4.6538469693732415e-9+0.j,0.+2.571205133048858e-9j,1.4113264204663112e-9+0.j,0.-7.697011603098146e-10j,-4.1711662491968083e-10+0.j,0.+2.2463080569155437e-10j,1.2022433923395718e-10+0.j,0.-6.395295979661177e-11j,-3.381482028928969e-11+0.j,0.+1.77731284532602e-11j,9.286721114979356e-12+0.j,0.-4.824288199799249e-12j,-2.4917601879006644e-12+0.j,0.+1.2797069224772702e-12j,6.53543503646838e-13+0.j,0.-3.3191429036940397e-13j,-1.676455318470602e-13+0.j,0.+8.421686942289377e-14j,4.207975278184203e-14+0.j,0.-2.0914118318624396e-14j,-1.0340058529601348e-14+0.j
-0.00012743385212568196+0.j,0.+0.0005660661367167433j,0.001770362682030501+0.j,0.-0.00449924257610163j,-0.00985007943211859+0.j,0.+0.01917335517310229j,0.03384098140782724+0.j,0.-0.05487594185595932j,-0.08250603859457645+0.j,0.+0.11575363575239045j,0.15219559575248962+0.j,0.-0.18800926907120002j,-0.2183609476848635+0.j,0.+0.23810692048295476j,0.24268895280691466+0.j,0.-0.22904257096794406j,-0.19631791079979777+0.j,0.+0.14624556310198636j,0.08305512682765362+0.j,0.-0.012951536924175416j,0.056751892966609985+0.j,0.-0.11867727668925636j,-0.16640940802957174+0.j,0.+0.1953292132608412j,0.20312726273221363+0.j,0.-0.18994190406106073j,-0.15813925054508868+0.j,0.+0.11181160368496772j,0.05610711716982487+0.j,0.+0.003486478896854007j,0.06179454785881101+0.j,0.-0.11446457701398646j,-0.15828854361707007+0.j,0.+0.1913318693869648j,0.21289160561763693+0.j,0.-0.22332560848218j,-0.22380264336446606+0.j,0.+0.21602204666095262j,0.20194348137632168+0.j,0.-0.1835555605362329j,-0.16269951621976445+0.j,0.+0.1409528032500038j,0.11956883258793667+0.j,0.-0.09946341140840066j,-0.08123577700799556+0.j,0.+0.06521180321723118j,0.05149830618935463+0.j,0.-0.04003965448245936j,-0.030670481784041408+0.j,0.+0.023160762587012804j,0.017251570330041887+0.j,0.-0.012681375169048015j,-0.00920374977247368+0.j,0.+0.006597903625983931j,0.004673661912347738+0.j,0.-0.0032724541210485117j,-0.002265679477760479+0.j,0.+0.0015515503710891781j,0.001051237760302844+0.j,0.-0.0007048895374907746j,-0.0004678822845196691+0.j,0.+0.00030750461953338347j,0.00020015413193376157+0.j,0.-0.0001290531232601771j,-0.00008244265117192222+0.j,0.+0.00005219139781747921j,0.000032748358867546084+0.j,0.-0.000020370429522399215j,-0.000012563303740998107+0.j,0.+7.683699977541728e-6j,4.660866978514135e-6+0.j,0.-2.8045097961498956e-6j,-1.6741824349388537e-6+0.j,0.+9.916613939755583e-7j,5.829023960097347e-7+0.j,0.-3.4005956121876594e-7j,-1.9692179621378513e-7+0.j,0.+1.1320440100513384e-7j,6.46119547763707e-8+0.j,0.-3.661762420318443e-8j,-2.0608256924529597e-8+0.j,0.+1.1518894145998293e-8j,6.395020694979405e-9+0.j,0.-3.526765907738397e-9j,-1.9322149105471833e-9+0.j,0.+1.0517626249556949e-9j,5.688552758357769e-10+0.j,0.-3.0573470714645863e-10j,-1.6329868505388015e-10+0.j,0.+8.668635052626303e-11j,4.5738611500713474e-11+0.j,0.-2.3989029562501765e-11j,-1.2507547857736995e-11+0.j,0.+6.483252866881663e-12j,3.3412251271987837e-12+0.j,0.-1.7121445592521264e-12j,-8.724212068765268e-13+0.j,0.+4.420705203968822e-13j,2.2277386019746974e-13+0.j,0.-1.1165324679882573e-13j
0.+0.00035713281091809984j,0.001512823893270194+0.j,0.-0.00449924257610163j,-0.01083874487771611+0.j,0.+0.022409526523999898j,0.04101684580058623+0.j,0.-0.06772398285058107j,-0.10209663308278719+0.j,0.+0.14161077301003572j,0.18149440505209188+0.j,0.-0.2151912306341748j,-0.23546277276361716+0.j,0.+0.23593705874659376j,0.21273903852847764+0.j,0.-0.16576498768430015j,-0.09922180336376332+0.j,0.+0.021228922810323434j,-0.05747755476070307+0.j,0.+0.12546537857295986j,0.1727208601669709+0.j,0.-0.19248765533931642j,-0.18244115149284892+0.j,0.+0.14498205063882014j,0.08664247573229751+0.j,0.-0.016788816670208342j,0.05406654714690536+0.j,0.-0.1159892699176042j,-0.16106622336245885+0.j,0.+0.18435014218337306j,0.18421495826952083+0.j,0.-0.16215373465678834j,-0.12214479488143663+0.j,0.+0.06976320523801748j,0.011223015875838254+0.j,0.+0.04749126348071588j,0.10129423011366252+0.j,0.-0.14641667591250634j,-0.18056821611226095+0.j,0.+0.2028823791261005j,0.2137039245847412+0.j,0.-0.2142854607460098j,-0.20645536266534925+0.j,0.+0.19230596926170243j,0.173934520538958+0.j,0.-0.1532529569557547j,-0.13186901934916082+0.j,0.+0.11103130058226988j,0.09162521235757615+0.j,0.-0.07420472742871684j,-0.05904534096669926+0.j,0.+0.046205967235396724j,0.03559054846135392+0.j,0.-0.02700330671544228j,-0.020194360328410633+0.j,0.+0.014894617389729628j,0.010840386450447319+0.j,0.-0.007789060951290898j,-0.005527654781135144+0.j,0.+0.0038760291384319022j,0.0026864864203242655+0.j,0.-0.0018411237973950153j,-0.0012480177300773386+0.j,0.+0.0008370035489123596j,0.0005555506490836316+0.j,0.-0.00036502567579460647j,-0.00023748349376723506+0.j,0.+0.0001530222229482942j,0.00009767466679672352+0.j,0.-0.00006177403943664299j,-0.00003871795267625197+0.j,0.+0.000024053737822063244j,0.000014814744978108515+0.j,0.-9.047347037168215e-6j,-5.47941914026369e-6+0.j,0.+3.291559259910326e-6j,1.9614965532070075e-6+0.j,0.-1.1597231211738707e-6j,-6.803958912233579e-7+0.j,0.+3.96156730251841e-7j,2.2894206912379418e-7+0.j,0.-1.313380487651846e-7j,-7.480199389068965e-8+0.j,0.+4.2300247663363234e-8j,2.3753495517638315e-8+0.j,0.-1.3246867247528112e-8j,-7.337439119637194e-9+0.j,0.+4.037055345583615e-9j,2.2065592377316038e-9+0.j,0.-1.1982231539704957e-9j,-6.465027167089755e-10+0.j,0.+3.466184382544757e-10j,1.84679479581217e-10+0.j,0.-9.77928823341024e-11j,-5.1469791542421244e-11+0.j,0.+2.692700771028356e-11j,1.4003846459242361e-11+0.j,0.-7.240395624979501e-12j,-3.721896284842638e-12+0.j,0.+1.902320714205997e-12j,9.668306621206286e-13+0.j
0.0008667728998780472+0.j,0.-0.0034931061849244583j,-0.00985007943211859+0.j,0.+0.022409526523999898j,0.04354990185616194+0.j,0.-0.07449460099652531j,-0.11413312847027994+0.j,0.+0.15820142726406838j,0.19930748978835347+0.j,0.-0.22807664027622376j,-0.235308235671689+0.j,0.+0.21462149120587157j,0.1647933980255737+0.j,0.-0.09098295572734454j,-0.0043186968702596746+0.j,0.-0.08018798771579956j,-0.14692032344731568+0.j,0.+0.1832644326746741j,0.18258023149539315+0.j,0.-0.1457536691175731j,-0.08095818985180282+0.j,0.+0.0017459586002766519j,-0.07598629313145354+0.j,0.+0.13737064937182683j,0.17148285373557445+0.j,0.-0.173193302854078j,-0.14366652559571996+0.j,0.+0.08956397820237803j,0.021282594678757746+0.j,0.+0.049282278367489114j,0.11094107408631974+0.j,0.-0.15496751902893294j,-0.17616009219786832+0.j,0.+0.17314092840460246j,0.1479832675862595+0.j,0.-0.10536332560027473j,-0.0514753246365027+0.j,0.-0.007064025791301162j,-0.06414651430654301+0.j,0.+0.11483367879067216j,0.1557133925191453+0.j,0.-0.18497436129471448j,-0.20225901929286744+0.j,0.+0.20837257043697432j,0.2049256522167397+0.j,0.-0.19397566296932653j,-0.17771303899444815+0.j,0.+0.15821876511656377j,0.13730176910306163+0.j,0.-0.11641159095471947j,-0.09661342585144447+0.j,0.+0.07860889007329819j,0.06278564734505601+0.j,0.-0.049281153504773065j,-0.03804909887788604+0.j,0.+0.02892075043290775j,0.021656708815922986+0.j,0.-0.015987263095846742j,-0.011641434044083973+0.j,0.+0.008365982808352455j,0.005936250074171784+0.j,0.-0.004160838815895389j,-0.002882015992431035+0.j,0.+0.0019734154353534864j,0.0013362734577458122+0.j,0.-0.0008950854098731222j,-0.0005932726203244572+0.j,0.+0.00038921085831798583j,0.0002527953735331206+0.j,0.-0.00016259712979998497j,-0.00010358961575586896+0.j,0.+0.00006538433282496152j,0.00004089543550435703+0.j,0.-0.00002535155574976389j,-0.0000155791519198108+0.j,0.+9.492254016851962e-6j,5.735279674206206e-6+0.j,0.-3.4369216772733475e-6j,-2.043061686745522e-6+0.j,0.+1.2049092017471016e-6j,7.050983604567601e-7+0.j,0.-4.0947435738210594e-7j,-2.3601636067699793e-7+0.j,0.+1.3503629534569593e-7j,7.670161534438737e-8+0.j,0.-4.3256838346112276e-8j,-2.4224241477962424e-8+0.j,0.+1.3472181991317019e-8j,7.4415538176737815e-9+0.j,0.-4.082924279150734e-9j,-2.2253774705748687e-9+0.j,0.+1.2050415020840312e-9j,6.483451768803298e-10+0.j,0.-3.4662135085473457e-10j,-1.8415635182827384e-10+0.j,0.+9.723821428571262e-11j,5.103188181958036e-11+0.j,0.-2.662165063146572e-11j,-1.3805452722329282e-11+0.j,0.+7.117396726629994e-12j
0.-0.001881593873306589j,-0.007195215428113363+0.j,0.+0.01917335517310229j,0.04101684580058623+0.j,0.-0.07449460099652531j,-0.11816325836054792+0.j,0.+0.1661558780869759j,0.2083801149385783+0.j,0.-0.23254671326356838j,-0.22771057176296894+0.j,0.+0.18825892568065464j,0.1168826245972987+0.j,0.-0.025243944191258597j,0.06821522729684867+0.j,0.-0.14286856088584693j,-0.18155258793674503+0.j,0.+0.1754905578905956j,0.12692342945743496+0.j,0.-0.04862604089248284j,0.03951178007280318+0.j,0.-0.11576299500455212j,-0.1621247836018249+0.j,0.+0.1686136847744743j,0.13523228015230596+0.j,0.-0.07129161069454915j,0.007478644249494651+0.j,0.-0.08306966093467386j,-0.1394250156524112+0.j,0.+0.16574671966541252j,0.1582374307038867+0.j,0.-0.12011486581055852j,-0.06016302682181229+0.j,0.-0.009631267629095691j,-0.07670849204528282+0.j,0.+0.1302536685205764j,0.16280382046559475+0.j,0.-0.1709766415958865j,-0.15536263576864645+0.j,0.+0.11977531950459974j,0.07012991736588951+0.j,0.-0.013224526609205452j,0.04435225856705967+0.j,0.-0.09704199126336338j,-0.14080391678653978+0.j,0.+0.17327955954515353j,0.1936938574150893+0.j,0.-0.20257718268625163j,-0.20139596933446344+0.j,0.+0.19216771675503325j,0.17711580502371493+0.j,0.-0.1583969850009395j,-0.13791406354753974+0.j,0.+0.11721073367002856j,0.09743554432163436+0.j,0.-0.07935726955808182j,-0.06341331070102367+0.j,0.+0.04977487829191337j,0.038416253930161494+0.j,0.-0.02917938720110805j,-0.021828732214864952+0.j,0.+0.016094180555501138j,0.011702065556112305+0.j,0.-0.008395534241130204j,-0.005946244274075259+0.j,0.+0.0041595182467029646j,0.0028749476933812076+0.j,0.-0.001964128352694236j,-0.0013268339769663216+0.j,0.+0.0008865695763042314j,0.000586126671503901+0.j,0.-0.0003835100240238948j,-0.00024841902646696934+0.j,0.+0.00015934013271088837j,0.00010122798701779582+0.j,0.-0.00006371010065913023j,-0.0000397319751879227+0.j,0.+0.000024557452405882354j,0.000015045980158646765+0.j,0.-9.139666949209202e-6j,-5.505388155128869e-6+0.j,0.+3.2890066323477923e-6j,1.9490776805156237e-6+0.j,0.-1.145899557560516e-6j,-6.684664630651151e-7+0.j,0.+3.8697995274042414e-7j,2.223467542339924e-7+0.j,0.-1.2681250372637862e-7j,-7.180185934486113e-8+0.j,0.+4.036482167161317e-8j,2.2532722559244164e-8+0.j,0.-1.2491522880431096e-8j,-6.877876124826697e-9+0.j,0.+3.761622026051174e-9j,2.0437178174951563e-9+0.j,0.-1.1031470619498971e-9j,-5.916338458861117e-10+0.j,0.+3.152963062050911e-10j,1.6698174402727675e-10+0.j,0.-8.78901427672994e-11j,-4.597991495407128e-11+0.j
-0.0037286861805421122+0.j,0.+0.013490339377074105j,0.03384098140782724+0.j,0.-0.06772398285058107j,-0.11413312847027994+0.j,0.+0.1661558780869759j,0.21110180527935643+0.j,0.-0.2334704386741794j,-0.2202127374159226+0.j,0.+0.16643536808229842j,0.07909278551961106+0.j,0.+0.023281742033036165j,0.11527198635503394+0.j,0.-0.1723377159656867j,-0.1789169527854728+0.j,0.+0.13388113464549894j,0.05128912466208755+0.j,0.+0.043875079671452544j,0.12347737086932097+0.j,0.-0.1648297322190252j,-0.157265008300227+0.j,0.+0.10470405754686204j,0.02369028448926822+0.j,0.+0.062142157058436745j,0.1291885669266088+0.j,0.-0.16034354840387802j,-0.14904808793635832+0.j,0.+0.10007612357884862j,0.02726179149771202+0.j,0.+0.05081820102723806j,0.1158023883811703+0.j,0.-0.15380184415083176j,-0.15802649187581647+0.j,0.+0.12942310550333835j,0.07551622476284854+0.j,0.-0.00802991571876605j,0.05996809287140083+0.j,0.-0.11670594305182988j,-0.15363299580749057+0.j,0.+0.16639443776283877j,0.15486810436523823+0.j,0.-0.12246102439464886j,-0.07495954024159338+0.j,0.+0.019238472709953842j,-0.03791700493444564+0.j,0.+0.09070954135128388j,0.13487416702867186+0.j,0.-0.1678758254737106j,-0.18882204371323322+0.j,0.+0.19818104048912152j,0.19739974128454393+0.j,0.-0.18850331352363808j,-0.17373575962170654+0.j,0.+0.15527665641159552j,0.1350472166133875+0.j,0.-0.11460221261126578j,-0.09509379730211878+0.j,0.+0.07728838443278867j,0.06161725649132522+0.j,0.-0.04824394386905282j,-0.037135259668755846+0.j,0.+0.028127076010480097j,0.0209797527838688+0.j,0.-0.015421184095846608j,-0.011177586370549879+0.j,0.+0.007993471262568237j,0.005642881032725578+0.j,0.-0.003934103176421757j,-0.002709906066089194+0.j,0.+0.0018449977912342367j,0.0012420158416123913+0.j,0.-0.000826976663408221j,-0.0005447902020265623+0.j,0.+0.0003551904989806723j,0.00022924901656814857+0.j,0.-0.00014651381010569279j,-0.00009274252532312447+0.j,0.+0.00005815766664744731j,0.00003613730719620155+0.j,0.-0.000022254278125883625j,-0.000013585130318576063+0.j,0.+8.22216562665195e-6j,4.934651558131356e-6+0.j,0.-2.9372902306777197e-6j,-1.7343083741769847e-6+0.j,0.+1.0159231475533873e-6j,5.904914966724233e-7+0.j,0.-3.4060049310312283e-7j,-1.949906862992634e-7+0.j,0.+1.1080906619220333e-7j,6.25148624063241e-8+0.j,0.-3.5017855287957155e-8j,-1.947798042787616e-8+0.j,0.+1.0759559418750744e-8j,5.90320173282081e-9+0.j,0.-3.2171265682289644e-9j,-1.741724154935947e-9+0.j,0.+9.368352283118181e-10j,5.006799830372395e-10+0.j,0.-2.6589472157570895e-10j
0.+0.00684088644088757j,0.023340929595477875+0.j,0.-0.05487594185595932j,-0.10209663308278719+0.j,0.+0.15820142726406838j,0.2083801149385783+0.j,0.-0.2334704386741794j,-0.21723801227054973+0.j,0.+0.1544259922778251j,0.05565521057185994+0.j,0.+0.053819624354089324j,0.14186222857564407+0.j,0.-0.18100241208014264j,-0.15909257169642058+0.j,0.+0.08453016366708183j,-0.016280697939003906+0.j,0.+0.10831093749932488j,0.1604243587317048+0.j,0.-0.15618284203148847j,-0.09897710928521036+0.j,0.+0.009915356033523462j,-0.08029421571424641+0.j,0.+0.14215674181541885j,0.15695226812519508+0.j,0.-0.12195270164248569j,-0.05003309874348586+0.j,0.-0.03556865205404817j,-0.10911856874109717+0.j,0.+0.15013601871127794j,0.14872300293955593+0.j,0.-0.1072548064175808j,-0.03847818327453685+0.j,0.-0.03891665346357429j,-0.10566561675783233+0.j,0.+0.14668773047701011j,0.15412721438411484+0.j,0.-0.12823144053937102j,-0.07624546523759834+0.j,0.+0.009948313932600933j,-0.05735549312871925+0.j,0.+0.11362784333143375j,0.15012974401573567+0.j,0.-0.1624414504303269j,-0.1504894970475803+0.j,0.+0.11779836903093657j,0.0702843791938128+0.j,0.-0.01491670886288078j,0.041489376241718244+0.j,0.-0.09317708847495666j,-0.13598054190155043+0.j,0.+0.16749890378838392j,0.1869823617878583+0.j,0.-0.1950266794929457j,-0.1931747970214954+0.j,0.+0.183508476969648j,0.16828883257734967+0.j,0.-0.1496788366488758j,-0.1295585110864418+0.j,0.+0.10942700611647216j,0.09037580283665292+0.j,0.-0.07311307960260384j,-0.058019436703941496+0.j,0.+0.04521805899469868j,0.0346465664822225+0.j,0.-0.02612216202464638j,-0.019395532290567615+0.j,0.+0.014191945131013255j,0.01024003280816442+0.j,0.-0.007289946791292428j,-0.005123093594619781+0.j,0.+0.0035557135002269426j,0.0024383293993747693+0.j,0.-0.001652718729745319j,-0.0011076520391335844+0.j,0.+0.0007342619914347519j,0.00048158993268051115+0.j,0.-0.00031261424866374033j,-0.00020089237912999908+0.j,0.+0.00012783581465275834j,0.00008057133091100115+0.j,0.-0.00005030904134187171j,-0.00003112735801271111+0.j,0.+0.00001908787037955246j,0.000011603138234022049+0.j,0.-6.993198628960842e-6j,-4.179597810647385e-6+0.j,0.+2.4775570122681885e-6j,1.4568418214040889e-6+0.j,0.-8.498978754507706e-7j,-4.919827741814607e-7+0.j,0.+2.826327284216108e-7j,1.6115454213311805e-7+0.j,0.-9.12149561150259e-8j,-5.125623174443655e-8+0.j,0.+2.8598029978387513e-8j,1.584470631018726e-8+0.j,0.-8.718443091991492e-9j,-4.7648222232692395e-9+0.j,0.+2.5867368932534607e-9j,1.3950792398114732e-9+0.j
0.01174013134567693+0.j,0.-0.037638409327219506j,-0.08250603859457645+0.j,0.+0.14161077301003572j,0.19930748978835347+0.j,0.-0.23254671326356838j,-0.2202127374159226+0.j,0.+0.1544259922778251j,0.04778340683854027+0.j,0.+0.06827963768489771j,0.15458809893409553+0.j,0.-0.18035074785383126j,-0.13688606480307947+0.j,0.+0.04229635986303006j,-0.06539146935380953+0.j,0.+0.14368815624104855j,0.16285571276298783+0.j,0.-0.11742667547318836j,-0.02739993571838231+0.j,0.-0.07083227389256419j,-0.1394801036899439+0.j,0.+0.15386332227064348j,0.11081239333773843+0.j,0.-0.02831845753248763j,0.06255760531085257+0.j,0.-0.12971859960182888j,-0.15124034285096824+0.j,0.+0.12192234368055545j,0.05351694123690568+0.j,0.+0.030616349538682017j,0.1039332617979668+0.j,0.-0.14509615292495584j,-0.14374400103833584+0.j,0.+0.10230017685847802j,0.0339059886950051+0.j,0.+0.04231073604874161j,0.10688610792574224+0.j,0.-0.14492187922478866j,-0.14910013045393036+0.j,0.+0.1203971199513997j,0.06675403500081037+0.j,0.-0.00041235122264022357j,0.06521314157219033+0.j,0.-0.11833928987571742j,-0.15076700228305714+0.j,0.+0.15876334543678278j,0.14293639658199433+0.j,0.-0.10735858141744802j,-0.05828002130812491+0.j,0.+0.0027643420632771937j,-0.05249458321925523+0.j,0.+0.10202028316165196j,0.14201421213742407+0.j,0.-0.17045964343852713j,-0.18695090703735634+0.j,0.+0.19235086143699806j,0.18837591143537274+0.j,0.-0.17718859538020032j,-0.16105150592696657+0.j,0.+0.14207004931421935j,0.12202977789149246+0.j,0.-0.10231881153950627j,-0.0839173517065315+0.j,0.+0.06743342855855194j,0.053165189884004184+0.j,0.-0.0411735667356212j,-0.03135361961112024+0.j,0.+0.023497262567081734j,0.017343773629059655+0.j,0.-0.012617266138596492j,-0.00905210260852936+0.j,0.+0.006408213767258698j,0.004478640141138749+0.j,0.-0.003091548722328367j,-0.002108672978777665+0.j,0.+0.0014217183146351092j,0.0009478603353456537+0.j,0.-0.0006250945131881016j,-0.0004078981270345511+0.j,0.+0.00026344363192024885j,0.00016844999890114392+0.j,0.-0.00010666251824916215j,-0.00006689811949588296+0.j,0.+0.000041569531552074974j,0.00002559693997605861+0.j,0.-0.000015622133849149294j,-9.451816201846493e-6+0.j,0.+5.670115613521337e-6j,3.373227561314829e-6+0.j,0.-1.9904363859041723e-6j,-1.1651142806592762e-6+0.j,0.+6.766622298216118e-7j,3.8996117344162736e-7+0.j,0.-2.2303707459736754e-7j,-1.2661839901074905e-7+0.j,0.+7.13569334095524e-8j,3.992533298365016e-8+0.j,0.-2.2181215126111266e-8j,-1.2237594781216912e-8+0.j,0.+6.705458997944068e-9j
0.-0.018995786031311423j,-0.05698638193236389+0.j,0.+0.11575363575239045j,0.18149440505209188+0.j,0.-0.22807664027622376j,-0.22771057176296894+0.j,0.+0.16643536808229842j,0.05565521057185994+0.j,0.+0.06827963768489771j,0.15826133502930048+0.j,0.-0.17815382458752235j,-0.1209078307452538+0.j,0.+0.01323350309727876j,-0.09608015158396359+0.j,0.+0.15855763856959235j,0.14807051564036414+0.j,0.-0.07191985160222297j,0.03382487188233991+0.j,0.-0.12173270937759163j,-0.1544193323145176+0.j,0.+0.12009130005885482j,0.035894800227339825+0.j,0.+0.0612641385982843j,0.1313259805903792+0.j,0.-0.1474634037539994j,-0.10562481975470277+0.j,0.+0.02423091703748871j,-0.06468297313060585+0.j,0.+0.12845923387201785j,0.14560376418829715+0.j,0.-0.11226871100014382j,-0.0418767382255652+0.j,0.-0.04101503209412116j,-0.10972491113670761+0.j,0.+0.1439751814977835j,0.13532319599112588+0.j,0.-0.08832255860322223j,-0.01776579256589237+0.j,0.-0.05653892316430088j,-0.1155715321696495+0.j,0.+0.1458099450762626j,0.14181093330425074+0.j,0.-0.10640705171330818j,-0.04893180413469712+0.j,0.-0.017713749657297252j,-0.08024274464870816+0.j,0.+0.1276542897832726j,0.15293235191791765+0.j,0.-0.15363569056126267j,-0.13151395123460113+0.j,0.+0.09145298593430624j,0.04010891817861174+0.j,0.+0.015444179520120645j,0.06881897277897547+0.j,0.-0.11504854359487636j,-0.15092716392012603+0.j,0.+0.1750110552452049j,0.18737400747714777+0.j,0.-0.18922456548417643j,-0.1824809556907936+0.j,0.+0.1693764742779396j,0.15214029788682432+0.j,0.-0.13277295541849207j,-0.11291569974715827+0.j,0.+0.09380005088553181j,0.07625743462217574+0.j,0.-0.06076771223087002j,-0.047527734168727964+0.j,0.+0.036525196734897666j,0.02760772556647308+0.j,0.-0.02054137658449119j,-0.015056162527454951+0.j,0.+0.010878629181280505j,0.007752980122271782+0.j,0.-0.005452957482209045j,-0.0037868436262754037+0.j,0.+0.0025977591492911895j,0.001761063808457872+0.j,0.-0.0011802404421659904j,-0.0007822351333188503+0.j,0.+0.000512881423253758j,0.00033276773892759894+0.j,0.-0.00021371412558786608j,-0.00013589655838371924+0.j,0.+0.00008558061501111627j,0.00005338709211754201+0.j,0.-0.000032997993752344414j,-0.000020212521316249096+0.j,0.+0.000012272178054124518j,7.387086002388025e-6+0.j,0.-4.409132451783795e-6j,-2.6099731886140474e-6+0.j,0.+1.5324731022382843e-6j,8.9267098609032e-7+0.j,0.-5.15936918883832e-7j,-2.959174393518231e-7+0.j,0.+1.684507177104884e-7j,9.518329069775097e-8+0.j,0.-5.3393582997470704e-8j,-2.97379327707186e-8+0.j
