0.6242284336485697+0.j,0.-0.6060090510630594j,-0.4160060786055827+0.j,0.+0.2331710416552437j,0.11318273413385636+0.j,0.-0.049139501048156016j,-0.01947559258948958+0.j,0.+0.007146233864836511j,0.0024528319516796356+0.j,0.-0.0007937470127542906j,-0.0002436787552512621+0.j,0.+0.00007132748131640014j,0.000019989495313310496+0.j,0.-5.382272933317222e-6j,-1.3964881756298637e-6+0.j,0.+3.500476746221677e-7j,8.495770445953333e-8+0.j,0.-2.0003863037727457e-8j,-4.577340115459909e-9+0.j,0.+1.0194641231506123e-9j,2.2130565554667743e-10+0.j,0.-4.6883327631393765e-11j,-9.7038182175326e-12+0.j,0.+1.9643293149794323e-12j,3.89263999777286e-13+0.j,0.-7.558050687926549e-14j,-1.438993028460448e-14+0.j,0.+2.688514428326212e-15j,4.932520734741317e-16+0.j,0.-8.892123468629878e-17j,-1.576087848470032e-17+0.j,0.+2.748116485930202e-18j,4.716237987113044e-19+0.j,0.-7.97029334433043e-20j,-1.3269984358559719e-20+0.j,0.+2.1775691365244703e-21j,3.523353884881212e-22+0.j,0.-5.623296296636579e-23j,-8.855941374370285e-24+0.j,0.+1.3766958177537666e-24j,2.113214398538481e-25+0.j,0.-3.203960818846414e-26j,-4.799523417295257e-27+0.j,0.+7.105578649652933e-28j,1.0399409416153916e-28+0.j,0.-1.5050051400388086e-29j,-2.1542427054561697e-30+0.j,0.+3.050571902063956e-31j,4.2746071790147547e-32+0.j,0.-5.928348617693993e-33j,-8.139248272703116e-34+0.j,0.+1.1064575885015999e-34j,1.4895965698768962e-35+0.j,0.-1.9863981061506547e-36j,-2.624248612673226e-37+0.j,0.+3.435256699386209e-38j,4.456570133456111e-39+0.j,0.-5.730583979309461e-40j,-7.305003834565745e-41+0.j,0.+9.232727253253503e-42j,1.1571507592480613e-42+0.j,0.-1.4383367959544359e-43j,-1.7733738895695295e-44+0.j,0.+2.1690301996249734e-45j,2.632153275442302e-46+0.j,0.-3.1694949262170396e-47j,-3.787508854552558e-48+0.j,0.+4.4921248607046784e-49j,5.288505088123489e-50+0.j,0.-6.18078938401335e-51j,-7.171838290018331e-52+0.j,0.+8.26298335503569e-53j,9.453795277704276e-54+0.j,0.-1.0741880756575518e-54j,-1.2122718787708075e-55+0.j,0.+1.358954646479316e-56j,1.5133303098837783e-57+0.j,0.-1.6742639708874874e-58j,-1.84039987015933e-59+0.j,0.+2.0101765946995943e-60j,2.1818494587123788e-61+0.j,0.-2.3535196924065116e-62j,-2.523169777307969e-63+0.j,0.+2.6887039891349343e-64j,2.847992965093002e-65+0.j,0.-2.9989209149193795e-66j,-3.139433955009534e-67+0.j,0.+3.267587970376853e-68j,3.381594404265511e-69+0.j,0.-3.479862440451956e-70j,-3.5610361752943587e-71+0.j,0.+3.624025568521279e-72j,3.668030203626092e-73+0.j,0.-3.6925551681136465e-74j,-3.6974186666754053e-75+0.j,0.+3.682751291765726e-76j,3.648987181237225e-77+0.j,0.-3.596847577787997e-78j,-3.5273175577463616e-79+0.j,0.+3.441616907168678e-80j
0.-0.6060090510630594j,0.03590699525490672+0.j,0.-0.4531621279335868j,-0.49417819613464853+0.j,0.+0.35646281858638845j,0.20537902312000988+0.j,0.-0.10145954616587594j,-0.04458991820282711+0.j,0.+0.017831360664820523j,0.006587915971050194+0.j,0.-0.002273481953490693j,-0.0007389453575486544+0.j,0.+0.00022767958219223238j,0.00006684797002490028+0.j,0.-0.000018782892464389544j,-5.068744629551906e-6+0.j,0.+1.3177126582637314e-6j,3.3086957978403054e-7+0.j,0.-8.042546213404569e-8j,-1.8962454014289473e-8+0.j,0.+4.344335762271681e-9j,9.686349763664932e-10+0.j,0.-2.1048170634431005e-10j,-4.4630880954760507e-11+0.j,0.+9.245306482584545e-12j,1.8729454635659937e-12+0.j,0.-3.714165486643791e-13j,-7.216222647076781e-14+0.j,0.+1.3747425643480694e-14j,2.569917820397353e-15+0.j,0.-4.71740795753698e-16j,-8.508495046410698e-17+0.j,0.+1.508783592725635e-17j,2.6318958168552287e-18+0.j,0.-4.518612980410723e-19j,-7.639227385479411e-20+0.j,0.+1.2723363059047373e-20j,2.0885808101759685e-21+0.j,0.-3.3804580171202607e-22j,-5.396882202014699e-23+0.j,0.+8.501835266910507e-24j,1.3220129666739603e-24+0.j,0.-2.0298095323055267e-25j,-3.0782760973368194e-26+0.j,0.+4.612348845863362e-27j,6.830028065190031e-28+0.j,0.-9.998304813100417e-29j,-1.4472590441382865e-29+0.j,0.+2.0719997702828864e-30j,2.9346718488364094e-31+0.j,0.-4.1129586320343393e-32j,-5.705169563916101e-33+0.j,0.+7.834167173971055e-34j,1.0651584617621549e-34+0.j,0.-1.4342219902931973e-35j,-1.9128449419879513e-36+0.j,0.+2.527445760683433e-37j,3.3090034139351294e-38+0.j,0.-4.293364811369362e-39j,-5.5214474018115366e-40+0.j,0.+7.039302083440691e-41j,8.898000742691987e-42+0.j,0.-1.1153313821994307e-42j,-1.3865146617973466e-43+0.j,0.+1.7096708746728836e-44j,2.0913399465721768e-45+0.j,0.-2.5381402237084083e-46j,-3.0565994799503536e-47+0.j,0.+3.6529595642407536e-48j,4.332958352276765e-49+0.j,0.-5.101594274707422e-50j,-5.962880245083804e-51+0.j,0.+6.919595206396826e-52j,7.973042655884207e-53+0.j,0.-9.122826300140773e-54j,-1.0366653355310459e-54+0.j,0.+1.1700175878520368e-55j,1.3116879860074537e-56+0.j,0.-1.4608030614118768e-57j,-1.616268130332431e-58+0.j,0.+1.7767749277792288e-59j,1.9408162387387728e-60+0.j,0.-2.106707465386088e-61j,-2.272614779824507e-62+0.j,0.+2.4365892256090594e-63j,2.5966058627826805e-64+0.j,0.-2.750606814723514e-65j,-2.8965468836769155e-66+0.j,0.+3.0324402659676747e-67j,3.156406825178334e-68+0.j,0.-3.266716376202596e-69j,-3.36182949551903e-70+0.j,0.+3.4404335001041245e-71j,3.501472422464711e-72+0.j,0.-3.544170042708737e-73j,-3.5680453083862955e-74+0.j,0.+3.572919765432278e-75j,3.5589169245554763e-76+0.j,0.-3.52645378254792e-77j,-3.476224993803059e-78+0.j
-0.4160060786055827+0.j,0.-0.4531621279335868j,-0.27517449681771955+0.j,0.-0.21577026429970256j,-0.4541730376821695+0.j,0.+0.42263098949129246j,0.2860781280307477+0.j,0.-0.1592038592812707j,-0.07693917034074772+0.j,0.+0.03330363183327384j,0.013170354366246743+0.j,0.-0.0048245251366662075j,-0.0016537442296807002+0.j,0.+0.0005345822955485248j,0.0001639692417350275+0.j,0.-0.00004795953634890917j,-0.000013432006665979395+0.j,0.+3.6146280415840373e-6j,9.373991990593658e-7+0.j,0.-2.348707965525351e-7j,-5.698229538448983e-8+0.j,0.+1.341231946476628e-8j,3.0681097300510833e-9+0.j,0.-6.831405033795302e-10j,-1.48259295823921e-10+0.j,0.+3.140137661809201e-11j,6.498035171985095e-12+0.j,0.-1.3151344494555175e-12j,-2.6056915409595957e-13+0.j,0.+5.058446980759991e-14j,9.629413758617456e-15+0.j,0.-1.7988372382222735e-15j,-3.2998247889609806e-16+0.j,0.+5.948036588270487e-17j,1.0541395935089867e-17+0.j,0.-1.837830544155451e-18j,-3.153707822425422e-19+0.j,0.+5.3291508983788817e-20j,8.871854918015312e-21+0.j,0.-1.4557219490610766e-21j,-2.3551966794298017e-22+0.j,0.+3.758617620284046e-23j,5.918884474298886e-24+0.j,0.-9.200525676244064e-25j,-1.4121771535421697e-25+0.j,0.+2.1409431713644572e-26j,3.206931184472903e-27+0.j,0.-4.747508321468865e-28j,-6.947856125716253e-29+0.j,0.+1.0054419661194998e-29j,1.4391017620904786e-30+0.j,0.-2.0377781131465865e-31j,-2.855298009492915e-32+0.j,0.+3.959764619168792e-33j,5.436270910624648e-34+0.j,0.-7.389812802906313e-35j,-9.948322855283947e-36+0.j,0.+1.3265715446219237e-36j,1.7524802793561336e-37+0.j,0.-2.2939909827304836e-38j,-2.9758987059320476e-39+0.j,0.+3.826499675508559e-40j,4.877633165869709e-41+0.j,0.-6.164602003797416e-42j,-7.725947849371478e-43+0.j,0.+9.603059697696441e-44j,1.1839598026200798e-44+0.j,0.-1.4480722730051607e-45j,-1.7572120389662977e-46+0.j,0.+2.1158835321622015e-47j,2.5283918970422512e-48+0.j,0.-2.9986923070965385e-49j,-3.5302273108449247e-50+0.j,0.+4.125756929561482e-51j,4.787187189982316e-52+0.j,0.-5.515403559869953e-53j,-6.310116297705773e-54+0.j,0.+7.169724974118199e-55j,8.091209329511116e-56+0.j,0.-9.070053174670335e-57j,-1.0100207214221826e-57+0.j,0.+1.1174095494080971e-58j,1.2282668683175261e-59+0.j,0.-1.3415505657408645e-60j,-1.4560962938689854e-61+0.j,0.+1.570636954647595e-62j,1.6838262844346762e-63+0.j,0.-1.794265911298527e-64j,-1.9005350952437613e-65+0.j,0.+2.0012222299452463e-66j,2.0949570912775007e-67+0.j,0.-2.180442768265782e-68j,-2.256486208912129e-69+0.j,0.+2.3220263569629326e-70j,2.3761589438657642e-71+0.j,0.-2.418157128300516e-72j,-2.4474873371054304e-73+0.j,0.+2.4638198478617904e-74j,2.4670338554618205e-75+0.j,0.-2.4572169727406324e-76j
0.+0.2331710416552437j,-0.49417819613464853+0.j,0.-0.21577026429970256j,-0.3961135404336888+0.j,0.+0.005413548340232504j,-0.349450572025533+0.j,0.+0.4373439377361561j,0.34775793550190615+0.j,0.-0.2168544761516294j,-0.11459589573240626+0.j,0.+0.05342186261913789j,0.022515166476572836+0.j,0.-0.008722128085179488j,-0.003142910227640495+0.j,0.+0.0010629251305014494j,0.0003397650927408013+0.j,0.-0.00010322917694686796j,-0.000029948575576571615+0.j,0.+8.328582884137962e-6j,2.227424709051335e-6+0.j,0.-5.744952625269308e-7j,-1.4324338944182926e-7+0.j,0.+3.460106000021458e-8j,8.112311513796989e-9+0.j,0.-1.849113924687189e-9j,-4.103872777563048e-10+0.j,0.+8.880100671521345e-11j,1.8756973812197136e-11+0.j,0.-3.871753327118779e-12j,-7.817898723694719e-13+0.j,0.+1.5456486087042353e-13j,2.994598774840581e-14+0.j,0.-5.690022929038021e-15j,-1.06108937705766e-15+0.j,0.+1.9433230649351263e-16j,3.497561931139534e-17+0.j,0.-6.189666709920595e-18j,-1.077675944514973e-18+0.j,0.+1.8469320364071783e-19j,3.117199694158097e-20+0.j,0.-5.183536426029955e-21j,-8.496128063521927e-22+0.j,0.+1.3731706428101326e-22j,2.1892846303266546e-23+0.j,0.-3.44438066980167e-24j,-5.349338920860368e-25+0.j,0.+8.203714329188089e-26j,1.2427301886924185e-26+0.j,0.-1.8600606560301295e-27j,-2.7515876892441433e-28+0.j,0.+4.02403811092895e-29j,5.8193512868599864e-30+0.j,0.-8.323907622552822e-31j,-1.1779368195774606e-31+0.j,0.+1.6495155977660602e-32j,2.286252304402377e-33+0.j,0.-3.1370037768056213e-34j,-4.262019179834624e-35+0.j,0.+5.7346671316158086e-36j,7.643166569587894e-37+0.j,0.-1.009224069323732e-37j,-1.3204595533442367e-38+0.j,0.+1.712210836883267e-39j,2.200659779398622e-40+0.j,0.-2.80400383123738e-41j,-3.542407945886071e-42+0.j,0.+4.437873411917467e-43j,5.51401141236776e-44+0.j,0.-6.795711417578234e-45j,-8.308697803492257e-46+0.j,0.+1.00789723281283e-46j,1.2132145190877104e-47+0.j,0.-1.449266316529983e-48j,-1.7182949488235625e-49+0.j,0.+2.022247649605063e-50j,2.3626798064831904e-51+0.j,0.-2.7406574349582933e-52j,-3.1566625738670264e-53+0.j,0.+3.610505597790337e-54j,4.1012485758422114e-55+0.j,0.-4.627143746575547e-56j,-5.185590911506426e-57+0.j,0.+5.773117072705676e-58j,6.385380963346198e-59+0.j,0.-7.017204266962872e-60j,-7.66263032637899e-61+0.j,0.+8.31501005171943e-62j,8.967113601538372e-63+0.j,0.-9.611265289192735e-64j,-1.0239498116866566e-64+0.j,0.+1.0843723418264676e-65j,1.1415910348107897e-66+0.j,0.-1.1948269433260293e-67j,-1.2433434125848402e-68+0.j,0.+1.286463428891312e-69j,1.3235855801232964e-70+0.j,0.-1.354198097689979e-71j,-1.3778905230454653e-72+0.j,0.+1.3943626341702796e-73j,1.403430373834098e-74+0.j
0.11318273413385636+0.j,0.+0.35646281858638845j,-0.4541730376821695+0.j,0.+0.005413548340232504j,-0.39348576899962173+0.j,0.+0.17567810249466706j,-0.21569821534121147+0.j,0.+0.4097476936089495j,0.3865414212722401+0.j,0.-0.2696561240708009j,-0.15526070232120934+0.j,0.+0.07766112929069174j,0.0347636348025921+0.j,0.-0.014198451036433846j,-0.005363895890487148+0.j,0.+0.001893421487286872j,0.0006294220742586433+0.j,0.-0.0001982751675028548j,-0.00005948777454553751+0.j,0.+0.000017070519184089744j,4.701809342110774e-6+0.j,0.-1.2468027442759511e-6j,-3.19139946989664e-7+0.j,0.+7.903265858305348e-8j,1.8973451965447623e-8+0.j,0.-4.42358016854926e-9j,-1.0031817847799884e-9+0.j,0.+2.2160702649229907e-10j,4.774691390848551e-11+0.j,0.-1.0045529010961532e-11j,-2.0659929568700786e-12+0.j,0.+4.157543856027175e-13j,8.193807003439376e-14+0.j,0.-1.582828693054027e-14j,-2.9992503963936813e-15+0.j,0.+5.578653226340197e-16j,1.0192235361566995e-16+0.j,0.-1.83020254842676e-17j,-3.2319690640000352e-18+0.j,0.+5.61573254275065e-19j,9.605838739033429e-20+0.j,0.-1.6183006302451165e-20j,-2.686405553446576e-21+0.j,0.+4.395971742596824e-22j,7.093843209055587e-23+0.j,0.-1.1293143600499585e-23j,-1.7742277268406165e-24+0.j,0.+2.751768665646703e-25j,4.2146551046130763e-26+0.j,0.-6.376648447152765e-27j,-9.53300215373762e-28+0.j,0.+1.4086215000143166e-28j,2.0577921586369103e-29+0.j,0.-2.9727702937141225e-30j,-4.247947680107717e-31+0.j,0.+6.005591372374955e-32j,8.402100627275403e-33+0.j,0.-1.1635048396866485e-33j,-1.595092106566457e-34+0.j,0.+2.1653402770089318e-35j,2.9111972935159503e-36+0.j,0.-3.877050018045093e-37j,-5.115542636957073e-38+0.j,0.+6.688304648444366e-39j,8.666530955153555e-40+0.j,0.-1.1131350030812088e-40j,-1.4173911848302354e-41+0.j,0.+1.7895126030718936e-42j,2.240498323948795e-43+0.j,0.-2.7821399739508693e-44j,-3.426853677756216e-45+0.j,0.+4.187456301131741e-46j,5.076884955026165e-47+0.j,0.-6.107861268246064e-48j,-7.29250481629648e-49+0.j,0.+8.641903178123288e-50j,1.0165649225075578e-50+0.j,0.-1.1871359248634853e-51j,-1.376418821338812e-52+0.j,0.+1.5846360586266132e-53j,1.8116736661427546e-54+0.j,0.-2.0570434917448328e-55j,-2.319853059364239e-56+0.j,0.+2.5987849289256756e-57j,2.892087196470269e-58+0.j,0.-3.1975764312584155e-59j,-3.5126539184937906e-60+0.j,0.+3.834335578807522e-61j,4.159295391333469e-62+0.j,0.-4.4839215824835455e-63j,-4.8043842860018196e-64+0.j,0.+5.1167128606344285e-65j,5.416880597622215e-66+0.j,0.-5.7008941859286036e-67j,-5.964885048811624e-68+0.j,0.+6.205199535264313e-69j,6.41848495148525e-70+0.j,0.-6.601768551200436e-71j,-6.752526862496723e-72+0.j,0.+6.868743099344155e-73j
0.-0.049139501048156016j,0.20537902312000988+0.j,0.+0.42263098949129246j,-0.349450572025533+0.j,0.+0.17567810249466706j,-0.31721323178148747+0.j,0.+0.2860934187281952j,-0.0773212031174863+0.j,0.+0.35047327669924244j,0.40152563064429564+0.j,0.-0.31394324444795346j,-0.19657142278089862+0.j,0.+0.10521909830250728j,0.04989026661959534+0.j,0.-0.02142975976436516j,-0.008468490910668628+0.j,0.+0.003113784962957626j,0.0010745136632341222+0.j,0.-0.0003503734226810363j,-0.00010855167144660223+0.j,0.+0.00003209969728499223j,9.094528949940688e-6+0.j,0.-2.4767574606260687e-6j,-6.501660521186019e-7+0.j,0.+1.6491435135487196e-7j,4.050538346680702e-8+0.j,0.-9.651772639461468e-9j,-2.234970733969651e-9+0.j,0.+5.036881036062845e-10j,1.1062842149787653e-10+0.j,0.-2.3709447215881282e-11j,-4.963776739630697e-12+0.j,0.+1.01621035040301e-12j,2.036306923594793e-13+0.j,0.-3.997296568138765e-14j,-7.693067440069966e-15+0.j,0.+1.4526590546731185e-15j,2.6931275621606225e-16+0.j,0.-4.905200818578625e-17j,-8.782585297954389e-18+0.j,0.+1.5466642431476847e-18j,2.6804333425855194e-19+0.j,0.-4.573647638571971e-20j,-7.687231698105463e-21+0.j,0.+1.2732572763961943e-21j,2.079122565453297e-22+0.j,0.-3.3483500472341786e-23j,-5.320208209254256e-24+0.j,0.+8.343059588458418e-25j,1.2917108392909454e-25+0.j,0.-1.9750847392089598e-26j,-2.9834399158986446e-27+0.j,0.+4.453326581907469e-28j,6.570619856059523e-29+0.j,0.-9.5850908726533e-30j,-1.3828109376892912e-30+0.j,0.+1.973376671456693e-31j,2.7863608664088673e-32+0.j,0.-3.8935020517629354e-33j,-5.3853107478910995e-34+0.j,0.+7.374565990078074e-35j,1.0000048703447721e-35+0.j,0.-1.3430405142051426e-36j,-1.7867995086382423e-37+0.j,0.+2.35525393967298e-38j,3.076434220836924e-39+0.j,0.-3.982682741111913e-40j,-5.110810036422527e-41+0.j,0.+6.502122756480136e-42j,8.202292270988699e-43+0.j,0.-1.0261034047347702e-43j,-1.27315711968055e-44+0.j,0.+1.5669860997437866e-45j,1.913357081062038e-46+0.j,0.-2.3180799519987514e-47j,-2.786855218676577e-48+0.j,0.+3.325098861800723e-49j,3.9377480413851043e-50+0.j,0.-4.629052509080221e-51j,-5.402357926322367e-52+0.j,0.+6.259888474245985e-53j,7.202537091896376e-54+0.j,0.-8.229672312357134e-55j,-9.338970913623574e-56+0.j,0.+1.0526285411787949e-56j,1.1785554770511085e-57+0.j,0.-1.3108765580979512e-58j,-1.4485969407094724e-59+0.j,0.+1.590536004583309e-60j,1.7353412203128024e-61+0.j,0.-1.8815080633893149e-62j,-2.0274056260002005e-63+0.j,0.+2.171307329088846e-64j,2.3114259058193704e-65+0.j,0.-2.4459516262614115e-66j,-2.5730925727495966e-67+0.j,0.+2.6911156648482964e-68j,2.7983870783627103e-69+0.j,0.-2.8934107075339717e-70j,-2.974863383359759e-71+0.j
-0.01947559258948958+0.j,0.-0.10145954616587594j,0.2860781280307477+0.j,0.+0.4373439377361561j,-0.21569821534121147+0.j,0.+0.2860934187281952j,-0.203825046170399+0.j,0.+0.3396611338830037j,0.049621195594460384+0.j,0.+0.2701025989351015j,0.39394137712497196+0.j,0.-0.3471734738781862j,-0.23629219961854067+0.j,0.+0.13510517357190308j,0.06771532588975002+0.j,0.-0.030527085163235428j,-0.012594892854100407+0.j,0.+0.004815416168416704j,0.0017222478031017226+0.j,0.-0.0005804714949684028j,-0.00018546516970452772+0.j,0.+0.00005644857524518229j,0.00001643307705257122+0.j,0.-4.591536629731952e-6j,-1.234971149188031e-6+0.j,0.+3.205764008685173e-7j,8.049336616096328e-8+0.j,0.-1.958870959957264e-8j,-4.628460517412317e-9+0.j,0.+1.063504736880539e-9j,2.3797584077656736e-10+0.j,0.-5.1924984325740625e-11j,-1.1060593925105764e-11+0.j,0.+2.3025190132471347e-12j,4.688954105081573e-13+0.j,0.-9.34948698064923e-14j,-1.8268353456440707e-14+0.j,0.+3.500617946779331e-15j,6.583146572747285e-16+0.j,0.-1.2157774745462463e-16j,-2.2063544068905857e-17+0.j,0.+3.9368457815098426e-18j,6.910491405011063e-19+0.j,0.-1.1939273024055556e-19j,-2.0312488314872918e-20+0.j,0.+3.404556226761632e-21j,5.624123633933844e-22+0.j,0.-9.16053588924794e-23j,-1.4717158450227358e-23+0.j,0.+2.333033141658627e-24j,3.6505689312790433e-25+0.j,0.-5.640068562690773e-26j,-8.606509390685636e-27+0.j,0.+1.297528299274454e-27j,1.9331971045122118e-28+0.j,0.-2.8472250540968014e-29j,-4.1463458195449576e-30+0.j,0.+5.971922792501845e-31j,8.508835763579044e-32+0.j,0.-1.1995863167431257e-32j,-1.6737569684155796e-33+0.j,0.+2.311762444252888e-34j,3.1613368183149547e-35+0.j,0.-4.281131947330584e-36j,-5.742316336106827e-37+0.j,0.+7.630160591336469e-38j,1.0045531250469786e-38+0.j,0.-1.3106198647693845e-39j,-1.6947849994495107e-40+0.j,0.+2.1724687374012584e-41j,2.760948332619593e-42+0.j,0.-3.4792965569480507e-43j,-4.3482408467686844e-44+0.j,0.+5.3899323153082584e-45j,6.627616141695059e-46+0.j,0.-8.085198073327935e-47j,-9.786705864768348e-48+0.j,0.+1.1755649314304887e-48j,1.401428797135925e-49+0.j,0.-1.658282133305932e-50j,-1.947852213105727e-51+0.j,0.+2.2714838794265692e-52j,2.6300498002887967e-53+0.j,0.-3.0238642069010066e-54j,-3.452603836067662e-55+0.j,0.+3.915239885362876e-56j,4.4099846946111053e-57+0.j,0.-4.934256580151383e-58j,-5.4846657693447735e-59+0.j,0.+6.057023723730118e-60j,6.64637732357582e-61+0.j,0.-7.247068448380561e-62j,-7.852818470207876e-63+0.j,0.+8.456836129183466e-64j,9.051946236357139e-65+0.j,0.-9.630735702115614e-66j,-1.0185712569243265e-66+0.j,0.+1.0709473083253199e-67j,1.1194871394522702e-68+0.j,0.-1.1635186281656486e-69j
0.+0.007146233864836511j,-0.04458991820282711+0.j,0.-0.1592038592812707j,0.34775793550190615+0.j,0.+0.4097476936089495j,-0.0773212031174863+0.j,0.+0.3396611338830037j,-0.07919223274661494+0.j,0.+0.34490538127729475j,0.15537465204486164+0.j,0.+0.1782843382393446j,0.366442313284684+0.j,0.-0.3678534179184528j,-0.2724374682301552+0.j,0.+0.16622059417874144j,0.08792369815231839+0.j,0.-0.041531135230936045j,-0.017860788720769762+0.j,0.+0.007089895411529373j,0.002624424620844698+0.j,0.-0.0009131226520458641j,-0.00030052226277361104+0.j,0.+0.00009404279298469587j,0.000028102696346944926+0.j,0.-8.048722370453522e-6j,-2.216246099162167e-6+0.j,0.+5.882946421884754e-7j,1.5089809266783516e-7+0.j,0.-3.74790851875045e-8j,-9.030538286812848e-9+0.j,0.+2.114342830004207e-9j,4.817474539734656e-10+0.j,0.-1.0696179159688208e-10j,-2.3170340751294864e-11+0.j,0.+4.902451643624471e-12j,1.0141756771773633e-12+0.j,0.-2.0532317695233105e-13j,-4.071569772520438e-14+0.j,0.+7.914635742221456e-15j,1.5092667432020325e-15+0.j,0.-2.8253056586577654e-16j,-5.1952605040725904e-17+0.j,0.+9.389694759545189e-18j,1.668941532123097e-18+0.j,0.-2.918800976298191e-19j,-5.0252314396043144e-20+0.j,0.+8.52114349242311e-21j,1.4237064615219998e-21+0.j,0.-2.34478929554696e-22j,-3.8081874864384594e-23+0.j,0.+6.1013419979655645e-24j,9.646685792409657e-25+0.j,0.-1.50564346508132e-25j,-2.3205762607574625e-26+0.j,0.+3.532897994392355e-27j,5.314392583212178e-28+0.j,0.-7.901025542058552e-29j,-1.1612755257218e-29+0.j,0.+1.6877912903783354e-30j,2.4262686155650378e-31+0.j,0.-3.450613487718726e-32j,-4.856099238470352e-33+0.j,0.+6.764025379034375e-34j,9.326921678512182e-35+0.j,0.-1.2734221817421704e-35j,-1.7218280609893936e-36+0.j,0.+2.306055154667648e-37j,3.059767937445166e-38+0.j,0.-4.022719862931555e-39j,-5.241246741979455e-40+0.j,0.+6.768641103418103e-41j,8.665360743904366e-42+0.j,0.-1.0999022203378736e-42j,-1.3844129761795155e-43+0.j,0.+1.7281493234248649e-44j,2.1397293733269336e-45+0.j,0.-2.6281765903021797e-46j,-3.2027477946424733e-47+0.j,0.+3.872720686569878e-48j,4.647142526787065e-49+0.j,0.-5.534543713917474e-50j,-6.542622221350949e-51+0.j,0.+7.677907079227935e-52j,8.94541118108426e-53+0.j,0.-1.0348285521238404e-53j,-1.1887488392333325e-54+0.j,0.+1.3561483967635049e-55j,1.5365984956022628e-56+0.j,0.-1.7293753574943937e-57j,-1.933447390121611e-58+0.j,0.+2.147470673701344e-59j,2.369793551910706e-60+0.j,0.-2.598470859818464e-61j,-2.8312879556955015e-62+0.j,0.+3.0657943289692667e-63j,3.29934615249624e-64+0.j,0.-3.529156754361207e-65j,-3.7523536232164816e-66+0.j,0.+3.966040251147153e-67j,4.167360876116713e-68+0.j
0.0024528319516796356+0.j,0.+0.017831360664820523j,-0.07693917034074772+0.j,0.-0.2168544761516294j,0.3865414212722401+0.j,0.+0.35047327669924244j,0.049621195594460384+0.j,0.+0.34490538127729475j,0.03919109412237632+0.j,0.+0.31249750464363935j,0.23490742638161516+0.j,0.+0.08328137868945704j,0.3225384657063867+0.j,0.-0.37541307921150047j,-0.3033482996615721+0.j,0.+0.19742850110410481j,0.11008797989309857+0.j,0.-0.05441107916941836j,-0.024357688414119547+0.j,0.+0.010025470321065159j,0.003836164740416428+0.j,0.-0.0013762782612890317j,-0.0004660810894094885+0.j,0.+0.00014981150679441396j,0.000045912701019552496+0.j,0.-0.000013467573935927001j,-3.793471626662176e-6+0.j,0.+1.028972880853198e-6j,2.6944037725739807e-7+0.j,0.-6.825846255511007e-8j,-1.676184740021801e-8+0.j,0.+3.996735815049731e-9j,9.267819616594123e-10+0.j,0.-2.0928757203338703e-10j,-4.6084192021215497e-11+0.j,0.+9.906113515878036e-12j,2.0809175570266333e-12+0.j,0.-4.275891678136941e-13j,-8.60212321351451e-14+0.j,0.+1.6957010573058036e-14j,3.2778488777470657e-15+0.j,0.-6.217738603332972e-16j,-1.1581550808988075e-16+0.j,0.+2.1196273915101393e-17j,3.813831596843977e-18+0.j,0.-6.750061205877252e-19j,-1.175760687752607e-19+0.j,0.+2.016522306928577e-20j,3.406873183540061e-21+0.j,0.-5.672347416443105e-22j,-9.311049784617224e-23+0.j,0.+1.507402614982293e-23j,2.4077531199719483e-24+0.j,0.-3.7957369436680175e-25j,-5.90777283367254e-26+0.j,0.+9.080928555275292e-27j,1.3789370916697734e-27+0.j,0.-2.069137750560245e-28j,-3.068899274839794e-29+0.j,0.+4.500248735869948e-30j,6.526173396309821e-31+0.j,0.-9.361639985949015e-32j,-1.3286643648849537e-32+0.j,0.+1.86613672812697e-33j,2.5943436206380967e-34+0.j,0.-3.570712663669382e-35j,-4.866422879001508e-36+0.j,0.+6.5686078860274156e-37j,8.782606317961082e-38+0.j,0.-1.1634167094122458e-38j,-1.527149402446746e-39+0.j,0.+1.9866992067268153e-40j,2.5618558159482166e-41+0.j,0.-3.275024483959292e-42j,-4.151211691801381e-43+0.j,0.+5.217912219554602e-44j,6.504880843568217e-45+0.j,0.-8.043774180764145e-46j,-9.86765176001824e-47+0.j,0.+1.2010330219051956e-47j,1.450559052085495e-48+0.j,0.-1.7386245080512706e-49j,-2.0683079422085211e-50+0.j,0.+2.442369108978481e-51j,2.8631256589643735e-52+0.j,0.-3.332326465840559e-53j,-3.8510260643782463e-54+0.j,0.+4.419465174362802e-55j,5.036962584473166e-56+0.j,0.-5.701823735915325e-57j,-6.41127115232962e-58+0.j,0.+7.161401398594256e-59j,7.947172520588791e-60+0.j,0.-8.762424940998501e-61j,-9.599937599097012e-62+0.j,0.+1.045151977581482e-62j,1.1308137601885677e-63+0.j,0.-1.2160072777424884e-64j,-1.2997109611092848e-65+0.j,0.+1.3808745190777977e-66j
