0.6614191967619281+0.j,0.-0.6013951669083308j,-0.3866589558242079+0.j,0.+0.20297875504695925j,0.09227918003281771+0.j,0.-0.03752337233005755j,-0.013928661225804693+0.j,0.+0.004786780284275058j,0.0015387980884454136+0.j,0.-0.0004663838695990896j,-0.00013409934590262495+0.j,0.+0.00003676321253295008j,9.649525763031331e-6+0.j,0.-2.4334220098923543e-6j,-5.913390401860368e-7+0.j,0.+1.3882703891783088e-7j,3.1557108808647734e-8+0.j,0.-6.959144985946461e-9j,-1.4914296410286352e-9+0.j,0.+3.1110651624986935e-10j,6.325243483632658e-11+0.j,0.-1.2550202651778668e-11j,-2.432890352215373e-12+0.j,0.+4.61255710817837e-13j,8.560897029640134e-14+0.j,0.-1.5567985093963387e-14j,-2.776060145098874e-15+0.j,0.+4.857693700524999e-16j,8.347073726526381e-17+0.j,0.-1.4093484707152226e-17j,-2.3395961565719044e-18+0.j,0.+3.8207022168458955e-19j,6.14117310451401e-20+0.j,0.-9.72025162123847e-21j,-1.5157276979895966e-21+0.j,0.+2.3295407010990397e-22j,3.5302234085329414e-23+0.j,0.-5.276968070477482e-24j,-7.783515706378593e-25+0.j,0.+1.1332523821546828e-25j,1.6292201885130395e-26+0.j,0.-2.3135079312086066e-27j,-3.2458577695859136e-28+0.j,0.+4.5006826969605414e-29j,6.1692901414999175e-30+0.j,0.-8.362036843317134e-31j,-1.1210275838782387e-31+0.j,0.+1.486793000959746e-32j,1.9512504999661225e-33+0.j,0.-2.53453402245177e-34j,-3.259089306155067e-35+0.j,0.+4.1494860724171654e-36j,5.232096885551772e-37+0.j,0.-6.534629675731963e-38j,-8.085506653360355e-39+0.j,0.+9.913089611909312e-40j,1.2044760161933407e-40+0.j,0.-1.4505872866005996e-41j,-1.7318609031455133e-42+0.j,0.+2.0500768444652705e-43j,2.406454491670156e-44+0.j,0.-2.801533846350259e-45j,-3.235066161400005e-46+0.j,0.+3.7059199178515574e-47j,4.21200794151473e-48+0.j,0.-4.750240970182681e-49j,-5.316512157546438e-50+0.j,0.+5.90571585972133e-51j,6.511802643710763e-52+0.j,0.-7.127870854433271e-53j,-7.746293364970435e-54+0.j,0.+8.358876411278643e-55j,8.95704577979882e-56+0.j,0.-9.53205417323333e-57j,-1.0075202415230941e-57+0.j,0.+1.0578066341333943e-58j,1.1032720812235753e-59+0.j,0.-1.143195230196232e-60j,-1.1769451957161664e-61+0.j,0.+1.2039981867032532e-62j,1.2239508475344102e-63+0.j,0.-1.2365298535233016e-64j,-1.241597466804174e-65+0.j,0.+1.2391529344808426e-66j,1.2293297866336892e-67+0.j,0.-1.2123892582667843e-68j,-1.1887102082327388e-69+0.j,0.+1.1587760327969177e-70j,1.1231591667448118e-71+0.j,0.-1.0825038277556722e-72j,-1.0375076891339088e-73+0.j,0.+9.889031628128011e-75j,9.374389414588077e-76+0.j,0.-8.83862389548822e-77j,-8.289032935652974e-78+0.j,0.+7.732593866884513e-79j,7.175839595465565e-80+0.j,0.-6.624757615678164e-81j,-6.084712926621957e-82+0.j,0.+5.560394870377893e-83j
0.-0.6013951669083308j,0.11460085742231371+0.j,0.-0.49893168478898137j,-0.4851545966234227+0.j,0.+0.32205269881887527j,0.17222440665801142+0.j,0.-0.07924848542421117j,-0.03249939544668073+0.j,0.+0.012139907587446591j,0.004192334899545172+0.j,0.-0.0013529055098361962j,-0.00041133027721005944+0.j,0.+0.00011857767608153532j,0.00003257927183472041+0.j,0.-8.567356628719968e-6j,-2.1640178193682072e-6+0.j,0.+5.266148658302785e-7j,1.2378569278016013e-7+0.j,0.-2.8169069799928586e-8j,-6.218117598572154e-9+0.j,0.+1.3337983835168859e-9j,2.78447803277774e-10+0.j,0.-5.6653563628632555e-11j,-1.12483356546553e-11+0.j,0.+2.1818423394270986e-12j,4.138896666312407e-13+0.j,0.-7.685732809236587e-14j,-1.3983146023424586e-14+0.j,0.+2.494554157528001e-15j,4.366891808424041e-16+0.j,0.-7.506591791521951e-17j,-1.2678922892243735e-17+0.j,0.+2.1054769627626392e-18j,3.439454009284911e-19+0.j,0.-5.530014474466585e-20j,-8.755352586248342e-21+0.j,0.+1.3656258770067443e-21j,2.0993702540878536e-22+0.j,0.-3.1821699981048006e-23j,-4.757763068571067e-24+0.j,0.+7.019180595762526e-25j,1.0221743651696802e-25+0.j,0.-1.4698115504845947e-26j,-2.087528837024384e-27+0.j,0.+2.929320912816522e-28j,4.062453848853459e-29+0.j,0.-5.569479927474033e-30j,-7.55019131242188e-31+0.j,0.+1.0123386690428824e-31j,1.3428301084875257e-32+0.j,0.-1.76255293662228e-33j,-2.2897261150154727e-34+0.j,0.+2.9446641380596355e-35j,3.749607930980126e-36+0.j,0.-4.7284350688952595e-37j,-5.906237489341626e-38+0.j,0.+7.308760055953121e-39j,8.961699906621582e-40+0.j,0.-1.0889874254634175e-40j,-1.31162728487033e-41+0.j,0.+1.5661020165963757e-42j,1.8540281049372932e-43+0.j,0.-2.1765151291031956e-44j,-2.5340580978393023e-45+0.j,0.+2.9264382672130896e-46j,3.3526378172906753e-47+0.j,0.-3.8107736396216224e-48j,-4.298055052320143e-49+0.j,0.+4.810769514772042e-50j,5.3442993829633024e-51+0.j,0.-5.893171473624787e-52j,-6.4511397542968135e-53+0.j,0.+7.011299925661804e-54j,7.566233100650974e-55+0.j,0.-8.1081743043774e-56j,-8.629200209674647e-57+0.j,0.+9.121429465660594e-58j,9.577228237127462e-59+0.j,0.-9.98941319700478e-60j,-1.0351444226202554e-60+0.j,0.+1.0657599474202451e-61j,1.0903126195325577e-62+0.j,0.-1.1084361853417802e-63j,-1.119882131732764e-64+0.j,0.+1.1245247473108662e-65j,1.1223624170815213e-66+0.j,0.-1.1135152016247885e-67j,-1.0982189027332868e-68+0.j,0.+1.076815952580856e-69j,1.0497435765738894e-70+0.j,0.-1.0175197665334402e-71j,-9.807276579830548e-73+0.j,0.+9.39998932138666e-74j,8.959968605184602e-75+0.j,0.-8.493995802915019e-76j,-8.00884135217586e-77+0.j,0.+7.511117449088486e-78j,7.007146793615988e-79+0.j,0.-6.50285021685471e-80j,-6.003655050017173e-81+0.j
-0.3866589558242079+0.j,0.-0.49893168478898137j,-0.20618057695447134+0.j,0.-0.299140381782067j,-0.47905274750084065+0.j,0.+0.3984806552858885j,0.24734967192131574+0.j,0.-0.12736529006324132j,-0.0571936001471579+0.j,0.+0.023057227443886275j,0.008504513369308875+0.j,0.-0.002908385378039289j,-0.0009313113686125344+0.j,0.+0.0002813685362800065j,0.00008068838414298162+0.j,0.-0.000022071346188528618j,-5.782186734432772e-6+0.j,0.+1.45574662409442e-6j,3.5324615275494345e-7+0.j,0.-8.28250488585926e-8j,-1.8805866590321583e-8+0.j,0.+4.142976453571876e-9j,8.870822383515962e-10+0.j,0.-1.8488961509367935e-10j,-3.756259144264016e-11+0.j,0.+7.447872758941295e-12j,1.4428860272428896e-12+0.j,0.-2.7340157905539116e-13j,-5.0716301473695614e-14+0.j,0.+9.218215780665007e-15j,1.6430272998353814e-15+0.j,0.-2.873830709607733e-16j,-4.936200339732068e-17+0.j,0.+8.331352770722034e-18j,1.382568731171643e-18+0.j,0.-2.2570796634055855e-19j,-3.6267804272524225e-20+0.j,0.+5.738802799028863e-21j,8.946349430980408e-22+0.j,0.-1.3746188234904973e-22j,-2.082607448301204e-23+0.j,0.+3.1123498527108643e-24j,4.589691839708601e-25+0.j,0.-6.681020923238048e-26j,-9.603041397383739e-27+0.j,0.+1.3633799102005692e-27j,1.9124761988950335e-28+0.j,0.-2.651362623762373e-29j,-3.633736278327468e-30+0.j,0.+4.924485303526374e-31j,6.600829565556102e-32+0.j,0.-8.753241174501469e-33j,-1.1486034910278946e-33+0.j,0.+1.491751041501304e-34j,1.9179525944435308e-35+0.j,0.-2.4416389074158025e-36j,-3.0782964237486304e-37+0.j,0.+3.8441921046535395e-38j,4.756008109103487e-39+0.j,0.-5.830386363297507e-40j,-7.083388081141739e-41+0.j,0.+8.529878831396706e-42j,1.018285548957109e-42+0.j,0.-1.2052736998978132e-43j,-1.414664589617399e-44+0.j,0.+1.646771162528722e-45j,1.9014429392953103e-46+0.j,0.-2.1780109378409553e-47j,-2.475245027838926e-48+0.j,0.+2.7913268314913136e-49j,3.123840797921722e-50+0.j,0.-3.4697854080227406e-51j,-3.8256056401580704e-52+0.j,0.+4.187246885988205e-53j,4.550229500904163e-54+0.j,0.-4.909742162536607e-55j,-5.260751253436261e-56+0.j,0.+5.598122638367655e-57j,5.916751524874088e-58+0.j,0.-6.2116956203052095e-59j,-6.478306559124199e-60+0.j,0.+6.712354586045562e-61j,6.910141742758127e-62+0.j,0.-7.068599302589713e-63j,-7.185365898279115e-64+0.j,0.+7.258843651239594e-65j,7.288230585710449e-66+0.j,0.-7.273528642600876e-67j,-7.215527638786899e-68+0.j,0.+7.115766493917674e-69j,6.976473919937228e-70+0.j,0.-6.800491498568559e-71j,-6.591182629532724e-72+0.j,0.+6.352331199427289e-73j,6.0880339920751014e-74+0.j,0.-5.802590841153638e-75j,-5.500396330546385e-76+0.j,0.+5.1858365009072365e-77j,4.86319355231363e-78+0.j,0.-4.536560976284814e-79j
0.+0.20297875504695925j,-0.4851545966234227+0.j,0.-0.299140381782067j,-0.3632159730413568+0.j,0.-0.09393617345619801j,-0.40926981618413344+0.j,0.+0.4336891702329207j,0.3109717522228702+0.j,0.-0.1779625513544555j,-0.08695820239098963+0.j,0.+0.03763205400343785j,0.014758130303854006+0.j,0.-0.005327873707879855j,-0.001790973243351086+0.j,0.+0.0005654676950695534j,0.00016883823681838585+0.j,0.-0.000047936199782026015j,-0.000013000155341879065+0.j,0.+3.3803979043315625e-6j,8.455038557475573e-7+0.j,0.-2.0398111302146982e-7j,-4.758076780891244e-8+0.j,0.+1.0753554550859369e-8j,2.3591606715784023e-9+0.j,0.-5.032281125137871e-10j,-1.0452405945203516e-10+0.j,0.+2.1168492731709418e-11j,4.185134412333113e-12+0.j,0.-8.086318181086069e-13j,-1.5284423603639926e-13+0.j,0.+2.8288041571474693e-14j,5.130730492647954e-15+0.j,0.-9.126763230286653e-16j,-1.5934165450368127e-16+0.j,0.+2.7321725723297985e-17j,4.603884595717191e-18+0.j,0.-7.628363465270318e-19j,-1.243557264958192e-19+0.j,0.+1.995490529673838e-20j,3.153490785582613e-21+0.j,0.-4.910070622063019e-22j,-7.535693452960349e-23+0.j,0.+1.140440840781325e-23j,1.7025568977664824e-24+0.j,0.-2.5082245194002837e-25j,-3.6476705588839436e-26+0.j,0.+5.238299346679311e-27j,7.430614127258019e-28+0.j,0.-1.0414695501576952e-28j,-1.442705675254047e-29+0.j,0.+1.97576128709656e-30j,2.6756411284101237e-31+0.j,0.-3.583968332783156e-32j,-4.749469350505643e-33+0.j,0.+6.228279682663234e-34j,8.084007200108911e-35+0.j,0.-1.0387488887296281e-35j,-1.3216180041036234e-36+0.j,0.+1.6653122906085538e-37j,2.0785454812432385e-38+0.j,0.-2.5702434116140256e-39j,-3.1492985252253683e-40+0.j,0.+3.824279116060774e-41j,4.6030990984180635e-42+0.j,0.-5.492657161469178e-43j,-6.498457141638711e-44+0.j,0.+7.624224115952833e-45j,8.871532867474656e-46+0.j,0.-1.0239466797540167e-46j,-1.1724325888280595e-47+0.j,0.+1.3319401830437635e-48j,1.5014836864888098e-49+0.j,0.-1.6797580251596245e-50j,-1.865145266169432e-51+0.j,0.+2.055732434480268e-52j,2.249340787719751e-53+0.j,0.-2.4435660921206398e-54j,-2.635828902977908e-55+0.j,0.+2.8234333432377876e-56j,3.003632424851003e-57+0.j,0.-3.173697597028941e-58j,-3.3309899559840187e-59+0.j,0.+3.47303042774142e-60j,3.5975662469063674e-61+0.j,0.-3.7026311991881078e-62j,-3.7865973651828445e-63+0.j,0.+3.84821648099181e-64j,3.886649495192551e-65+0.j,0.-3.901483424335633e-66j,-3.892735160817969e-67+0.j,0.+3.860842437383995e-68j,3.80664267270482e-69+0.j,0.-3.7313408867464844e-70j,-3.636468261781073e-71+0.j,0.+3.523833219417883e-72j,3.395467076618381e-73+0.j,0.-3.253566431365187e-74j,-3.1004344145659163e-75+0.j,0.+2.9384228373373674e-76j,2.7698770748727622e-77+0.j
0.09227918003281771+0.j,0.+0.32205269881887527j,-0.47905274750084065+0.j,0.-0.09393617345619801j,-0.40592168901617914+0.j,0.+0.08104038192945917j,-0.3040852473146454+0.j,0.+0.4323413684042839j,0.35887427658335247+0.j,0.-0.2274104698982633j,-0.12038452460683055+0.j,0.+0.05569628927291649j,0.023139647884105555+0.j,0.-0.008790740032603264j,-0.003093528483507361+0.j,0.+0.0010182654298422716j,0.0003158834874262132+0.j,0.-0.00009291281421015593j,-0.000026040681206449815+0.j,0.+6.983019388508137e-6j,1.797869219842881e-6+0.j,0.-4.457480473674514e-7j,-1.0669795879271226e-7+0.j,0.+2.4713584955021424e-8j,5.549959876400007e-9+0.j,0.-1.2105510495416971e-9j,-2.5686138718928915e-10+0.j,0.+5.3094691416427065e-11j,1.0705200763435823e-11+0.j,0.-2.107821021065768e-12j,-4.0572073349354306e-13+0.j,0.+7.641801744985722e-14j,1.4096971985841883e-14+0.j,0.-2.54902248578407e-15j,-4.521356264814653e-16+0.j,0.+7.872571438860399e-17j,1.3464849450212702e-17+0.j,0.-2.2635409728938125e-18j,-3.7421809564597593e-19+0.j,0.+6.087551663654677e-20j,9.748989465385528e-21+0.j,0.-1.5377304775649658e-21j,-2.3899964913388806e-22+0.j,0.+3.66178288964797e-23j,5.532712301988766e-24+0.j,0.-8.247008635090774e-25j,-1.213170661013796e-25+0.j,0.+1.7618171345956326e-26j,2.5266924492638192e-27+0.j,0.-3.579554444719733e-28j,-5.010911819137121e-29+0.j,0.+6.933237625130583e-30j,9.484225187306731e-31+0.j,0.-1.2829918986194171e-31j,-1.7167511633454645e-32+0.j,0.+2.272756014784283e-33j,2.977534422817219e-34+0.j,0.-3.8611070301063865e-35j,-4.9568621958569966e-36+0.j,0.+6.301257373356384e-37j,7.933322388282944e-38+0.j,0.-9.893946458677691e-39j,-1.2224939472037291e-39+0.j,0.+1.4967868917759563e-40j,1.8162686566185814e-41+0.j,0.-2.1846172888393692e-42j,-2.6050241542931664e-43+0.j,0.+3.0800160096901275e-44j,3.611275549848258e-45+0.j,0.-4.199468266702199e-46j,-4.844084097758277e-47+0.j,0.+5.543302560507831e-48j,6.2938898103139655e-49+0.j,0.-7.091135295953577e-50j,-7.928834426081383e-51+0.j,0.+8.79932194308233e-52j,9.693558603708545e-53+0.j,0.-1.0601271394169642e-53j,-1.1511144990205584e-54+0.j,0.+1.2411059654382418e-55j,1.328836839281284e-56+0.j,0.-1.413020411562311e-57j,-1.492380588794869e-58+0.j,0.+1.565685222430097e-59j,1.631778883971887e-60+0.j,0.-1.689613836027741e-61j,-1.7382780207772622e-62+0.j,0.+1.7770190165454458e-63j,1.8052630925101853e-64+0.j,0.-1.822628710382052e-65j,-1.8289340674089624e-66+0.j,0.+1.8241985333480345e-67j,1.8086380909742998e-68+0.j,0.-1.782655131800414e-69j,-1.7468231740364504e-70+0.j,0.+1.701867248659026e-71j,1.6486408346858255e-72+0.j,0.-1.588100312175687e-73j,-1.5212779398714221e-74+0.j,0.+1.4492543553554935e-75j
0.-0.03752337233005755j,0.17222440665801142+0.j,0.+0.3984806552858885j,-0.40926981618413344+0.j,0.+0.08104038192945917j,-0.3729683356830902+0.j,0.+0.212425110007523j,-0.18399606455697867+0.j,0.+0.40094476356712927j,0.38900871999001907+0.j,0.-0.272655155861085j,-0.1559113905269704+0.j,0.+0.07687507304613701j,0.03373699301032223+0.j,0.-0.01345180379988849j,-0.004944092457303322+0.j,0.+0.0016930812524779913j,0.0005446793448943033+0.j,0.-0.00016570077905700436j,-0.00004792313606258977+0.j,0.+0.000013234973371873645j,3.503281481842783e-6+0.j,0.-8.916225292186439e-7j,-2.1879237167073684e-7+0.j,0.+5.1887978296841235e-8j,1.1917842634254114e-8+0.j,0.-2.6560338771458446e-9j,-5.753020942128541e-10+0.j,0.+1.212919292410127e-10j,2.492443676114608e-11+0.j,0.-4.998108235339412e-12j,-9.791627125562228e-13+0.j,0.+1.8759175671710074e-13j,3.517927080560581e-14+0.j,0.-6.4631860404295095e-15j,-1.1642262836959964e-15+0.j,0.+2.05768063153172e-16j,3.570792958860063e-17+0.j,0.-6.0879839690154214e-18j,-1.0203805249269215e-18+0.j,0.+1.682177425908923e-19j,2.7291571842343784e-20+0.j,0.-4.35958219614183e-21j,-6.859946898745536e-22+0.j,0.+1.063762747357209e-22j,1.6262789782689163e-23+0.j,0.-2.4521105575119626e-24j,-3.6478702551505964e-25+0.j,0.+5.356048144978264e-26j,7.76424351152322e-27+0.j,0.-1.11157869474219e-27j,-1.5721643568083735e-28+0.j,0.+2.197336359400898e-29j,3.0356698606062e-30+0.j,0.-4.1465335771120395e-31j,-5.601402661906976e-32+0.j,0.+7.485021305323707e-33j,9.896309558713725e-34+0.j,0.-1.2948896390053937e-34j,-1.6771153540795217e-35+0.j,0.+2.150560410740677e-36j,2.7307587470622294e-37+0.j,0.-3.434307941947066e-38j,-4.278559369699015e-39+0.j,0.+5.281212865940902e-40j,6.459816940585401e-41+0.j,0.-7.831180984913813e-42j,-9.410711815969326e-43+0.j,0.+1.1211692947528604e-43j,1.324453078115103e-44+0.j,0.-1.551599704978846e-45j,-1.802850089583958e-46+0.j,0.+2.0779426534085111e-47j,2.3760573213633027e-48+0.j,0.-2.6957732926621747e-49j,-3.035043791395384e-50+0.j,0.+3.3911904529991477e-51j,3.760919263654031e-52+0.j,0.-4.140359073135218e-53j,-4.5251226932301696e-54+0.j,0.+4.9103895286903375e-55j,5.291007626982032e-56+0.j,0.-5.661612039857713e-57j,-6.0167555243525986e-58+0.j,0.+6.351046926590847e-59j,6.659292131446123e-60+0.j,0.-6.936632253380158e-61j,-7.178673801851916e-62+0.j,0.+7.381605875006032e-63j,7.54229999841928e-64+0.j,0.-7.658388997492631e-65j,-7.728322226738196e-66+0.j,0.+7.751395522417143e-67j,7.727755337708967e-68+0.j,0.-7.658377602247792e-69j,-7.545022863988656e-70+0.j,0.+7.390170171176613e-71j,7.196932895237203e-72+0.j,0.-6.968960252558083e-73j,-6.7103286375959414e-74+0.j
-0.013928661225804693+0.j,0.-0.07924848542421117j,0.24734967192131574+0.j,0.+0.4336891702329207j,-0.3040852473146454+0.j,0.+0.212425110007523j,-0.2941162174053578+0.j,0.+0.2977446102867638j,-0.06362981439097387+0.j,0.+0.3466551572145112j,0.40099861012621335+0.j,0.-0.31130257866948935j,-0.19195600577375185+0.j,0.+0.10063388492696784j,0.04654080372073346+0.j,0.-0.019433924124002685j,-0.007445198071438025+0.j,0.+0.002647695650601456j,0.0008819042344023892+0.j,0.-0.0002770776479208157j,-0.00008258245852090965+0.j,0.+0.000023459951215771636j,6.377303377309095e-6+0.j,0.-1.6644832088961625e-6j,-4.183239459634712e-7+0.j,0.+1.0149199362248187e-7j,2.3823049055761195e-8+0.j,0.-5.420746782987093e-9j,-1.1977710482862321e-9+0.j,0.+2.57406464113533e-10j,5.3877439064328325e-11+0.j,0.-1.099738655743504e-11j,-2.1916454355115407e-12+0.j,0.+4.2688313440848894e-13j,8.134428272917147e-14+0.j,0.-1.5177916971387154e-14j,-2.775379315119345e-15+0.j,0.+4.977244121674507e-16j,8.760312819015451e-17+0.j,0.-1.5142609673933413e-17j,-2.5721688258841084e-18+0.j,0.+4.29601412278888e-19j,7.058843676599829e-20+0.j,0.-1.1416235524171302e-20j,-1.818195570132662e-21+0.j,0.+2.8528668503365544e-22j,4.4119403409543827e-23+0.j,0.-6.727580958860461e-24j,-1.011891887823915e-24+0.j,0.+1.5017974074408926e-25j,2.2000822827675418e-26+0.j,0.-3.1824222683643103e-27j,-4.546761507034993e-28+0.j,0.+6.418002783440732e-29j,8.953090416587298e-30+0.j,0.-1.2346330003903691e-30j,-1.6834724097455517e-31+0.j,0.+2.2703034447321038e-32j,3.0288214296190854e-33+0.j,0.-3.998279404996362e-34j,-5.223675698863856e-35+0.j,0.+6.755741541209044e-36j,8.650679845731125e-37+0.j,0.-1.0969609667599856e-37j,-1.377767797028779e-38+0.j,0.+1.7142811415903805e-39j,2.1134095872494695e-40+0.j,0.-2.581978982954959e-41j,-3.1264999213147936e-42+0.j,0.+3.752906415194874e-43j,4.466273173675776e-44+0.j,0.-5.270521120005742e-45j,-6.168122756641831e-46+0.j,0.+7.159820504825891e-47j,8.24437207841673e-48+0.j,0.-9.41833717133262e-49j,-1.0675919161870193e-49+0.j,0.+1.2008874131331312e-50j,1.3406497280101586e-51+0.j,0.-1.4855693880126204e-52j,-1.634113836193696e-53+0.j,0.+1.7845521177912518e-54j,1.934987892869131e-55+0.j,0.-2.0833999125975683e-56j,-2.227688713701891e-57+0.j,0.+2.3657279546936306e-58j,2.49541855886014e-59+0.j,0.-2.614743658774764e-60j,-2.7218222659332568e-61+0.j,0.+2.814959621528829e-62j,2.89269231840276e-63+0.j,0.-2.953826511688136e-64j,-2.997467842912541e-65+0.j,0.+3.02304207112432e-66j,3.030305813600385e-67+0.j,0.-3.0193472248331883e-68j,-2.990576862641258e-69+0.j,0.+2.9447093826256045e-70j,2.8827370477101067e-71+0.j,0.-2.805896322784541e-72j
0.+0.004786780284275058j,-0.03249939544668073+0.j,0.-0.12736529006324132j,0.3109717522228702+0.j,0.+0.4323413684042839j,-0.18399606455697867+0.j,0.+0.2977446102867638j,-0.19179209542661388+0.j,0.+0.3401696577004246j,0.046983491380748824+0.j,0.+0.27652335057489075j,0.3956948520093656+0.j,0.-0.3416223711331101j,-0.22700769163066495+0.j,0.+0.12632340327870908j,0.06145001932924446+0.j,0.-0.02682268455427153j,-0.01069258535950862+0.j,0.+0.003942679775909764j,0.001357723482491215+0.j,0.-0.0004399660829797248j,-0.0001349746718612326+0.j,0.+0.00003939839835578051j,0.000010987820998013785+0.j,0.-2.9382611148828634e-6j,-7.556787982060854e-7+0.j,0.+1.8741313860077314e-7j,4.4924623681121754e-8+0.j,0.-1.042986270310348e-8j,-2.3494830127341343e-9+0.j,0.+5.143662673933237e-10j,1.0960119879592912e-10+0.j,0.-2.276021174191734e-11j,-4.611885144211776e-12+0.j,0.+9.12849500073617e-13j,1.7667524117607853e-13+0.j,0.-3.3466482209937505e-14j,-6.209736150865153e-15+0.j,0.+1.1295567390134286e-15j,2.0157334726344786e-16+0.j,0.-3.5313798619680266e-17j,-6.077404763951018e-18+0.j,0.+1.0280455440078382e-18j,1.710285939122361e-19+0.j,0.-2.7997168715606525e-20j,-4.51192438528664e-21+0.j,0.+7.1616439461816e-22j,1.1200990022895649e-22+0.j,0.-1.7269191403123344e-23j,-2.6256029092480336e-24+0.j,0.+3.9381134809028675e-25j,5.829107393591473e-26+0.j,0.-8.517565168235855e-27j,-1.2290409383220801e-27+0.j,0.+1.7518062390609592e-28j,2.4671746629219086e-29+0.j,0.-3.434214570881741e-30j,-4.725882836580042e-31+0.j,0.+6.430959843341269e-32j,8.655868500647709e-33+0.j,0.-1.1526244528494715e-33j,-1.5188103926942866e-34+0.j,0.+1.9808437443486455e-35j,2.5575053476352357e-36+0.j,0.-3.2695492620499665e-37j,-4.1394851057886346e-38+0.j,0.+5.1912377714528064e-39j,6.449675222880968e-40+0.j,0.-7.940000694275432e-41j,-9.687012481376834e-42+0.j,0.+1.1714242359733393e-42j,1.4042992094738752e-43+0.j,0.-1.6691296029033177e-44j,-1.967284577904679e-45+0.j,0.+2.2995920042382137e-46j,2.6662367818861574e-47+0.j,0.-3.0666696445241107e-48j,-3.499531630661875e-49+0.j,0.+3.9625991634213033e-50j,4.4527541328624824e-51+0.j,0.-4.965982536148153e-52j,-5.4974041315798385e-53+0.j,0.+6.041334253233463e-54j,6.591377481072212e-55+0.j,0.-7.140551347157491e-56j,-7.681436769490698e-57+0.j,0.+8.206350529768842e-58j,8.707533933770777e-59+0.j,0.-9.177350885849924e-60j,-9.608488028677489e-61+0.j,0.+9.994149382315684e-62j,1.0328238076625726e-62+0.j,0.-1.0605518298368702e-63j,-1.0821751437092346e-64+0.j,0.+1.0973801560269597e-65j,1.1059706710446592e-66+0.j,0.-1.1078714016770191e-67j,-1.103127816611894e-68+0.j,0.+1.0919024301277681e-69j,1.0744677826807657e-70+0.j
0.0015387980884454136+0.j,0.+0.012139907587446591j,-0.0571936001471579+0.j,0.-0.1779625513544555j,0.35887427658335247+0.j,0.+0.40094476356712927j,-0.06362981439097387+0.j,0.+0.3401696577004246j,-0.08243833612913254+0.j,0.+0.34570070478280646j,0.14142262984403975+0.j,0.+0.1970490216261179j,0.37480448002916544+0.j,0.-0.362509008974686j,-0.2596939800194191+0.j,0.+0.153221210953666j,0.07828080811779856+0.j,0.-0.03566311866502768j,-0.014771431500625562+0.j,0.+0.005639612554254103j,0.002005314172873327+0.j,0.-0.000669436447567868j,-0.0002111648355038669+0.j,0.+0.00006327099855043136j,0.00001808690644712567+0.j,0.-4.951234124524676e-6j,-1.3020719455462858e-6+0.j,0.+3.298580783965916e-7j,8.069340485960927e-8+0.j,0.-1.910258267376808e-8j,-4.384401844142048e-9+0.j,0.+9.772976995733922e-10j,2.1188571116776246e-10+0.j,0.-4.474363372598496e-11j,-9.214192620561677e-12+0.j,0.+1.8525662291316463e-12j,3.6402637039093533e-13+0.j,0.-6.99761580960577e-14j,-1.3170689496746477e-14+0.j,0.+2.4291943110569414e-15j,4.393794403606047e-16+0.j,0.-7.799131886072395e-17j,-1.3594599633366163e-17+0.j,0.+2.3284452725882394e-18j,3.9209740408861865e-19+0.j,0.-6.49506752513046e-20j,-1.0588990453211706e-20+0.j,0.+1.6998602237339462e-21j,2.688156042137597e-22+0.j,0.-4.189502012749807e-23j,-6.437409411162691e-24+0.j,0.+9.755861816517205e-25j,1.458755345959466e-25+0.j,0.-2.1528327475624816e-26j,-3.1368270084455028e-27+0.j,0.+4.513962866697799e-28j,6.417131489354187e-29+0.j,0.-9.014922277905963e-30j,-1.2518093998576153e-30+0.j,0.+1.7186267554081498e-31j,2.333453994732851e-32+0.j,0.-3.133963361259719e-33j,-4.164511343388242e-34+0.j,0.+5.476513283141241e-35j,7.128611854817845e-36+0.j,0.-9.1865779781364e-37j,-1.1722883922650283e-37+0.j,0.+1.4815893832853552e-38j,1.8548627133788794e-39+0.j,0.-2.30070654490788e-40j,-2.8277993599971404e-41+0.j,0.+3.4446389372576056e-42j,4.1592404039454495e-43+0.j,0.-4.978800470370264e-44j,-5.909337866764522e-45+0.j,0.+6.95532272492579e-46j,8.119309971067271e-47+0.j,0.-9.401593521082741e-48j,-1.0799899015393418e-48+0.j,0.+1.2309132856314505e-49j,1.392120432752185e-50+0.j,0.-1.5624935557157514e-51j,-1.7406071077769085e-52+0.j,0.+1.9247394853011175e-53j,2.1128958064588798e-54+0.j,0.-2.302841592158401e-55j,-2.492146654721177e-56+0.j,0.+2.678237991743595e-57j,2.858460017496557e-58+0.j,0.-3.030140070461666e-59j,-3.1906568375170223e-60+0.j,0.+3.337509151439746e-61j,3.4683825603270703e-62+0.j,0.-3.5812111389453156e-63j,-3.674232208617746e-64+0.j,0.+3.7460319421555733e-65j,3.795580234990161e-66+0.j,0.-3.8222536992853086e-67j,-3.825846157073962e-68+0.j,0.+3.8065665424139624e-69j
