0.000016775781524225765+0.j,0.-0.00007866955941078003j,-0.00026086491727889247+0.j,0.+0.0007062834104284321j,0.001656048173890135+0.j,0.-0.0034730570741071352j,-0.006649059992247038+0.j,0.+0.011785151988160072j,0.019539531691398295+0.j,0.-0.030543362903549708j,-0.045294013860787116+0.j,0.+0.06404252145354343j,0.08669653807124751+0.j,0.-0.11275973225066895j,-0.1413233665496739+0.j,0.+0.17111666259509986j,0.20061170376413928+0.j,0.-0.22816853923341182j,-0.25219906131660996+0.j,0.+0.27132550604352396j,0.284511339406444+0.j,0.-0.2911480523282414j,-0.2910894765469407+0.j,0.+0.28463384757925436j,0.27246133420728613+0.j,0.-0.2555399650097642j,-0.23501528737270466+0.j,0.+0.21209878839444585j,0.18796765713106497+0.j,0.-0.1636846996065247j,-0.14014300149896397+0.j,0.+0.1180360109892377j,0.09785059962601765+0.j,0.-0.0798786061067416j,-0.06424139685364261+0.j,0.+0.05092193635727624j,0.039799499969501315+0.j,0.-0.030683204179795587j,-0.02334172069971025+0.j,0.+0.01752768343744844j,0.012996262708043355+0.j,0.-0.009518105398486966j,-0.006887313007363008+0.j,0.+0.00492537780890532j,0.0034820673540119553+0.j,0.-0.0024341922026661685j,-0.0016830611970280794+0.j,0.+0.0011512640274082555j,0.0007792526224522692+0.j,0.-0.0005220404902447067j,-0.0003462128180808356+0.j,0.+0.00022734322233157434j,0.00014784420144922734+0.j,0.-0.00009523362536592502j,-0.00006077394015568608+0.j,0.+0.00003842908159119755j,0.000024081855621149525+0.j,0.-0.00001495810153399486j,-9.21056849187823e-6+0.j,0.+5.623211091687168e-6j,3.404338357376427e-6+0.j,0.-2.044051138923528e-6j,-1.2173623572633732e-6+0.j,0.+7.192395326929591e-7j,4.2160671520772427e-7+0.j,0.-2.452306772860113e-7j,-1.4155551240379056e-7+0.j,0.+8.109859703010942e-8j,4.611931425495147e-8+0.j,0.-2.6036478963202886e-8j,-1.4593423589468373e-8+0.j,0.+8.121794011036762e-9j,4.488587323809235e-9+0.j,0.-2.463611399305727e-9j,-1.3430132624886195e-9+0.j,0.+7.272330807649207e-10j,3.911927400126619e-10+0.j,0.-2.090592461643579e-10j,-1.110058930420169e-10+0.j,0.+5.856746757515179e-11j,3.070685997868657e-11+0.j,0.-1.5999884793731972e-11j,-8.28578930616377e-12+0.j,0.+4.26499764679871e-12j,2.1822430006489792e-12+0.j,0.-1.109986259517204e-12j,-5.612964990671252e-13+0.j,0.+2.8219977521321915e-13j,1.4107149986335811e-13+0.j,0.-7.01242511968899e-14j,-3.4663382414909065e-14+0.j,0.+1.7040180808081244e-14j,8.33113633028947e-15+0.j,0.-4.051228352113229e-15j,-1.9595067007395326e-15+0.j,0.+9.427768430808384e-16j,4.512292524416192e-16+0.j,0.-2.148499889569291e-16j,-1.0177620528266718e-16+0.j,0.+4.7968110681681666e-17j
0.-0.00007866955941078003j,-0.0003521429224389196+0.j,0.+0.0011120631935404258j,0.002860265057140975+0.j,0.-0.006353424886583213j,-0.012583767959326392+0.j,0.+0.022673363644643972j,0.03767438224895398+0.j,0.-0.05829664515808079j,-0.0846136530971293+0.j,0.+0.11581842011337894j,0.15010236833407284+0.j,0.-0.1847111944326625j,-0.2161948049532495+0.j,0.+0.24082369938304846j,0.25510376997970446+0.j,0.-0.25629633732184653j,-0.2428467544404705+0.j,0.+0.21464333357650567j,0.17306316862973115+0.j,0.-0.12080343714743932j,-0.061535919411218866+0.j,0.-0.0005494342599061809j,-0.06123360083688121+0.j,0.+0.11671555513977115j,0.16395913473039367+0.j,0.-0.2009056349186593j,-0.2265439042702617+0.j,0.+0.2408522111521993j,0.24464198008711294+0.j,0.-0.23934132741301298j,-0.22675662913614664+0.j,0.+0.20884485345928466j,0.18752040484171656+0.j,0.-0.1645100714361395j,-0.14126022934690433+0.j,0.+0.11889297344930712j,0.09820287720440311+0.j,0.-0.07968362551846195j,-0.0635734165942145+0.j,0.+0.04990919216600043j,0.038581795032426175+0.j,0.-0.02938651083685241j,-0.02206570982740191+0.j,0.+0.0163422025793788j,0.011943341497372393+0.j,0.-0.008616826235054763j,-0.00613966570208761+0.j,0.+0.004321907721876985j,0.0030066740431792275+0.j,0.-0.0020678283560646143j,-0.0014063343631579661+0.j,0.+0.0009460840326728818j,0.0006297266039236908+0.j,0.-0.0004148236687485428j,-0.0002704994970932446+0.j,0.+0.00017464572395765816j,0.00011166842302361087+0.j,0.-0.00007072480341109877j,-0.00004437782748089554+0.j,0.+0.000027592656075312017j,0.00001700321176575865+0.j,0.-0.000010386087952991095j,-6.28966043664891e-6+0.j,0.+3.7768033334740404e-6j,2.2490995872619255e-6+0.j,0.-1.3284428142710325e-6j,-7.783721977197265e-7+0.j,0.+4.5248092582697945e-7j,2.609984546557223e-7+0.j,0.-1.4940135903819317e-7j,-8.487944645290408e-8+0.j,0.+4.786660242457724e-8j,2.679746998393139e-8+0.j,0.-1.489476336427374e-8j,-8.220496787021643e-9+0.j,0.+4.505383574960757e-9j,2.4523248601172047e-9+0.j,0.-1.325802230680631e-9j,-7.119914536735296e-10+0.j,0.+3.798443919286199e-10j,2.0133072646741186e-10+0.j,0.-1.0602914119670132e-10j,-5.5486545654070086e-11+0.j,0.+2.8855781443923422e-11j,1.4914036765893716e-11+0.j,0.-7.661404833894659e-12j,-3.912057235528652e-12+0.j,0.+1.985717683466401e-12j,1.0020201484722215e-12+0.j,0.-5.02704094267268e-13j,-2.507581409172392e-13+0.j,0.+1.2437504118387585e-13j,6.134444688423929e-14+0.j,0.-3.008906415810965e-14j,-1.467778312738522e-14+0.j,0.+7.121261837485784e-15j,3.436559714444926e-15+0.j,0.-1.6496297027100478e-15j,-7.877153398028705e-16+0.j
-0.00026086491727889247+0.j,0.+0.0011120631935404258j,0.0033354113890966338+0.j,0.-0.008122523738126238j,-0.017022661407198925+0.j,0.+0.03168159322735756j,0.053388185269795246+0.j,0.-0.08250867192230665j,-0.11796043452012818+0.j,0.+0.15690942011437162j,0.19484708120883173+0.j,0.-0.22611480585530042j,-0.24482026297080478+0.j,0.+0.24596979730176308j,0.22656346878944056+0.j,0.-0.1863904022795232j,-0.1283253449622487+0.j,0.+0.05804371520052392j,-0.016792086805909736+0.j,0.+0.08770506977632489j,0.14669472586586943+0.j,0.-0.18739738097100195j,-0.20591345648353024+0.j,0.+0.20118479706551248j,0.17490440743785285+0.j,0.-0.1310297235598744j,-0.07503148396520623+0.j,0.+0.013035525422405643j,-0.04899397158619982+0.j,0.+0.10591548202887292j,0.1538486397051492+0.j,0.-0.1903723982708078j,-0.21450585378981782+0.j,0.+0.22652210809760134j,0.227658027301137+0.j,0.-0.2197820836051687j,-0.2050723468793857+0.j,0.+0.18574144544255214j,0.16382890028248442+0.j,0.-0.14106661381709312j,-0.11881220095444442+0.j,0.+0.09803788504902565j,0.07935957452920797+0.j,0.-0.06309068872739708j,-0.04930730355735218+0.j,0.+0.03791426012630633j,0.028705223877077673+0.j,0.-0.021412744307262078j,-0.015746833903108964+0.j,0.+0.011422348394994883j,0.008176539224443882+0.j,0.-0.005778676336949679j,-0.004033751895813289+0.j,0.+0.0027821189722761794j,0.0018966177539395163+0.j,0.-0.0012783888289916823j,-0.0008522309961148019+0.j,0.+0.0005620652832467045j,0.0003668324178734854+0.j,0.-0.00023697901652470197j,-0.000151571296179299+0.j,0.+0.00009600349593499741j,0.000060230050051394925+0.j,0.-0.00003743552722789427j,-0.000023055972946255465+0.j,0.+0.000014073173037239133j,8.515033534828803e-6+0.j,0.-5.107869532414907e-6j,-3.0382433116410626e-6+0.j,0.+1.7922638788221186e-6j,1.048679120712511e-6+0.j,0.-6.087046924773452e-7j,-3.505530583561043e-7+0.j,0.+2.0032790668476266e-7j,1.1361224370920138e-7+0.j,0.-6.395260704960523e-8j,-3.573488495048894e-8+0.j,0.+1.9823364841395296e-8j,1.0918459963373854e-8+0.j,0.-5.971604397362794e-9j,-3.2434814677681383e-9+0.j,0.+1.7497107711207882e-9j,9.375575260832985e-10+0.j,0.-4.990539331139244e-10j,-2.6390936910285217e-10+0.j,0.+1.3866236739630266e-10j,7.239298625365453e-11+0.j,0.-3.755821971951925e-11j,-1.936509652827178e-11+0.j,0.+9.923732881001638e-12j,5.054810077710188e-12+0.j,0.-2.5594211602890826e-12j,-1.2883021042957039e-12+0.j,0.+6.447091250405275e-13j,3.2078228086662706e-13+0.j,0.-1.587036582628556e-13j,-7.807686272044555e-14+0.j,0.+3.819836391315653e-14j,1.8585815979934094e-14+0.j,0.-8.994143126999304e-15j
0.+0.0007062834104284321j,0.002860265057140975+0.j,0.-0.008122523738126238j,-0.018656061542146326+0.j,0.+0.03670922814728819j,0.0638007378136068+0.j,0.-0.09974226326568207j,-0.14183778716398107+0.j,0.+0.18463800223249j,0.2205137647222413+0.j,0.-0.2410661369405566j,-0.23909484164246184+0.j,0.+0.21061341094140132j,0.1563213326373775+0.j,0.-0.08205784501894776j,0.00196527162991542+0.j,0.-0.0830134333171052j,-0.14832392190628393+0.j,0.+0.18764152234760614j,0.19519950963018576+0.j,0.-0.1707177565844557j,-0.1192546450784543+0.j,0.+0.0500295832693573j,-0.025447147817921418+0.j,0.+0.09548845454827105j,0.150146752722109+0.j,0.-0.18259572135320126j,-0.1898011842224481+0.j,0.+0.17247379722444534j,0.1344343279941203+0.j,0.-0.08160610295881209j,-0.020872988651021804+0.j,0.-0.040985918678291204j,-0.09813407810124367+0.j,0.+0.14621023066836047j,0.18254724531458535+0.j,0.-0.2061206582003236j,-0.2173013977232599+0.j,0.+0.21749714762998773j,0.20876016052786772+0.j,0.-0.19342221370121887j,-0.17379591617895668+0.j,0.+0.15196066989686707j,0.12963448056048404+0.j,0.-0.10812099701643794j,-0.0883147202771051+0.j,0.+0.07074542860759474j,0.05564422977516806+0.j,0.-0.04301692866265065j,-0.03271442902323039+0.j,0.+0.024493823922564863j,0.018067153729954297+0.j,0.-0.013137294011155978j,-0.009422060656298374+0.j,0.+0.006668499310617803j,0.004659635234601549+0.j,0.-0.0032158828754310954j,-0.0021930150320088136+0.j,0.+0.0014781964061152673j,0.000985182867057776+0.j,0.-0.0006494279494097374j,-0.0004235464386965942+0.j,0.+0.0002733667751362066j,0.00017465327221762042+0.j,0.-0.00011048398529702632j,-0.00006921704819069925+0.j,0.+0.00004295485196725156j,0.000026411085336029545+0.j,0.-0.000016092376646106574j,-9.718405987280194e-6+0.j,0.+5.818191892418082e-6j,3.453607501913687e-6+0.j,0.-2.0329206207058155e-6j,-1.1868557812088267e-6+0.j,0.+6.873380163513727e-7j,3.9491158277304166e-7+0.j,0.-2.2513667320856513e-7j,-1.273699509942078e-7+0.j,0.+7.151834341836816e-8j,3.98612571743013e-8+0.j,0.-2.2055610293065344e-8j,-1.2116338201082686e-8+0.j,0.+6.609306726028323e-9j,3.5802968626900842e-9+0.j,0.-1.926219029400148e-9j,-1.0293409697607705e-9+0.j,0.+5.46414112980751e-10j,2.8816048461030653e-10+0.j,0.-1.5098590084307109e-10j,-7.860790584290388e-11+0.j,0.+4.066878710948181e-11j,2.091017226935927e-11+0.j,0.-1.0685395895297232e-11j,-5.427433232913455e-12+0.j,0.+2.7403279982991244e-12j,1.3754576557972072e-12+0.j,0.-6.863728579224639e-13j,-3.405429876169971e-13+0.j,0.+1.6800133309195876e-13j,8.241602971709705e-14+0.j
0.001656048173890135+0.j,0.-0.006353424886583213j,-0.017022661407198925+0.j,0.+0.03670922814728819j,0.0674173890594419+0.j,0.-0.10855372519344798j,-0.15572965395118005+0.j,0.+0.20062556090203038j,0.23233845775495365+0.j,0.-0.2400895702985031j,-0.21657358572845717+0.j,0.+0.16085133160223705j,0.07970844367798773+0.j,0.+0.013156462218811468j,0.1000464470920351+0.j,0.-0.1635123768305696j,-0.1907140464661979+0.j,0.+0.17664386980299737j,0.12532728893345538+0.j,0.-0.04873611039341915j,0.036191294483126114+0.j,0.-0.11154285557510235j,-0.16237076590006166+0.j,0.+0.17963357112694708j,0.1615626941671423+0.j,0.-0.11333336751488092j,-0.04533815940120715+0.j,0.-0.029363920979266395j,-0.09776120197985808+0.j,0.+0.14918689628874063j,0.17681879822634383+0.j,0.-0.17824012696218872j,-0.1551388883390409+0.j,0.+0.1123754219127146j,0.05671685438816701+0.j,0.+0.004470587967487615j,0.06434319802876026+0.j,0.-0.11737708727150611j,-0.15979448669276478+0.j,0.+0.18964715162708598j,0.20663355465036792+0.j,0.-0.21174768231087926j,-0.2068554727222463+0.j,0.+0.1942777355977497j,0.17643373245429314+0.j,0.-0.15557414031361402j,-0.13361043082028098+0.j,0.+0.11203208002177752j,0.09189392284521741+0.j,0.-0.07385254923604445j,-0.05823142107329596+0.j,0.+0.045097738572140916j,0.034338562308718894+0.j,0.-0.025728226739170725j,-0.01898299066777061+0.j,0.+0.013801842535265526j,0.009894362084883914+0.j,0.-0.006997650232801972j,-0.004884772048487167+0.j,0.+0.003367127235522215j,0.0022928597122786826+0.j,0.-0.0015429926120750551j,-0.0010265310641418115+0.j,0.+0.000675374931972488j,0.00043955730560599963+0.j,0.-0.00028307947510033705j,-0.0001804431889519075+0.j,0.+0.0001138732844029202j,0.00007116331887667674+0.j,0.-0.000044049563063698393j,-0.000027012884780444794+0.j,0.+0.00001641468013529559j,9.885753438970082e-6+0.j,0.-5.90177716236859e-6j,-3.4932335120964617e-6+0.j,0.+2.0502974910775806e-6j,1.193493607110788e-6+0.j,0.-6.891342290782194e-7j,-3.947588363249619e-7+0.j,0.+2.243703436617862e-7j,1.2655037686359426e-7+0.j,0.-7.084063134572784e-8j,-3.936197469188325e-8+0.j,0.+2.1711973842482604e-8j,1.1890506185418543e-8+0.j,0.-6.465898108564169e-9j,-3.4916608587829092e-9+0.j,0.+1.8726454994368856e-9j,9.975703936385603e-10+0.j,0.-5.278842792416813e-10j,-2.7751246559743764e-10+0.j,0.+1.4494891675911957e-10j,7.522723036394965e-11+0.j,0.-3.879721476886645e-11j,-1.9885112914456996e-11+0.j,0.+1.0129621567689076e-11j,5.128975655360075e-12+0.j,0.-2.5815109187332265e-12j,-1.2916830086716287e-12+0.j,0.+6.425522432495964e-13j
0.-0.0034730570741071352j,-0.012583767959326392+0.j,0.+0.03168159322735756j,0.0638007378136068+0.j,0.-0.10855372519344798j,-0.16024101432997417+0.j,0.+0.20768090934246586j,0.23648924789937384+0.j,0.-0.23348571789464626j,-0.19180005814976375+0.j,0.+0.11465926162363822j,0.016106177794767192+0.j,0.+0.0820256077618334j,0.15611767924264638+0.j,0.-0.18780200445892004j,-0.1696319206333184+0.j,0.+0.10746484232390355j,0.01879743442590181+0.j,0.+0.0723223291877979j,0.1420987020885327+0.j,0.-0.17337244718571926j,-0.15975711216409566+0.j,0.+0.10654900084851836j,0.028480253313570382+0.j,0.+0.054728851908978284j,0.12358291817377606+0.j,0.-0.16335684898907513j,-0.16693824997442297+0.j,0.+0.13553665063972753j,0.07743396226955794+0.j,0.-0.0053918473475756895j,0.06647083294358089+0.j,0.-0.1255592110776192j,-0.16288577130750065+0.j,0.+0.17409290639167244j,0.1594343896238992+0.j,0.-0.12294443055012735j,-0.0711302981265065+0.j,0.+0.011534008316593462j,-0.04855452708752559+0.j,0.+0.10305214989253852j,0.1476321278999087+0.j,0.-0.17988668437813185j,-0.1991808968101392+0.j,0.+0.20630483823523924j,0.20303178256976856+0.j,0.-0.19167251317134254j,-0.1746886298165224+0.j,0.+0.15439916623661254j,0.1327902343579085+0.j,0.-0.11141958195243674j,-0.09139746248506284+0.j,0.+0.073421152404784j,0.05784113313068091+0.j,0.-0.04474053489944432j,-0.034014292919874865+0.j,0.+0.025439386358554417j,0.018731769549868875+0.j,0.-0.01358881506176598j,-0.009718218337113064+0.j,0.+0.006855495414344132j,0.0047726572391951945+0.j,0.-0.003280601156104629j,-0.0022274304162977214+0.j,0.+0.0014944571312176468j,0.0009911733519400957+0.j,0.-0.0006500541314979991j,-0.0004217159658014056+0.j,0.+0.00027070051838560925j,0.00017197944320919415+0.j,0.-0.00010816706778895915j,-0.00006736755320463769+0.j,0.+0.000041556972155252824j,0.000025396229290386444+0.j,0.-0.00001537859584643062j,-9.229360178294927e-6+0.j,0.+5.490541561019298e-6j,3.238357792132243e-6+0.j,0.-1.8939755899757164e-6j,-1.098586824414841e-6+0.j,0.+6.320804711428524e-7j,3.607887755022365e-7+0.j,0.-2.0433292849318198e-7j,-1.1483861984144017e-7+0.j,0.+6.40558926079122e-8j,3.546555937193275e-8+0.j,0.-1.9493247320218325e-8j,-1.0637568164992359e-8+0.j,0.+5.7640883583802185e-9j,3.1016774721643215e-9+0.j,0.-1.6576253775473573e-9j,-8.799223981148434e-10+0.j,0.+4.6399536196002515e-10j,2.430725213213527e-10+0.j,0.-1.2651774174579972e-10j,-6.543339909574162e-11+0.j,0.+3.362931227200679e-11j,1.7176860836155114e-11+0.j,0.-8.719924006788186e-12j,-4.400068756907646e-12+0.j
-0.006649059992247038+0.j,0.+0.022673363644643972j,0.053388185269795246+0.j,0.-0.09974226326568207j,-0.15572965395118005+0.j,0.+0.20768090934246586j,0.23735764183880675+0.j,0.-0.22843030611074952j,-0.17392689949513596+0.j,0.+0.08123482384129985j,-0.02810121207369425+0.j,0.+0.12441459656613928j,0.17981305571143322+0.j,0.-0.17814402681153796j,-0.12106741550260272+0.j,0.+0.02781400640614647j,-0.07126966065341864+0.j,0.+0.14490317940656897j,0.17101696639646274+0.j,0.-0.143345027514529j,-0.07248062161178072+0.j,0.-0.018500115192604305j,-0.10192682399652787+0.j,0.+0.15408666431390355j,0.1617371952576184+0.j,0.-0.1248808606561571j,-0.05548325921215845+0.j,0.-0.026934107882828854j,-0.10114712524240003+0.j,0.+0.14973028425196627j,0.16282507897510745+0.j,0.-0.13951217924475384j,-0.08687140007362862+0.j,0.+0.017377303271720067j,-0.05445022578228259+0.j,0.+0.11524212453676883j,0.15515960496191672+0.j,0.-0.169128377925467j,-0.15692582373083083+0.j,0.+0.12236220209997875j,0.07192289318632857+0.j,0.-0.013252158424022015j,0.04621042095969268+0.j,0.-0.10024235311143553j,-0.14442020764881194+0.j,0.+0.17629102088501805j,0.19521847153552943+0.j,0.-0.20201884595293051j,-0.1985016465226914+0.j,0.+0.18700958673289514j,0.17002305569317527+0.j,0.-0.14986350557851244j,-0.1285043262833885+0.j,0.+0.10747939583782676j,0.08786903371821846+0.j,0.-0.0703393880694437j,-0.05521246559704411+0.j,0.+0.042548063230062806j,0.03222407356214504+0.j,0.-0.024006777514180747j,-0.017607071513504956+0.j,0.+0.012721787451689386j,0.009061337429372124+0.j,0.-0.006366016303567868j,-0.0044136654750198765+0.j,0.+0.0030212899757760246j,0.0020428416483529465+0.j,0.-0.0013648953384245897j,-0.0009014597510124975+0.j,0.+0.0005887408140003012j,0.0003803391344727209+0.j,0.-0.00024311743059237016j,-0.00015380851627147188+0.j,0.+0.00009633353956083342j,0.00005974678162544379+0.j,0.-0.00003670222338544625j,-0.000022336062177546966+0.j,0.+0.000013469384081790953j,8.050107574795494e-6+0.j,0.-4.769250835784651e-6j,-2.8013734534920107e-6+0.j,0.+1.6316930313385523e-6j,9.425913112091296e-7+0.j,0.-5.401243557917729e-7j,-3.0705375160538243e-7+0.j,0.+1.7319990815249145e-7j,9.695122365831281e-8+0.j,0.-5.3862780197458005e-8j,-2.9703616196521364e-8+0.j,0.+1.6261783077648596e-8j,8.839272849222403e-9+0.j,0.-4.7709392486787095e-9j,-2.5572778428598396e-9+0.j,0.+1.3613967677615624e-9j,7.198944662439167e-10+0.j,0.-3.781580686500983e-10j,-1.973513216251954e-10+0.j,0.+1.0233147765725688e-10j,5.272543267935561e-11+0.j,0.-2.6996703666445516e-11j
0.+0.011785151988160072j,0.03767438224895398+0.j,0.-0.08250867192230665j,-0.14183778716398107+0.j,0.+0.20062556090203038j,0.23648924789937384+0.j,0.-0.22843030611074952j,-0.16752453389071664+0.j,0.+0.0640751335798335j,-0.05322959038428025+0.j,0.+0.146902287084493j,0.18529239719404964+0.j,0.-0.1558133983754675j,-0.0707081766669178+0.j,0.-0.03734729194586647j,-0.1279255066673357+0.j,0.+0.16837300957217902j,0.1457684539796372+0.j,0.-0.07075765854803767j,0.027679535361989745+0.j,0.-0.11382876290433389j,-0.1583307196111059+0.j,0.+0.14786339285272082j,0.08835344300326545+0.j,0.-0.0013586527115868653j,0.08430900648328057+0.j,0.-0.14233490037473j,-0.15670642115586955+0.j,0.+0.12541039587825695j,0.05951506123920559+0.j,0.+0.02137119880504412j,0.0953729849369834+0.j,0.-0.1443140387008347j,-0.15781824214019516+0.j,0.+0.13480822350296362j,0.08250694118233404+0.j,0.-0.013668666105706441j,0.05695025873229402+0.j,0.-0.11591341475343014j,-0.15352437720627013+0.j,0.+0.16502160030572735j,0.1505756008622488+0.j,0.-0.11436686471135175j,-0.06314339628743709+0.j,0.+0.004657273578217406j,-0.053704360041792756+0.j,0.+0.10590273541364019j,0.147779826884559+0.j,0.-0.17717450843087848j,-0.1937201293749175+0.j,0.+0.19844612419154253j,0.1933011440275231+0.j,0.-0.1806910772584424j,-0.16309317761570954+0.j,0.+0.14277594774500535j,0.12162881511453041+0.j,0.-0.10108828588819581j,-0.08213811241160948+0.j,0.+0.06535856224212756j,0.05100203170905423+0.j,0.-0.039076926074763436j,-0.029427239416529038+0.j,0.+0.0218004486146017j,0.01590054217593022+0.j,0.-0.011426005610961668j,-0.008094431830347805+0.j,0.+0.0056563240913193044j,0.003900873410491664+0.j,0.-0.002656275711019323j,-0.0017867149637847354+0.j,0.+0.001187628360196286j,0.0007803840426295435+0.j,0.-0.0005070919002006615j,-0.00032595168314943264+0.j,0.+0.00020731788873976737j,0.00013051425234409511+0.j,0.-0.00008134484302398409j,-0.00005020647585187611+0.j,0.+0.00003069359694345346j,0.000018590429216784347+0.j,0.-0.000011157705377456794j,-6.6372761725688575e-6+0.j,0.+3.913955603921136e-6j,2.288392492069409e-6+0.j,0.-1.3268070488055244e-6j,-7.629891623929922e-7+0.j,0.+4.3524113867196577e-7j,2.463242879407683e-7+0.j,0.-1.383287179198555e-7j,-7.709121256508485e-8+0.j,0.+4.264244191877771e-8j,2.3414181851930037e-8+0.j,0.-1.2763466638911446e-8j,-6.908155796694526e-9+0.j,0.+3.712860812995284e-9j,1.98178172614172e-9+0.j,0.-1.0506292533938316e-9j,-5.532660942669949e-10+0.j,0.+2.8943593308257763e-10j,1.5043407179802146e-10+0.j
0.019539531691398295+0.j,0.-0.05829664515808079j,-0.11796043452012818+0.j,0.+0.18463800223249j,0.23233845775495365+0.j,0.-0.23348571789464626j,-0.17392689949513596+0.j,0.+0.0640751335798335j,-0.06128932330781101+0.j,0.+0.15621547250288917j,0.18404838066995804+0.j,0.-0.13495265849669416j,-0.03139939201279882+0.j,0.-0.08139123455691183j,-0.15545914238644928+0.j,0.+0.16095788739201142j,0.09824488729209725+0.j,0.+0.003762729080964687j,0.101337985919489+0.j,0.-0.15493695703693175j,-0.14496048312552323+0.j,0.+0.07808529622645627j,-0.017407429990899306+0.j,0.+0.10422644872823043j,0.1507800349659256+0.j,0.-0.14218432347347584j,-0.08399801883935999+0.j,0.-0.0016699908939238257j,-0.08524309636299444+0.j,0.+0.14009957253777475j,0.15068341422961762+0.j,0.-0.11605713648065735j,-0.048523641204581934+0.j,0.-0.03144390461834198j,-0.10184146962207548+0.j,0.+0.1451768735180108j,0.1523612947206503+0.j,0.-0.12381789736295078j,-0.06806176846362913+0.j,0.-0.0013897333733621322j,-0.06968863522520334+0.j,0.+0.12393238856724874j,0.15539421173001763+0.j,0.-0.16045825802347105j,-0.14036272986088386+0.j,0.+0.1000863824670725j,0.046805954632585176+0.j,0.+0.011675464377746731j,0.06823359817691854+0.j,0.-0.11730067719735118j,-0.15528086432710925+0.j,0.+0.18056271154528983j,0.19324118430332465+0.j,0.-0.1946771007582874j,-0.18700901605607806+0.j,0.+0.17270370106793467j,0.1541973660650778+0.j,0.-0.13364863885181152j,-0.11280052809549311+0.j,0.+0.09293364337326541j,0.07488610275151242+0.j,0.-0.059114951037278395j,-0.04577728667686453+0.j,0.+0.034814595979453314j,0.026029450162654524+0.j,0.-0.019148730954668132j,-0.013871420160103426+0.j,0.+0.00990160602370607j,0.006968853890027639+0.j,0.-0.00483870809853201j,-0.003316111540550506+0.j,0.+0.0022441961425426152j,0.0015004045274863145+0.j,0.-0.0009913827179700715j,-0.0006476146861708747+0.j,0.+0.00041838894406151934j,0.00026740392031872063+0.j,0.-0.00016912446805147506j,-0.00010588033877019741+0.j,0.+0.00006563059597327666j,0.000040288860467979595+0.j,0.-0.000024499138182028686j,-0.000014760396702799122+0.j,0.+8.812841454577411e-6j,5.21542127179224e-6+0.j,0.-3.0598420257939555e-6j,-1.780006699723527e-6+0.j,0.+1.0269057946267882e-6j,5.876191635050292e-7+0.j,0.-3.3356822813519055e-7j,-1.8787152462707964e-7+0.j,0.+1.049992820289575e-7j,5.8239797198437475e-8+0.j,0.-3.2064043687700424e-8j,-1.752412066349326e-8+0.j,0.+9.508811603153579e-9j,5.123172290577164e-9+0.j,0.-2.7410896106892398e-9j,-1.4565527002164801e-9+0.j,0.+7.687646505220786e-10j
