0.5334880910911032+0.j,0.-0.5980392129237063j,-0.4740450275238676+0.j,0.+0.3068060363861737j,0.17196451390823672+0.j,0.-0.08621022255911245j,-0.039453730445794956+0.j,0.+0.01671644736056705j,0.006625275214312937+0.j,0.-0.0024756406254961916j,-0.0008775917520237727+0.j,0.+0.00029662047247433254j,0.00009598766592511307+0.j,0.-0.000029843426610182566j,-8.941072189482939e-6+0.j,0.+2.5879084213623562e-6j,7.252601985289114e-7+0.j,0.-1.9718520025780778e-7j,-5.2100632457712073e-8+0.j,0.+1.3398961117325012e-8j,3.358621478736816e-9+0.j,0.-8.215922721471433e-10j,-1.9635860463757833e-10+0.j,0.+4.589770299093181e-11j,1.0502441289046293e-11+0.j,0.-2.3546436470335787e-12j,-5.176586174729582e-13+0.j,0.+1.116777095048056e-13j,2.365878373466651e-14+0.j,0.-4.924910556043928e-15j,-1.0079585012494671e-15+0.j,0.+2.0293957063675948e-16j,4.021579700345538e-17+0.j,0.-7.84774064917383e-18j,-1.5087251001358332e-18+0.j,0.+2.8587819110816043e-19j,5.341149167069892e-20+0.j,0.-9.843255927806247e-21j,-1.7899953828389427e-21+0.j,0.+3.213102198200273e-22j,5.695075364553033e-23+0.j,0.-9.970397640712291e-24j,-1.7246174102881895e-24+0.j,0.+2.9482443184143213e-25j,4.982439845640934e-26+0.j,0.-8.326083062487797e-27j,-1.3761531081016266e-27+0.j,0.+2.2502084871303446e-28j,3.640885922720909e-29+0.j,0.-5.8306096047878216e-30j,-9.243445683335844e-31+0.j,0.+1.450954312089074e-31j,2.2555735734495414e-32+0.j,0.-3.47315363624917e-33j,-5.298245122746245e-34+0.j,0.+8.008582140024547e-35j,1.1996831326489173e-35+0.j,0.-1.7812876503739823e-36j,-2.6219535417978103e-37+0.j,0.+3.8265193901985873e-38j,5.5377484626784175e-39+0.j,0.-7.94828149673222e-40j,-1.1315723501288353e-40+0.j,0.+1.59814795811599e-41j,2.2394013169360857e-42+0.j,0.-3.1137244933817546e-43j,-4.2964834892283276e-44+0.j,0.+5.884108575326342e-45j,7.998916320775839e-46+0.j,0.-1.0794723935628066e-46j,-1.4463301920441982e-47+0.j,0.+1.9241689836146755e-48j,2.542037152655616e-49+0.j,0.-3.335226981893661e-50j,-4.346247638374716e-51+0.j,0.+5.625858024701564e-52j,7.234139910465589e-53+0.j,0.-9.241585234149015e-54j,-1.1730164538419266e-54+0.j,0.+1.479433642375233e-55j,1.8541950992089973e-56+0.j,0.-2.309499387678858e-57j,-2.8590112037749157e-58+0.j,0.+3.5178858493467495e-59j,4.3027591028299924e-60+0.j,0.-5.231696010438208e-61j,-6.324092413250149e-62+0.j,0.+7.60052362538367e-63j,9.082535609147081e-64+0.j,0.-1.0792375265391857e-64j,-1.2752658066374246e-65+0.j,0.+1.498597318185063e-66j,1.751442844585726e-67+0.j,0.-2.0359139921643985e-68j,-2.353967336759135e-69+0.j,0.+2.7073447493532823e-70j,3.097511141778518e-71+0.j,0.-3.5255911074677277e-72j,-3.9923061361210603e-73+0.j,0.+4.4979142432594735e-74j
0.-0.5980392129237063j,-0.13691281600867777+0.j,0.-0.31435152265795785j,-0.47714104493025217+0.j,0.+0.42084015477478637j,0.2878828347750183+0.j,0.-0.1669434933610383j,-0.0856456509282797+0.j,0.+0.03985433126753115j,0.01710063685076598+0.j,0.-0.006844884232276573j,-0.0025781315320089855+0.j,0.+0.000919921452902699j,0.0003126340225016455+0.j,0.-0.00010164095140518926j,-0.000031727582892990056+0.j,0.+9.53861827697791e-6j,2.769280141501396e-6+0.j,0.-7.78181236052693e-7j,-2.120811799034291e-7+0.j,0.+5.615696699492528e-8j,1.4470133663246892e-8+0.j,0.-3.6334916905765646e-9j,-8.902515415711913e-10+0.j,0.+2.1307868715202507e-10j,4.9872655053357433e-11+0.j,0.-1.1426079502975764e-11j,-2.5646425631486927e-12+0.j,0.+5.644214376733674e-13j,1.2188563346589887e-13+0.j,0.-2.5844926343206287e-14j,-5.384580520292616e-15+0.j,0.+1.1029177347537446e-15j,2.22224861785369e-16+0.j,0.-4.406852002171076e-17j,-8.605269113144301e-18+0.j,0.+1.6553949583151675e-18j,3.1385514761864047e-19+0.j,0.-5.86713229965353e-20j,-1.0818329391005521e-20+0.j,0.+1.9683025654512306e-21j,3.534859527677262e-22+0.j,0.-6.268226868221158e-23j,-1.097857497573562e-23+0.j,0.+1.8997909757533698e-24j,3.2489870117325227e-25+0.j,0.-5.492757758003652e-26j,-9.182182410304499e-27+0.j,0.+1.5181759036994852e-27j,2.4832591146624505e-28+0.j,0.-4.019244726268231e-29j,-6.438488854573547e-30+0.j,0.+1.0210130939842865e-30j,1.6031483565582416e-31+0.j,0.-2.49284302738007e-32j,-3.839507681255967e-33+0.j,0.+5.858589835942624e-34j,8.857726993601897e-35+0.j,0.-1.327196205009397e-35j,-1.971065514726072e-36+0.j,0.+2.901931111451883e-37j,4.2360197176394085e-38+0.j,0.-6.131634047349401e-39j,-8.80242498139851e-40+0.j,0.+1.2534147170699515e-40j,1.7705582650304605e-41+0.j,0.-2.4814382321318263e-42j,-3.4508625500237803e-43+0.j,0.+4.762492522297313e-44j,6.523390253078856e-45+0.j,0.-8.869380653962351e-46j,-1.1971295814590875e-46+0.j,0.+1.6042153319305322e-47j,2.1345296594261493e-48+0.j,0.-2.8203493740918917e-49j,-3.700895096344311e-50+0.j,0.+4.823414738763556e-51j,6.24433400064875e-52+0.j,0.-8.030452142969718e-53j,-1.0260154045041944e-53+0.j,0.+1.3024601825313098e-54j,1.6428861417237198e-55+0.j,0.-2.059291177802891e-56j,-2.5652477288304673e-57+0.j,0.+3.1759617842137594e-58j,3.908300663385554e-59+0.j,0.-4.7807823236651855e-60j,-5.813518974194013e-61+0.j,0.+7.028108094458292e-62j,8.447464619659358e-63+0.j,0.-1.00955890876753e-63j,-1.1997267955673168e-64+0.j,0.+1.4177704083409055e-65j,1.6662077520156696e-66+0.j,0.-1.9475039177570606e-67j,-2.2640142654990933e-68+0.j,0.+2.6179222320027683e-69j,3.0111728631056255e-70+0.j,0.-3.4454034500416926e-71j,-3.921872910873041e-72+0.j
-0.4740450275238676+0.j,0.-0.31435152265795785j,-0.3860884101675376+0.j,0.-0.006787189553405822j,-0.34119388223570335+0.j,0.+0.437211930457849j,0.3662973555781856+0.j,0.-0.2444343283050307j,-0.13970015004847178+0.j,0.+0.07098871952936125j,0.03281248315150371+0.j,0.-0.014009080623092477j,-0.005585916782013362+0.j,0.+0.002097534528553519j,0.0007465846034653594+0.j,0.-0.000253205850181174j,-0.0000821782228174483+0.j,0.+0.00002561449944226902j,7.691003037437751e-6+0.j,0.-2.2304062282615134e-6j,-6.261458893024139e-7+0.j,0.+1.704993956020683e-7j,4.51118606667038e-8+0.j,0.-1.1616098170927958e-8j,-2.915021687570114e-9+0.j,0.+7.138145920222084e-10j,1.7076135647865643e-10+0.j,0.-3.994919323832036e-11j,-9.148616412583199e-12+0.j,0.+2.052638271042674e-12j,4.515746481392383e-13+0.j,0.-9.748340577238409e-14j,-2.0664077288137723e-14+0.j,0.+4.3039230449626445e-15j,8.813249841059385e-16+0.j,0.-1.7753074605753479e-16j,-3.519689045771497e-17+0.j,0.+6.871340803614549e-18j,1.3215561401759324e-18+0.j,0.-2.5051023117026733e-19j,-4.682083438502417e-20+0.j,0.+8.63167279408753e-21j,1.5701900663528792e-21+0.j,0.-2.8194338591746617e-22j,-4.998818239980343e-23+0.j,0.+8.753963864158231e-24j,1.5146202394471705e-24+0.j,0.-2.58992912611744e-25j,-4.3779917660470577e-26+0.j,0.+7.317747963055973e-27j,1.2097703926524836e-27+0.j,0.-1.9785834208062612e-28j,-3.2020658494199587e-29+0.j,0.+5.128910559510371e-30j,8.132604160506928e-31+0.j,0.-1.2768234609027564e-31j,-1.985237478260587e-32+0.j,0.+3.0574189638688035e-33j,4.664829708743133e-34+0.j,0.-7.052280966687932e-35j,-1.0565944391564131e-35+0.j,0.+1.5690663734894518e-36j,2.309912617214232e-37+0.j,0.-3.371597291511107e-38j,-4.880049660918493e-39+0.j,0.+7.005217251227971e-40j,9.974387835158433e-41+0.j,0.-1.4088824174856843e-41j,-1.9744307192546484e-42+0.j,0.+2.7456223136578195e-43j,3.7889852024335346e-44+0.j,0.-5.1896510951748335e-45j,-7.055616880428961e-46+0.j,0.+9.522707010295777e-47j,1.276027767890529e-47+0.j,0.-1.6977684986039246e-48j,-2.2431514129387636e-49+0.j,0.+2.943353459565614e-50j,3.835930713157623e-51+0.j,0.-4.965732213866947e-52j,-6.385849665394885e-53+0.j,0.+8.158579935793455e-54j,1.0356371174639163e-54+0.j,0.-1.3062717093968119e-55j,-1.6372957837019072e-56+0.j,0.+2.039494020834919e-57j,2.5249485232893704e-58+0.j,0.-3.1070607450308387e-59j,-3.8005428444801436e-60+0.j,0.+4.62137272588615e-61j,5.58670729049167e-62+0.j,0.-6.714748947231813e-63j,-8.024561253912664e-64+0.j,0.+9.535830683440834e-65j,1.126857293154142e-65+0.j,0.-1.324278388281241e-66j,-1.5478037294718487e-67+0.j,0.+1.799303339128033e-68j,2.0805104810842865e-69+0.j,0.-2.3929688642230755e-70j
0.+0.3068060363861737j,-0.47714104493025217+0.j,0.-0.006787189553405822j,-0.39048113787097766+0.j,0.+0.21298645622004j,-0.15751207009042487+0.j,0.+0.38124022925440076j,0.401328444347999+0.j,0.-0.30874444287083525j,-0.19602324526316298+0.j,0.+0.10837055420137655j,0.0537643237011361+0.j,0.-0.024402907656405945j,-0.010270470576591226+0.j,0.+0.00404799645783636j,0.0015055369109957786+0.j,0.-0.0005315674074265769j,-0.0001790453735937998+0.j,0.+0.00005776477005335241j,0.000017911728348500396+0.j,0.-5.353637090319467e-6j,-1.5462776260142042e-6+0.j,0.+4.3251776006811806e-7j,1.1739104703440356e-7+0.j,0.-3.096865993561794e-8j,-7.952955810517445e-9+0.j,0.+1.9908950350111278e-9j,4.864286065102275e-10+0.j,0.-1.161257377477794e-10j,-2.7115719145104524e-11+0.j,0.+6.198749136164757e-12j,1.3885172974937464e-12+0.j,0.-3.0500550073413123e-13j,-6.57494548337427e-14+0.j,0.+1.3918762873469305e-14j,2.8953984747076532e-15+0.j,0.-5.922048126364885e-16j,-1.191602258937572e-16+0.j,0.+2.359995860330187e-17j,4.602806041408413e-18+0.j,0.-8.844311815554427e-19j,-1.675028978139862e-19+0.j,0.+3.1280521696723884e-20j,5.762167453545702e-21+0.j,0.-1.0474081786969401e-21j,-1.879377569162087e-22+0.j,0.+3.3298321681666774e-23j,5.8274171682838985e-24+0.j,0.-1.0076369095872784e-24j,-1.7219832103573081e-25+0.j,0.+2.9091607112091526e-26j,4.8599554836514505e-27+0.j,0.-8.030259200834678e-28j,-1.3126890495601577e-28+0.j,0.+2.1233775454554207e-29j,3.399535946482752e-30+0.j,0.-5.388021560824097e-31j,-8.455570750474614e-32+0.j,0.+1.314146353447257e-32j,2.0230744543544957e-33+0.j,0.-3.0854922228507845e-34j,-4.6628968826238904e-35+0.j,0.+6.983571225649215e-36j,1.0367136728187716e-36+0.j,0.-1.5256899801616899e-37j,-2.2262011252257982e-38+0.j,0.+3.2211830400058766e-39j,4.622527702384975e-40+0.j,0.-6.579835104235904e-41j,-9.291338036322111e-42+0.j,0.+1.3017389388275598e-42j,1.8096927463667966e-43+0.j,0.-2.4967348633704897e-44j,-3.41882137695746e-45+0.j,0.+4.646919009962721e-46j,6.270257795772288e-47+0.j,0.-8.400068685613561e-48j,-1.1173820233067206e-48+0.j,0.+1.4759951976678318e-49j,1.9363081091216145e-50+0.j,0.-2.522963318190859e-51j,-3.26538178694499e-52+0.j,0.+4.198383545780782e-53j,5.362816322138784e-54+0.j,0.-6.806172978147794e-55j,-8.583174512641007e-56+0.j,0.+1.075629138923449e-56j,1.3396172272295974e-57+0.j,0.-1.658194612982443e-58j,-2.0401361358025385e-59+0.j,0.+2.495072436470056e-60j,3.0334600177677825e-61+0.j,0.-3.6665239356803377e-62j,-4.4061698978458663e-63+0.j,0.+5.264863086645884e-64j,6.255471762310224e-65+0.j,0.-7.391074633969861e-66j,-8.684732100637707e-67+0.j,0.+1.0149222735768478e-67j,1.1796747783544056e-68+0.j
0.17196451390823672+0.j,0.+0.42084015477478637j,-0.34119388223570335+0.j,0.+0.21298645622004j,-0.271102416238473+0.j,0.+0.3264114741307448j,0.0207727136053246+0.j,0.+0.27938917764408017j,0.394513139922766+0.j,0.-0.3532458075152678j,-0.2491983642432144+0.j,0.+0.1495773770943752j,0.07944473197807476+0.j,0.-0.03823637767578557j,-0.01694539259025522+0.j,0.+0.0069950593171439965j,0.0027131307570366185+0.j,0.-0.000995499509344762j,-0.00034743549054813667+0.j,0.+0.00011585588957332893j,0.00003705113329505459+0.j,0.-0.000011400036353663802j,-3.3839166484479133e-6+0.j,0.+9.713435753124799e-7j,2.701902589130749e-7+0.j,0.-7.296402509280965e-8j,-1.916024351588404e-8+0.j,0.+4.899854223074379e-9j,1.2218807494063566e-9+0.j,0.-2.9747978129747647e-10j,-7.078506174765651e-11+0.j,0.+1.647832454160386e-11j,3.75636467215379e-12+0.j,0.-8.392090915703558e-13j,-1.838894997590379e-13+0.j,0.+3.954938751887363e-14j,8.354265146809371e-15+0.j,0.-1.7343314203359069e-15j,-3.5404872648032676e-16+0.j,0.+7.111097837666485e-17j,1.4059627818421174e-17+0.j,0.-2.7376761403826682e-18j,-5.252387185467308e-19+0.j,0.+9.933035922072767e-20j,1.8523876058450665e-20+0.j,0.-3.4077748839589294e-21j,-6.186642617924001e-22+0.j,0.+1.1087463390702454e-22j,1.96219856219785e-23+0.j,0.-3.430212175867075e-24j,-5.925071823331072e-25+0.j,0.+1.0115381425134993e-25j,1.707272336991674e-26+0.j,0.-2.849482365147689e-27j,-4.704112418628318e-28+0.j,0.+7.683150978871015e-29j,1.2417900650539028e-29+0.j,0.-1.986540136108536e-30j,-3.1461276281283514e-31+0.j,0.+4.933681691961522e-32j,7.662392101779133e-33+0.j,0.-1.178787735606575e-33j,-1.7966414830954408e-34+0.j,0.+2.7134111986254634e-35j,4.0613399018975444e-36+0.j,0.-6.025474554501921e-37j,-8.862324692432569e-38+0.j,0.+1.2924167490915798e-38j,1.8690370794631047e-39+0.j,0.-2.6807328964634284e-40j,-3.8138832108215076e-41+0.j,0.+5.3828905125907194e-42j,7.537934307131762e-43+0.j,0.-1.0474431373968252e-43j,-1.4444447354911984e-44+0.j,0.+1.977030216108421e-45j,2.6860596969719344e-46+0.j,0.-3.6228860141353854e-47j,-4.851496011905623e-48+0.j,0.+6.450936238509227e-49j,8.518021242382269e-50+0.j,0.-1.117031056951914e-50j,-1.454932582295085e-51+0.j,0.+1.8823961832997775e-52j,2.419402633674719e-53+0.j,0.-3.0893821000508115e-54j,-3.91956537676709e-55+0.j,0.+4.9413149217236035e-56j,6.190420092320318e-57+0.j,0.-7.707338894862821e-58j,-9.53736679801909e-59+0.j,0.+1.1730711870069236e-59j,1.4342454833377427e-60+0.j,0.-1.7432372735507864e-61j,-2.1064605948579966e-62+0.j,0.+2.530715023673476e-63j,3.0231158752065936e-64+0.j,0.-3.591004306480718e-65j,-4.241836768517304e-66+0.j,0.+4.983053891534537e-67j
0.-0.08621022255911245j,0.2878828347750183+0.j,0.+0.437211930457849j,-0.15751207009042487+0.j,0.+0.3264114741307448j,-0.10746397019445093+0.j,0.+0.34715196056706166j,0.16464356866182672+0.j,0.+0.15562290373390353j,0.3522037335279877+0.j,0.-0.37463547867875974j,-0.2946339298434671+0.j,0.+0.19189659389301583j,0.10893190411002843+0.j,0.-0.05548653748328809j,-0.025843478227108373+0.j,0.+0.011152980458149985j,0.00450369648308858+0.j,0.-0.0017146491906220732j,-0.0006191949251746953+0.j,0.+0.00021313709548175547j,0.00007021709704830278+0.j,0.-0.000022216473764369216j,-6.770733200280991e-6+0.j,0.+1.992653840641184e-6j,5.675850481221984e-7+0.j,0.-1.5677805502513098e-7j,-4.2067959800352604e-8+0.j,0.+1.0982611236768372e-8j,2.793544275410194e-9+0.j,0.-6.931873055339164e-10j,-1.6799237551624405e-10+0.j,0.+3.980406808052503e-11j,9.229558525367778e-12+0.j,0.-2.0962010473926194e-12j,-4.666987624786514e-13+0.j,0.+1.0193393530666795e-13j,2.1856593368137674e-14+0.j,0.-4.6037280603598814e-15j,-9.53154522945263e-16+0.j,0.+1.9408376798370944e-16j,3.888817978003036e-17+0.j,0.-7.67122362729975e-18j,-1.4905054241638725e-18+0.j,0.+2.853749696133958e-19j,5.386322319980997e-20+0.j,0.-1.0026140728348504e-20j,-1.8412044106235567e-21+0.j,0.+3.3369548371811136e-22j,5.970687782037108e-23+0.j,0.-1.0550244282150449e-23j,-1.8416051879411364e-24+0.j,0.+3.176522548623562e-25j,5.415624155223458e-26+0.j,0.-9.128525387715681e-27j,-1.5216599794603262e-27+0.j,0.+2.509019998974616e-28j,4.09317546977114e-29+0.j,0.-6.608188452477076e-30j,-1.0559965188756624e-30+0.j,0.+1.670663934382665e-31j,2.6172628487892745e-32+0.j,0.-4.060869709100894e-33j,-6.241414348747881e-34+0.j,0.+9.504189637037375e-35j,1.4341296765652065e-35+0.j,0.-2.144734512919119e-36j,-3.179351334417312e-37+0.j,0.+4.672497846445545e-38j,6.808772573724006e-39+0.j,0.-9.839184294172667e-40j,-1.41019550336768e-40+0.j,0.+2.0048737312786067e-41j,2.8277296428989723e-42+0.j,0.-3.95718048581553e-43j,-5.495196808284405e-44+0.j,0.+7.573223708277175e-45j,1.0359234840209684e-45+0.j,0.-1.4066035285435911e-46j,-1.8960913253167926e-47+0.j,0.+2.5376714696234816e-48j,3.3724377830958755e-49+0.j,0.-4.450691501876069e-50j,-5.833476666596848e-51+0.j,0.+7.594237543935321e-52j,9.820573959075879e-53+0.j,0.-1.26160602791914e-53j,-1.6102082682679816e-54+0.j,0.+2.041963760529075e-55j,2.573102230936476e-56+0.j,0.-3.222133691913321e-57j,-4.009970664201635e-58+0.j,0.+4.960012396917812e-59j,6.098180418450734e-60+0.j,0.-7.452894429164697e-61j,-9.054977624868942e-62+0.j,0.+1.0937481086059794e-62j,1.3135417937600322e-63+0.j,0.-1.5685399614726438e-64j,-1.8625168779540521e-65+0.j
-0.039453730445794956+0.j,0.-0.1669434933610383j,0.3662973555781856+0.j,0.+0.38124022925440076j,0.0207727136053246+0.j,0.+0.34715196056706166j,0.051408602794799425+0.j,0.+0.29961856575805307j,0.2613341570847151+0.j,0.+0.02941385847913788j,0.2832427802314617+0.j,0.-0.3724209096426082j,-0.32885466451656586+0.j,0.+0.23261192964879182j,0.14100306140974853+0.j,0.-0.07590476443775963j,-0.03709811060660541+0.j,0.+0.016712166582531704j,0.007015929444772054+0.j,0.-0.0027678687539525993j,-0.001032948835923427+0.j,0.+0.0003666084471896972j,0.00012428823245316835+0.j,0.-0.000040398815910265716j,-0.000012629537105326409+0.j,0.+3.8077348104146686e-6j,1.10977370684636e-6+0.j,0.-3.133242601536581e-7j,-8.585103583622776e-8+0.j,0.+2.286664537479755e-8j,5.929320766228797e-9+0.j,0.-1.498754762903609e-9j,-3.69745615631225e-10+0.j,0.+8.912494711425452e-11j,2.101142665815492e-11+0.j,0.-4.849223876077986e-12j,-1.0965242130023196e-12+0.j,0.+2.4312766413253884e-13j,5.289767778342436e-14+0.j,0.-1.1301042618316692e-14j,-2.372212810181199e-15+0.j,0.+4.895504874776598e-16j,9.937775077222866e-17+0.j,0.-1.985422618052991e-17j,-3.905707165525553e-18+0.j,0.+7.568812730387562e-19j,1.4455209236768376e-19+0.j,0.-2.721863649161012e-20j,-5.05499822186334e-21+0.j,0.+9.262896844386798e-22j,1.675306368623068e-22+0.j,0.-2.991618090258349e-23j,-5.2761667147074274e-24+0.j,0.+9.193074912714025e-25j,1.5829109502852653e-25+0.j,0.-2.69416021032053e-26j,-4.533923824834227e-27+0.j,0.+7.5459966266015215e-28j,1.2423778864670133e-28+0.j,0.-2.023878178561473e-29j,-3.262896998245945e-30+0.j,0.+5.20716928252958e-31j,8.227479032354691e-32+0.j,0.-1.2873086205646938e-32j,-1.9949418831110707e-33+0.j,0.+3.0625794582509004e-34j,4.6583172030557194e-35+0.j,0.-7.021463925235952e-36j,-1.0489456685190541e-36+0.j,0.+1.5533610627853244e-37j,2.2806099823706275e-38+0.j,0.-3.3201042815645086e-39j,-4.793308353414066e-40+0.j,0.+6.863739977785741e-41j,9.749561511144293e-42+0.j,0.-1.3739260506421979e-42j,-1.921096351421986e-43+0.j,0.+2.6655959725692875e-44j,3.6707026452054095e-45+0.j,0.-5.017213957114146e-46j,-6.807411177370561e-47+0.j,0.+9.169662216282343e-48j,1.226369750408015e-48+0.j,0.-1.6286574670131516e-49j,-2.1479324107932644e-50+0.j,0.+2.813423744393394e-51j,3.6602724476155425e-52+0.j,0.-4.7303621532595675e-53j,-6.073178604300814e-54+0.j,0.+7.746675950375e-55j,9.818122552540029e-56+0.j,0.-1.2364893338068197e-56j,-1.547517030075233e-57+0.j,0.+1.9248507780592453e-58j,2.3796215019196593e-59+0.j,0.-2.924150553584847e-60j,-3.5719361472091437e-61+0.j,0.+4.337606156392158e-62j,5.236832413777576e-63+0.j,0.-6.286202174632497e-64j
0.+0.01671644736056705j,-0.0856456509282797+0.j,0.-0.2444343283050307j,0.401328444347999+0.j,0.+0.27938917764408017j,0.16464356866182672+0.j,0.+0.29961856575805307j,0.17835624313578785+0.j,0.+0.20957908823395605j,0.308787659490415+0.j,0.-0.08485297561955239j,0.19726980345892411+0.j,0.-0.34827852849702934j,-0.3495962703371545+0.j,0.+0.26922029961998245j,0.17424668716404687+0.j,0.-0.09903884005885892j,-0.05073232642846462+0.j,0.+0.023826454537420702j,0.010386067397584164+0.j,0.-0.004240894257853963j,-0.0016337887791219462+0.j,0.+0.0005972666975668211j,0.00020817467583078244+0.j,0.-0.00006945296812613874j,-0.000022254253922902193+0.j,0.+6.86824179169221e-6j,2.0467975835936336e-6+0.j,0.-5.902736501697985e-7j,-1.650527416239819e-7+0.j,0.+4.482621484631231e-8j,1.1842745488073494e-8+0.j,0.-3.047812177271703e-9j,-7.650446716832279e-10+0.j,0.+1.875193276127037e-10j,4.492837422887129e-11+0.j,0.-1.05324115019586e-11j,-2.417971290527619e-12+0.j,0.+5.440577001319798e-13j,1.200707873134229e-13+0.j,0.-2.6009558243945016e-14j,-5.533697760455682e-15+0.j,0.+1.15704279207306e-15j,2.3789346189494553e-16+0.j,0.-4.812234093339143e-17j,-9.582086375049656e-18+0.j,0.+1.879003476025799e-18j,3.6303002830604822e-19+0.j,0.-6.913333100259609e-20j,-1.2981801539842817e-20+0.j,0.+2.4046310006057866e-21j,4.395243277929353e-22+0.j,0.-7.930226621253352e-23j,-1.412851284932169e-23+0.j,0.+2.4862725170108363e-24j,4.322842763261208e-25+0.j,0.-7.428134593651031e-26j,-1.2618143354514254e-26+0.j,0.+2.119469600301505e-27j,3.5211205197724174e-28+0.j,0.-5.787060452850291e-29j,-9.411435367003793e-30+0.j,0.+1.5148435459580253e-30j,2.4137007639587623e-31+0.j,0.-3.8079302040759126e-32j,-5.9493199415345086e-33+0.j,0.+9.206578295581245e-34j,1.4114276198817258e-34+0.j,0.-2.1439886784330231e-35j,-3.227463436589167e-36+0.j,0.+4.815530109879841e-37j,7.122581060485102e-38+0.j,0.-1.044493104130869e-38j,-1.5188358902152198e-39+0.j,0.+2.1903494656618247e-40j,3.133080210837328e-41+0.j,0.-4.445714534315094e-42j,-6.258615146092366e-43+0.j,0.+8.742477411825942e-44j,1.211886008387912e-44+0.j,0.-1.6672850574232154e-45j,-2.2768119898807038e-46+0.j,0.+3.0864603289710707e-47j,4.1539005924936056e-48+0.j,0.-5.5508276005191044e-49j,-7.365610654170183e-50+0.j,0.+9.706242028835975e-51j,1.2703565769593889e-51+0.j,0.-1.6514752520109775e-52j,-2.1326967170136564e-53+0.j,0.+2.736115476129343e-54j,3.487584683976736e-55+0.j,0.-4.417086600139623e-56j,-5.559078167758188e-57+0.j,0.+6.95279464150613e-58j,8.6424920357045e-59+0.j,0.-1.0677607383839432e-59j,-1.3112814555825586e-60+0.j,0.+1.6007952830441036e-61j,1.9427805721946607e-62+0.j
0.006625275214312937+0.j,0.+0.03985433126753115j,-0.13970015004847178+0.j,0.-0.30874444287083525j,0.394513139922766+0.j,0.+0.15562290373390353j,0.2613341570847151+0.j,0.+0.20957908823395605j,0.26141929527628943+0.j,0.+0.0999095357254627j,0.3116050871612058+0.j,0.-0.17768341323267803j,0.10357100015051086+0.j,0.-0.3054133091060845j,-0.35577157903855405+0.j,0.+0.2995854124249413j,0.20716969435312566+0.j,0.-0.12426579660562141j,-0.06665528587536444+0.j,0.+0.03260269405473281j,0.014741009256350386+0.j,0.-0.0062235100369479246j,-0.0024726158428784195+0.j,0.+0.0009302085201683687j,0.00033304263094068774+0.j,0.-0.00011395657263276524j,-0.00003739731779015248+0.j,0.+0.000011806552991205499j,3.5952628818645357e-6+0.j,0.-1.0584317438735209e-6j,-3.01857163682903e-7+0.j,0.+8.354682451835339e-8j,2.2477543256131085e-8+0.j,0.-5.886923551451096e-9j,-1.5028599478373523e-9+0.j,0.+3.744182288384034e-10j,9.113313485323186e-11+0.j,0.-2.1692486234489524e-11j,-5.054218378455664e-12+0.j,0.+1.1536588933620464e-12j,2.5817800332604066e-13+0.j,0.-5.6688456253863205e-14j,-1.2220720501915724e-14+0.j,0.+2.5882083940171556e-15j,5.388371626708964e-16+0.j,0.-1.103344583166769e-16j,-2.2232325371401064e-17+0.j,0.+4.410522969269134e-18j,8.618385288642626e-19+0.j,0.-1.659511522113272e-19j,-3.150146988107041e-20+0.j,0.+5.897197789758821e-21j,1.0891414784132383e-21+0.j,0.-1.9851710850155687e-22j,-3.5721561962026336e-23+0.j,0.+6.3477331297391595e-24j,1.1142765622371443e-24+0.j,0.-1.9327595260737967e-25j,-3.313537558972185e-26+0.j,0.+5.6162797257201095e-27j,9.413625535211502e-28+0.j,0.-1.560703699550779e-28j,-2.5599945142011324e-29+0.j,0.+4.155356296395007e-30j,6.67605597454962e-31+0.j,0.-1.0618480076685778e-31j,-1.672323372345708e-32+0.j,0.+2.6084067234156465e-33j,4.03000998874325e-34+0.j,0.-6.168626117739215e-35j,-9.35611037458005e-36+0.j,0.+1.4063624800308645e-36j,2.095377637827904e-37+0.j,0.-3.0949681116361837e-38j,-4.5325483030511684e-39+0.j,0.+6.582373963309567e-40j,9.480603544343128e-41+0.j,0.-1.3544417220984957e-41j,-1.9196026536296832e-42+0.j,0.+2.6992499177680505e-43j,3.766240087185871e-44+0.j,0.-5.2150310551273915e-45j,-7.167028493493257e-46+0.j,0.+9.776932222548825e-47j,1.3240178847922273e-47+0.j,0.-1.780156106439272e-48j,-2.3765079389431984e-49+0.j,0.+3.150504756273665e-50j,4.147842746258448e-51+0.j,0.-5.423831254476651e-52j,-7.044841040390364e-53+0.j,0.+9.089829561982243e-54j,1.1651911486429678e-54+0.j,0.-1.4839932943488764e-55j,-1.877999789941718e-56+0.j,0.+2.3616884829403295e-57j,2.9515282091524217e-58+0.j,0.-3.6660761619585416e-59j,-4.526040338107246e-60+0.j,0.+5.554297815130549e-61j
